,ma,Twi,Twb,delt_uem,delt_reg,delt_lp_relax
0,0.05,23.47434912,22.47434912,0.4020313030974362,0.7678836263675493,0.7504267702041147
1,0.525,23.47434912,22.47434912,0.5004562965997879,0.8912046818836075,0.8912046818810921
2,1.0,23.47434912,22.47434912,0.5845291016920334,1.0145257373996657,1.0319825935671005
3,0.05,28.47434912,22.47434912,1.4813537706063795,1.3520179081743748,1.3520179081743606
4,0.525,28.47434912,22.47434912,2.0135847699314895,1.8246653637463908,1.8246653637438754
5,1.0,28.47434912,22.47434912,2.459702638795963,2.297312819318421,2.2973128193212204
6,0.05,33.47434912,22.47434912,1.6329170709890888,1.9361521899812004,1.9536090461445994
7,0.525,33.47434912,22.47434912,2.50175580665529,2.7581260456091883,2.7581260456089467
8,1.0,33.47434912,22.47434912,3.212720469810323,3.580099901237176,3.5626430450753475
9,0.05,23.47434912,22.47434912,0.4020313030974362,0.7678836263675493,0.7504267702041147
10,0.525,23.47434912,22.47434912,0.5004562965997879,0.8912046818836075,0.8912046818810921
11,1.0,23.47434912,22.47434912,0.5845291016920334,1.0145257373996657,1.0319825935671005
12,0.05,28.47434912,22.47434912,1.4813537706063795,1.3520179081743748,1.3520179081743606
13,0.525,28.47434912,22.47434912,2.0135847699314895,1.8246653637463908,1.8246653637438754
14,1.0,28.47434912,22.47434912,2.459702638795963,2.297312819318421,2.2973128193212204
15,0.05,33.47434912,22.47434912,1.6329170709890888,1.9361521899812004,1.9536090461445994
16,0.525,33.47434912,22.47434912,2.50175580665529,2.7581260456091883,2.7581260456089467
17,1.0,33.47434912,22.47434912,3.212720469810323,3.580099901237176,3.5626430450753475
18,0.05,23.47434912,22.47434912,0.4020313030974362,0.7678836263675493,0.7504267702041147
19,0.525,23.47434912,22.47434912,0.5004562965997879,0.8912046818836075,0.8912046818810921
20,1.0,23.47434912,22.47434912,0.5845291016920334,1.0145257373996657,1.0319825935671005
21,0.05,28.47434912,22.47434912,1.4813537706063795,1.3520179081743748,1.3520179081743606
22,0.525,28.47434912,22.47434912,2.0135847699314895,1.8246653637463908,1.8246653637438754
23,1.0,28.47434912,22.47434912,2.459702638795963,2.297312819318421,2.2973128193212204
24,0.05,33.47434912,22.47434912,1.6329170709890888,1.9361521899812004,1.9536090461445994
25,0.525,33.47434912,22.47434912,2.50175580665529,2.7581260456091883,2.7581260456089467
26,1.0,33.47434912,22.47434912,3.212720469810323,3.580099901237176,3.5626430450753475
27,0.05,23.07528905,22.07528905,0.4020313030974362,0.7678836263667641,0.7504267702033296
