,ch1_4nc_evap_m_perc,ch1_4nc_evap_t_out,ch2_4nc_evap_m_perc,ch2_4nc_evap_t_out,ch3_4nc_evap_m_perc,ch3_4nc_evap_t_out,dist_np_4nc_combi_0_m_flow,dist_np_4nc_combi_0_delp,dist_np_4nc_combi_1_m_flow,dist_np_4nc_combi_1_delp,dist_np_4nc_combi_2_m_flow,dist_np_4nc_combi_2_delp,dist_np_4nc_combi_3_m_flow,dist_np_4nc_combi_3_delp,dist_np_4nc_combi_4_m_flow,dist_np_4nc_combi_4_delp,dist_np_4nc_combi_5_m_flow,dist_np_4nc_combi_5_delp,dist_np_4nc_combi_6_m_flow,dist_np_4nc_combi_6_delp,ch_c_f_c_4nc_m_perc,ch_e_f_c_4nc_m_perc,ch_evap_ret_4nc_t_in,ch1_4nc_cond_m_perc,ch1_4nc_cond_t_out,ch2_4nc_cond_m_perc,ch2_4nc_cond_t_out,ch3_4nc_cond_m_perc,ch3_4nc_cond_t_out,cp_nwk_4nc_m_perc,cp_nwk_4nc_tinout,gv2_ss_4nc_m_perc,gv2_ss_4nc_t_in,hsb_ss_4nc_m_perc,hsb_ss_4nc_t_in,para_nwk_con_4nc_delp,pfa_ss_4nc_m_perc,pfa_ss_4nc_t_in,ser_ss_4nc_m_perc,ser_ss_4nc_t_in,sp1_temp_4nc_t_inout,sp2_temp_4nc_t_inout,ch1_cnwk_4nc_m_perc,ch1_cp_4nc_m_flow,ch1_cp_4nc_delp,ch1_enwk_4nc_m_perc,ch1_ep_4nc_m_flow,ch1_ep_4nc_delp,ch2_cnwk_4nc_m_perc,ch2_cp_4nc_m_flow,ch2_cp_4nc_delp,ch2_enwk_4nc_m_perc,ch2_ep_4nc_m_flow,ch2_ep_4nc_delp,ch3_cnwk_4nc_m_perc,ch3_cp_4nc_m_flow,ch3_cp_4nc_delp,ch3_enwk_4nc_m_perc,ch3_ep_4nc_m_flow,ch3_ep_4nc_delp,gv2_nwk_4nc_m_perc,hsb_nwk_4nc_m_perc,ice_nwk_4nc_m_perc,pfa_nwk_4nc_m_perc,ser_nwk_4nc_m_perc,tro_nwk_4nc_m_perc,Obj_func
0,0.0,274.15,467.1183674878506,274.15,0.0,274.15,0,0,0,0,0,0,0,0,0,0,106.75404393519341,0.4823327920745027,0,0,467.1183674878501,467.1183674878501,275.1726979472141,0.0,280.512028848,1461.24,281.800028848,0.0,280.512028848,360.36432355269096,274.1499999996395,85.71428571428574,274.15,2.146721241091107,274.15,0.4823327920745027,16.439641275678216,274.15,2.453395704104122,274.15,274.1499999996395,275.172697947,0.0,0.0,0.0,0.0,0.0,0.0,1461.24,1476.0,13.609513902839403,467.1183674878506,467.11836748800005,2.7874044441882457,0.0,0.0,0.0,0.0,0.0,0.0,85.71428571428574,2.146721241091107,87.86100695537682,16.439641275678216,2.4533957041041217,18.893036979782334,540.1475430953337
1,213.7433154178294,274.3646734734361,0.0,274.15,0.0,274.15,0,0,0,0,0,0,0,0,0,0,72.74735745245881,1.1943079311533675,0,0,213.74331541683515,213.74331541683515,275.43300586510264,402.93,285.944689478,0.0,279.87568947799997,0.0,279.87568947799997,140.9959579650921,274.3646734739327,38.33359241491828,274.3646734739327,11.471255012608289,274.3646734739327,1.1943079311533675,11.471255012608289,274.3646734739327,11.471255012608289,274.3646734739327,274.3646734739327,275.433005865,402.93,407.0,9.115510770411934,213.74331541682943,213.74331541699428,5.350705106398523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.33359241473894,11.471255012554622,49.80484742729355,11.471255012554622,11.471255012554622,22.94251002510924,112.0576507654867
2,217.489661748211,274.61836233180196,0.0,274.15,0.0,274.15,0,0,0,0,0,0,0,0,0,0,102.699854724091,2.6724402182569573,0,0,217.4896617482128,217.4896617482128,275.8710850439883,402.929999999958,279.9554093589993,0.0,279.024409359,0.0,279.024409359,114.78980702402131,275.3161705524771,26.301880928528497,274.6183623315338,25.465991265220975,274.6183623315338,2.6724402182569573,25.465991265220975,274.6183623315338,25.465991265220975,274.6183623315338,274.6183623315338,275.871085044,402.9299999999658,406.9999999999969,9.115510770410557,217.4896617482111,217.48966174799816,5.558717340809778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.301880928528497,25.465991265220975,51.76787219374946,25.465991265220975,25.465991265220975,50.93198253044195,111.12006457289893
3,0.0,274.15,636.0800061035624,274.1654920625191,0.0,274.15,0,0,0,0,0,0,0,0,0,0,9.85419088800876,0.6450005440808276,0,0,636.0800061035623,636.0800061035623,276.6393108504399,0.0,278.583414603,1461.2400000000007,280.725414603,0.0,278.583414603,626.2258152155603,276.59287876918995,2.4635477220004915,274.1654920619944,2.463547722000494,274.1654920619944,0.6450005440808276,2.4635477220004915,274.1654920619944,2.4635477220004915,274.1654920619944,274.1654920619944,276.63931085,0.0,0.0,0.0,0.0,0.0,0.0,1461.2400000000002,1475.9999999999868,13.609513902839408,636.0800061035623,636.0800061040001,7.004937964186179,0.0,0.0,0.0,0.0,0.0,0.0,2.4635477220004915,2.463547722000494,4.927095444000986,2.4635477220004915,2.4635477220004915,4.927095444000983,588.5359932187818
4,0.0,274.15,0.0,274.15,491.69666993561555,274.1655233633579,0,0,0,0,0,0,0,0,0,0,8.72318472531245,0.4011957257935371,0,0,491.69666993461556,491.69666993461556,276.7408944281525,0.0,278.583414603,0.0,278.583414603,1461.24,282.370414603,482.97348521029215,276.68222964020583,1.908196658558298,274.1655233645069,1.9081966585568304,274.1655233645069,0.4011957257935371,2.4533957041041212,274.1699586115109,2.4533957041041212,274.1699586115109,274.1655233645069,276.740894428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1461.24,1476.0,13.609513902839403,491.69666993461556,491.69666993499993,3.382475579595706,1.908196658554417,1.9081966585529495,3.8163933171073667,2.453395704099132,2.453395704099132,4.906791408198264,565.0697463611127
5,0.0,274.15,0.0,274.15,667.8529963902689,274.16142884246864,0,0,0,0,0,0,0,0,0,0,8.72318472533118,0.5207848416185882,0,0,667.8529963912689,667.8529963912689,276.39804985337247,0.0,278.583414603,0.0,278.583414603,1145.401083377589,283.4504926699144,659.1298116649473,276.34576054096794,1.9081966585567378,274.16142884238815,1.908196658556754,274.16142884238815,0.5207848416185882,2.453395704104122,274.1646942259291,2.4533957041040537,274.1646942259291,274.16142884238815,276.398049853,0.0,53.52783399999953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1461.2399999998413,1829.4721660000007,13.889062402487395,667.8529963912689,667.852996391,7.830672905352946,1.9081966585595949,1.908196658559611,3.8163933171192066,2.453395704107795,2.453395704107727,4.906791408215521,612.3223422911738
6,206.7472974561034,274.18020599433873,0.0,274.15,0.0,274.15,0,0,0,0,0,0,0,0,0,0,6.245007246213065,0.1569042817290885,0,0,206.7472974571034,206.7472974571034,275.4012609970675,402.93,278.99656541,0.0,277.92556541,0.0,277.92556541,200.50229020991742,275.23369629713034,1.5612518115464953,274.18020599216044,1.5612518115464977,274.18020599216044,0.1569042817290885,1.5612518115464953,274.18020599216044,1.5612518115464953,274.18020599216044,274.18020599216044,275.401260997,402.9299999999658,406.9999999999969,9.115510770410557,206.7472974571034,206.747297457,4.96270506853115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5612518115540461,1.5612518115540492,3.122503623108096,1.5612518115540461,1.5612518115540461,3.1225036231080927,98.73221463436363
7,0.0,274.15,478.93213006791024,274.16303944049974,0.0,274.15,0,0,0,0,0,0,0,0,0,0,8.029295031285981,0.3209766763863812,0,0,478.9321300669103,478.9321300669103,276.74724340175953,0.0,277.92556541,1461.24,284.70856541,0.0,277.92556541,470.90283503660913,276.6898614415886,1.561251811546482,274.1630394409857,1.5612518115464713,274.1630394409857,0.3209766763863812,2.4533957041042025,274.1630394409857,2.453395704104084,274.1704905501225,274.1630394409857,276.747243402,0.0,0.0,0.0,0.0,0.0,0.0,1461.24,1475.999999999986,13.609513902839401,478.9321300669103,478.93213006699995,3.0726348843362348,0.0,0.0,0.0,0.0,0.0,0.0,1.5612518115432221,1.561251811543212,3.122503623086434,2.4533957040990795,2.453395704098962,4.906791408198041,558.7876820811158
8,0.0,274.15,672.1740663075734,274.2156989389207,0.0,274.15,0,0,0,0,0,0,0,0,0,0,49.44293123233125,3.034047540296947,0,0,672.1740663075738,672.1740663075738,275.64887096774197,0.0,278.208060128,1145.401083377589,281.6531902395228,0.0,278.208060128,622.7311350752739,275.3692197952501,16.32208922689412,274.21569893854496,11.040280668468544,274.21569893854496,3.034047540296947,11.040280668468549,274.21569893854496,11.040280668468549,274.21569893854496,274.21569893854496,275.648870968,0.0,53.52783399999952,0.0,0.0,0.0,0.0,1461.2399999999998,1829.4721660000007,13.889062402489905,672.1740663075734,672.1740663079997,7.943756196184128,0.0,0.0,0.0,0.0,0.0,0.0,16.322089226894125,11.040280668468544,27.362369895362672,11.040280668468549,11.040280668468549,22.08056133693709,590.4046453750334
9,218.3903135001579,274.2619551213388,728.1539541115262,274.15,0.0,274.15,0,0,0,0,0,0,0,0,0,0,27.666877047733248,2.256573431169933,0,0,946.5442676106843,946.5442676106843,275.2234897360704,111.10603658536584,281.24752808696775,1461.24,286.309481339,0.0,279.526481339,918.877390563931,275.06851227606467,9.26640926696625,274.1759195030603,6.1334892602603235,274.1759195030603,2.256573431169933,6.133489260266418,274.1759195030603,6.133489260260304,274.1759195030603,274.1759195030603,275.223489736,402.93,402.93,7.001316087786868,218.39031349992723,218.39031350000005,7.546651392031831,1461.24,1461.2399999999998,13.609513902839401,728.153954110757,728.1539541109997,11.509571852992108,0.0,0.0,0.0,0.0,0.0,0.0,9.266409266956462,6.133489260253844,15.399898527210304,6.133489260259938,6.133489260253824,12.266978520513762,668.4333273798537
