,Actor_loss,Critic_loss
0,41.7192268371582,76.13861083984375
1,41.7192268371582,76.13861083984375
2,47.58772277832031,66.5222396850586
3,47.58772277832031,66.5222396850586
4,61.54658508300781,76.15259552001953
5,61.54658508300781,76.15259552001953
6,41.61543273925781,81.89761352539062
7,41.61543273925781,81.89761352539062
8,24.786792755126953,69.45372009277344
9,24.786792755126953,69.45372009277344
10,58.00508117675781,67.22781372070312
11,58.00508117675781,67.22781372070312
12,56.78325653076172,66.025146484375
13,56.78325653076172,66.025146484375
14,22.5396671295166,76.52104187011719
15,22.5396671295166,76.52104187011719
16,51.49501037597656,74.39151000976562
17,51.49501037597656,74.39151000976562
18,34.02064895629883,86.3519287109375
19,34.02064895629883,86.3519287109375
20,36.925743103027344,76.34307098388672
21,36.925743103027344,76.34307098388672
22,29.861682891845703,76.94190216064453
23,29.861682891845703,76.94190216064453
24,26.812807083129883,73.03123474121094
25,26.812807083129883,73.03123474121094
26,28.616817474365234,77.74613189697266
27,28.616817474365234,77.74613189697266
28,19.56890296936035,48.45628356933594
29,19.56890296936035,48.45628356933594
30,29.529388427734375,80.25776672363281
31,29.529388427734375,80.25776672363281
32,18.617103576660156,44.87980651855469
33,18.617103576660156,44.87980651855469
34,45.30225372314453,62.75352096557617
35,45.30225372314453,62.75352096557617
36,45.761260986328125,64.1866455078125
37,45.761260986328125,64.1866455078125
38,51.301963806152344,60.7332763671875
39,51.301963806152344,60.7332763671875
40,14.547721862792969,42.41132354736328
41,14.547721862792969,42.41132354736328
42,52.60072326660156,70.05192565917969
43,52.60072326660156,70.05192565917969
44,44.6497802734375,45.476226806640625
45,44.6497802734375,45.476226806640625
46,138.12899780273438,91.0777359008789
47,138.12899780273438,91.0777359008789
48,40.205833435058594,56.706783294677734
49,40.205833435058594,56.706783294677734
50,24.412189483642578,63.86452865600586
51,24.412189483642578,63.86452865600586
52,88.59070587158203,58.10875701904297
53,88.59070587158203,58.10875701904297
54,56.68463897705078,36.25841522216797
55,56.68463897705078,36.25841522216797
56,13.222288131713867,67.12822723388672
57,13.222288131713867,67.12822723388672
58,73.78499603271484,52.85893630981445
59,73.78499603271484,52.85893630981445
60,52.39019012451172,52.455810546875
61,52.39019012451172,52.455810546875
62,15.554727554321289,48.21644592285156
63,15.554727554321289,48.21644592285156
64,53.5650749206543,51.823341369628906
