Req delt
6.199490999
6.207754403
7.379830045
9.062489548
8.800231919
8.675850068
8.890013016
7.581336789
6.224741667
6.356387532
6.049405483
5.749282214
5.689571356
5.853126952
5.597021406
5.71002039
5.634088603
5.693024432
5.615803114
5.834364018
5.728254118
5.302138616
5.392225507
5.701657591
