4.700000000000000000e+05,4.700000000000000000e+05
4.800000000000000000e+05,4.800000000000000000e+05
4.500000000000000000e+05,4.500000000000000000e+05
4.800000000000000000e+05,4.800000000000000000e+05
4.800000000000000000e+05,4.800000000000000000e+05
4.600000000000000000e+05,4.600000000000000000e+05
4.700000000000000000e+05,4.700000000000000000e+05
4.800000000000000000e+05,4.800000000000000000e+05
4.700000000000000000e+05,4.700000000000000000e+05
4.600000000000000000e+05,4.600000000000000000e+05
3.300000000000000000e+05,3.300000000000000000e+05
4.500000000000000000e+05,4.500000000000000000e+05
3.100000000000000000e+05,3.100000000000000000e+05
3.600000000000000000e+05,3.600000000000000000e+05
3.500000000000000000e+05,3.500000000000000000e+05
3.200000000000000000e+05,3.200000000000000000e+05
2.700000000000000000e+05,2.700000000000000000e+05
