0.000000000000000000e+00,2.870389296187682930e+02,2.045122612934974313e+02,2.214036822240165066e+02
1.000000000000000000e+00,2.872167008797653693e+02,1.959268842840902778e+02,1.382917026400197074e+02
2.000000000000000000e+00,2.871468621700879567e+02,1.959268842840902778e+02,1.347989564822705120e+02
3.000000000000000000e+00,2.871722580645160861e+02,1.959268842840902778e+02,1.172899072137568055e+02
4.000000000000000000e+00,2.853056598240469270e+02,2.150062882330950345e+02,1.456336461158529687e+02
5.000000000000000000e+00,2.872420967741935556e+02,1.959268842840902778e+02,1.522339483698223148e+02
6.000000000000000000e+00,2.852421700879765467e+02,2.171987522792990148e+02,1.320994024126083843e+02
7.000000000000000000e+00,2.853183577712609917e+02,2.154178187013145589e+02,1.232153529659324676e+02
8.000000000000000000e+00,2.872357478005864664e+02,1.957211190499805298e+02,1.439247543285649726e+02
9.000000000000000000e+00,2.868421114369501197e+02,2.036679142983573740e+02,1.158030452723322981e+02
1.000000000000000000e+01,2.875024046920821092e+02,2.178373340403292957e+02,1.121396707231141221e+02
1.100000000000000000e+01,2.875214516129032063e+02,2.178373340403292957e+02,1.007098449351242806e+02
1.200000000000000000e+01,2.876230351906158376e+02,2.157229188760290128e+02,1.016007756209552895e+02
1.300000000000000000e+01,2.876611290322580317e+02,2.156874421115273321e+02,1.205160155781706521e+02
1.400000000000000000e+01,2.881182551319648155e+02,2.021424134247850191e+02,1.111008823065563433e+02
1.500000000000000000e+01,2.878960410557184559e+02,2.082869890364764274e+02,1.014360664559971497e+02
1.600000000000000000e+01,2.864992668621700886e+02,2.127002985404857043e+02,1.096366036505549175e+02
1.700000000000000000e+01,2.877246187683284120e+02,2.122532913077644992e+02,1.038974782535213421e+02
1.800000000000000000e+01,2.877627126099706629e+02,2.111889883727140216e+02,1.056168311295029554e+02
1.900000000000000000e+01,2.877690615835776953e+02,2.121113842497577764e+02,1.098795853760236412e+02
2.000000000000000000e+01,2.879531818181818039e+02,2.067685835158044085e+02,1.007916313253823972e+02
2.100000000000000000e+01,2.879531818181818039e+02,2.067402021042030640e+02,1.002029338125530984e+02
2.200000000000000000e+01,2.877246187683284120e+02,2.124022937186715581e+02,1.004139101213320089e+02
2.300000000000000000e+01,2.876738269794720964e+02,2.137646014755361534e+02,9.983821304318382772e+01
2.400000000000000000e+01,2.877754105571847276e+02,2.112102744314150300e+02,9.732370381634828505e+01
2.500000000000000000e+01,2.877754105571847276e+02,2.112741326075180552e+02,9.694055216429434552e+01
2.600000000000000000e+01,2.877754105571847276e+02,2.112670372546177191e+02,9.679920135455633101e+01
2.700000000000000000e+01,2.877754105571847276e+02,2.112670372546177191e+02,9.679920135455633101e+01
2.800000000000000000e+01,2.877373167155424767e+02,2.120830028381564318e+02,1.001178546985328524e+02
2.900000000000000000e+01,2.878325513196480756e+02,2.098408713216500985e+02,9.892836007071163351e+01
3.000000000000000000e+01,2.878389002932551080e+02,2.098408713216500985e+02,1.023151599640136027e+02
3.100000000000000000e+01,2.878389002932551080e+02,2.098408713216500985e+02,1.023151599640136027e+02
3.200000000000000000e+01,2.878325513196480756e+02,2.098479666745504346e+02,9.907111806012049726e+01
3.300000000000000000e+01,2.863786363636363603e+02,2.157867770521320381e+02,1.085851289495882952e+02
3.400000000000000000e+01,2.877309677419354443e+02,2.122745773664655076e+02,9.951178993389001448e+01
3.500000000000000000e+01,2.877309677419354443e+02,2.122958634251665160e+02,9.901015331586403079e+01
3.600000000000000000e+01,2.877373167155424767e+02,2.121539563671597932e+02,9.844296294883477572e+01
3.700000000000000000e+01,2.876738269794720964e+02,2.141051784147523165e+02,9.789080828669492007e+01
3.800000000000000000e+01,2.877563636363636306e+02,2.117991887221429579e+02,9.712394821953748192e+01
3.900000000000000000e+01,2.877246187683284120e+02,2.123384355425685328e+02,1.019101087584046326e+02
4.000000000000000000e+01,2.880166715542521843e+02,2.051295569958267038e+02,1.005192428557841851e+02
4.100000000000000000e+01,2.877119208211143473e+02,2.129841126564991498e+02,9.655619482610278226e+01
4.200000000000000000e+01,2.875722434017595219e+02,2.166736961646741122e+02,9.565995664060099557e+01
4.300000000000000000e+01,2.876801759530791855e+02,2.138213642987388425e+02,9.580800962547826316e+01
4.400000000000000000e+01,2.875849413489735866e+02,2.165034076950660449e+02,9.599187029871721677e+01
4.500000000000000000e+01,2.876357331378299023e+02,2.149637161156930176e+02,9.557199207027460375e+01
4.600000000000000000e+01,2.877182697947213796e+02,2.128422055984924270e+02,9.718970256148632814e+01
4.700000000000000000e+01,2.876420821114369346e+02,2.148501904692876394e+02,9.519811797254963892e+01
4.800000000000000000e+01,2.876420821114369346e+02,2.149069532924903285e+02,9.628808081181261969e+01
4.900000000000000000e+01,2.877500146627565982e+02,2.118843329569469915e+02,9.698080850718480406e+01
5.000000000000000000e+01,2.876357331378299023e+02,2.149069532924903285e+02,9.688421457337744869e+01
