2.856421554252199257e+02,6.352759916381197769e+01,1.919739106092252996e+02
2.856358064516128934e+02,6.352759916381197769e+01,1.891453744619930148e+02
2.856358064516128934e+02,6.352759916381197769e+01,1.891453744619930148e+02
2.856358064516128934e+02,6.352759916381197769e+01,1.891453744619930148e+02
2.856358064516128934e+02,6.352759916381197769e+01,1.891453744619930148e+02
2.856358064516128934e+02,6.352759916381197769e+01,1.891453744619930148e+02
2.856358064516128934e+02,6.352759916381197769e+01,1.891453744619930148e+02
2.850517008797654057e+02,7.963405024757574324e+01,1.802310813912107221e+02
2.850517008797654057e+02,7.963405024757574324e+01,1.802310813912107221e+02
2.850517008797654057e+02,7.963405024757574324e+01,1.802310813912107221e+02
2.850517008797654057e+02,7.963405024757574324e+01,1.802310813912107221e+02
2.850517008797654057e+02,7.963405024757574324e+01,1.802310813912107221e+02
2.836676246334311031e+02,7.950633389536969275e+01,1.723015611085957062e+02
2.836676246334311031e+02,7.950633389536969275e+01,1.723015611085957062e+02
2.836676246334311031e+02,7.950633389536969275e+01,1.723015611085957062e+02
2.836676246334311031e+02,7.950633389536969275e+01,1.723015611085957062e+02
2.836676246334311031e+02,7.950633389536969275e+01,1.723015611085957062e+02
2.836676246334311031e+02,7.950633389536969275e+01,1.723015611085957062e+02
2.836676246334311031e+02,7.950633389536969275e+01,1.723015611085957062e+02
2.836676246334311031e+02,7.950633389536969275e+01,1.723015611085957062e+02
2.836676246334311031e+02,7.950633389536969275e+01,1.723015611085957062e+02
2.836676246334311031e+02,7.950633389536969275e+01,1.723015611085957062e+02
2.836676246334311031e+02,7.950633389536969275e+01,1.723015611085957062e+02
2.836676246334311031e+02,7.950633389536969275e+01,1.723015611085957062e+02
2.836676246334311031e+02,7.950633389536969275e+01,1.723015611085957062e+02
2.836676246334311031e+02,7.950633389536969275e+01,1.723015611085957062e+02
2.836676246334311031e+02,7.950633389536969275e+01,1.723015611085957062e+02
2.836676246334311031e+02,7.950633389536969275e+01,1.723015611085957062e+02
2.836676246334311031e+02,7.950633389536969275e+01,1.723015611085957062e+02
2.836676246334311031e+02,7.950633389536969275e+01,1.723015611085957062e+02
2.836676246334311031e+02,7.950633389536969275e+01,1.723015611085957062e+02
