,chiller_evap_return_temp_time_step_0,chiller_cond_entry_temp_time_step_0,total_evap_nwk_flowrate_time_step_0,total_cond_nwk_flowrate_time_step_0,sp1_temp_t_inout_time_step_0,sp2_temp_t_inout_time_step_0,ch1_1_evap_m_perc_time_step_0,ch1_1_evap_t_out_time_step_0,ch1_2_evap_m_perc_time_step_0,ch1_2_evap_t_out_time_step_0,ch1_3_evap_m_perc_time_step_0,ch1_3_evap_t_out_time_step_0,ch1_4_evap_m_perc_time_step_0,ch1_4_evap_t_out_time_step_0,gv2_ss_m_perc_time_step_0,gv2_ss_t_in_time_step_0,cp_nwk_m_perc_time_step_0,cp_nwk_tinout_time_step_0,ch_evap_ret_t_in_time_step_0,ch_e_f_c_mass_flow_time_step_0,sp1_temp_y_time_step_0,sp2_temp_y_time_step_0,ch_evap_ret_y_time_step_0,ch_e_f_c_y_time_step_0,ch1_1_evap_y_time_step_0,ch1_2_evap_y_time_step_0,ch1_3_evap_y_time_step_0,ch1_4_evap_y_time_step_0,gv2_ss_y_time_step_0,cp_nwk_y_time_step_0,Obj_Value_time_step_0,chiller_evap_return_temp_time_step_1,chiller_cond_entry_temp_time_step_1,total_evap_nwk_flowrate_time_step_1,total_cond_nwk_flowrate_time_step_1,sp1_temp_t_inout_time_step_1,sp2_temp_t_inout_time_step_1,ch1_1_evap_m_perc_time_step_1,ch1_1_evap_t_out_time_step_1,ch1_2_evap_m_perc_time_step_1,ch1_2_evap_t_out_time_step_1,ch1_3_evap_m_perc_time_step_1,ch1_3_evap_t_out_time_step_1,ch1_4_evap_m_perc_time_step_1,ch1_4_evap_t_out_time_step_1,gv2_ss_m_perc_time_step_1,gv2_ss_t_in_time_step_1,cp_nwk_m_perc_time_step_1,cp_nwk_tinout_time_step_1,ch_evap_ret_t_in_time_step_1,ch_e_f_c_mass_flow_time_step_1,sp1_temp_y_time_step_1,sp2_temp_y_time_step_1,ch_evap_ret_y_time_step_1,ch_e_f_c_y_time_step_1,ch1_1_evap_y_time_step_1,ch1_2_evap_y_time_step_1,ch1_3_evap_y_time_step_1,ch1_4_evap_y_time_step_1,gv2_ss_y_time_step_1,cp_nwk_y_time_step_1,Obj_Value_time_step_1,Obj_Value_Overall
20,288.0,290.0,62.8,3270.0,0.13047406431276998,0.4950000000000008,0.0,0.0,0.9999999999999999,0.21041313569553177,0.0,0.0,0.0,0.0,0.8304740643127699,0.7285554823457756,0.16952593568723,0.13047406431276998,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,104.70010552301096,283.0,289.0,248.0,131.0,0.12067266318986972,0.3283333333333341,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2960655249374087,0.6706726631898697,0.6550449739240235,0.32932733681013027,0.12067266318986972,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,386.0388584166223,492.0
21,288.0,290.0,62.6,3020.0,0.1293121192307169,0.4950000000000008,0.0,0.0,1.0,0.20789628714234915,0.0,0.0,0.0,0.0,0.8293121192307167,0.7198408942303769,0.17068788076928318,0.12931211923071692,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,104.69936082378857,284.0,289.0,249.0,49.9,0.14705882352941177,0.3616666666666674,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3463720513586142,0.8529411764705882,0.8529411764705882,0.1470588235294118,0.1470588235294118,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,395.97285067464463,484.0
22,287.0,289.0,65.8,3440.0,0.11381639080296115,0.46166666666666745,0.0,0.0,1.0,0.18789818864504443,0.0,0.0,0.0,0.0,0.7638163908029612,0.6036229310222085,0.23618360919703885,0.11381639080296113,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,104.81042393904883,283.0,289.0,248.0,1150.0,0.12067266318986972,0.3283333333333341,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2960655249374087,0.6706726631898697,0.6550449739240235,0.32932733681013027,0.12067266318986972,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,386.0388584166223,494.0
23,288.0,290.0,62.9,3240.0,0.1310570735633893,0.4950000000000008,0.0,0.0,1.0,0.21167597161745189,0.0,0.0,0.0,0.0,0.8310570735633894,0.7329280517254263,0.16894292643661069,0.1310570735633893,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,104.69913280660406,284.0,290.0,255.0,231.0,0.14705882352941102,0.3616666666666674,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3463720513586083,0.852941176470589,0.852941176470589,0.147058823529411,0.147058823529411,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,423.4178640508985,486.0
24,288.0,290.0,62.9,3240.0,0.1310570735633893,0.4950000000000008,0.0,0.0,1.0,0.21167597161745189,0.0,0.0,0.0,0.0,0.8310570735633894,0.7329280517254263,0.16894292643661069,0.1310570735633893,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,104.69913280660406,284.0,290.0,255.0,230.0,0.14705882352941102,0.3616666666666674,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3463720513586083,0.852941176470589,0.852941176470589,0.147058823529411,0.147058823529411,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,423.4178640508985,486.0
25,288.0,289.0,61.0,3590.0,0.11972259876307184,0.4950000000000008,0.0,0.0,1.0,0.1871247626636956,0.0,0.0,0.0,0.0,0.6697225987630718,0.6479194907230453,0.3302774012369282,0.11972259876307179,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,97.75872398362424,283.0,289.0,239.0,480.0,0.11292401266447381,0.3283333333333341,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.26979891298691394,0.6129240126644736,0.5969300949835535,0.3870759873355263,0.1129240126644738,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,385.83395565013,486.0
26,288.0,290.0,67.1,3220.0,0.14705882352941177,0.4950000000000008,0.0,0.0,1.0,0.24633680186876322,0.0,0.0,0.0,0.0,0.8529411764705882,0.8529411764705882,0.14705882352941177,0.14705882352941177,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,106.72225571311422,283.0,289.0,239.0,252.0,0.11292401266447381,0.3283333333333341,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.26979891298691394,0.6129240126644736,0.5969300949835535,0.3870759873355263,0.1129240126644738,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,385.83395565013,491.0
27,287.0,290.0,61.6,3470.0,0.0900887141215107,0.46166666666666745,0.0,0.0,1.0,0.1325028345249255,0.0,0.0,0.0,0.0,0.5900887141215108,0.42566535591133126,0.4099112858784893,0.0900887141215107,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,111.77822643938421,283.0,289.0,240.0,118.0,0.11381040383980312,0.3283333333333341,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999981,0.2728036288354926,0.6138104038398012,0.6035780287985223,0.38618959616019705,0.11381040383980318,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,385.8661678289134,495.0
28,288.0,290.0,64.5,3240.0,0.14013804862626322,0.4950000000000008,0.0,0.0,1.0,0.23134595370309774,0.0,0.0,0.0,0.0,0.8401380486262632,0.8010353646969751,0.15986195137373688,0.14013804862626322,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,104.68394654023265,284.0,289.0,250.0,188.0,0.14705882352941102,0.3616666666666674,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3463720513586084,0.8529411764705891,0.8529411764705891,0.147058823529411,0.147058823529411,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,398.50828550011204,492.0
29,288.0,289.0,68.1,3970.0,0.14705882352941177,0.4950000000000008,0.0,0.0,1.0,0.24633680186876572,0.0,0.0,0.0,0.0,0.8529411764705883,0.8529411764705883,0.14705882352941183,0.14705882352941183,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,101.21281556924936,283.0,289.0,250.0,186.0,0.12230205312614421,0.3283333333333341,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999929,0.30158888065381945,0.6723020531261442,0.6672653984460822,0.3276979468738558,0.12230205312614421,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,386.1348633427052,491.0
30,287.0,289.0,63.6,3270.0,0.10166565033321995,0.46166666666666745,0.0,0.0,0.9999999999999998,0.15953070116704854,0.0,0.0,0.0,0.0,0.5516656503332203,0.5124923774991555,0.44833434966677954,0.10166565033321995,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,104.84398208506457,283.0,290.0,256.0,70.7,0.12712786722879688,0.3283333333333341,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3179475725269922,0.8271278672160409,0.703459004120307,0.17287213278395913,0.12712786721604097,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,397.86502584345067,488.0
