0.000000000000000000e+00,2.878008064516128570e+02,2.963531818181818380e+02,6.508934890250323235e+01,3.824200644037795882e+03,2.751600000000000250e+02,2.891600000000000250e+02,1.000000000000000021e-02,1.000000000000000021e-02,1.001502105590186547e+05
1.000000000000000000e+00,2.878515982404691727e+02,2.892156891495601485e+02,6.415672948249422802e+01,3.807317929488866412e+03,2.751600000000000250e+02,2.891600000000000250e+02,1.000000000000000021e-02,4.102779284588945252e+00,1.001002913180639589e+05
2.000000000000000000e+00,2.879404838709677392e+02,2.892156891495601485e+02,7.161768484256624845e+01,3.811410708773455553e+03,2.751600000000000250e+02,2.891692815249267028e+02,8.286089218820334723e-02,4.902150238610223809e+00,1.001078609555480944e+05
3.000000000000000000e+00,2.861627712609970331e+02,2.892806598240469498e+02,6.517678197312906718e+01,3.824608323224346805e+03,2.784170234604105758e+02,2.896333577712610463e+02,3.619246236772436305e+02,4.502464761599584087e+00,5.667023546913460450e+02
4.000000000000000000e+00,2.861500733137829684e+02,2.915639149560117289e+02,6.447731740812231749e+01,3.798932528181183443e+03,2.821692668621701046e+02,2.908863636363636829e+02,2.389937263773069560e+02,1.340645089893683632e+02,5.477228375694609213e+02
5.000000000000000000e+00,2.863659384164222956e+02,2.892249706744868263e+02,6.477604706609395180e+01,3.824592335805266885e+03,2.845882258064515895e+02,2.893456304985337511e+02,2.080278471973205114e+02,1.048928578447641030e+03,4.803160432733459402e+02
6.000000000000000000e+00,2.861373753665689037e+02,2.893920381231671968e+02,6.449188958655996373e+01,3.815039852904712461e+03,2.824232258064516259e+02,2.904779765395894628e+02,2.427679205926558836e+02,1.354714018684458381e+02,5.247036860255410602e+02
7.000000000000000000e+00,2.863786363636363603e+02,2.894941348973607091e+02,7.753398928824836389e+01,3.399974478738703965e+03,2.825121114369501356e+02,2.899303665689149625e+02,2.446768759679868026e+02,4.196797508611711578e+02,5.161813039392411611e+02
8.000000000000000000e+00,2.874897067448680446e+02,2.891971260997067930e+02,8.079087116906104882e+01,3.391780926459985949e+03,2.825438563049853542e+02,2.892713782991202720e+02,2.802402774450488323e+02,6.749668587374065964e+02,5.147788118518313922e+02
9.000000000000000000e+00,2.879531818181818039e+02,2.891878445747800583e+02,6.444088696202821609e+01,3.385465895923217431e+03,2.826263929618768316e+02,2.899210850439882847e+02,3.041313639935607398e+02,4.177132983142788021e+02,5.012761975740345406e+02
1.000000000000000000e+01,2.867214809384163914e+02,2.905800733137830321e+02,6.121314943809080233e+01,3.371356998584742087e+03,2.824422727272727229e+02,2.892342521994135041e+02,2.423307552395266669e+02,1.694366737048099480e+02,5.139754097894684719e+02
1.100000000000000000e+01,2.874706598240468907e+02,2.891600000000000250e+02,6.600011005485576732e+01,3.757581068729663002e+03,2.831724046920821252e+02,2.900139002932551762e+02,2.406258103623227100e+02,9.218126093391773566e+02,4.982491782054870555e+02
1.200000000000000000e+01,2.874325659824046966e+02,2.898561143695014835e+02,6.437531215905883641e+01,3.385106178993908088e+03,2.830327272727272430e+02,2.896519208211144019e+02,2.432123720350039093e+02,3.547009552038390723e+01,5.008022184622765280e+02
1.300000000000000000e+01,2.875976392961876513e+02,2.903944428152493060e+02,6.601468223329341356e+01,3.740986127724181188e+03,2.831787536656891575e+02,2.900139002932551762e+02,2.406622408084168114e+02,9.216527351483731536e+02,5.058420258025922749e+02
1.400000000000000000e+01,2.878198533724340109e+02,2.892620967741935942e+02,6.859395781675580395e+01,3.575572296208558328e+03,2.826454398826979286e+02,2.893177859237537177e+02,2.736682249696729059e+02,9.842354871386989998e+02,4.976973889903231338e+02
