8.460000000000000000e+02,7.180000000000000000e+02,7.990000000000000000e+02,5.990000000000000000e+02,4.676951622925143681e+01,4.711908722332953936e-02
5.160000000000000000e+02,3.310000000000000000e+02,8.610000000000000000e+02,3.260000000000000000e+02,1.808723888112458766e+01,7.236781343787000720e-02
8.460000000000000000e+02,6.240000000000000000e+02,4.150000000000000000e+02,3.260000000000000000e+02,3.869802721552196800e+01,5.580973829597440927e-02
5.160000000000000000e+02,9.830000000000000000e+02,2.200000000000000000e+02,5.330000000000000000e+02,2.876685312548358198e+01,7.026981742151534871e-02
5.740000000000000000e+02,3.310000000000000000e+02,5.020000000000000000e+02,5.990000000000000000e+02,3.307834848798347593e+01,6.648593492194637689e-02
5.160000000000000000e+02,3.310000000000000000e+02,1.940000000000000000e+02,5.990000000000000000e+02,2.968132425606029656e+01,6.705283023232504191e-02
4.430000000000000000e+02,3.310000000000000000e+02,5.020000000000000000e+02,5.990000000000000000e+02,2.955983917446490139e+01,6.813839989332515223e-02
2.200000000000000000e+02,2.800000000000000000e+02,4.150000000000000000e+02,3.260000000000000000e+02,3.759942626802091326e+01,6.291024302803933932e-02
2.200000000000000000e+02,6.240000000000000000e+02,4.150000000000000000e+02,1.640000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.160000000000000000e+02,3.310000000000000000e+02,4.150000000000000000e+02,7.880000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.740000000000000000e+02,7.180000000000000000e+02,7.990000000000000000e+02,5.990000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.160000000000000000e+02,2.800000000000000000e+02,4.150000000000000000e+02,3.260000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.740000000000000000e+02,3.310000000000000000e+02,5.020000000000000000e+02,5.990000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.160000000000000000e+02,3.310000000000000000e+02,5.020000000000000000e+02,5.990000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.160000000000000000e+02,3.310000000000000000e+02,4.780000000000000000e+02,5.990000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
8.460000000000000000e+02,3.310000000000000000e+02,5.020000000000000000e+02,5.990000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.160000000000000000e+02,3.310000000000000000e+02,5.020000000000000000e+02,5.990000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.700000000000000000e+01,3.310000000000000000e+02,1.940000000000000000e+02,5.990000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.420000000000000000e+02,2.800000000000000000e+02,4.150000000000000000e+02,3.260000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.430000000000000000e+02,3.310000000000000000e+02,2.200000000000000000e+02,7.920000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
