,obj_weight_0,obj_weight_1,curr_run,thread_num
0,0.0,1.0,0,10000
1,0.2,0.8,1,10001
2,0.4,0.6,2,10002
3,0.6000000000000001,0.3999999999999999,3,10003
4,0.8,0.19999999999999996,4,10004
5,1.0,0.0,5,10005
