,gv2_req_flow,hsb_req_flow,pfa_req_flow,ser_req_flow,cp_flow,req_dt_evap,req_cond_flow
0,5.291005290952285,21.467212410911067,19.812010515253984,0.0,171.82008528288264,1.152348483956831,407
1,8.59788359618742,21.467212410911067,2.4533957041041217,0.0,185.87182178879738,0.9044373272719709,407
2,7.275132276669432,21.467212410911067,1.1500292362988072,0.0,188.4979395761207,0.8714354731107304,407
3,5.291005290952285,21.467212410911067,1.3033664678053147,0.0,190.32872933033133,0.8557224425913548,407
4,5.952380952858001,21.467212410911067,19.627165632832973,0.0,171.34355450339797,1.1554429171508103,407
5,5.291005290952285,21.467212410911067,1.1871269534958842,0.0,190.44496884464075,0.8538595472387044,407
6,5.952380952858001,10.733606205455533,1.2662687506082375,0.0,200.43805759107823,0.4679948965616056,407
7,5.291005290952285,21.467212410911067,2.4533957041041217,0.0,189.1787000940325,0.8741532157448804,407
8,109.12698412857428,21.467212410911067,78.5086625313319,98.13582816416488,102.98790171501787,2.4577816556438883,1476
9,50.05213764776598,10.733606205455533,66.24168401081128,88.32224534774839,3.0406402882188104,3.328658977789943,407
10,164.2335766379483,21.467212410911067,58.88149689849893,88.32224534774839,77.32205765489334,2.4752611794961292,1476
11,642.8571428571428,21.467212410911067,73.60187112312366,95.68243246006074,205.2348325487617,1.9732972911830096,1883
12,642.8571428571428,10.733606205455533,90.7756410518525,93.22903675595663,201.2480645295925,1.9402340433099645,1883
13,642.8571428571428,21.467212410911067,93.22903675595663,95.68243246006074,185.6076669159288,2.0394237869290994,1883
14,642.8571428571428,10.733606205455533,88.32224534774839,93.22903675595663,203.7014602336966,1.9319682313417033,1883
15,428.57142857142856,21.467212410911067,85.86884964364425,93.22903675595663,191.31665051805953,2.0180592914109656,1476
16,642.8571428571428,10.733606205455533,80.96205823543602,93.22903675595663,211.06164734600895,1.9071707954369195,1883
17,642.8571428571428,10.733606205455533,88.32224534774839,90.7756410518525,206.15485593780068,1.923702419373442,1883
18,428.57142857142856,21.467212410911067,78.5086625313319,93.22903675595663,6.840562180371876,2.5929345800008967,1883
19,642.8571428571428,10.733606205455533,66.24168401081128,90.7756410518525,9.845103774737936,2.3415641804137297,1476
20,642.8571428571428,21.467212410911067,58.88149689849893,85.86884964364425,11.37847608980303,2.3938943145131737,1476
21,642.8571428571428,21.467212410911067,24.53395704104122,7.360187112312366,124.23467847859263,1.912457080798287,1476
22,428.57142857142856,21.467212410911067,1.5214857080704447,0.0,177.05677575958993,1.6452083174627214,1883
23,214.28571428571428,21.467212410911067,18.10567992427185,0.0,156.36798232910283,1.6178351805337523,1476
