,Name,Values
0,sp1_temp_y,1.0
1,sp2_temp_y,1.0
2,ch_evap_ret_y,1.0
3,ch_e_f_c_y,1.0
4,ch1_1_evap_y,0.0
5,ch1_2_evap_y,1.0
6,ch1_3_evap_y,0.0
7,ch1_4_evap_y,0.0
8,ch2_1_evap_y,0.0
9,ch2_2_evap_y,0.0
10,ch2_3_evap_y,0.0
11,ch2_4_evap_y,0.0
12,ch3_1_evap_y,0.0
13,ch3_2_evap_y,0.0
14,ch3_3_evap_y,0.0
15,ch3_4_evap_y,0.0
16,cb_ss_y,1.0
17,cp_nwk_y,1.0
