Day of week,Date,Month,Year ,Hour,Tin_ct,Tout_ct,mw_ct,T_db,Hum_perc,T_wb,E
5,1,1,2016,1,292.45,292.35,237.2,283.15,0.81,280.9480181,0
5,1,1,2016,9,291.95,291.45,236,283.15,0.81,280.9480181,0
5,1,1,2016,21,292.95,292.45,236.52,286.15,0.93,284.873302,0
6,2,1,2016,1,294.85,294.45,234.8,287.15,0.87,285.3339823,0
6,2,1,2016,8,295.35,294.45,236.2,287.15,0.76,284.3487208,1
6,2,1,2016,9,295.35,294.25,236.46,287.15,0.67,283.5247652,0
6,2,1,2016,10,295.35,295.25,236.52,288.15,0.58,283.5666132,1
6,2,1,2016,11,295.35,295.15,236.52,288.15,0.51,282.8527901,1
6,2,1,2016,12,295.35,295.15,235.52,289.15,0.48,283.3878905,1
6,2,1,2016,13,295.35,294.45,235.32,289.15,0.41,282.5871291,1
6,2,1,2016,14,295.35,294.65,235.66,290.15,0.39,283.1560532,1
6,2,1,2016,15,295.35,294.35,235.72,289.15,0.41,282.5871291,0
6,2,1,2016,16,295.35,294.55,236.2,288.15,0.44,282.1037049,1
6,2,1,2016,17,295.35,294.75,234.06,287.15,0.41,280.9506668,1
6,2,1,2016,18,295.35,294.35,235.26,287.15,0.41,280.9506668,1
6,2,1,2016,19,295.35,294.85,237.6,285.15,0.46,279.795262,1
6,2,1,2016,20,295.35,294.55,236.26,286.15,0.43,280.3368711,1
6,2,1,2016,21,295.35,294.45,235.4,283.15,0.53,278.698967,0
6,2,1,2016,22,295.35,294.75,236.32,282.15,0.61,278.451123,1
7,3,1,2016,10,289.85,289.45,236.26,286.15,0.47,280.7362598,0
7,3,1,2016,11,290.85,290.45,235.4,287.15,0.44,281.2707838,0
7,3,1,2016,13,293.35,292.45,236.12,287.15,0.5,281.8883761,0
7,3,1,2016,14,295.35,294.35,234.66,287.15,0.58,282.6752372,0
7,3,1,2016,15,295.35,294.55,234.72,287.15,0.54,282.2862901,1
7,3,1,2016,16,295.35,294.75,236.92,287.15,0.54,282.2862901,1
7,3,1,2016,17,295.85,294.55,235.92,287.15,0.58,282.6752372,0
7,3,1,2016,18,295.35,294.85,236.52,286.15,0.62,282.1510436,1
7,3,1,2016,19,295.35,294.35,236.46,286.15,0.66,282.5128279,1
7,3,1,2016,20,295.35,294.65,234.46,286.15,0.66,282.5128279,1
7,3,1,2016,21,295.35,294.45,237.2,286.15,0.66,282.5128279,1
7,3,1,2016,22,295.35,294.25,236.4,287.15,0.58,282.6752372,0
7,3,1,2016,23,294.35,294.25,236.26,286.15,0.62,282.1510436,1
1,4,1,2016,0,293.35,293.25,235.2,285.15,0.71,282.0242786,0
1,4,1,2016,1,292.35,292.25,237.26,285.15,0.71,282.0242786,0
1,4,1,2016,9,292.85,292.75,235.8,286.15,0.76,283.399576,0
1,4,1,2016,10,295.35,294.35,235.6,288.15,0.58,283.5666132,0
1,4,1,2016,11,295.85,294.75,235.92,288.15,0.58,283.5666132,2
1,4,1,2016,12,295.85,294.45,236.26,288.15,0.62,283.9623018,1
1,4,1,2016,13,295.85,294.45,236.86,288.15,0.67,284.4469819,1
1,4,1,2016,14,295.85,294.95,235.52,287.15,0.76,284.3487208,1
1,4,1,2016,15,295.85,295.25,238.4,286.15,0.76,283.399576,1
1,4,1,2016,16,295.85,294.95,236.52,286.15,0.82,283.9230707,1
1,4,1,2016,17,295.85,294.65,235.66,285.15,0.87,283.3782818,1
1,4,1,2016,18,295.35,294.95,234.72,285.15,0.87,283.3782818,1
1,4,1,2016,19,295.85,294.75,235.4,285.15,0.93,283.881398,1
1,4,1,2016,20,295.85,294.65,235.26,285.15,0.87,283.3782818,1
1,4,1,2016,21,295.85,295.05,235.52,284.15,0.93,282.8894922,1
1,4,1,2016,22,295.35,295.05,237,284.15,0.93,282.8894922,1
2,5,1,2016,11,292.55,292.45,234.32,288.15,0.54,283.1624346,0
2,5,1,2016,12,295.55,294.15,236.06,288.15,0.41,281.7689037,0
2,5,1,2016,13,296.05,295.35,236.92,288.15,0.41,281.7689037,2
2,5,1,2016,14,295.55,294.95,234.92,287.15,0.44,281.2707838,1
2,5,1,2016,15,295.95,294.05,235.12,286.15,0.47,280.7362598,1
2,5,1,2016,17,295.45,295.05,235.92,284.15,0.5,279.3088963,1
2,5,1,2016,18,295.45,294.35,236.8,283.15,0.53,278.698967,0
2,5,1,2016,19,295.45,294.55,235.6,283.15,0.53,278.698967,1
2,5,1,2016,20,295.45,294.95,236.6,283.15,0.53,278.698967,1
2,5,1,2016,21,295.45,295.05,236.4,282.15,0.61,278.451123,0
2,5,1,2016,22,294.95,293.75,236,282.15,0.61,278.451123,0
2,5,1,2016,23,293.95,293.75,236.4,281.15,0.65,277.8440774,0
3,6,1,2016,0,292.15,292.05,236.06,282.15,0.61,278.451123,0
3,6,1,2016,9,290.75,290.35,235.86,284.15,0.46,278.9530017,0
3,6,1,2016,13,286.75,286.35,237.66,287.15,0.41,280.9506668,0
3,6,1,2016,15,289.75,289.35,235.46,286.15,0.43,280.3368711,0
3,6,1,2016,16,292.75,292.35,235.92,286.15,0.4,280.028865,0
3,6,1,2016,17,294.25,293.85,235.72,285.15,0.46,279.795262,0
4,7,1,2016,10,294.35,293.85,236.86,291.15,0.52,285.561012,0
4,7,1,2016,11,295.85,294.55,235,290.15,0.63,285.878143,1
4,7,1,2016,12,295.35,295.05,236.2,291.15,0.59,286.3513257,2
4,7,1,2016,13,295.85,294.55,235.4,292.15,0.59,287.2463334,1
4,7,1,2016,14,295.35,294.85,236.72,291.15,0.63,286.7871795,1
4,7,1,2016,15,295.35,294.95,236.32,291.15,0.63,286.7871795,1
4,7,1,2016,16,295.35,295.15,237.4,291.15,0.59,286.3513257,1
4,7,1,2016,17,295.85,294.95,234.92,292.15,0.55,286.7845032,1
4,7,1,2016,18,295.85,295.05,235.8,292.15,0.55,286.7845032,2
4,7,1,2016,19,295.85,295.25,235.72,291.15,0.59,286.3513257,1
4,7,1,2016,20,295.85,294.85,235.52,292.15,0.55,286.7845032,2
4,7,1,2016,21,295.85,294.75,236.12,290.15,0.63,285.878143,1
4,7,1,2016,22,295.85,295.05,236.66,289.15,0.72,285.8602325,2
4,7,1,2016,23,294.85,294.55,235.46,290.15,0.67,286.2914044,0
5,8,1,2016,11,295.85,294.85,235.32,292.15,0.59,287.2463334,1
5,8,1,2016,12,296.35,294.95,236.32,293.15,0.56,287.7850477,2
5,8,1,2016,13,296.35,294.95,238.6,291.15,0.67,287.2136105,3
5,8,1,2016,14,295.85,294.95,236.2,291.15,0.67,287.2136105,2
5,8,1,2016,15,296.35,295.45,235,293.15,0.56,287.7850477,2
5,8,1,2016,16,296.35,295.05,236.8,291.15,0.67,287.2136105,2
5,8,1,2016,17,296.35,294.95,236.06,289.15,0.77,286.3429656,2
5,8,1,2016,18,296.35,295.25,235.26,289.15,0.82,286.8189981,2
5,8,1,2016,19,296.35,295.35,235.6,288.15,0.87,286.3118296,2
5,8,1,2016,20,296.35,295.45,235.6,287.15,0.93,285.8652044,2
5,8,1,2016,21,295.85,295.45,236.2,286.15,0.82,283.9230707,2
5,8,1,2016,22,295.85,295.25,235.26,286.15,0.82,283.9230707,1
5,8,1,2016,23,294.85,294.45,237,287.15,0.82,284.8883821,1
6,9,1,2016,8,292.45,291.35,234.46,288.15,0.87,286.3118296,0
6,9,1,2016,11,295.35,294.25,235.86,290.15,0.67,286.2914044,0
6,9,1,2016,12,295.85,294.75,236.6,290.15,0.67,286.2914044,1
6,9,1,2016,13,295.85,295.15,235.92,291.15,0.55,285.9044745,2
6,9,1,2016,14,295.85,295.15,233.6,291.15,0.55,285.9044745,2
6,9,1,2016,15,295.85,294.55,236.66,290.15,0.59,285.4563136,1
6,9,1,2016,16,295.85,295.05,235.72,291.15,0.45,284.7261195,2
6,9,1,2016,17,295.85,295.35,237.72,290.15,0.51,284.5807796,1
6,9,1,2016,18,295.85,295.35,236.26,289.15,0.55,284.1444015,1
6,9,1,2016,19,295.85,295.05,235.66,288.15,0.58,283.5666132,2
6,9,1,2016,20,295.85,294.55,235.32,288.15,0.58,283.5666132,1
6,9,1,2016,21,295.85,294.45,236.72,287.15,0.67,283.5247652,1
6,9,1,2016,22,295.85,294.95,236.6,287.15,0.62,283.056675,1
7,10,1,2016,12,295.25,294.75,236.2,290.15,0.63,285.878143,0
7,10,1,2016,13,295.75,294.75,237.4,290.15,0.63,285.878143,0
7,10,1,2016,14,295.75,295.25,235.6,290.15,0.63,285.878143,1
7,10,1,2016,15,295.75,295.15,235.2,290.15,0.67,286.2914044,2
7,10,1,2016,16,295.75,294.55,236.06,290.15,0.63,285.878143,1
7,10,1,2016,17,295.75,294.95,236.06,290.15,0.67,286.2914044,1
7,10,1,2016,18,295.75,294.45,235.8,289.15,0.72,285.8602325,1
7,10,1,2016,19,295.75,294.95,236.06,289.15,0.77,286.3429656,1
7,10,1,2016,20,295.75,294.45,235.8,288.15,0.82,285.8536912,1
7,10,1,2016,21,295.75,294.95,234.26,289.15,0.72,285.8602325,1
7,10,1,2016,22,295.25,294.85,235.8,289.15,0.72,285.8602325,1
1,11,1,2016,10,295.85,294.55,234.6,290.15,0.55,285.0244407,0
1,11,1,2016,11,296.85,295.35,235.92,290.15,0.42,283.5279805,2
1,11,1,2016,12,295.85,294.55,236.06,290.15,0.48,284.2390617,1
1,11,1,2016,13,295.85,294.45,235.6,292.15,0.25,282.6550942,2
1,11,1,2016,14,295.25,294.55,235.12,291.15,0.27,282.2526734,0
1,11,1,2016,15,295.75,294.85,236.46,290.15,0.31,282.0954225,1
1,11,1,2016,16,295.65,295.05,234.86,288.15,0.33,280.8231227,0
1,11,1,2016,17,295.65,294.95,236.26,288.15,0.38,281.4241093,1
1,11,1,2016,18,295.65,294.45,235,287.15,0.41,280.9506668,1
1,11,1,2016,19,296.15,294.55,240.06,287.15,0.38,280.6215056,1
1,11,1,2016,20,295.65,294.35,236.4,287.15,0.38,280.6215056,1
1,11,1,2016,21,295.65,295.05,234.72,286.15,0.4,280.028865,1
1,11,1,2016,22,294.65,294.35,237.86,286.15,0.4,280.028865,1
2,12,1,2016,0,293.15,292.85,236.06,286.15,0.4,280.028865,0
2,12,1,2016,1,292.15,291.85,236.12,286.15,0.43,280.3368711,0
2,12,1,2016,2,291.15,290.85,237.2,285.15,0.46,279.795262,0
2,12,1,2016,3,290.15,289.85,238.8,285.15,0.46,279.795262,0
2,12,1,2016,5,288.65,288.35,235.12,284.15,0.5,279.3088963,0
2,12,1,2016,6,288.15,287.85,236.32,284.15,0.5,279.3088963,0
2,12,1,2016,9,289.25,288.85,236,286.15,0.4,280.028865,0
2,12,1,2016,11,293.25,292.85,234,289.15,0.31,281.3336922,0
2,12,1,2016,12,295.75,294.45,236.92,289.15,0.33,281.597232,0
2,12,1,2016,13,296.25,294.55,234.52,288.15,0.35,281.0678474,1
2,12,1,2016,14,295.75,294.85,235.8,289.15,0.33,281.597232,2
2,12,1,2016,15,295.75,294.75,235.6,288.15,0.33,280.8231227,1
2,12,1,2016,16,295.75,294.45,235.66,287.15,0.35,280.2819375,1
2,12,1,2016,17,295.75,294.55,237.12,286.15,0.37,279.7123683,1
2,12,1,2016,19,295.95,295.15,236.52,285.15,0.4,279.2157025,1
2,12,1,2016,20,295.95,295.05,234.6,285.15,0.43,279.5087233,1
2,12,1,2016,21,295.45,294.35,237.72,285.15,0.43,279.5087233,1
2,12,1,2016,22,295.45,294.25,235.32,285.15,0.43,279.5087233,1
3,13,1,2016,0,293.85,293.05,236.52,283.15,0.53,278.698967,0
3,13,1,2016,10,295.25,294.65,235.4,284.15,0.5,279.3088963,0
3,13,1,2016,11,295.75,294.35,235.92,285.15,0.5,280.1687311,1
3,13,1,2016,12,295.75,294.15,235.86,287.15,0.47,281.5830204,1
3,13,1,2016,13,295.75,294.65,235.6,286.15,0.54,281.4101393,1
3,13,1,2016,14,295.75,294.35,237.12,286.15,0.54,281.4101393,1
3,13,1,2016,15,295.75,294.15,235.86,286.15,0.58,281.7838559,0
3,13,1,2016,16,295.75,294.85,236,285.15,0.62,281.2454075,1
3,13,1,2016,17,295.75,294.05,236.46,283.15,0.71,280.1550244,1
3,13,1,2016,18,295.75,295.35,235.26,284.15,0.62,280.3397665,1
3,13,1,2016,19,295.75,294.75,236.06,284.15,0.57,279.9157292,1
3,13,1,2016,20,295.75,294.55,236.6,283.15,0.71,280.1550244,1
3,13,1,2016,21,295.65,293.95,234.8,284.15,0.66,280.674808,1
3,13,1,2016,22,295.65,295.05,236.32,284.15,0.66,280.674808,1
3,13,1,2016,23,294.15,293.85,236.26,284.15,0.71,281.0896533,1
4,14,1,2016,0,292.65,292.35,235.12,282.15,0.76,279.6029674,0
4,14,1,2016,2,291.15,290.85,237.26,283.15,0.76,280.5521242,0
4,14,1,2016,6,290.05,289.95,236.46,284.15,0.76,281.5012778,0
4,14,1,2016,7,289.55,289.45,235.46,284.15,0.71,281.0896533,0
4,14,1,2016,10,295.35,294.85,235.52,286.15,0.71,282.9589004,0
4,14,1,2016,11,295.85,294.95,234.92,287.15,0.62,283.056675,1
4,14,1,2016,12,295.85,295.45,236.66,287.15,0.58,282.6752372,1
4,14,1,2016,13,295.85,294.95,236.66,289.15,0.48,283.3878905,2
4,14,1,2016,14,295.85,294.85,235.46,288.15,0.54,283.1624346,1
4,14,1,2016,15,295.85,294.45,237.26,288.15,0.54,283.1624346,1
4,14,1,2016,16,296.35,294.85,303.86,287.15,0.58,282.6752372,0
4,14,1,2016,17,296.85,294.05,71.36,286.15,0.62,282.1510436,1
4,14,1,2016,18,296.05,295.05,236.12,285.15,0.66,281.59382,1
4,14,1,2016,19,296.05,294.85,234.72,284.15,0.71,281.0896533,1
4,14,1,2016,20,296.05,294.65,237.32,284.15,0.71,281.0896533,1
4,14,1,2016,21,296.05,294.55,236.66,284.15,0.71,281.0896533,2
4,14,1,2016,22,295.55,294.45,237.32,284.15,0.71,281.0896533,1
4,14,1,2016,23,294.95,294.45,237.66,284.15,0.71,281.0896533,0
5,15,1,2016,6,291.45,289.95,64.52,282.15,0.7,279.1437798,0
5,15,1,2016,8,294.25,293.85,65.36,282.15,0.7,279.1437798,0
5,15,1,2016,9,296.75,293.35,64.66,282.15,0.7,279.1437798,0
5,15,1,2016,10,297.75,293.35,64.74,283.15,0.66,279.7557915,0
5,15,1,2016,11,297.25,293.35,64.92,284.15,0.62,280.3397665,0
5,15,1,2016,12,295.55,294.75,299.66,284.15,0.66,280.674808,1
5,15,1,2016,13,295.55,294.65,235.46,284.15,0.76,281.5012778,1
5,15,1,2016,14,295.55,294.35,234.8,284.15,0.76,281.5012778,1
5,15,1,2016,15,295.55,294.25,235.32,284.15,0.76,281.5012778,1
5,15,1,2016,16,295.55,294.35,236.6,283.15,0.76,280.5521242,1
5,15,1,2016,17,295.55,294.05,235.2,283.15,0.76,280.5521242,1
5,15,1,2016,18,296.05,294.65,236.86,281.15,0.87,279.4668554,1
5,15,1,2016,19,296.05,294.75,235.92,282.15,0.49,277.5094766,1
5,15,1,2016,20,296.05,295.25,234.72,282.15,0.31,276.0009598,1
5,15,1,2016,21,295.45,295.15,237.92,281.15,0.31,275.2390319,1
5,15,1,2016,22,295.45,294.25,234.8,280.15,0.33,274.6294838,0
5,15,1,2016,23,293.95,293.75,235.6,280.15,0.36,274.8546661,0
6,16,1,2016,0,291.95,291.75,236.46,280.15,0.36,274.8546661,0
6,16,1,2016,2,288.85,288.75,237.12,279.15,0.41,274.4042748,0
6,16,1,2016,8,289.45,289.25,236.06,280.15,0.33,274.6294838,0
6,16,1,2016,9,289.35,287.75,64.84,282.15,0.22,275.1559894,0
6,16,1,2016,10,291.65,288.75,64.92,283.15,0.19,275.524039,0
6,16,1,2016,11,295.15,291.35,65.24,284.15,0.19,276.1964237,0
6,16,1,2016,12,297.15,292.45,65.46,286.15,0.12,276.4908102,0
6,16,1,2016,13,297.65,293.45,65.52,286.15,0.12,276.4908102,0
6,16,1,2016,14,297.65,293.45,65.34,286.15,0.12,276.4908102,0
6,16,1,2016,15,297.15,293.45,64.96,285.15,0.18,276.7371478,0
6,16,1,2016,16,297.15,293.45,65.1,283.15,0.23,275.9602513,0
6,16,1,2016,17,294.65,294.55,65.04,282.15,0.24,275.351794,1
6,16,1,2016,18,295.45,294.85,235.2,282.15,0.24,275.351794,0
6,16,1,2016,19,295.45,293.95,237.2,281.15,0.28,274.9866396,1
6,16,1,2016,20,295.45,293.95,236.12,281.15,0.28,274.9866396,0
6,16,1,2016,21,295.45,294.45,237.06,280.15,0.33,274.6294838,1
6,16,1,2016,22,295.45,294.35,233.52,280.15,0.36,274.8546661,0
6,16,1,2016,23,293.95,293.55,65.16,279.15,0.41,274.4042748,0
7,17,1,2016,0,292.45,292.05,64.92,278.15,0.44,273.7739576,0
7,17,1,2016,1,290.95,290.55,64.6,278.15,0.48,274.0244094,0
7,17,1,2016,2,289.95,289.55,64.1,278.15,0.48,274.0244094,0
7,17,1,2016,8,292.65,291.85,301.9,277.15,0.55,273.5834146,0
7,17,1,2016,9,290.65,290.35,65.52,280.15,0.45,275.5120288,0
7,17,1,2016,10,294.15,293.35,65.04,282.15,0.39,276.6924586,0
7,17,1,2016,11,295.65,293.75,64.76,284.15,0.34,277.8257899,0
7,17,1,2016,12,295.65,294.25,65.24,284.15,0.4,278.4025257,1
7,17,1,2016,13,296.15,294.25,65.9,284.15,0.5,279.3088963,0
7,17,1,2016,14,296.15,294.85,65.22,284.15,0.53,279.5711651,1
7,17,1,2016,15,295.65,294.15,64.42,284.15,0.53,279.5711651,1
7,17,1,2016,16,295.65,293.95,65.36,283.15,0.57,279.0280409,0
7,17,1,2016,17,295.65,294.75,64.74,282.15,0.61,278.451123,1
7,17,1,2016,18,295.65,294.65,65.06,281.15,0.61,277.5489413,0
7,17,1,2016,19,293.65,293.45,64.22,281.15,0.57,277.252644,0
7,17,1,2016,20,292.15,291.95,64.82,281.15,0.53,276.9545464,0
7,17,1,2016,21,291.65,290.95,64.96,281.15,0.53,276.9545464,0
7,17,1,2016,22,290.65,290.45,64.6,281.15,0.53,276.9545464,0
7,17,1,2016,23,290.15,289.95,64.96,281.15,0.53,276.9545464,0
1,18,1,2016,0,289.65,289.45,64.82,280.15,0.56,276.2943792,0
1,18,1,2016,1,289.15,288.35,65.16,279.15,0.6,275.6776793,0
1,18,1,2016,2,291.75,288.85,64.76,279.15,0.56,275.4104344,0
1,18,1,2016,7,291.75,289.95,64.94,280.15,0.56,276.2943792,0
1,18,1,2016,8,291.75,289.95,64.22,280.15,0.56,276.2943792,0
1,18,1,2016,9,294.65,294.15,301.56,281.15,0.53,276.9545464,0
1,18,1,2016,10,294.65,294.35,237.52,283.15,0.49,278.3650597,1
1,18,1,2016,11,295.65,294.95,234.72,285.15,0.43,279.5087233,0
1,18,1,2016,12,295.65,294.45,236.06,285.15,0.54,280.5339818,1
1,18,1,2016,13,295.65,294.25,235.8,285.15,0.54,280.5339818,0
2,19,1,2016,12,295.85,294.85,236.06,285.15,0.66,281.59382,0.32
2,19,1,2016,13,295.35,294.55,232.86,285.15,0.58,280.8924689,1
2,19,1,2016,14,295.85,294.05,236.32,285.15,0.58,280.8924689,1
2,19,1,2016,15,295.85,294.65,234.2,285.15,0.66,281.59382,1
2,19,1,2016,16,295.85,294.75,237.26,284.15,0.71,281.0896533,1
2,19,1,2016,17,295.85,294.75,235.6,282.15,0.76,279.6029674,0
2,19,1,2016,18,295.85,294.25,234.46,282.15,0.76,279.6029674,1
2,19,1,2016,19,295.85,294.05,235.86,281.15,0.81,279.0225839,1
2,19,1,2016,20,295.85,294.65,237.12,281.15,0.81,279.0225839,1
2,19,1,2016,21,295.85,294.85,239.06,281.15,0.81,279.0225839,1
2,19,1,2016,22,295.75,295.15,236.06,281.15,0.81,279.0225839,0
2,19,1,2016,23,293.25,292.85,237.6,281.15,0.75,278.580159,1
3,20,1,2016,3,289.25,288.85,238.8,279.15,0.75,276.6874761,0
3,20,1,2016,9,292.25,291.55,236.72,280.15,0.7,277.2805642,0
3,20,1,2016,10,295.75,294.35,234.52,285.15,0.54,280.5339818,0
3,20,1,2016,11,295.75,294.55,234.66,286.15,0.5,281.0285576,1
3,20,1,2016,12,296.15,294.45,235.4,288.15,0.44,282.1037049,1
3,20,1,2016,13,295.65,295.25,231.66,287.15,0.54,282.2862901,1
3,20,1,2016,14,295.65,294.35,235.92,287.15,0.62,283.056675,1
3,20,1,2016,15,296.15,295.05,236.26,287.15,0.62,283.056675,1
3,20,1,2016,16,295.35,294.25,235.32,286.15,0.71,282.9589004,2
3,20,1,2016,17,295.85,294.75,235.86,285.15,0.71,282.0242786,2
3,20,1,2016,18,296.35,294.55,234.4,283.15,0.76,280.5521242,1
3,20,1,2016,19,296.35,295.15,238.72,283.15,0.76,280.5521242,2
3,20,1,2016,20,295.85,294.55,234,282.15,0.76,279.6029674,1
3,20,1,2016,21,295.85,294.65,238.66,281.15,0.75,278.580159,1
3,20,1,2016,22,295.85,294.15,233.92,281.15,0.75,278.580159,1
3,20,1,2016,23,294.85,294.75,239.32,280.15,0.75,277.6338193,0
4,21,1,2016,6,290.85,290.25,64.7,277.15,0.8,275.1083966,0
4,21,1,2016,7,290.85,290.75,64.84,278.15,0.75,275.7411291,0
4,21,1,2016,8,293.45,292.95,301.02,279.15,0.7,276.3489499,0
4,21,1,2016,9,293.95,292.95,65.32,280.15,0.7,277.2805642,0
4,21,1,2016,10,295.45,294.55,238.06,285.15,0.54,280.5339818,0
4,21,1,2016,11,295.85,294.35,236.92,287.15,0.58,282.6752372,0
4,21,1,2016,12,295.85,294.45,235.72,287.15,0.62,283.056675,2
4,21,1,2016,13,296.45,294.75,236.4,287.15,0.67,283.5247652,1
4,21,1,2016,14,296.45,294.65,237.06,287.15,0.67,283.5247652,1
4,21,1,2016,15,296.45,294.75,234.2,286.15,0.71,282.9589004,2
4,21,1,2016,16,296.45,295.25,237.12,285.15,0.71,282.0242786,1
4,21,1,2016,17,295.95,295.45,237.66,284.15,0.81,281.9107312,2
4,21,1,2016,18,295.95,294.65,235.72,282.15,0.87,280.4447153,1
4,21,1,2016,19,295.95,294.55,234.4,281.15,0.87,279.4668554,1
4,21,1,2016,20,295.45,294.45,233.6,281.15,0.87,279.4668554,1
4,21,1,2016,21,295.95,294.95,234.92,280.15,0.93,278.9218508,1
4,21,1,2016,22,295.45,294.85,238,280.15,0.93,278.9218508,1
4,21,1,2016,23,294.45,294.25,235.6,280.15,0.87,278.4889932,0
5,22,1,2016,0,292.95,292.75,238.12,279.15,0.87,277.5111286,0
5,22,1,2016,1,291.45,291.25,234.52,280.15,0.81,278.0598625,0
5,22,1,2016,6,290.35,288.25,64.52,279.15,0.75,276.6874761,0
5,22,1,2016,7,288.75,288.25,64.76,279.15,0.75,276.6874761,0
5,22,1,2016,8,291.85,288.75,65.56,280.15,0.7,277.2805642,0
5,22,1,2016,9,294.85,291.35,65.14,281.15,0.7,278.2121741,0
5,22,1,2016,10,297.35,292.85,65.32,282.15,0.7,279.1437798,0
5,22,1,2016,11,297.85,293.35,65.66,285.15,0.71,282.0242786,0
5,22,1,2016,12,297.35,293.85,65.12,287.15,0.76,284.3487208,0
5,22,1,2016,13,297.35,293.85,65.42,287.15,0.82,284.8883821,0
5,22,1,2016,15,294.75,294.35,236.8,286.15,0.87,284.356133,1
5,22,1,2016,16,295.75,295.35,236.6,286.15,0.87,284.356133,1
5,22,1,2016,17,296.25,295.15,235.86,286.15,0.87,284.356133,2
5,22,1,2016,18,295.75,294.65,237,286.15,0.87,284.356133,1
5,22,1,2016,19,295.75,295.25,235.32,285.15,0.87,283.3782818,1
5,22,1,2016,20,295.75,294.45,235.12,284.15,0.93,282.8894922,2
5,22,1,2016,21,295.65,294.25,236.92,284.15,0.93,282.8894922,1
5,22,1,2016,22,295.65,294.45,235.32,284.15,0.87,282.4004284,1
6,23,1,2016,7,291.65,290.15,65.82,281.15,0.81,279.0225839,0
6,23,1,2016,8,295.45,294.05,64.52,283.15,0.76,280.5521242,0
6,23,1,2016,9,296.45,294.05,64.66,286.15,0.66,282.5128279,0
6,23,1,2016,10,296.95,293.55,64.76,287.15,0.67,283.5247652,0
6,23,1,2016,11,295.85,295.15,235.52,289.15,0.63,284.9691025,1
6,23,1,2016,12,295.35,294.85,233.2,289.15,0.67,285.3691949,1
6,23,1,2016,13,295.85,295.05,235.72,289.15,0.77,286.3429656,1
6,23,1,2016,14,295.85,294.55,234.72,288.15,0.82,285.8536912,1
6,23,1,2016,15,295.85,294.45,235.92,288.15,0.77,285.3910401,1
6,23,1,2016,16,295.85,294.95,236.8,287.15,0.82,284.8883821,2
6,23,1,2016,17,295.85,294.75,234.2,287.15,0.76,284.3487208,1
6,23,1,2016,18,295.85,294.75,238.72,286.15,0.82,283.9230707,1
6,23,1,2016,19,295.85,294.65,235.06,286.15,0.82,283.9230707,1
6,23,1,2016,20,296.35,295.05,237,284.15,0.87,282.4004284,2
6,23,1,2016,21,295.85,294.55,235.66,283.15,0.93,281.8975847,1
6,23,1,2016,22,295.85,294.25,235.4,283.15,0.87,281.422573,1
7,24,1,2016,0,294.35,294.15,234.06,283.15,0.81,280.9480181,0
7,24,1,2016,7,291.35,290.65,65.7,282.15,0.87,280.4447153,0
7,24,1,2016,8,294.95,294.15,65.54,283.15,0.81,280.9480181,0
7,24,1,2016,9,295.45,294.95,64.96,284.15,0.81,281.9107312,0
7,24,1,2016,10,296.45,295.15,63.9,285.15,0.81,282.8734418,2
7,24,1,2016,11,296.95,295.25,65.62,287.15,0.76,284.3487208,1
7,24,1,2016,12,296.95,294.65,65.14,287.15,0.76,284.3487208,2
7,24,1,2016,13,296.95,294.75,65.56,287.15,0.82,284.8883821,2
7,24,1,2016,14,296.45,295.15,64.5,287.15,0.82,284.8883821,2
7,24,1,2016,15,296.45,295.05,64.94,287.15,0.76,284.3487208,1
7,24,1,2016,16,294.85,294.55,64.62,287.15,0.76,284.3487208,2
7,24,1,2016,18,293.35,293.05,64.2,287.15,0.76,284.3487208,0
7,24,1,2016,19,292.85,292.55,64.64,287.15,0.82,284.8883821,0
7,24,1,2016,22,295.45,294.45,64.22,286.15,0.87,284.356133,0
7,24,1,2016,23,296.45,294.45,64.96,286.15,0.87,284.356133,1
1,25,1,2016,0,296.45,295.45,64.6,286.15,0.87,284.356133,1
1,25,1,2016,1,295.95,294.55,65.3,286.15,0.87,284.356133,1
1,25,1,2016,2,295.95,294.05,64.76,286.15,0.87,284.356133,0
1,25,1,2016,8,293.45,292.55,64.66,287.15,0.87,285.3339823,0
1,25,1,2016,9,297.05,293.55,64.92,288.15,0.82,285.8536912,0
1,25,1,2016,10,297.05,293.55,64.64,288.15,0.82,285.8536912,0
1,25,1,2016,11,296.55,294.05,64.56,289.15,0.77,286.3429656,0
1,25,1,2016,12,297.35,295.15,236.52,289.15,0.77,286.3429656,0
1,25,1,2016,13,295.85,295.15,235.66,289.15,0.72,285.8602325,2
1,25,1,2016,14,295.85,294.75,238.46,289.15,0.72,285.8602325,1
1,25,1,2016,15,295.85,294.45,235.86,288.15,0.77,285.3910401,2
1,25,1,2016,16,295.85,295.05,237.4,287.15,0.76,284.3487208,1
1,25,1,2016,17,295.85,294.65,236.92,286.15,0.87,284.356133,1
1,25,1,2016,18,295.85,295.15,236.32,286.15,0.87,284.356133,1
1,25,1,2016,19,295.85,294.45,237.86,286.15,0.87,284.356133,2
1,25,1,2016,20,295.85,295.15,238.2,286.15,0.87,284.356133,1
1,25,1,2016,21,295.85,294.85,235.86,286.15,0.82,283.9230707,2
1,25,1,2016,22,295.85,294.95,235.4,285.15,0.81,282.8734418,1
1,25,1,2016,23,294.35,293.65,65.24,285.15,0.81,282.8734418,0
