Day of week,Date,Month,Year ,Hour,Tin_ct,Tout_ct,mw_ct,T_db,Hum_perc,T_wb,E
7,10,4,2016,0,297.95,296.95,64.66,284.15,0.76,281.5012778,0
7,10,4,2016,1,297.95,296.85,65.14,283.15,0.81,280.9480181,1
7,10,4,2016,2,297.95,296.15,64.42,283.15,0.81,280.9480181,0
7,10,4,2016,7,293.85,293.65,64.34,285.15,0.76,282.4504283,0
7,10,4,2016,8,293.35,293.15,65.3,288.15,0.72,284.9226322,0
7,10,4,2016,9,295.65,294.65,233.86,289.15,0.72,285.8602325,0
7,10,4,2016,11,296.75,296.65,65.02,290.15,0.77,287.2948885,0
7,10,4,2016,12,297.75,296.65,65.34,290.15,0.77,287.2948885,0
7,10,4,2016,13,297.75,296.45,64.9,290.15,0.77,287.2948885,1
7,10,4,2016,14,298.25,296.85,65.54,290.15,0.77,287.2948885,0
7,10,4,2016,15,298.25,296.25,65.02,290.15,0.77,287.2948885,1
7,10,4,2016,16,298.25,295.75,65.04,289.15,0.77,286.3429656,0
7,10,4,2016,17,297.75,295.75,64.8,289.15,0.77,286.3429656,0
7,10,4,2016,18,297.75,295.75,64.92,288.15,0.82,285.8536912,0
7,10,4,2016,19,297.75,295.75,64.64,287.15,0.82,284.8883821,0
7,10,4,2016,20,297.75,295.75,64.94,288.15,0.72,284.9226322,0
7,10,4,2016,21,297.75,295.75,65.12,286.15,0.82,283.9230707,0
7,10,4,2016,22,296.15,295.25,64.8,286.15,0.82,283.9230707,0
7,10,4,2016,23,295.65,294.75,65.5,287.15,0.82,284.8883821,0
1,11,4,2016,8,296.65,293.75,235.26,288.15,0.77,285.3910401,0
1,11,4,2016,9,295.65,293.75,237.2,290.15,0.72,286.7978299,0
1,11,4,2016,10,298.15,295.65,234.2,290.15,0.67,286.2914044,0
1,11,4,2016,11,298.65,295.65,237.2,290.15,0.77,287.2948885,0
1,11,4,2016,12,298.65,296.15,234.12,291.15,0.63,286.7871795,0
1,11,4,2016,13,298.65,296.15,238.06,290.15,0.67,286.2914044,0
1,11,4,2016,14,298.65,295.65,235.52,290.15,0.82,287.7843029,0
1,11,4,2016,15,298.65,295.65,232.8,290.15,0.82,287.7843029,0
1,11,4,2016,16,298.65,295.15,236.8,290.15,0.77,287.2948885,0
1,11,4,2016,17,298.65,295.15,234.32,288.15,0.87,286.3118296,0
1,11,4,2016,18,298.65,295.15,237.66,287.15,0.87,285.3339823,0
1,11,4,2016,19,298.65,296.85,237.46,288.15,0.62,283.9623018,1
1,11,4,2016,20,298.65,297.35,235.32,288.15,0.62,283.9623018,1
1,11,4,2016,21,298.15,296.65,235.06,287.15,0.76,284.3487208,2
1,11,4,2016,22,298.15,296.55,235.8,287.15,0.76,284.3487208,1
1,11,4,2016,23,295.95,295.65,64.12,286.15,0.82,283.9230707,0
2,12,4,2016,0,296.95,294.65,64.54,286.15,0.82,283.9230707,0
2,12,4,2016,8,296.35,296.05,235.06,289.15,0.72,285.8602325,1
2,12,4,2016,9,296.95,296.05,235,289.15,0.82,286.8189981,0
2,12,4,2016,10,297.95,296.55,235.06,290.15,0.72,286.7978299,1
2,12,4,2016,11,298.45,296.65,235.72,290.15,0.72,286.7978299,1
2,12,4,2016,12,298.45,296.75,236.52,290.15,0.77,287.2948885,1
2,12,4,2016,13,298.45,297.25,236.2,290.15,0.77,287.2948885,2
2,12,4,2016,14,298.45,296.85,235.2,289.15,0.82,286.8189981,2
2,12,4,2016,15,298.45,297.05,234.4,289.15,0.82,286.8189981,2
2,12,4,2016,16,298.45,296.25,237.8,290.15,0.77,287.2948885,2
2,12,4,2016,17,296.45,294.75,235.32,289.15,0.82,286.8189981,3
2,12,4,2016,18,295.95,294.85,235.8,288.15,0.77,285.3910401,2
2,12,4,2016,19,295.95,295.45,236.4,288.15,0.72,284.9226322,2
2,12,4,2016,20,295.95,295.15,237.72,289.15,0.63,284.9691025,2
2,12,4,2016,21,294.95,294.55,237.86,288.15,0.67,284.4469819,1
2,12,4,2016,22,295.55,295.05,237.06,288.15,0.58,283.5666132,1
2,12,4,2016,23,296.15,294.55,64.92,289.15,0.55,284.1444015,0
3,13,4,2016,0,294.65,293.55,63.56,288.15,0.58,283.5666132,0
3,13,4,2016,9,294.35,294.05,235.6,291.15,0.59,286.3513257,0
3,13,4,2016,10,295.95,294.55,236.72,293.15,0.52,287.2972042,1
3,13,4,2016,11,295.95,295.35,237.52,293.15,0.49,286.9204255,2
3,13,4,2016,12,295.95,294.95,234.4,294.15,0.43,286.9616884,2
3,13,4,2016,13,295.95,295.35,239.92,294.15,0.46,287.3751986,1
3,13,4,2016,14,295.95,294.75,231.86,292.15,0.59,287.2463334,2
3,13,4,2016,15,295.95,295.45,237.2,292.15,0.55,286.7845032,2
3,13,4,2016,16,295.95,295.35,235.12,292.15,0.55,286.7845032,2
3,13,4,2016,17,295.95,295.55,237.4,291.15,0.59,286.3513257,1
3,13,4,2016,18,296.45,295.35,235.06,290.15,0.59,285.4563136,2
3,13,4,2016,19,296.45,294.95,237.32,290.15,0.55,285.0244407,2
3,13,4,2016,20,295.95,294.65,235.12,288.15,0.72,284.9226322,2
3,13,4,2016,21,295.95,294.55,235.26,288.15,0.77,285.3910401,2
3,13,4,2016,22,294.75,294.65,233.72,288.15,0.72,284.9226322,1
3,13,4,2016,23,295.95,294.55,65.06,287.15,0.76,284.3487208,0
4,14,4,2016,0,294.95,294.05,65.06,286.15,0.71,282.9589004,0
4,14,4,2016,5,293.95,292.05,237.52,283.15,0.71,280.1550244,0
4,14,4,2016,6,292.75,292.55,235.4,284.15,0.66,280.674808,0
4,14,4,2016,7,292.25,292.05,237.4,287.15,0.58,282.6752372,0
4,14,4,2016,9,293.65,293.35,234.4,291.15,0.52,285.561012,0
4,14,4,2016,10,295.75,294.65,235.32,291.15,0.48,285.0902256,1
4,14,4,2016,11,296.25,294.85,236.86,292.15,0.45,285.5637069,1
4,14,4,2016,12,296.25,294.85,235.26,292.15,0.52,286.4291109,2
4,14,4,2016,13,295.75,295.15,239.86,291.15,0.72,287.7354244,2
4,14,4,2016,14,295.75,295.15,235.12,291.15,0.72,287.7354244,1
4,14,4,2016,15,295.75,294.65,234.32,291.15,0.67,287.2136105,1
4,14,4,2016,16,295.75,294.85,236.06,291.15,0.59,286.3513257,1
4,14,4,2016,17,296.25,294.75,233.6,290.15,0.63,285.878143,2
4,14,4,2016,18,296.25,295.35,236.4,289.15,0.72,285.8602325,2
4,14,4,2016,19,296.25,294.95,236.2,289.15,0.67,285.3691949,1
4,14,4,2016,20,295.75,294.75,232.86,289.15,0.63,284.9691025,2
4,14,4,2016,21,295.75,294.45,236.52,288.15,0.77,285.3910401,1
4,14,4,2016,22,295.75,295.05,235.72,288.15,0.82,285.8536912,1
4,14,4,2016,23,294.25,293.95,64.84,288.15,0.87,286.3118296,1
5,15,4,2016,0,294.25,293.95,64.76,287.15,0.93,285.8652044,0
5,15,4,2016,1,293.75,293.45,65.16,287.15,0.87,285.3339823,0
5,15,4,2016,3,293.25,292.95,64.94,285.15,0.81,282.8734418,0
5,15,4,2016,4,294.35,293.95,65.8,285.15,0.76,282.4504283,0
5,15,4,2016,5,294.85,294.55,65.12,285.15,0.81,282.8734418,0
5,15,4,2016,6,295.85,294.85,65.4,286.15,0.76,283.399576,0
5,15,4,2016,7,295.85,294.85,64.42,288.15,0.82,285.8536912,1
5,15,4,2016,8,297.35,295.05,65.8,290.15,0.77,287.2948885,1
5,15,4,2016,9,296.75,294.05,64.42,290.15,0.72,286.7978299,1
5,15,4,2016,10,297.25,294.05,64.44,290.15,0.77,287.2948885,0
5,15,4,2016,11,297.75,294.05,65.24,290.15,0.77,287.2948885,0
5,15,4,2016,13,295.85,294.15,234.52,292.15,0.72,288.6730162,0
5,15,4,2016,14,295.85,294.15,237,291.15,0.77,288.246809,0
5,15,4,2016,15,295.85,294.15,232.2,291.15,0.72,287.7354244,0
5,15,4,2016,16,296.35,294.15,237.12,291.15,0.72,287.7354244,0
5,15,4,2016,17,296.35,294.15,236.52,290.15,0.77,287.2948885,0
5,15,4,2016,18,296.35,294.15,236.72,289.15,0.87,287.289675,0
5,15,4,2016,19,296.35,294.15,235.46,289.15,0.87,287.289675,0
5,15,4,2016,20,295.85,294.15,236.8,289.15,0.82,286.8189981,0
5,15,4,2016,21,295.85,294.15,239.32,288.15,0.93,286.8571051,0
5,15,4,2016,22,295.85,294.15,236.26,288.15,0.93,286.8571051,0
6,16,4,2016,0,294.65,293.65,239.32,287.15,0.93,285.8652044,0
6,16,4,2016,5,293.55,292.65,234.6,285.15,0.81,282.8734418,0
6,16,4,2016,7,293.05,292.15,236.06,289.15,0.87,287.289675,0
6,16,4,2016,8,294.55,292.15,235,291.15,0.72,287.7354244,0
6,16,4,2016,9,295.05,293.15,237.26,291.15,0.77,288.246809,0
6,16,4,2016,10,294.85,293.65,236.52,292.15,0.72,288.6730162,0
6,16,4,2016,11,296.25,294.15,236.72,292.15,0.72,288.6730162,0
6,16,4,2016,12,296.25,295.25,236.8,294.15,0.56,288.6689073,0
6,16,4,2016,13,296.25,295.25,235,295.15,0.46,288.217376,3
6,16,4,2016,14,296.25,294.85,236.06,293.15,0.52,287.2972042,2
6,16,4,2016,15,296.25,294.85,236.6,294.15,0.56,288.6689073,2
6,16,4,2016,16,295.75,294.85,236.6,292.15,0.68,288.2442798,2
6,16,4,2016,17,296.25,295.35,234.72,291.15,0.72,287.7354244,2
6,16,4,2016,18,296.25,295.35,237.8,292.15,0.59,287.2463334,1
6,16,4,2016,19,296.25,294.85,233.52,292.15,0.55,286.7845032,2
6,16,4,2016,20,296.25,295.35,233.4,291.15,0.63,286.7871795,2
6,16,4,2016,21,296.25,294.95,238.6,291.15,0.55,285.9044745,2
6,16,4,2016,22,295.75,294.75,238.32,291.15,0.55,285.9044745,2
6,16,4,2016,23,294.75,294.35,235.8,289.15,0.63,284.9691025,0
7,17,4,2016,1,293.25,292.85,235.2,289.15,0.63,284.9691025,0
7,17,4,2016,9,294.85,294.75,235.6,293.15,0.56,287.7850477,0
7,17,4,2016,10,294.95,294.75,237.32,293.15,0.6,288.2584487,0
7,17,4,2016,11,295.45,295.15,233.32,294.15,0.56,288.6689073,1
7,17,4,2016,13,295.15,294.65,235.66,295.15,0.49,288.6314156,0
7,17,4,2016,14,295.15,294.55,237.66,294.15,0.56,288.6689073,1
7,17,4,2016,15,295.05,294.55,237.06,294.15,0.49,287.7759235,0
7,17,4,2016,16,295.55,295.05,235.46,293.15,0.6,288.2584487,1
7,17,4,2016,17,295.05,294.55,236.72,293.15,0.56,287.7850477,0
7,17,4,2016,18,294.45,294.05,236.72,292.15,0.55,286.7845032,0
7,17,4,2016,19,294.85,294.35,237.8,290.15,0.67,286.2914044,0
7,17,4,2016,20,294.85,294.65,237.32,289.15,0.72,285.8602325,1
7,17,4,2016,23,294.55,293.85,235,287.15,0.82,284.8883821,0
1,18,4,2016,0,294.95,294.25,234.46,287.15,0.82,284.8883821,0
1,18,4,2016,8,295.45,294.35,236,289.15,0.72,285.8602325,1
1,18,4,2016,9,295.85,295.35,234.32,290.15,0.67,286.2914044,1
1,18,4,2016,10,295.85,294.85,234.72,289.15,0.67,285.3691949,2
1,18,4,2016,11,298.85,294.95,65.34,289.15,0.67,285.3691949,0
1,18,4,2016,12,296.25,294.85,233.4,289.15,0.67,285.3691949,2
1,18,4,2016,13,296.25,295.25,236.86,289.15,0.67,285.3691949,2
1,18,4,2016,14,296.25,294.95,234.66,289.15,0.63,284.9691025,1
1,18,4,2016,15,296.25,294.85,236.52,289.15,0.67,285.3691949,2
1,18,4,2016,16,296.25,295.15,236.6,289.15,0.63,284.9691025,2
1,18,4,2016,17,295.75,294.75,236.46,288.15,0.67,284.4469819,1
1,18,4,2016,18,295.75,295.25,236.2,287.15,0.71,283.8935188,2
1,18,4,2016,19,295.75,295.05,234.8,287.15,0.71,283.8935188,1
1,18,4,2016,20,295.15,294.55,65.2,287.15,0.71,283.8935188,1
1,18,4,2016,21,298.15,295.15,65.46,286.15,0.76,283.399576,2
1,18,4,2016,22,298.15,294.95,64.54,285.15,0.81,282.8734418,3
1,18,4,2016,23,296.15,294.35,64.3,285.15,0.76,282.4504283,2
2,19,4,2016,2,296.15,294.95,64.56,284.15,0.81,281.9107312,0
2,19,4,2016,8,295.05,294.45,65.06,288.15,0.54,283.1624346,1
2,19,4,2016,9,296.55,295.45,65.1,288.15,0.51,282.8527901,1
2,19,4,2016,10,295.55,295.05,236.4,290.15,0.48,284.2390617,1
2,19,4,2016,11,296.05,294.75,239.26,290.15,0.51,284.5807796,1
2,19,4,2016,12,296.05,294.95,236.06,289.15,0.48,283.3878905,1
2,19,4,2016,13,296.05,294.75,235.66,289.15,0.51,283.7167881,1
2,19,4,2016,14,295.55,295.25,235.26,289.15,0.51,283.7167881,1
2,19,4,2016,15,295.95,294.85,296.62,289.15,0.51,283.7167881,1
2,19,4,2016,16,297.95,295.15,64.46,288.15,0.54,283.1624346,2
2,19,4,2016,17,297.95,295.15,65.06,288.15,0.58,283.5666132,3
2,19,4,2016,18,297.95,294.95,65.5,288.15,0.62,283.9623018,2
2,19,4,2016,19,298.45,294.75,65.2,287.15,0.71,283.8935188,3
2,19,4,2016,20,298.45,295.25,65.5,288.15,0.58,283.5666132,3
2,19,4,2016,21,298.45,295.25,64.66,288.15,0.54,283.1624346,3
2,19,4,2016,22,297.95,295.25,64.82,287.15,0.58,282.6752372,2
2,19,4,2016,23,296.45,294.25,65.22,287.15,0.47,281.5830204,2
3,20,4,2016,0,296.45,294.25,64.56,290.15,0.36,282.7711326,0
3,20,4,2016,1,296.45,293.75,64.22,288.15,0.38,281.4241093,0
3,20,4,2016,8,294.25,293.25,65.4,291.15,0.39,283.9639439,0
3,20,4,2016,9,293.75,292.75,65.44,291.15,0.52,285.561012,0
3,20,4,2016,10,296.75,293.75,64.96,291.15,0.55,285.9044745,0
3,20,4,2016,14,298.45,294.35,65.02,291.15,0.59,286.3513257,0
3,20,4,2016,15,298.35,294.35,65.24,290.15,0.77,287.2948885,0
3,20,4,2016,16,298.35,294.35,64.96,290.15,0.67,286.2914044,0
3,20,4,2016,18,298.35,294.35,65.06,290.15,0.67,286.2914044,0
3,20,4,2016,19,298.35,294.35,64.9,289.15,0.77,286.3429656,0
3,20,4,2016,21,298.85,294.05,65.5,288.15,0.87,286.3118296,0
3,20,4,2016,22,298.85,294.05,65.36,287.15,0.82,284.8883821,0
3,20,4,2016,23,296.85,294.05,64.24,288.15,0.77,285.3910401,0
4,21,4,2016,0,296.35,294.05,64.3,287.15,0.82,284.8883821,0
4,21,4,2016,1,296.35,294.05,64.7,287.15,0.82,284.8883821,0
4,21,4,2016,2,296.35,294.05,63.82,287.15,0.76,284.3487208,0
4,21,4,2016,8,294.85,293.55,64.52,285.15,0.93,283.881398,0
4,21,4,2016,9,293.85,293.05,64.74,286.15,0.87,284.356133,0
4,21,4,2016,10,296.85,293.55,65.1,288.15,0.82,285.8536912,0
4,21,4,2016,11,297.85,293.55,64.76,289.15,0.82,286.8189981,0
4,21,4,2016,12,298.35,293.55,64.92,290.15,0.72,286.7978299,0
4,21,4,2016,13,298.35,293.55,65.72,292.15,0.68,288.2442798,0
4,21,4,2016,14,297.85,293.55,64.86,290.15,0.67,286.2914044,0
4,21,4,2016,15,297.85,294.05,65.36,289.15,0.72,285.8602325,0
4,21,4,2016,16,297.85,294.05,65.66,289.15,0.82,286.8189981,0
4,21,4,2016,17,297.85,294.05,65.96,289.15,0.82,286.8189981,0
4,21,4,2016,18,296.15,294.55,236.6,288.15,0.87,286.3118296,1
4,21,4,2016,19,296.15,294.85,235.06,287.15,0.93,285.8652044,2
4,21,4,2016,20,296.25,295.25,238.6,288.15,0.87,286.3118296,2
4,21,4,2016,21,298.75,294.25,65.62,287.15,0.93,285.8652044,1
4,21,4,2016,22,298.55,294.05,65.4,287.15,0.93,285.8652044,0
4,21,4,2016,23,296.55,294.05,64.74,288.15,0.87,286.3118296,0
5,22,4,2016,0,294.55,293.55,64.66,287.15,0.93,285.8652044,0
5,22,4,2016,1,294.55,293.05,64.52,287.15,0.93,285.8652044,0
5,22,4,2016,8,294.55,292.55,65.86,289.15,0.77,286.3429656,0
5,22,4,2016,9,297.05,293.05,64.42,288.15,0.82,285.8536912,0
5,22,4,2016,10,297.55,293.55,64.94,289.15,0.77,286.3429656,0
5,22,4,2016,11,298.55,294.05,65.06,289.15,0.82,286.8189981,0
5,22,4,2016,12,298.55,294.05,65.76,289.15,0.77,286.3429656,0
5,22,4,2016,13,298.55,294.05,65.22,290.15,0.77,287.2948885,0
5,22,4,2016,14,298.05,294.05,64.34,289.15,0.82,286.8189981,0
5,22,4,2016,15,295.55,294.65,236.46,289.15,0.87,287.289675,0
5,22,4,2016,16,296.25,295.15,235.2,289.15,0.87,287.289675,2
5,22,4,2016,17,296.25,295.15,235.92,289.15,0.82,286.8189981,3
5,22,4,2016,18,296.25,295.15,238,288.15,0.87,286.3118296,2
5,22,4,2016,19,296.25,294.95,238.4,288.15,0.93,286.8571051,2
5,22,4,2016,20,296.25,295.05,235.46,288.15,0.87,286.3118296,2
5,22,4,2016,21,296.25,295.35,236.12,288.15,0.82,285.8536912,2
5,22,4,2016,22,298.25,294.95,65.24,288.15,0.82,285.8536912,1
5,22,4,2016,23,295.25,294.45,64.34,287.15,0.82,284.8883821,0
6,23,4,2016,1,294.75,293.45,64.62,286.15,0.82,283.9230707,0
6,23,4,2016,8,294.75,292.95,64.06,290.15,0.59,285.4563136,0
6,23,4,2016,9,296.75,293.45,65.02,291.15,0.55,285.9044745,0
6,23,4,2016,10,296.75,293.95,64.2,290.15,0.72,286.7978299,0
6,23,4,2016,11,297.75,293.95,64.22,290.15,0.63,285.878143,0
6,23,4,2016,12,298.75,293.95,64.42,291.15,0.63,286.7871795,0
6,23,4,2016,13,298.75,293.95,64.4,290.15,0.63,285.878143,0
6,23,4,2016,14,297.75,293.95,64.66,291.15,0.63,286.7871795,0
6,23,4,2016,15,297.75,293.95,64.76,291.15,0.67,287.2136105,0
6,23,4,2016,16,297.75,293.95,65.8,290.15,0.63,285.878143,0
6,23,4,2016,17,296.25,294.85,234.52,287.15,0.82,284.8883821,0
6,23,4,2016,18,296.25,294.75,237.52,287.15,0.82,284.8883821,1
6,23,4,2016,19,295.75,294.35,239.46,286.15,0.93,284.873302,2
6,23,4,2016,20,295.75,294.75,238.12,286.15,0.87,284.356133,1
6,23,4,2016,21,295.75,294.45,236.92,285.15,0.93,283.881398,1
7,24,4,2016,0,294.75,294.25,65.12,285.15,0.87,283.3782818,0
7,24,4,2016,9,295.75,294.25,65.04,289.15,0.63,284.9691025,0
7,24,4,2016,10,295.75,294.35,64.46,289.15,0.67,285.3691949,1
7,24,4,2016,11,295.75,294.45,65,289.15,0.67,285.3691949,1
7,24,4,2016,12,296.75,295.05,64.62,289.15,0.63,284.9691025,1
7,24,4,2016,13,296.75,295.35,64.84,290.15,0.63,285.878143,2
7,24,4,2016,14,296.75,294.85,65.2,290.15,0.63,285.878143,2
7,24,4,2016,15,294.75,294.65,64.62,290.15,0.63,285.878143,1
7,24,4,2016,16,293.75,293.65,63.96,290.15,0.67,286.2914044,0
7,24,4,2016,17,293.25,293.15,63.7,290.15,0.72,286.7978299,0
7,24,4,2016,18,292.75,292.65,64.66,289.15,0.77,286.3429656,0
7,24,4,2016,19,292.25,292.15,64.86,288.15,0.77,285.3910401,0
7,24,4,2016,20,291.75,291.65,65.02,288.15,0.72,284.9226322,0
7,24,4,2016,21,291.25,291.15,65.46,288.15,0.67,284.4469819,0
7,24,4,2016,22,291.25,291.15,64.34,288.15,0.67,284.4469819,0
1,25,4,2016,2,293.75,293.65,65.5,285.15,0.76,282.4504283,0
1,25,4,2016,3,296.25,295.05,65.02,285.15,0.58,280.8924689,0
1,25,4,2016,4,296.25,294.15,64.76,284.15,0.53,279.5711651,2
1,25,4,2016,7,295.25,293.05,64.96,285.15,0.5,280.1687311,0
1,25,4,2016,8,294.05,293.75,64.3,287.15,0.5,281.8883761,0
1,25,4,2016,9,293.95,293.25,65.26,288.15,0.58,283.5666132,0
1,25,4,2016,10,295.95,293.25,235.72,288.15,0.54,283.1624346,0
1,25,4,2016,11,296.45,293.75,234.4,289.15,0.51,283.7167881,0
1,25,4,2016,12,296.35,293.75,236.32,289.15,0.55,284.1444015,0
1,25,4,2016,13,297.35,293.75,236.72,289.15,0.59,284.5612969,0
1,25,4,2016,14,297.35,293.25,234.66,289.15,0.55,284.1444015,0
1,25,4,2016,15,297.35,293.15,235.72,289.15,0.59,284.5612969,0
1,25,4,2016,16,297.35,293.65,236.52,288.15,0.67,284.4469819,0
1,25,4,2016,17,297.35,293.05,234.66,288.15,0.62,283.9623018,0
1,25,4,2016,18,297.35,293.05,234.32,287.15,0.62,283.056675,0
1,25,4,2016,19,296.35,293.05,235.6,286.15,0.66,282.5128279,0
1,25,4,2016,20,295.85,292.95,234.8,286.15,0.66,282.5128279,0
1,25,4,2016,21,295.75,293.45,235.2,287.15,0.67,283.5247652,0
2,26,4,2016,7,293.65,291.85,65.32,286.15,0.66,282.5128279,0
2,26,4,2016,8,294.75,293.05,64.64,288.15,0.58,283.5666132,0
2,26,4,2016,9,296.75,294.05,65.42,289.15,0.59,284.5612969,0
2,26,4,2016,10,296.15,293.75,236.46,288.15,0.58,283.5666132,0
2,26,4,2016,11,296.65,293.75,236,289.15,0.51,283.7167881,0
2,26,4,2016,12,296.65,295.05,235.52,289.15,0.48,283.3878905,2
2,26,4,2016,13,297.15,294.95,236.32,289.15,0.44,282.9366163,2
2,26,4,2016,14,297.15,295.05,235.2,290.15,0.55,285.0244407,3
2,26,4,2016,15,297.15,294.95,235.4,291.15,0.72,287.7354244,2
2,26,4,2016,16,297.15,295.05,236.06,290.15,0.77,287.2948885,3
2,26,4,2016,17,297.15,295.05,234.06,289.15,0.82,286.8189981,2
2,26,4,2016,18,297.15,295.05,232.8,289.15,0.82,286.8189981,4
2,26,4,2016,19,297.15,295.05,233.52,289.15,0.77,286.3429656,3
2,26,4,2016,20,296.25,295.15,236.12,288.15,0.72,284.9226322,3
2,26,4,2016,21,295.75,294.95,235.4,288.15,0.82,285.8536912,1
2,26,4,2016,22,294.75,294.55,236.26,287.15,0.87,285.3339823,1
2,26,4,2016,23,294.75,294.05,64.66,287.15,0.87,285.3339823,1
3,27,4,2016,0,294.75,293.55,64.84,287.15,0.82,284.8883821,0
3,27,4,2016,10,296.05,294.65,236.32,288.15,0.67,284.4469819,1
3,27,4,2016,11,297.05,294.95,234.12,288.15,0.67,284.4469819,2
3,27,4,2016,12,297.05,294.95,236.32,287.15,0.71,283.8935188,3
3,27,4,2016,13,297.05,295.65,236.06,287.15,0.67,283.5247652,3
3,27,4,2016,14,297.05,294.95,235.4,287.15,0.67,283.5247652,2
3,27,4,2016,15,296.55,295.35,235.6,287.15,0.67,283.5247652,2
3,27,4,2016,16,296.55,295.25,234.2,287.15,0.67,283.5247652,2
3,27,4,2016,17,297.05,294.95,235,287.15,0.67,283.5247652,2
3,27,4,2016,18,295.55,294.65,234.48,287.15,0.67,283.5247652,2
3,27,4,2016,19,295.55,294.25,236.88,287.15,0.67,283.5247652,1
3,27,4,2016,20,296.05,294.95,235.82,287.15,0.67,283.5247652,1
3,27,4,2016,21,295.55,294.25,237.28,286.15,0.82,283.9230707,1
3,27,4,2016,22,294.95,294.45,237.42,286.15,0.82,283.9230707,1
4,28,4,2016,0,293.35,292.45,64.16,285.15,0.87,283.3782818,0
4,28,4,2016,3,291.55,290.35,64.54,285.15,0.81,282.8734418,0
4,28,4,2016,4,291.05,289.85,64.86,285.15,0.87,283.3782818,0
4,28,4,2016,5,293.55,290.35,65.56,284.15,0.87,282.4004284,0
4,28,4,2016,6,292.55,290.85,64.5,285.15,0.81,282.8734418,0
4,28,4,2016,7,294.55,291.85,64.94,284.15,0.87,282.4004284,0
4,28,4,2016,8,296.05,292.85,65.56,284.15,0.87,282.4004284,0
4,28,4,2016,9,296.05,293.35,64.62,285.15,0.87,283.3782818,0
4,28,4,2016,10,297.05,293.35,65.62,285.15,0.81,282.8734418,0
4,28,4,2016,11,297.55,293.35,65.12,286.15,0.76,283.399576,0
4,28,4,2016,12,298.55,293.85,65.02,286.15,0.71,282.9589004,0
4,28,4,2016,13,296.75,294.85,235.52,287.15,0.62,283.056675,1
4,28,4,2016,14,295.75,294.35,237.86,287.15,0.58,282.6752372,2
4,28,4,2016,15,294.75,294.65,235.66,287.15,0.62,283.056675,1
4,28,4,2016,16,295.85,295.25,235.4,288.15,0.54,283.1624346,1
4,28,4,2016,17,295.85,294.85,234.86,287.15,0.58,282.6752372,1
4,28,4,2016,18,295.85,294.25,235.72,287.15,0.62,283.056675,1
4,28,4,2016,19,295.85,294.85,233.92,286.15,0.66,282.5128279,1
4,28,4,2016,20,295.85,294.25,234.6,285.15,0.76,282.4504283,1
4,28,4,2016,21,297.45,294.55,65.3,285.15,0.76,282.4504283,1
4,28,4,2016,22,297.45,294.95,64.76,285.15,0.71,282.0242786,2
5,29,4,2016,1,293.35,292.95,63.5,284.15,0.81,281.9107312,0
5,29,4,2016,7,293.85,293.45,65.26,286.15,0.76,283.399576,0
5,29,4,2016,8,296.35,294.75,66.32,288.15,0.67,284.4469819,1
5,29,4,2016,9,296.85,295.45,65.92,288.15,0.67,284.4469819,1
5,29,4,2016,10,297.35,295.05,64.86,289.15,0.63,284.9691025,2
5,29,4,2016,11,298.35,295.05,64.74,289.15,0.67,285.3691949,3
5,29,4,2016,12,297.85,295.05,65.56,289.15,0.67,285.3691949,3
5,29,4,2016,13,297.35,295.15,65.2,290.15,0.63,285.878143,2
5,29,4,2016,14,297.85,294.75,65.42,290.15,0.63,285.878143,3
5,29,4,2016,15,297.35,295.15,65.16,289.15,0.72,285.8602325,2
5,29,4,2016,16,297.85,295.15,65.14,289.15,0.67,285.3691949,3
5,29,4,2016,17,295.75,295.15,237.12,288.15,0.72,284.9226322,2
5,29,4,2016,18,295.75,294.95,233.32,288.15,0.67,284.4469819,1
5,29,4,2016,19,295.75,295.15,237.92,287.15,0.71,283.8935188,1
5,29,4,2016,20,296.25,294.55,234.86,287.15,0.76,284.3487208,1
5,29,4,2016,21,297.75,294.45,64.86,287.15,0.76,284.3487208,1
5,29,4,2016,22,298.25,294.45,65.54,287.15,0.76,284.3487208,0
5,29,4,2016,23,295.15,293.95,64.86,286.15,0.82,283.9230707,0
6,30,4,2016,0,294.65,293.95,65,286.15,0.82,283.9230707,0
6,30,4,2016,1,294.15,293.45,65.56,286.15,0.82,283.9230707,0
6,30,4,2016,7,294.15,292.45,64.74,287.15,0.93,285.8652044,0
6,30,4,2016,8,296.25,293.45,65.76,287.15,0.93,285.8652044,0
6,30,4,2016,9,296.25,293.95,65.62,288.15,0.87,286.3118296,0
6,30,4,2016,10,296.25,293.95,64.86,288.15,0.87,286.3118296,0
6,30,4,2016,11,297.25,293.95,65.22,289.15,0.82,286.8189981,0
6,30,4,2016,12,297.75,293.95,65.56,288.15,0.82,285.8536912,0
6,30,4,2016,13,297.75,293.95,66.02,287.15,0.82,284.8883821,0
6,30,4,2016,14,297.75,294.45,64.2,287.15,0.76,284.3487208,0
6,30,4,2016,15,297.75,293.95,66.02,287.15,0.71,283.8935188,0
6,30,4,2016,16,297.25,293.45,64.92,287.15,0.71,283.8935188,0
6,30,4,2016,17,297.25,293.45,64.82,287.15,0.67,283.5247652,0
6,30,4,2016,18,297.25,293.95,64.6,287.15,0.67,283.5247652,0
6,30,4,2016,19,297.25,293.95,65.06,287.15,0.67,283.5247652,0
6,30,4,2016,20,297.25,293.95,65.64,287.15,0.71,283.8935188,0
