Day of week,Date,Month,Year ,Hour,tcond_in,tcond_out,mcond,tevap_in,tevap_out,mevap,elect,qe,qc,qe-qc,cop
1,5,9,2016,18,302.85,305.65,1179.6,282.75,278.95,782.1,3461.068842,3846.423952,385.35511,629,5.502494184
1,5,9,2016,21,301.85,304.15,1167.3,282.45,278.45,581.8,2710.179547,3126.616941,416.4373943,483.7,5.603017463
2,6,9,2016,8,299.85,301.55,1181.3,282.65,278.55,453.3,2164.382087,2338.694426,174.3123387,432.7,5.002038565
2,6,9,2016,21,300.75,302.85,1178,282.25,278.75,607,2474.121883,2880.90502,406.7831367,466.7,5.301311085
3,7,9,2016,16,301.35,303.75,1180,281.85,278.75,779.3,2813.39509,3298.0528,484.6577097,512,5.494912286
5,9,9,2016,11,302.25,304.75,1177.6,282.25,278.45,734.1,3248.651882,3428.484267,179.8323847,517.6,6.276375352
5,9,9,2016,20,301.75,304.45,1178,282.55,278.25,663.3,3321.565401,3704.02074,382.455339,585.6,5.672072065
6,10,9,2016,21,301.05,303.55,1186.3,282.25,278.35,649,2947.63469,3453.813592,506.1789017,545.9,5.399587269
2,4,10,2016,17,298.65,299.75,1175.3,283.85,282.25,668.6,1245.806837,1505.586724,259.7798863,415,3.001944186
2,4,10,2016,18,300.65,302.35,1182.6,282.35,278.25,452.5,2160.562308,2341.268118,180.7058097,338.3,6.386527663
3,5,10,2016,15,298.95,301.35,1190,283.35,278.85,516.3,2705.695965,3326.0024,620.306435,713.3,3.793208979
3,5,10,2016,16,298.95,301.35,1176.6,283.95,278.35,454.5,2964.05508,3288.549936,324.494856,501,5.916277605
