Day,Date,Month,Year,Hour,T_DB,T_WB
5,1,1,2016,0,284.15,281.9107312
5,1,1,2016,1,284.15,281.9107312
5,1,1,2016,2,283.15,280.9480181
5,1,1,2016,3,282.15,280.4447153
5,1,1,2016,4,282.15,280.4447153
5,1,1,2016,5,282.15,280.4447153
5,1,1,2016,6,282.15,279.9853024
5,1,1,2016,7,281.15,279.4668554
5,1,1,2016,8,282.15,279.9853024
5,1,1,2016,9,282.15,279.9853024
5,1,1,2016,10,283.15,280.9480181
5,1,1,2016,11,285.15,282.4504283
5,1,1,2016,12,288.15,285.8536912
5,1,1,2016,13,288.15,285.8536912
5,1,1,2016,14,289.15,286.3429656
5,1,1,2016,15,288.15,285.8536912
5,1,1,2016,16,287.15,285.3339823
5,1,1,2016,17,287.15,285.3339823
5,1,1,2016,18,286.15,284.356133
5,1,1,2016,19,285.15,283.881398
5,1,1,2016,20,284.15,283.4606064
5,1,1,2016,21,286.15,284.873302
5,1,1,2016,22,286.15,284.873302
5,1,1,2016,23,287.15,285.3339823
6,2,1,2016,0,287.15,285.3339823
6,2,1,2016,1,287.15,285.3339823
6,2,1,2016,2,287.15,285.3339823
6,2,1,2016,3,287.15,285.8652044
6,2,1,2016,4,287.15,285.8652044
6,2,1,2016,5,286.15,284.873302
6,2,1,2016,6,285.15,283.881398
6,2,1,2016,7,285.15,283.3782818
6,2,1,2016,8,285.15,282.8734418
6,2,1,2016,9,287.15,284.3487208
6,2,1,2016,10,287.15,283.5247652
6,2,1,2016,11,288.15,283.5666132
6,2,1,2016,12,288.15,282.8527901
6,2,1,2016,13,289.15,283.3878905
6,2,1,2016,14,289.15,282.5871291
6,2,1,2016,15,290.15,283.1560532
6,2,1,2016,16,289.15,282.5871291
6,2,1,2016,17,288.15,282.1037049
6,2,1,2016,18,287.15,280.9506668
6,2,1,2016,19,287.15,280.9506668
6,2,1,2016,20,285.15,279.795262
6,2,1,2016,21,286.15,280.3368711
6,2,1,2016,22,283.15,278.698967
6,2,1,2016,23,282.15,278.451123
7,3,1,2016,0,282.15,278.451123
7,3,1,2016,1,281.15,277.8440774
7,3,1,2016,2,281.15,277.8440774
7,3,1,2016,3,281.15,277.8440774
7,3,1,2016,4,281.15,277.8440774
7,3,1,2016,5,281.15,277.8440774
7,3,1,2016,6,280.15,277.2805642
7,3,1,2016,7,279.15,276.6874761
7,3,1,2016,8,281.15,277.8440774
7,3,1,2016,9,284.15,279.5711651
7,3,1,2016,10,285.15,280.1687311
7,3,1,2016,11,286.15,280.7362598
7,3,1,2016,12,287.15,281.2707838
7,3,1,2016,13,287.15,281.5830204
7,3,1,2016,14,287.15,281.8883761
7,3,1,2016,15,287.15,282.6752372
7,3,1,2016,16,287.15,282.2862901
7,3,1,2016,17,287.15,282.2862901
7,3,1,2016,18,287.15,282.6752372
7,3,1,2016,19,286.15,282.1510436
7,3,1,2016,20,286.15,282.5128279
7,3,1,2016,21,286.15,282.5128279
7,3,1,2016,22,286.15,282.5128279
7,3,1,2016,23,287.15,282.6752372
1,4,1,2016,0,286.15,282.1510436
1,4,1,2016,1,285.15,282.0242786
1,4,1,2016,2,285.15,282.0242786
1,4,1,2016,3,286.15,282.5128279
1,4,1,2016,4,286.15,282.9589004
1,4,1,2016,5,286.15,282.9589004
1,4,1,2016,6,286.15,282.9589004
1,4,1,2016,7,284.15,281.9107312
1,4,1,2016,8,286.15,282.9589004
1,4,1,2016,9,286.15,282.9589004
1,4,1,2016,10,286.15,283.399576
1,4,1,2016,11,288.15,283.5666132
1,4,1,2016,12,288.15,283.5666132
1,4,1,2016,13,288.15,283.9623018
1,4,1,2016,14,288.15,284.4469819
1,4,1,2016,15,287.15,284.3487208
1,4,1,2016,16,286.15,283.399576
1,4,1,2016,17,286.15,283.9230707
1,4,1,2016,18,285.15,283.3782818
1,4,1,2016,19,285.15,283.3782818
1,4,1,2016,20,285.15,283.881398
1,4,1,2016,21,285.15,283.3782818
1,4,1,2016,22,284.15,282.8894922
1,4,1,2016,23,284.15,282.8894922
2,5,1,2016,0,284.15,282.4004284
2,5,1,2016,1,283.15,281.422573
2,5,1,2016,2,283.15,281.422573
2,5,1,2016,3,283.15,280.9480181
2,5,1,2016,4,282.15,280.4447153
2,5,1,2016,5,283.15,280.9480181
2,5,1,2016,6,283.15,280.5521242
2,5,1,2016,7,282.15,279.9853024
2,5,1,2016,8,282.15,279.9853024
2,5,1,2016,9,282.15,280.4447153
2,5,1,2016,10,285.15,282.0242786
2,5,1,2016,11,287.15,283.056675
2,5,1,2016,12,288.15,283.1624346
2,5,1,2016,13,288.15,281.7689037
2,5,1,2016,14,288.15,281.7689037
2,5,1,2016,15,287.15,281.2707838
2,5,1,2016,16,286.15,280.7362598
2,5,1,2016,17,284.15,279.5711651
2,5,1,2016,18,284.15,279.3088963
2,5,1,2016,19,283.15,278.698967
2,5,1,2016,20,283.15,278.698967
2,5,1,2016,21,283.15,278.698967
2,5,1,2016,22,282.15,278.451123
2,5,1,2016,23,282.15,278.451123
3,6,1,2016,0,281.15,277.8440774
3,6,1,2016,1,282.15,278.451123
3,6,1,2016,2,281.15,277.5489413
3,6,1,2016,3,282.15,278.1403459
3,6,1,2016,4,283.15,278.3650597
3,6,1,2016,5,282.15,277.5094766
3,6,1,2016,6,282.15,277.5094766
3,6,1,2016,7,281.15,277.252644
3,6,1,2016,8,282.15,277.8267609
3,6,1,2016,9,283.15,278.698967
3,6,1,2016,10,284.15,278.9530017
3,6,1,2016,11,285.15,279.5087233
3,6,1,2016,12,286.15,280.028865
3,6,1,2016,13,286.15,280.3368711
3,6,1,2016,14,287.15,280.9506668
3,6,1,2016,15,287.15,280.9506668
3,6,1,2016,16,286.15,280.3368711
3,6,1,2016,17,286.15,280.028865
3,6,1,2016,18,285.15,279.795262
3,6,1,2016,19,285.15,279.5087233
3,6,1,2016,20,285.15,279.795262
3,6,1,2016,21,285.15,280.1687311
3,6,1,2016,22,285.15,280.1687311
3,6,1,2016,23,285.15,280.5339818
4,7,1,2016,0,284.15,279.5711651
4,7,1,2016,1,285.15,280.1687311
4,7,1,2016,2,285.15,280.5339818
4,7,1,2016,3,284.15,279.9157292
4,7,1,2016,4,284.15,280.3397665
4,7,1,2016,5,284.15,280.674808
4,7,1,2016,6,283.15,279.7557915
4,7,1,2016,7,283.15,279.7557915
4,7,1,2016,8,286.15,282.5128279
4,7,1,2016,9,289.15,284.1444015
4,7,1,2016,10,290.15,285.0244407
4,7,1,2016,11,291.15,285.561012
4,7,1,2016,12,290.15,285.878143
4,7,1,2016,13,291.15,286.3513257
4,7,1,2016,14,292.15,287.2463334
4,7,1,2016,15,291.15,286.7871795
4,7,1,2016,16,291.15,286.7871795
4,7,1,2016,17,291.15,286.3513257
4,7,1,2016,18,292.15,286.7845032
4,7,1,2016,19,292.15,286.7845032
4,7,1,2016,20,291.15,286.3513257
4,7,1,2016,21,292.15,286.7845032
4,7,1,2016,22,290.15,285.878143
4,7,1,2016,23,289.15,285.8602325
5,8,1,2016,0,290.15,286.2914044
5,8,1,2016,1,288.15,285.3910401
5,8,1,2016,2,291.15,285.9044745
5,8,1,2016,3,291.15,286.3513257
5,8,1,2016,4,290.15,286.7978299
5,8,1,2016,5,289.15,285.8602325
5,8,1,2016,6,289.15,286.3429656
5,8,1,2016,7,289.15,285.3691949
5,8,1,2016,8,288.15,285.3910401
5,8,1,2016,9,291.15,286.3513257
5,8,1,2016,10,292.15,287.6962122
5,8,1,2016,11,292.15,287.6962122
5,8,1,2016,12,292.15,287.2463334
5,8,1,2016,13,293.15,287.7850477
5,8,1,2016,14,291.15,287.2136105
5,8,1,2016,15,291.15,287.2136105
5,8,1,2016,16,293.15,287.7850477
5,8,1,2016,17,291.15,287.2136105
5,8,1,2016,18,289.15,286.3429656
5,8,1,2016,19,289.15,286.8189981
5,8,1,2016,20,288.15,286.3118296
5,8,1,2016,21,287.15,285.8652044
5,8,1,2016,22,286.15,283.9230707
5,8,1,2016,23,286.15,283.9230707
6,9,1,2016,0,287.15,284.8883821
6,9,1,2016,1,288.15,286.3118296
6,9,1,2016,2,288.15,286.3118296
6,9,1,2016,3,288.15,285.8536912
6,9,1,2016,4,287.15,284.8883821
6,9,1,2016,5,287.15,284.3487208
6,9,1,2016,6,288.15,285.8536912
6,9,1,2016,7,287.15,284.8883821
6,9,1,2016,8,286.15,283.9230707
6,9,1,2016,9,288.15,286.3118296
6,9,1,2016,10,288.15,284.9226322
6,9,1,2016,11,291.15,286.7871795
6,9,1,2016,12,290.15,286.2914044
6,9,1,2016,13,290.15,286.2914044
6,9,1,2016,14,291.15,285.9044745
6,9,1,2016,15,291.15,285.9044745
6,9,1,2016,16,290.15,285.4563136
6,9,1,2016,17,291.15,284.7261195
6,9,1,2016,18,290.15,284.5807796
6,9,1,2016,19,289.15,284.1444015
6,9,1,2016,20,288.15,283.5666132
6,9,1,2016,21,288.15,283.5666132
6,9,1,2016,22,287.15,283.5247652
6,9,1,2016,23,287.15,283.056675
7,10,1,2016,0,288.15,282.4297721
7,10,1,2016,1,288.15,282.4297721
7,10,1,2016,2,288.15,282.4297721
7,10,1,2016,3,285.15,282.0242786
7,10,1,2016,4,287.15,282.2862901
7,10,1,2016,5,286.15,282.1510436
7,10,1,2016,6,286.15,282.5128279
7,10,1,2016,7,286.15,282.1510436
7,10,1,2016,8,287.15,283.056675
7,10,1,2016,9,288.15,283.9623018
7,10,1,2016,10,288.15,283.9623018
7,10,1,2016,11,289.15,284.5612969
7,10,1,2016,12,290.15,285.878143
7,10,1,2016,13,290.15,285.878143
7,10,1,2016,14,290.15,285.878143
7,10,1,2016,15,290.15,285.878143
7,10,1,2016,16,290.15,286.2914044
7,10,1,2016,17,290.15,285.878143
7,10,1,2016,18,290.15,286.2914044
7,10,1,2016,19,289.15,285.8602325
7,10,1,2016,20,289.15,286.3429656
7,10,1,2016,21,288.15,285.8536912
7,10,1,2016,22,289.15,285.8602325
7,10,1,2016,23,289.15,285.8602325
1,11,1,2016,0,289.15,286.3429656
1,11,1,2016,1,289.15,285.8602325
1,11,1,2016,2,289.15,285.8602325
1,11,1,2016,3,289.15,285.8602325
1,11,1,2016,4,289.15,285.8602325
1,11,1,2016,5,290.15,286.2914044
1,11,1,2016,6,290.15,286.2914044
1,11,1,2016,7,290.15,286.2914044
1,11,1,2016,8,290.15,285.4563136
1,11,1,2016,9,289.15,285.8602325
1,11,1,2016,10,290.15,283.8885241
1,11,1,2016,11,290.15,285.0244407
1,11,1,2016,12,290.15,283.5279805
1,11,1,2016,13,290.15,284.2390617
1,11,1,2016,14,292.15,282.6550942
1,11,1,2016,15,291.15,282.2526734
1,11,1,2016,16,290.15,282.0954225
1,11,1,2016,17,288.15,280.8231227
1,11,1,2016,18,288.15,281.4241093
1,11,1,2016,19,287.15,280.9506668
1,11,1,2016,20,287.15,280.6215056
1,11,1,2016,21,287.15,280.6215056
1,11,1,2016,22,286.15,280.028865
1,11,1,2016,23,286.15,280.028865
2,12,1,2016,0,286.15,280.3368711
2,12,1,2016,1,286.15,280.028865
2,12,1,2016,2,286.15,280.3368711
2,12,1,2016,3,285.15,279.795262
2,12,1,2016,4,285.15,279.795262
2,12,1,2016,5,284.15,279.3088963
2,12,1,2016,6,284.15,279.3088963
2,12,1,2016,7,284.15,279.3088963
2,12,1,2016,8,284.15,278.9530017
2,12,1,2016,9,285.15,279.5087233
2,12,1,2016,10,286.15,280.028865
2,12,1,2016,11,287.15,280.6215056
2,12,1,2016,12,289.15,281.3336922
2,12,1,2016,13,289.15,281.597232
2,12,1,2016,14,288.15,281.0678474
2,12,1,2016,15,289.15,281.597232
2,12,1,2016,16,288.15,280.8231227
2,12,1,2016,17,287.15,280.2819375
2,12,1,2016,18,286.15,279.7123683
2,12,1,2016,19,286.15,279.4960105
2,12,1,2016,20,285.15,279.2157025
2,12,1,2016,21,285.15,279.5087233
2,12,1,2016,22,285.15,279.5087233
2,12,1,2016,23,285.15,279.5087233
3,13,1,2016,0,284.15,278.9530017
3,13,1,2016,1,283.15,278.698967
3,13,1,2016,2,283.15,278.698967
3,13,1,2016,3,282.15,277.8267609
3,13,1,2016,4,281.15,277.252644
3,13,1,2016,5,280.15,276.9283115
3,13,1,2016,6,280.15,276.6467535
3,13,1,2016,7,280.15,276.6467535
3,13,1,2016,8,280.15,276.9283115
3,13,1,2016,9,281.15,277.5489413
3,13,1,2016,10,281.15,277.5489413
3,13,1,2016,11,284.15,279.3088963
3,13,1,2016,12,285.15,280.1687311
3,13,1,2016,13,287.15,281.5830204
3,13,1,2016,14,286.15,281.4101393
3,13,1,2016,15,286.15,281.4101393
3,13,1,2016,16,286.15,281.7838559
3,13,1,2016,17,285.15,281.2454075
3,13,1,2016,18,283.15,280.1550244
3,13,1,2016,19,284.15,280.3397665
3,13,1,2016,20,284.15,279.9157292
3,13,1,2016,21,283.15,280.1550244
3,13,1,2016,22,284.15,280.674808
3,13,1,2016,23,284.15,280.674808
4,14,1,2016,0,284.15,281.0896533
4,14,1,2016,1,282.15,279.6029674
4,14,1,2016,2,282.15,279.1437798
4,14,1,2016,3,283.15,280.5521242
4,14,1,2016,4,283.15,280.9480181
4,14,1,2016,5,284.15,281.9107312
4,14,1,2016,6,284.15,281.5012778
4,14,1,2016,7,284.15,281.5012778
4,14,1,2016,8,284.15,281.0896533
4,14,1,2016,9,287.15,282.6752372
4,14,1,2016,10,286.15,282.9589004
4,14,1,2016,11,286.15,282.9589004
4,14,1,2016,12,287.15,283.056675
4,14,1,2016,13,287.15,282.6752372
4,14,1,2016,14,289.15,283.3878905
4,14,1,2016,15,288.15,283.1624346
4,14,1,2016,16,288.15,283.1624346
4,14,1,2016,17,287.15,282.6752372
4,14,1,2016,18,286.15,282.1510436
4,14,1,2016,19,285.15,281.59382
4,14,1,2016,20,284.15,281.0896533
4,14,1,2016,21,284.15,281.0896533
4,14,1,2016,22,284.15,281.0896533
4,14,1,2016,23,284.15,281.0896533
5,15,1,2016,0,284.15,281.0896533
5,15,1,2016,1,284.15,281.5012778
5,15,1,2016,2,283.15,281.422573
5,15,1,2016,3,283.15,280.9480181
5,15,1,2016,4,283.15,280.5521242
5,15,1,2016,5,282.15,279.1437798
5,15,1,2016,6,282.15,279.1437798
5,15,1,2016,7,282.15,279.1437798
5,15,1,2016,8,282.15,279.1437798
5,15,1,2016,9,282.15,279.1437798
5,15,1,2016,10,282.15,279.1437798
5,15,1,2016,11,283.15,279.7557915
5,15,1,2016,12,284.15,280.3397665
5,15,1,2016,13,284.15,280.674808
5,15,1,2016,14,284.15,281.5012778
5,15,1,2016,15,284.15,281.5012778
5,15,1,2016,16,284.15,281.5012778
5,15,1,2016,17,283.15,280.5521242
5,15,1,2016,18,283.15,280.5521242
5,15,1,2016,19,281.15,279.4668554
5,15,1,2016,20,282.15,277.5094766
5,15,1,2016,21,282.15,276.0009598
5,15,1,2016,22,281.15,275.2390319
5,15,1,2016,23,280.15,274.6294838
6,16,1,2016,0,280.15,274.8546661
6,16,1,2016,1,280.15,274.8546661
6,16,1,2016,2,279.15,274.4042748
6,16,1,2016,3,279.15,274.4042748
6,16,1,2016,4,278.15,274.2750841
6,16,1,2016,5,279.15,274.4042748
6,16,1,2016,6,279.15,274.6743125
6,16,1,2016,7,278.15,273.7739576
6,16,1,2016,8,279.15,274.2000826
6,16,1,2016,9,280.15,274.6294838
6,16,1,2016,10,282.15,275.1559894
6,16,1,2016,11,283.15,275.524039
6,16,1,2016,12,284.15,276.1964237
6,16,1,2016,13,286.15,276.4908102
6,16,1,2016,14,286.15,276.4908102
6,16,1,2016,15,286.15,276.4908102
6,16,1,2016,16,285.15,276.7371478
6,16,1,2016,17,283.15,275.9602513
6,16,1,2016,18,282.15,275.351794
6,16,1,2016,19,282.15,275.351794
6,16,1,2016,20,281.15,274.9866396
6,16,1,2016,21,281.15,274.9866396
6,16,1,2016,22,280.15,274.6294838
6,16,1,2016,23,280.15,274.8546661
7,17,1,2016,0,279.15,274.4042748
7,17,1,2016,1,278.15,273.7739576
7,17,1,2016,2,278.15,274.0244094
7,17,1,2016,3,278.15,274.0244094
7,17,1,2016,4,277.15,273.5834146
7,17,1,2016,5,276.15,272.7032789
7,17,1,2016,6,276.15,272.7032789
7,17,1,2016,7,275.15,272.0304598
7,17,1,2016,8,275.15,272.0304598
7,17,1,2016,9,277.15,273.5834146
7,17,1,2016,10,280.15,275.5120288
7,17,1,2016,11,282.15,276.6924586
7,17,1,2016,12,284.15,277.8257899
7,17,1,2016,13,284.15,278.4025257
7,17,1,2016,14,284.15,279.3088963
7,17,1,2016,15,284.15,279.5711651
7,17,1,2016,16,284.15,279.5711651
7,17,1,2016,17,283.15,279.0280409
7,17,1,2016,18,282.15,278.451123
7,17,1,2016,19,281.15,277.5489413
7,17,1,2016,20,281.15,277.252644
7,17,1,2016,21,281.15,276.9545464
7,17,1,2016,22,281.15,276.9545464
7,17,1,2016,23,281.15,276.9545464
1,18,1,2016,0,281.15,276.9545464
1,18,1,2016,1,280.15,276.2943792
1,18,1,2016,2,279.15,275.6776793
1,18,1,2016,3,279.15,275.4104344
1,18,1,2016,4,280.15,276.0114741
1,18,1,2016,5,279.15,275.6776793
1,18,1,2016,6,279.15,275.6776793
1,18,1,2016,7,279.15,275.6776793
1,18,1,2016,8,280.15,276.2943792
1,18,1,2016,9,280.15,276.2943792
1,18,1,2016,10,281.15,276.9545464
1,18,1,2016,11,283.15,278.3650597
1,18,1,2016,12,285.15,279.5087233
1,18,1,2016,13,285.15,280.5339818
1,18,1,2016,14,285.15,280.5339818
1,18,1,2016,15,286.15,282.1510436
1,18,1,2016,16,286.15,282.5128279
1,18,1,2016,17,285.15,282.0242786
1,18,1,2016,18,285.15,282.0242786
1,18,1,2016,19,284.15,281.0896533
1,18,1,2016,20,283.15,279.7557915
1,18,1,2016,21,283.15,279.7557915
1,18,1,2016,22,283.15,280.1550244
1,18,1,2016,23,283.15,280.9480181
2,19,1,2016,0,282.15,279.9853024
2,19,1,2016,1,279.15,277.5111286
2,19,1,2016,2,279.15,277.0971382
2,19,1,2016,3,279.15,277.0971382
2,19,1,2016,4,279.15,276.6874761
2,19,1,2016,5,279.15,276.6874761
2,19,1,2016,6,279.15,276.6874761
2,19,1,2016,7,279.15,276.6874761
2,19,1,2016,8,279.15,276.6874761
2,19,1,2016,9,281.15,277.8440774
2,19,1,2016,10,282.15,278.451123
2,19,1,2016,11,283.15,279.3532989
2,19,1,2016,12,285.15,280.5339818
2,19,1,2016,13,285.15,281.59382
2,19,1,2016,14,285.15,280.8924689
2,19,1,2016,15,285.15,280.8924689
2,19,1,2016,16,285.15,281.59382
2,19,1,2016,17,284.15,281.0896533
2,19,1,2016,18,282.15,279.6029674
2,19,1,2016,19,282.15,279.6029674
2,19,1,2016,20,281.15,279.0225839
2,19,1,2016,21,281.15,279.0225839
2,19,1,2016,22,281.15,279.0225839
2,19,1,2016,23,281.15,279.0225839
3,20,1,2016,0,281.15,278.580159
3,20,1,2016,1,280.15,277.6338193
3,20,1,2016,2,280.15,277.6338193
3,20,1,2016,3,279.15,276.6874761
3,20,1,2016,4,279.15,276.6874761
3,20,1,2016,5,278.15,276.0684878
3,20,1,2016,6,278.15,276.0684878
3,20,1,2016,7,278.15,275.7411291
3,20,1,2016,8,278.15,275.7411291
3,20,1,2016,9,279.15,276.3489499
3,20,1,2016,10,280.15,277.2805642
3,20,1,2016,11,285.15,280.5339818
3,20,1,2016,12,286.15,281.0285576
3,20,1,2016,13,288.15,282.1037049
3,20,1,2016,14,287.15,282.2862901
3,20,1,2016,15,287.15,283.056675
3,20,1,2016,16,287.15,283.056675
3,20,1,2016,17,286.15,282.9589004
3,20,1,2016,18,285.15,282.0242786
3,20,1,2016,19,283.15,280.5521242
3,20,1,2016,20,283.15,280.5521242
3,20,1,2016,21,282.15,279.6029674
3,20,1,2016,22,281.15,278.580159
3,20,1,2016,23,281.15,278.580159
4,21,1,2016,0,280.15,277.6338193
4,21,1,2016,1,280.15,277.6338193
4,21,1,2016,2,279.15,276.6874761
4,21,1,2016,3,279.15,276.6874761
4,21,1,2016,4,279.15,276.6874761
4,21,1,2016,5,279.15,276.6874761
4,21,1,2016,6,277.15,275.1083966
4,21,1,2016,7,277.15,275.1083966
4,21,1,2016,8,278.15,275.7411291
4,21,1,2016,9,279.15,276.3489499
4,21,1,2016,10,280.15,277.2805642
4,21,1,2016,11,285.15,280.5339818
4,21,1,2016,12,287.15,282.6752372
4,21,1,2016,13,287.15,283.056675
4,21,1,2016,14,287.15,283.5247652
4,21,1,2016,15,287.15,283.5247652
4,21,1,2016,16,286.15,282.9589004
4,21,1,2016,17,285.15,282.0242786
4,21,1,2016,18,284.15,281.9107312
4,21,1,2016,19,282.15,280.4447153
4,21,1,2016,20,281.15,279.4668554
4,21,1,2016,21,281.15,279.4668554
4,21,1,2016,22,280.15,278.9218508
4,21,1,2016,23,280.15,278.9218508
5,22,1,2016,0,280.15,278.4889932
5,22,1,2016,1,279.15,277.5111286
5,22,1,2016,2,280.15,278.0598625
5,22,1,2016,3,279.15,277.0971382
5,22,1,2016,4,279.15,277.0971382
5,22,1,2016,5,279.15,276.6874761
5,22,1,2016,6,279.15,276.6874761
5,22,1,2016,7,279.15,276.6874761
5,22,1,2016,8,279.15,276.6874761
5,22,1,2016,9,280.15,277.2805642
5,22,1,2016,10,281.15,278.2121741
5,22,1,2016,11,282.15,279.1437798
5,22,1,2016,12,285.15,282.0242786
5,22,1,2016,13,287.15,284.3487208
5,22,1,2016,14,287.15,284.8883821
5,22,1,2016,15,287.15,284.8883821
5,22,1,2016,16,286.15,284.356133
5,22,1,2016,17,286.15,284.356133
5,22,1,2016,18,286.15,284.356133
5,22,1,2016,19,286.15,284.356133
5,22,1,2016,20,285.15,283.3782818
5,22,1,2016,21,284.15,282.8894922
5,22,1,2016,22,284.15,282.8894922
5,22,1,2016,23,284.15,282.4004284
6,23,1,2016,0,284.15,281.5012778
6,23,1,2016,1,283.15,280.9480181
6,23,1,2016,2,283.15,280.9480181
6,23,1,2016,3,283.15,280.5521242
6,23,1,2016,4,283.15,280.5521242
6,23,1,2016,5,283.15,280.5521242
6,23,1,2016,6,282.15,279.9853024
6,23,1,2016,7,282.15,279.6029674
6,23,1,2016,8,281.15,279.0225839
6,23,1,2016,9,283.15,280.5521242
6,23,1,2016,10,286.15,282.5128279
6,23,1,2016,11,287.15,283.5247652
6,23,1,2016,12,289.15,284.9691025
6,23,1,2016,13,289.15,285.3691949
6,23,1,2016,14,289.15,286.3429656
6,23,1,2016,15,288.15,285.8536912
6,23,1,2016,16,288.15,285.3910401
6,23,1,2016,17,287.15,284.8883821
6,23,1,2016,18,287.15,284.3487208
6,23,1,2016,19,286.15,283.9230707
6,23,1,2016,20,286.15,283.9230707
6,23,1,2016,21,284.15,282.4004284
6,23,1,2016,22,283.15,281.8975847
6,23,1,2016,23,283.15,281.422573
7,24,1,2016,0,283.15,281.422573
7,24,1,2016,1,283.15,280.9480181
7,24,1,2016,2,283.15,280.5521242
7,24,1,2016,3,282.15,279.9853024
7,24,1,2016,4,282.15,279.9853024
7,24,1,2016,5,281.15,279.0225839
7,24,1,2016,6,281.15,279.4668554
7,24,1,2016,7,283.15,280.9480181
7,24,1,2016,8,282.15,280.4447153
7,24,1,2016,9,283.15,280.9480181
7,24,1,2016,10,284.15,281.9107312
7,24,1,2016,11,285.15,282.8734418
7,24,1,2016,12,287.15,284.3487208
7,24,1,2016,13,287.15,284.3487208
7,24,1,2016,14,287.15,284.8883821
7,24,1,2016,15,287.15,284.8883821
7,24,1,2016,16,287.15,284.3487208
7,24,1,2016,17,287.15,284.3487208
7,24,1,2016,18,287.15,284.3487208
7,24,1,2016,19,287.15,284.3487208
7,24,1,2016,20,287.15,284.8883821
7,24,1,2016,21,286.15,284.356133
7,24,1,2016,22,286.15,284.356133
7,24,1,2016,23,286.15,284.356133
1,25,1,2016,0,286.15,284.356133
1,25,1,2016,1,286.15,284.356133
1,25,1,2016,2,286.15,284.356133
1,25,1,2016,3,286.15,284.356133
1,25,1,2016,4,286.15,284.356133
1,25,1,2016,5,286.15,284.356133
1,25,1,2016,6,286.15,284.356133
1,25,1,2016,7,286.15,284.356133
1,25,1,2016,8,286.15,284.873302
1,25,1,2016,9,287.15,285.3339823
1,25,1,2016,10,288.15,285.8536912
1,25,1,2016,11,288.15,285.8536912
1,25,1,2016,12,289.15,286.3429656
1,25,1,2016,13,289.15,286.3429656
1,25,1,2016,14,289.15,285.8602325
1,25,1,2016,15,289.15,285.8602325
1,25,1,2016,16,288.15,285.3910401
1,25,1,2016,17,287.15,284.3487208
1,25,1,2016,18,286.15,284.356133
1,25,1,2016,19,286.15,284.356133
1,25,1,2016,20,286.15,284.356133
1,25,1,2016,21,286.15,284.356133
1,25,1,2016,22,286.15,283.9230707
1,25,1,2016,23,285.15,282.8734418
2,26,1,2016,0,285.15,282.8734418
2,26,1,2016,1,285.15,282.8734418
2,26,1,2016,2,284.15,282.4004284
2,26,1,2016,3,285.15,282.8734418
2,26,1,2016,4,285.15,282.8734418
2,26,1,2016,5,285.15,282.8734418
2,26,1,2016,6,284.15,282.4004284
2,26,1,2016,7,285.15,282.8734418
2,26,1,2016,8,285.15,282.8734418
2,26,1,2016,9,286.15,283.399576
2,26,1,2016,10,286.15,283.399576
2,26,1,2016,11,288.15,284.9226322
2,26,1,2016,12,289.15,285.8602325
2,26,1,2016,13,288.15,285.8536912
2,26,1,2016,14,288.15,285.8536912
2,26,1,2016,15,288.15,286.3118296
2,26,1,2016,16,288.15,286.3118296
2,26,1,2016,17,287.15,285.3339823
2,26,1,2016,18,287.15,285.3339823
2,26,1,2016,19,286.15,284.873302
2,26,1,2016,20,286.15,284.873302
2,26,1,2016,21,285.15,283.3782818
2,26,1,2016,22,284.15,282.4004284
2,26,1,2016,23,284.15,281.9107312
3,27,1,2016,0,283.15,281.422573
3,27,1,2016,1,283.15,281.422573
3,27,1,2016,2,283.15,281.422573
3,27,1,2016,3,282.15,280.4447153
3,27,1,2016,4,282.15,280.4447153
3,27,1,2016,5,282.15,280.4447153
3,27,1,2016,6,281.15,279.913764
3,27,1,2016,7,281.15,279.913764
3,27,1,2016,8,282.15,280.4447153
3,27,1,2016,9,283.15,280.9480181
3,27,1,2016,10,285.15,282.4504283
3,27,1,2016,11,288.15,284.9226322
3,27,1,2016,12,288.15,284.9226322
3,27,1,2016,13,289.15,285.3691949
3,27,1,2016,14,289.15,284.9691025
3,27,1,2016,15,288.15,284.9226322
3,27,1,2016,16,288.15,285.3910401
3,27,1,2016,17,287.15,284.8883821
3,27,1,2016,18,286.15,284.356133
3,27,1,2016,19,286.15,284.356133
3,27,1,2016,20,286.15,284.356133
3,27,1,2016,21,286.15,284.356133
3,27,1,2016,22,286.15,284.356133
3,27,1,2016,23,284.15,282.8894922
4,28,1,2016,0,284.15,282.8894922
4,28,1,2016,1,283.15,281.8975847
4,28,1,2016,2,283.15,281.422573
4,28,1,2016,3,282.15,280.9056753
4,28,1,2016,4,282.15,280.4447153
4,28,1,2016,5,282.15,280.4447153
4,28,1,2016,6,282.15,280.4447153
4,28,1,2016,7,281.15,279.4668554
4,28,1,2016,8,282.15,280.4447153
4,28,1,2016,9,283.15,281.422573
4,28,1,2016,10,285.15,282.8734418
4,28,1,2016,11,288.15,285.3910401
4,28,1,2016,12,289.15,285.8602325
4,28,1,2016,13,289.15,285.3691949
4,28,1,2016,14,289.15,285.8602325
4,28,1,2016,15,288.15,285.3910401
4,28,1,2016,16,288.15,285.3910401
4,28,1,2016,17,287.15,284.8883821
4,28,1,2016,18,286.15,284.356133
4,28,1,2016,19,286.15,283.399576
4,28,1,2016,20,285.15,282.4504283
4,28,1,2016,21,285.15,282.4504283
