0.000000000000000000e+00,2.769948533724340223e+02,1.005535031624081512e+03,2.000000000000000000e+00,1.909940424290149394e+03
1.000000000000000000e+00,2.756742668621701000e+02,1.160412394732625671e+03,2.000000000000000000e+00,1.722448627818457908e+03
2.000000000000000000e+00,2.753949120234604493e+02,9.910179395899931478e+02,1.000000000000000000e+00,1.490248444179582748e+03
3.000000000000000000e+00,2.752107917888563406e+02,9.131038693913985753e+02,4.000000000000000000e+00,1.437182746315571421e+03
4.000000000000000000e+00,2.752488856304985347e+02,7.883817561092841970e+02,1.000000000000000000e+00,1.211321332389981308e+03
5.000000000000000000e+00,2.752552346041056239e+02,7.939799895476496658e+02,1.000000000000000000e+00,1.209994181967897021e+03
6.000000000000000000e+00,2.752552346041056239e+02,7.939799895476496658e+02,2.000000000000000000e+00,1.234671570485709253e+03
7.000000000000000000e+00,2.752425366568915024e+02,7.905458387438868613e+02,2.000000000000000000e+00,1.232618880216474736e+03
8.000000000000000000e+00,2.752171407624633730e+02,7.924402979682766954e+02,2.000000000000000000e+00,1.223220639749159545e+03
9.000000000000000000e+00,2.752552346041056239e+02,7.905529340967872258e+02,1.000000000000000000e+00,1.212062939432543772e+03
1.000000000000000000e+01,2.752425366568915024e+02,7.912340879752194951e+02,1.000000000000000000e+00,1.207524330636520517e+03
1.100000000000000000e+01,2.752298387096774377e+02,7.987480666966757781e+02,1.000000000000000000e+00,1.198896267760678256e+03
1.200000000000000000e+01,2.752044428152493083e+02,8.159259160683905066e+02,1.000000000000000000e+00,1.180699751313674369e+03
1.300000000000000000e+01,2.752044428152493083e+02,8.159472021270914865e+02,1.000000000000000000e+00,1.180687724919637731e+03
1.400000000000000000e+01,2.752234897360704053e+02,7.970593727063957203e+02,1.000000000000000000e+00,1.197836533642946051e+03
1.500000000000000000e+01,2.751980938416422759e+02,8.154789088356692446e+02,2.000000000000000000e+00,1.203565780008291767e+03
1.600000000000000000e+01,2.751917448680352436e+02,8.157059601284800010e+02,1.000000000000000000e+00,1.176695886284961034e+03
1.700000000000000000e+01,2.751980938416422759e+02,8.157059601284800010e+02,1.000000000000000000e+00,1.178759976016089013e+03
1.800000000000000000e+01,2.752044428152493083e+02,8.151667133080544545e+02,1.000000000000000000e+00,1.181129161561877481e+03
1.900000000000000000e+01,2.751917448680352436e+02,8.171676028259493023e+02,1.000000000000000000e+00,1.175871090931017079e+03
2.000000000000000000e+01,2.751917448680352436e+02,8.168128351809325522e+02,2.000000000000000000e+00,1.200748363432163842e+03
2.100000000000000000e+01,2.751980938416422759e+02,8.198496462222765331e+02,2.000000000000000000e+00,1.201108011419001286e+03
2.200000000000000000e+01,2.751980938416422759e+02,8.198567415751768976e+02,2.000000000000000000e+00,1.201104045835614443e+03
2.300000000000000000e+01,2.752107917888563406e+02,8.194381157540569802e+02,1.000000000000000000e+00,1.180789261489804630e+03
2.400000000000000000e+01,2.752107917888563406e+02,8.193813529308542911e+02,1.000000000000000000e+00,1.180821020296222741e+03
2.500000000000000000e+01,2.752171407624633730e+02,8.195232599888610139e+02,1.000000000000000000e+00,1.182805876765253061e+03
2.600000000000000000e+01,2.752107917888563406e+02,7.569138659962920883e+02,1.000000000000000000e+00,1.208852360826017048e+03
2.700000000000000000e+01,2.752107917888563406e+02,7.569138659962920883e+02,1.000000000000000000e+00,1.208852360826017048e+03
2.800000000000000000e+01,2.751853958944281544e+02,7.568003403498867101e+02,1.000000000000000000e+00,1.189106628328317129e+03
2.900000000000000000e+01,2.752361876832844700e+02,8.008695772138763687e+02,1.000000000000000000e+00,1.199705775510931517e+03
3.000000000000000000e+01,2.751917448680352436e+02,7.561830446475573808e+02,1.000000000000000000e+00,1.193884435564105388e+03
