,Parent,Name,Fmin,Fmax,Cost1,Cost2,Cinv1,Cinv2,Power1,Power2,Impact1,Impact2
0,ch_e_f_c,m_perc,0,1,0,0,0,0,0,0,0,0
1,ch_evap_ret,t_in,0,1,0,0,0,0,0,0,0,0
