,Parent,Name,Fmin,Fmax,Cost1,Cost2,Cinv1,Cinv2,Power1,Power2,Impact1,Impact2
0,ch1_1,ch1_1_u0,0.0,0.16666666666666666,0,0,0,0,49.94714713956817,134.33645991254346,0,0
1,ch1_1,ch1_1_v0,-1.0,-0.8333333333333334,0,0,0,0,4.540649739960742,-22.70324869980371,0,0
2,ch1_1,ch1_1_u1,0.16666666666666666,0.3333333333333333,0,0,0,0,40.86584765964669,135.8500098258637,0,0
3,ch1_1,ch1_1_v1,-0.8333333333333334,-0.6666666666666667,0,0,0,0,13.621949219882218,-15.135499133202487,0,0
4,ch1_1,ch1_1_u2,0.3333333333333333,0.5,0,0,0,0,31.784548179725203,138.8771096525042,0,0
5,ch1_1,ch1_1_v2,-0.6666666666666667,-0.5,0,0,0,0,22.703248699803712,-9.081299479921487,0,0
6,ch1_1,ch1_1_u3,0.5,0.6666666666666666,0,0,0,0,22.703248699803712,143.41775939246494,0,0
7,ch1_1,ch1_1_v3,-0.5,-0.33333333333333337,0,0,0,0,31.7845481797252,-4.540649739960744,0,0
8,ch1_1,ch1_1_u4,0.6666666666666666,0.8333333333333333,0,0,0,0,13.62194921988224,149.47195904574593,0,0
9,ch1_1,ch1_1_v4,-0.33333333333333337,-0.16666666666666674,0,0,0,0,40.86584765964668,-1.5135499133202484,0,0
10,ch1_1,ch1_1_u5,0.8333333333333333,1.0,0,0,0,0,4.540649739960742,157.03970861234717,0,0
11,ch1_1,ch1_1_v5,-0.16666666666666674,0.0,0,0,0,0,49.94714713956817,0.0,0,0
12,ch1_1,ch1_1_u6,1.0,1.1666666666666665,0,0,0,0,-4.5406497399607275,166.12100809226865,0,0
13,ch1_1,ch1_1_v6,0.0,0.16666666666666652,0,0,0,0,59.02844661948966,0.0,0,0
14,ch1_1,ch1_1_u7,1.1666666666666665,1.3333333333333333,0,0,0,0,-13.62194921988224,176.7158574855104,0,0
15,ch1_1,ch1_1_v7,0.16666666666666652,0.33333333333333326,0,0,0,0,68.10974609941114,-1.5135499133202464,0,0
16,ch1_1,ch1_1_u8,1.3333333333333333,1.5,0,0,0,0,-22.703248699803694,188.82425679207236,0,0
17,ch1_1,ch1_1_v8,0.33333333333333326,0.5,0,0,0,0,77.19104557933264,-4.5406497399607435,0,0
18,ch1_1,ch1_1_u9,1.5,1.6666666666666665,0,0,0,0,-31.784548179725178,202.4462060119546,0,0
19,ch1_1,ch1_1_v9,0.5,0.6666666666666665,0,0,0,0,86.2723450592541,-9.081299479921482,0,0
20,ch1_1,ch1_1_u10,1.6666666666666665,1.8333333333333333,0,0,0,0,-40.865847659646676,217.58170514515706,0,0
21,ch1_1,ch1_1_v10,0.6666666666666665,0.8333333333333333,0,0,0,0,95.3536445391756,-15.135499133202474,0,0
22,ch1_1,ch1_1_u11,1.8333333333333333,2.0,0,0,0,0,-49.94714713956819,234.23075419167984,0,0
23,ch1_1,ch1_1_v11,0.8333333333333333,1.0,0,0,0,0,104.43494401909709,-22.703248699803712,0,0
24,ch1_2,ch1_2_u0,0.0,0.16666666666666666,0,0,0,0,81.50547850961811,88.27132362040396,0,0
25,ch1_2,ch1_2_v0,-1.0,-0.8333333333333334,0,0,0,0,7.409588955419835,-37.04794477709914,0,0
26,ch1_2,ch1_2_u1,0.16666666666666666,0.3333333333333333,0,0,0,0,66.68630059877846,90.7411866055439,0,0
27,ch1_2,ch1_2_v1,-0.8333333333333334,-0.6666666666666667,0,0,0,0,22.228766866259463,-24.698629851399446,0,0
28,ch1_2,ch1_2_u2,0.3333333333333333,0.5,0,0,0,0,51.86712268793881,95.68091257582378,0,0
29,ch1_2,ch1_2_v2,-0.6666666666666667,-0.5,0,0,0,0,37.04794477709914,-14.81917791083966,0,0
30,ch1_2,ch1_2_u3,0.5,0.6666666666666666,0,0,0,0,37.04794477709914,103.09050153124362,0,0
31,ch1_2,ch1_2_v3,-0.5,-0.33333333333333337,0,0,0,0,51.8671226879388,-7.4095889554198315,0,0
32,ch1_2,ch1_2_u4,0.6666666666666666,0.8333333333333333,0,0,0,0,22.228766866259505,112.96995347180338,0,0
33,ch1_2,ch1_2_v4,-0.33333333333333337,-0.16666666666666674,0,0,0,0,66.68630059877846,-2.4698629851399443,0,0
34,ch1_2,ch1_2_u5,0.8333333333333333,1.0,0,0,0,0,7.409588955419835,125.3192683975031,0,0
35,ch1_2,ch1_2_v5,-0.16666666666666674,0.0,0,0,0,0,81.50547850961811,0.0,0,0
36,ch1_2,ch1_2_u6,1.0,1.1666666666666665,0,0,0,0,-7.409588955419807,140.13844630834274,0,0
37,ch1_2,ch1_2_v6,0.0,0.16666666666666652,0,0,0,0,96.32465642045777,0.0,0,0
38,ch1_2,ch1_2_u7,1.1666666666666665,1.3333333333333333,0,0,0,0,-22.228766866259505,157.4274872043224,0,0
39,ch1_2,ch1_2_v7,0.16666666666666652,0.33333333333333326,0,0,0,0,111.14383433129743,-2.469862985139941,0,0
40,ch1_2,ch1_2_u8,1.3333333333333333,1.5,0,0,0,0,-37.04794477709912,177.18639108544187,0,0
41,ch1_2,ch1_2_v8,0.33333333333333326,0.5,0,0,0,0,125.9630122421371,-7.40958895541983,0,0
42,ch1_2,ch1_2_u9,1.5,1.6666666666666665,0,0,0,0,-51.86712268793879,199.41515795170136,0,0
43,ch1_2,ch1_2_v9,0.5,0.6666666666666665,0,0,0,0,140.78219015297674,-14.819177910839652,0,0
44,ch1_2,ch1_2_u10,1.6666666666666665,1.8333333333333333,0,0,0,0,-66.68630059877843,224.1137878031008,0,0
45,ch1_2,ch1_2_v10,0.6666666666666665,0.8333333333333333,0,0,0,0,155.6013680638164,-24.698629851399428,0,0
46,ch1_2,ch1_2_u11,1.8333333333333333,2.0,0,0,0,0,-81.50547850961816,251.28228063964025,0,0
47,ch1_2,ch1_2_v11,0.8333333333333333,1.0,0,0,0,0,170.42054597465608,-37.04794477709914,0,0
48,ch1_3,ch1_3_u0,0.0,0.16666666666666666,0,0,0,0,117.0294614971781,-15.43613155351676,0,0
49,ch1_3,ch1_3_v0,-1.0,-0.8333333333333334,0,0,0,0,10.639041954288928,-53.19520977144458,0,0
50,ch1_3,ch1_3_u1,0.16666666666666666,0.3333333333333333,0,0,0,0,95.75137758860026,-11.889784235420453,0,0
51,ch1_3,ch1_3_v1,-0.8333333333333334,-0.6666666666666667,0,0,0,0,31.917125862866726,-35.463473180963085,0,0
52,ch1_3,ch1_3_u2,0.3333333333333333,0.5,0,0,0,0,74.47329368002244,-4.797089599227844,0,0
53,ch1_3,ch1_3_v2,-0.6666666666666667,-0.5,0,0,0,0,53.19520977144458,-21.278083908577837,0,0
54,ch1_3,ch1_3_u3,0.5,0.6666666666666666,0,0,0,0,53.19520977144458,5.841952355061078,0,0
55,ch1_3,ch1_3_v3,-0.5,-0.33333333333333337,0,0,0,0,74.47329368002242,-10.63904195428892,0,0
56,ch1_3,ch1_3_u4,0.6666666666666666,0.8333333333333333,0,0,0,0,31.917125862866783,20.027341627446283,0,0
57,ch1_3,ch1_3_v4,-0.33333333333333337,-0.16666666666666674,0,0,0,0,95.75137758860026,-3.5463473180963074,0,0
58,ch1_3,ch1_3_u5,0.8333333333333333,1.0,0,0,0,0,10.639041954288928,37.75907821792783,0,0
59,ch1_3,ch1_3_v5,-0.16666666666666674,0.0,0,0,0,0,117.02946149717809,0.0,0,0
60,ch1_3,ch1_3_u6,1.0,1.1666666666666665,0,0,0,0,-10.63904195428887,59.037162126505635,0,0
61,ch1_3,ch1_3_v6,0.0,0.16666666666666652,0,0,0,0,138.30754540575592,0.0,0,0
62,ch1_3,ch1_3_u7,1.1666666666666665,1.3333333333333333,0,0,0,0,-31.917125862866783,83.86159335317986,0,0
63,ch1_3,ch1_3_v7,0.16666666666666652,0.33333333333333326,0,0,0,0,159.58562931433377,-3.546347318096303,0,0
