,Parent,Name,Fmin,Fmax,Cost1,Cost2,Cinv1,Cinv2,Power1,Power2,Impact1,Impact2
64,ch1_3,ch1_3_u8,1.3333333333333333,1.5,0,0,0,0,-53.19520977144455,112.2323718979502,0,0
65,ch1_3,ch1_3_v8,0.33333333333333326,0.5,0,0,0,0,180.8637132229116,-10.639041954288919,0,0
66,ch1_3,ch1_3_u9,1.5,1.6666666666666665,0,0,0,0,-74.47329368002238,144.14949776081693,0,0
67,ch1_3,ch1_3_v9,0.5,0.6666666666666665,0,0,0,0,202.14179713148945,-21.278083908577827,0,0
68,ch1_3,ch1_3_u10,1.6666666666666665,1.8333333333333333,0,0,0,0,-95.75137758860023,179.61297094178,0,0
69,ch1_3,ch1_3_v10,0.6666666666666665,0.8333333333333333,0,0,0,0,223.41988104006725,-35.46347318096306,0,0
70,ch1_3,ch1_3_u11,1.8333333333333333,2.0,0,0,0,0,-117.02946149717815,218.6227914408395,0,0
71,ch1_3,ch1_3_v11,0.8333333333333333,1.0,0,0,0,0,244.6979649486451,-53.19520977144459,0,0
72,ch1_4,ch1_4_u0,0.0,0.16666666666666666,0,0,0,0,157.21257709932132,-191.39987391527848,0,0
73,ch1_4,ch1_4_v0,-1.0,-0.8333333333333334,0,0,0,0,14.292052463574663,-71.46026231787332,0,0
74,ch1_4,ch1_4_u1,0.16666666666666666,0.3333333333333333,0,0,0,0,128.628472172172,-186.63585642742026,0,0
75,ch1_4,ch1_4_v1,-0.8333333333333334,-0.6666666666666667,0,0,0,0,42.87615739072396,-47.64017487858225,0,0
76,ch1_4,ch1_4_u2,0.3333333333333333,0.5,0,0,0,0,100.04436724502267,-177.1078214517038,0,0
77,ch1_4,ch1_4_v2,-0.6666666666666667,-0.5,0,0,0,0,71.46026231787332,-28.584104927149333,0,0
78,ch1_4,ch1_4_u3,0.5,0.6666666666666666,0,0,0,0,71.46026231787332,-162.81576898812915,0,0
79,ch1_4,ch1_4_v3,-0.5,-0.33333333333333337,0,0,0,0,100.04436724502266,-14.29205246357467,0,0
80,ch1_4,ch1_4_u4,0.6666666666666666,0.8333333333333333,0,0,0,0,42.876157390724046,-143.75969903669628,0,0
81,ch1_4,ch1_4_v4,-0.33333333333333337,-0.16666666666666674,0,0,0,0,128.628472172172,-4.764017487858224,0,0
82,ch1_4,ch1_4_u5,0.8333333333333333,1.0,0,0,0,0,14.292052463574663,-119.93961159740516,0,0
83,ch1_4,ch1_4_v5,-0.16666666666666674,0.0,0,0,0,0,157.21257709932132,0.0,0,0
84,ch1_4,ch1_4_u6,1.0,1.1666666666666665,0,0,0,0,-14.292052463574606,-91.35550667025586,0,0
85,ch1_4,ch1_4_v6,0.0,0.16666666666666652,0,0,0,0,185.79668202647065,0.0,0,0
86,ch1_4,ch1_4_u7,1.1666666666666665,1.3333333333333333,0,0,0,0,-42.876157390724046,-58.00738425524821,0,0
87,ch1_4,ch1_4_v7,0.16666666666666652,0.33333333333333326,0,0,0,0,214.38078695361997,-4.764017487858218,0,0
88,ch1_4,ch1_4_u8,1.3333333333333333,1.5,0,0,0,0,-71.46026231787326,-19.895244352382576,0,0
89,ch1_4,ch1_4_v8,0.33333333333333326,0.5,0,0,0,0,242.9648918807693,-14.292052463574667,0,0
90,ch1_4,ch1_4_u9,1.5,1.6666666666666665,0,0,0,0,-100.04436724502258,22.980913038341384,0,0
91,ch1_4,ch1_4_v9,0.5,0.6666666666666665,0,0,0,0,271.5489968079186,-28.58410492714932,0,0
92,ch1_4,ch1_4_u10,1.6666666666666665,1.8333333333333333,0,0,0,0,-128.62847217217197,70.62108791692361,0,0
93,ch1_4,ch1_4_v10,0.6666666666666665,0.8333333333333333,0,0,0,0,300.13310173506795,-47.64017487858221,0,0
94,ch1_4,ch1_4_u11,1.8333333333333333,2.0,0,0,0,0,-157.21257709932135,123.02528028336428,0,0
95,ch1_4,ch1_4_v11,0.8333333333333333,1.0,0,0,0,0,328.71720666221734,-71.46026231787332,0,0
96,ch2_1,ch2_1_u0,0.0,0.16666666666666666,0,0,0,0,45.137255253326096,393.4258442590582,0,0
97,ch2_1,ch2_1_v0,-1.0,-0.8333333333333334,0,0,0,0,4.103386841211467,-20.51693420605731,0,0
98,ch2_1,ch2_1_u1,0.16666666666666666,0.3333333333333333,0,0,0,0,36.93048157090317,394.7936398727953,0,0
99,ch2_1,ch2_1_v1,-0.8333333333333334,-0.6666666666666667,0,0,0,0,12.31016052363438,-13.677956137371552,0,0
100,ch2_1,ch2_1_u2,0.3333333333333333,0.5,0,0,0,0,28.72370788848024,397.52923110026967,0,0
101,ch2_1,ch2_1_v2,-0.6666666666666667,-0.5,0,0,0,0,20.516934206057314,-8.206773682422927,0,0
102,ch2_1,ch2_1_u3,0.5,0.6666666666666666,0,0,0,0,20.516934206057314,401.6326179414811,0,0
103,ch2_1,ch2_1_v3,-0.5,-0.33333333333333337,0,0,0,0,28.72370788848024,-4.1033868412114645,0,0
104,ch2_1,ch2_1_u4,0.6666666666666666,0.8333333333333333,0,0,0,0,12.310160523634401,407.10380039642973,0,0
105,ch2_1,ch2_1_v4,-0.33333333333333337,-0.16666666666666674,0,0,0,0,36.93048157090316,-1.367795613737155,0,0
106,ch2_1,ch2_1_u5,0.8333333333333333,1.0,0,0,0,0,4.103386841211467,413.9427784651155,0,0
107,ch2_1,ch2_1_v5,-0.16666666666666674,0.0,0,0,0,0,45.13725525332609,0.0,0,0
108,ch2_1,ch2_1_u6,1.0,1.1666666666666665,0,0,0,0,-4.103386841211446,422.14955214753843,0,0
109,ch2_1,ch2_1_v6,0.0,0.16666666666666652,0,0,0,0,53.344028935749016,0.0,0,0
110,ch2_1,ch2_1_u7,1.1666666666666665,1.3333333333333333,0,0,0,0,-12.310160523634401,431.72412144369855,0,0
111,ch2_1,ch2_1_v7,0.16666666666666652,0.33333333333333326,0,0,0,0,61.55080261817194,-1.3677956137371532,0,0
112,ch2_1,ch2_1_u8,1.3333333333333333,1.5,0,0,0,0,-20.516934206057293,442.6664863535957,0,0
113,ch2_1,ch2_1_v8,0.33333333333333326,0.5,0,0,0,0,69.75757630059488,-4.103386841211464,0,0
114,ch2_1,ch2_1_u9,1.5,1.6666666666666665,0,0,0,0,-28.723707888480227,454.9766468772301,0,0
115,ch2_1,ch2_1_v9,0.5,0.6666666666666665,0,0,0,0,77.9643499830178,-8.206773682422924,0,0
116,ch2_1,ch2_1_u10,1.6666666666666665,1.8333333333333333,0,0,0,0,-36.93048157090316,468.65460301460166,0,0
117,ch2_1,ch2_1_v10,0.6666666666666665,0.8333333333333333,0,0,0,0,86.17112366544072,-13.677956137371542,0,0
118,ch2_1,ch2_1_u11,1.8333333333333333,2.0,0,0,0,0,-45.13725525332611,483.7003547657104,0,0
119,ch2_1,ch2_1_v11,0.8333333333333333,1.0,0,0,0,0,94.37789734786364,-20.516934206057314,0,0
120,ch2_2,ch2_2_u0,0.0,0.16666666666666666,0,0,0,0,68.71203690452407,267.3069988068215,0,0
121,ch2_2,ch2_2_v0,-1.0,-0.8333333333333334,0,0,0,0,6.246548809502187,-31.232744047510934,0,0
122,ch2_2,ch2_2_u1,0.16666666666666666,0.3333333333333333,0,0,0,0,56.218939285519696,269.38918174332224,0,0
123,ch2_2,ch2_2_v1,-0.8333333333333334,-0.6666666666666667,0,0,0,0,18.739646428506546,-20.821829365007307,0,0
124,ch2_2,ch2_2_u2,0.3333333333333333,0.5,0,0,0,0,43.72584166651532,273.5535476163237,0,0
125,ch2_2,ch2_2_v2,-0.6666666666666667,-0.5,0,0,0,0,31.232744047510934,-12.493097619004377,0,0
126,ch2_2,ch2_2_u3,0.5,0.6666666666666666,0,0,0,0,31.232744047510934,279.8000964258259,0,0
127,ch2_2,ch2_2_v3,-0.5,-0.33333333333333337,0,0,0,0,43.725841666515315,-6.2465488095021895,0,0
128,ch2_2,ch2_2_u4,0.6666666666666666,0.8333333333333333,0,0,0,0,18.739646428506582,288.1288281718288,0,0
129,ch2_2,ch2_2_v4,-0.33333333333333337,-0.16666666666666674,0,0,0,0,56.21893928551969,-2.0821829365007303,0,0
130,ch2_2,ch2_2_u5,0.8333333333333333,1.0,0,0,0,0,6.246548809502187,298.5397428543325,0,0
131,ch2_2,ch2_2_v5,-0.16666666666666674,0.0,0,0,0,0,68.71203690452407,0.0,0,0
132,ch2_2,ch2_2_u6,1.0,1.1666666666666665,0,0,0,0,-6.246548809502173,311.0328404733368,0,0
133,ch2_2,ch2_2_v6,0.0,0.16666666666666652,0,0,0,0,81.20513452352844,0.0,0,0
134,ch2_2,ch2_2_u7,1.1666666666666665,1.3333333333333333,0,0,0,0,-18.739646428506575,325.608121028842,0,0
135,ch2_2,ch2_2_v7,0.16666666666666652,0.33333333333333326,0,0,0,0,93.69823214253282,-2.0821829365007276,0,0
136,ch2_2,ch2_2_u8,1.3333333333333333,1.5,0,0,0,0,-31.232744047510906,342.26558452084777,0,0
137,ch2_2,ch2_2_v8,0.33333333333333326,0.5,0,0,0,0,106.19132976153719,-6.246548809502189,0,0
138,ch2_2,ch2_2_u9,1.5,1.6666666666666665,0,0,0,0,-43.725841666515294,361.0052309493543,0,0
139,ch2_2,ch2_2_v9,0.5,0.6666666666666665,0,0,0,0,118.68442738054156,-12.493097619004372,0,0
140,ch2_2,ch2_2_u10,1.6666666666666665,1.8333333333333333,0,0,0,0,-56.21893928551968,381.8270603143616,0,0
141,ch2_2,ch2_2_v10,0.6666666666666665,0.8333333333333333,0,0,0,0,131.17752499954594,-20.82182936500729,0,0
142,ch2_2,ch2_2_u11,1.8333333333333333,2.0,0,0,0,0,-68.71203690452408,404.7310726158697,0,0
143,ch2_2,ch2_2_v11,0.8333333333333333,1.0,0,0,0,0,143.67062261855034,-31.232744047510938,0,0
144,ch2_3,ch2_3_u0,0.0,0.16666666666666666,0,0,0,0,94.50463600008351,-8.660165366600495,0,0
145,ch2_3,ch2_3_v0,-1.0,-0.8333333333333334,0,0,0,0,8.591330545462142,-42.956652727310676,0,0
146,ch2_3,ch2_3_u1,0.16666666666666666,0.3333333333333333,0,0,0,0,77.32197490915924,-5.796388518113115,0,0
147,ch2_3,ch2_3_v1,-0.8333333333333334,-0.6666666666666667,0,0,0,0,25.773991636386384,-28.63776848487381,0,0
148,ch2_3,ch2_3_u2,0.3333333333333333,0.5,0,0,0,0,60.13931381823497,-0.06883482113835981,0,0
149,ch2_3,ch2_3_v2,-0.6666666666666667,-0.5,0,0,0,0,42.95665272731068,-17.182661090924277,0,0
150,ch2_3,ch2_3_u3,0.5,0.6666666666666666,0,0,0,0,42.95665272731068,8.522495724323782,0,0
151,ch2_3,ch2_3_v3,-0.5,-0.33333333333333337,0,0,0,0,60.13931381823496,-8.59133054546214,0,0
152,ch2_3,ch2_3_u4,0.6666666666666666,0.8333333333333333,0,0,0,0,25.77399163638644,19.97760311827328,0,0
153,ch2_3,ch2_3_v4,-0.33333333333333337,-0.16666666666666674,0,0,0,0,77.32197490915922,-2.8637768484873805,0,0
154,ch2_3,ch2_3_u5,0.8333333333333333,1.0,0,0,0,0,8.591330545462142,34.29648736071019,0,0
155,ch2_3,ch2_3_v5,-0.16666666666666674,0.0,0,0,0,0,94.50463600008351,0.0,0,0
156,ch2_3,ch2_3_u6,1.0,1.1666666666666665,0,0,0,0,-8.591330545462114,51.47914845163444,0,0
157,ch2_3,ch2_3_v6,0.0,0.16666666666666652,0,0,0,0,111.68729709100778,0.0,0,0
158,ch2_3,ch2_3_u7,1.1666666666666665,1.3333333333333333,0,0,0,0,-25.773991636386427,71.52558639104616,0,0
159,ch2_3,ch2_3_v7,0.16666666666666652,0.33333333333333326,0,0,0,0,128.86995818193205,-2.863776848487377,0,0
160,ch2_3,ch2_3_u8,1.3333333333333333,1.5,0,0,0,0,-42.956652727310654,94.43580117894511,0,0
161,ch2_3,ch2_3_v8,0.33333333333333326,0.5,0,0,0,0,146.05261927285633,-8.591330545462139,0,0
162,ch2_3,ch2_3_u9,1.5,1.6666666666666665,0,0,0,0,-60.13931381823494,120.2097928153315,0,0
163,ch2_3,ch2_3_v9,0.5,0.6666666666666665,0,0,0,0,163.2352803637806,-17.182661090924267,0,0
164,ch2_3,ch2_3_u10,1.6666666666666665,1.8333333333333333,0,0,0,0,-77.32197490915922,148.8475613002053,0,0
165,ch2_3,ch2_3_v10,0.6666666666666665,0.8333333333333333,0,0,0,0,180.41794145470487,-28.63776848487379,0,0
166,ch2_3,ch2_3_u11,1.8333333333333333,2.0,0,0,0,0,-94.50463600008354,180.34910663356658,0,0
167,ch2_3,ch2_3_v11,0.8333333333333333,1.0,0,0,0,0,197.60060254562916,-42.95665272731068,0,0
168,ch2_4,ch2_4_u0,0.0,0.16666666666666666,0,0,0,0,122.8022485866619,-462.81439015781007,0,0
169,ch2_4,ch2_4_v0,-1.0,-0.8333333333333334,0,0,0,0,11.16384078060564,-55.819203903028125,0,0
170,ch2_4,ch2_4_u1,0.16666666666666666,0.3333333333333333,0,0,0,0,100.47456702545065,-459.0931098976082,0,0
171,ch2_4,ch2_4_v1,-0.8333333333333334,-0.6666666666666667,0,0,0,0,33.49152234181685,-37.21280260201878,0,0
172,ch2_4,ch2_4_u2,0.3333333333333333,0.5,0,0,0,0,78.1468854642394,-451.65054937720447,0,0
173,ch2_4,ch2_4_v2,-0.6666666666666667,-0.5,0,0,0,0,55.819203903028125,-22.327681561211257,0,0
174,ch2_4,ch2_4_u3,0.5,0.6666666666666666,0,0,0,0,55.819203903028125,-440.4867085965988,0,0
175,ch2_4,ch2_4_v3,-0.5,-0.33333333333333337,0,0,0,0,78.14688546423939,-11.16384078060563,0,0
176,ch2_4,ch2_4_u4,0.6666666666666666,0.8333333333333333,0,0,0,0,33.49152234181692,-425.6015875557913,0,0
177,ch2_4,ch2_4_v4,-0.33333333333333337,-0.16666666666666674,0,0,0,0,100.47456702545064,-3.7212802602018775,0,0
178,ch2_4,ch2_4_u5,0.8333333333333333,1.0,0,0,0,0,11.16384078060564,-406.9951862547819,0,0
179,ch2_4,ch2_4_v5,-0.16666666666666674,0.0,0,0,0,0,122.8022485866619,0.0,0,0
180,ch2_4,ch2_4_u6,1.0,1.1666666666666665,0,0,0,0,-11.163840780605597,-384.6675046935707,0,0
181,ch2_4,ch2_4_v6,0.0,0.16666666666666652,0,0,0,0,145.12993014787315,0.0,0,0
182,ch2_4,ch2_4_u7,1.1666666666666665,1.3333333333333333,0,0,0,0,-33.4915223418169,-358.6185428721575,0,0
183,ch2_4,ch2_4_v7,0.16666666666666652,0.33333333333333326,0,0,0,0,167.4576117090844,-3.7212802602018726,0,0
184,ch2_4,ch2_4_u8,1.3333333333333333,1.5,0,0,0,0,-55.8192039030281,-328.84830079054257,0,0
185,ch2_4,ch2_4_v8,0.33333333333333326,0.5,0,0,0,0,189.78529327029565,-11.163840780605629,0,0
186,ch2_4,ch2_4_u9,1.5,1.6666666666666665,0,0,0,0,-78.14688546423935,-295.3567784487258,0,0
187,ch2_4,ch2_4_v9,0.5,0.6666666666666665,0,0,0,0,212.1129748315069,-22.327681561211246,0,0
188,ch2_4,ch2_4_u10,1.6666666666666665,1.8333333333333333,0,0,0,0,-100.47456702545063,-258.143975846707,0,0
189,ch2_4,ch2_4_v10,0.6666666666666665,0.8333333333333333,0,0,0,0,234.44065639271815,-37.212802602018755,0,0
190,ch2_4,ch2_4_u11,1.8333333333333333,2.0,0,0,0,0,-122.80224858666193,-217.20989298448617,0,0
191,ch2_4,ch2_4_v11,0.8333333333333333,1.0,0,0,0,0,256.7683379539294,-55.81920390302813,0,0
192,cp_nwk,cp_nwk_u0,0.0,0.16666666666666666,0,0,0,0,0.0,0.0,0,0
193,cp_nwk,cp_nwk_v0,-1.0,-0.8333333333333334,0,0,0,0,0.0,0.0,0,0
194,cp_nwk,cp_nwk_u1,0.16666666666666666,0.3333333333333333,0,0,0,0,0.0,0.0,0,0
195,cp_nwk,cp_nwk_v1,-0.8333333333333334,-0.6666666666666667,0,0,0,0,0.0,0.0,0,0
196,cp_nwk,cp_nwk_u2,0.3333333333333333,0.5,0,0,0,0,0.0,0.0,0,0
197,cp_nwk,cp_nwk_v2,-0.6666666666666667,-0.5,0,0,0,0,0.0,0.0,0,0
198,cp_nwk,cp_nwk_u3,0.5,0.6666666666666666,0,0,0,0,0.0,0.0,0,0
199,cp_nwk,cp_nwk_v3,-0.5,-0.33333333333333337,0,0,0,0,0.0,0.0,0,0
200,cp_nwk,cp_nwk_u4,0.6666666666666666,0.8333333333333333,0,0,0,0,0.0,0.0,0,0
201,cp_nwk,cp_nwk_v4,-0.33333333333333337,-0.16666666666666674,0,0,0,0,0.0,0.0,0,0
202,cp_nwk,cp_nwk_u5,0.8333333333333333,1.0,0,0,0,0,0.0,0.0,0,0
203,cp_nwk,cp_nwk_v5,-0.16666666666666674,0.0,0,0,0,0,0.0,-0.0,0,0
204,cp_nwk,cp_nwk_u6,1.0,1.1666666666666665,0,0,0,0,0.0,0.0,0,0
205,cp_nwk,cp_nwk_v6,0.0,0.16666666666666652,0,0,0,0,0.0,-0.0,0,0
206,cp_nwk,cp_nwk_u7,1.1666666666666665,1.3333333333333333,0,0,0,0,0.0,0.0,0,0
207,cp_nwk,cp_nwk_v7,0.16666666666666652,0.33333333333333326,0,0,0,0,0.0,0.0,0,0
208,cp_nwk,cp_nwk_u8,1.3333333333333333,1.5,0,0,0,0,0.0,0.0,0,0
209,cp_nwk,cp_nwk_v8,0.33333333333333326,0.5,0,0,0,0,0.0,0.0,0,0
210,cp_nwk,cp_nwk_u9,1.5,1.6666666666666665,0,0,0,0,0.0,0.0,0,0
211,cp_nwk,cp_nwk_v9,0.5,0.6666666666666665,0,0,0,0,0.0,0.0,0,0
212,cp_nwk,cp_nwk_u10,1.6666666666666665,1.8333333333333333,0,0,0,0,0.0,0.0,0,0
213,cp_nwk,cp_nwk_v10,0.6666666666666665,0.8333333333333333,0,0,0,0,0.0,0.0,0,0
214,cp_nwk,cp_nwk_u11,1.8333333333333333,2.0,0,0,0,0,0.0,0.0,0,0
215,cp_nwk,cp_nwk_v11,0.8333333333333333,1.0,0,0,0,0,0.0,0.0,0,0
216,gv2_ss,gv2_ss_u0,0.0,0.16666666666666666,0,0,0,0,0.0,0.0,0,0
217,gv2_ss,gv2_ss_v0,-1.0,-0.8333333333333334,0,0,0,0,0.0,0.0,0,0
218,gv2_ss,gv2_ss_u1,0.16666666666666666,0.3333333333333333,0,0,0,0,0.0,0.0,0,0
219,gv2_ss,gv2_ss_v1,-0.8333333333333334,-0.6666666666666667,0,0,0,0,0.0,0.0,0,0
220,gv2_ss,gv2_ss_u2,0.3333333333333333,0.5,0,0,0,0,0.0,0.0,0,0
221,gv2_ss,gv2_ss_v2,-0.6666666666666667,-0.5,0,0,0,0,0.0,0.0,0,0
222,gv2_ss,gv2_ss_u3,0.5,0.6666666666666666,0,0,0,0,0.0,0.0,0,0
223,gv2_ss,gv2_ss_v3,-0.5,-0.33333333333333337,0,0,0,0,0.0,0.0,0,0
224,gv2_ss,gv2_ss_u4,0.6666666666666666,0.8333333333333333,0,0,0,0,0.0,0.0,0,0
225,gv2_ss,gv2_ss_v4,-0.33333333333333337,-0.16666666666666674,0,0,0,0,0.0,0.0,0,0
226,gv2_ss,gv2_ss_u5,0.8333333333333333,1.0,0,0,0,0,0.0,0.0,0,0
227,gv2_ss,gv2_ss_v5,-0.16666666666666674,0.0,0,0,0,0,0.0,-0.0,0,0
228,gv2_ss,gv2_ss_u6,1.0,1.1666666666666665,0,0,0,0,0.0,0.0,0,0
229,gv2_ss,gv2_ss_v6,0.0,0.16666666666666652,0,0,0,0,0.0,-0.0,0,0
230,gv2_ss,gv2_ss_u7,1.1666666666666665,1.3333333333333333,0,0,0,0,0.0,0.0,0,0
231,gv2_ss,gv2_ss_v7,0.16666666666666652,0.33333333333333326,0,0,0,0,0.0,0.0,0,0
232,gv2_ss,gv2_ss_u8,1.3333333333333333,1.5,0,0,0,0,0.0,0.0,0,0
