,Day,Date,Month,Year,Hour,Tin_cond,Tout_cond,mcond,Tin_evap,Tout_evap,mevap,Qe,Qc,T_DB,T_WB,E
0,5,15,1,2016,7,292.95,294.35,320.2,279.75,277.95,207.4,434.756028,522.0519453,282.15,279.1437798,130
1,5,15,1,2016,10,294.95,297.55,323.7,280.95,277.75,206.8,770.6636373,980.122598,282.15,279.1437798,217
2,5,15,1,2016,11,294.95,297.05,324.6,280.95,277.75,210.7,785.1974293,793.838514,283.15,279.7557915,205
3,6,16,1,2016,11,293.15,295.75,326.2,281.45,277.85,207.6,870.350544,987.6922813,283.15,275.524039,171
4,6,16,1,2016,12,294.65,297.25,327.3,281.45,277.85,207.1,868.254324,991.022942,284.15,276.1964237,213
5,6,16,1,2016,13,294.65,297.25,327.6,281.45,277.85,205.2,860.288688,991.931304,286.15,276.4908102,212
6,6,16,1,2016,14,294.65,297.25,326.7,281.45,277.85,203.8,854.419272,989.206218,286.15,276.4908102,228
7,6,16,1,2016,15,294.65,296.75,324.8,280.95,277.85,206.6,745.8583673,794.327632,286.15,276.4908102,200
8,6,16,1,2016,16,294.65,296.75,325.5,280.95,277.85,206.6,745.8583673,796.039545,285.15,276.7371478,191
9,6,16,1,2016,17,294.15,296.25,325.2,280.45,277.85,208.8,632.219952,795.305868,283.15,275.9602513,179
10,7,17,1,2016,12,294.15,295.65,326.2,279.95,277.85,203.1,496.699329,569.82247,284.15,277.8257899,132
11,7,17,1,2016,13,294.65,296.15,329.5,279.95,277.85,201.5,492.786385,575.587075,284.15,278.4025257,147
12,7,17,1,2016,17,294.65,295.65,323.7,278.95,277.35,199.6,371.9160107,376.97023,283.15,279.0280409,122
13,7,17,1,2016,18,294.65,295.65,325.3,278.95,277.35,200.6,373.7793173,378.8335367,282.15,278.451123,123
14,4,21,1,2016,8,293.15,294.65,324.1,279.85,277.25,174.8,529.2722587,566.154085,278.15,275.7411291,98
15,5,22,1,2016,9,292.85,294.85,325.7,280.85,277.85,204.5,714.46165,758.5987267,280.15,277.2805642,139
16,5,22,1,2016,10,294.85,297.35,326.6,281.35,277.95,204.5,809.7232033,950.8686833,281.15,278.2121741,190
17,5,22,1,2016,11,294.85,297.35,328.3,281.85,277.95,204.7,929.708507,955.8180917,282.15,279.1437798,225
18,6,23,1,2016,9,294.85,296.15,323.3,279.35,277.45,203.8,450.9435047,489.4557243,283.15,280.5521242,134
19,7,24,1,2016,11,295.05,296.85,328.1,280.25,277.65,204.8,620.1084587,687.769782,285.15,282.8734418,171
20,7,24,1,2016,23,294.55,295.95,324.8,279.75,277.65,204,498.90036,529.5517547,286.15,284.356133,141
21,1,25,1,2016,1,294.55,295.95,326.5,279.75,277.65,203.3,497.188447,532.3234233,286.15,284.356133,132
22,1,25,1,2016,2,294.55,295.95,323.8,279.75,277.65,203.1,496.699329,527.9213613,286.15,284.356133,131
23,1,25,1,2016,10,295.15,296.75,323.2,279.95,277.85,203.2,496.943888,602.2207147,288.15,285.8536912,213
24,4,28,1,2016,9,294.45,296.65,323,280.85,277.85,201.9,705.37803,827.5410733,283.15,281.422573,149
25,4,28,1,2016,10,294.95,297.55,323.7,281.35,277.85,203,827.4246167,980.122598,285.15,282.8734418,206
26,6,30,1,2016,7,294.05,295.45,327.2,279.65,277.75,207.6,459.351676,533.4646987,283.15,280.5521242,131
27,2,2,2,2016,12,294.95,297.65,323.8,281.85,278.05,208.3,921.8010993,1018.134054,288.15,284.9226322,137
28,2,2,2,2016,13,294.95,297.65,324.3,281.35,277.55,208.8,924.013776,1019.706219,288.15,284.9226322,239
29,5,12,2,2016,16,296.05,298.05,329.7,280.55,277.75,201.9,658.352828,767.91526,290.15,286.2914044,174
30,5,12,2,2016,17,296.55,298.05,323,280.05,277.75,202.6,542.6647753,564.23255,289.15,286.3429656,172
31,5,12,2,2016,19,296.55,298.05,329.3,280.05,277.75,202.9,543.4683263,575.237705,288.15,286.3118296,174
32,7,14,2,2016,16,295.45,297.15,329.2,280.15,277.65,203.9,593.6378583,651.7380893,288.15,283.9623018,162
33,2,16,2,2016,10,294.15,296.55,327.5,281.35,277.85,201.2,820.0878467,915.3494,283.15,277.3207339,162
34,3,23,3,2016,11,297.05,299.55,327.8,281.65,277.65,203.3,947.0256133,954.3623833,288.15,281.7689037,223
35,3,23,3,2016,13,296.65,298.65,318.6,281.65,277.85,154.1,681.9469487,742.06188,288.15,282.4297721,141
36,4,24,3,2016,8,295.55,297.65,326.5,280.65,277.85,203.1,662.265772,798.485135,284.15,279.3088963,171
37,5,25,3,2016,11,294.85,296.65,328.6,280.35,277.45,203.6,687.6067427,688.817892,288.15,283.9623018,113
38,6,26,3,2016,9,296.35,299.35,329.2,282.05,277.65,207.6,1063.761776,1150.12604,287.15,284.8883821,196
39,7,27,3,2016,12,296.05,297.25,322.7,279.35,277.75,203.2,378.6239147,450.966796,289.15,285.3691949,157
40,7,27,3,2016,14,296.55,298.15,324,279.85,277.95,205.4,454.4837873,603.71136,288.15,284.4469819,151
41,1,28,3,2016,2,295.55,296.95,324.8,279.85,277.85,204.4,476.0748533,529.5517547,285.15,282.8734418,129
42,1,28,3,2016,9,296.45,298.85,327.3,281.55,277.85,206.8,891.0798307,914.790408,286.15,282.9589004,163
43,1,28,3,2016,10,296.45,297.85,325.5,279.95,277.85,204.9,501.101391,530.69303,289.15,283.7167881,173
44,4,31,3,2016,0,296.65,297.55,320.2,278.85,277.55,202.4,306.4207813,335.604822,287.15,284.3487208,140
45,4,31,3,2016,1,296.65,297.55,329.7,278.85,277.55,203.9,308.6916863,345.561867,286.15,283.399576,125
46,4,31,3,2016,2,296.65,297.55,326.3,278.85,277.55,204.5,309.6000483,341.998293,285.15,284.467696,124
47,4,31,3,2016,9,295.15,296.25,327.6,279.25,277.55,204.3,404.465649,419.663244,288.15,285.3910401,110
48,4,31,3,2016,14,297.05,299.55,324.1,281.55,277.85,207.9,895.819617,943.5901417,289.15,286.8189981,228.5
49,4,31,3,2016,16,296.95,300.25,324.8,282.25,277.85,209,1070.935507,1248.229136,294.15,284.9754733,274
50,5,1,4,2016,0,296.55,298.45,326.7,280.45,277.85,202.2,612.235988,722.881467,286.15,283.9230707,182
51,5,1,4,2016,1,296.55,297.95,323.2,279.95,277.85,202.9,496.210211,526.9431253,286.15,283.9230707,165
52,5,1,4,2016,2,296.55,298.05,324,279.95,277.85,203.2,496.943888,565.9794,286.15,283.9230707,154
53,5,1,4,2016,3,296.55,298.05,325.7,279.95,277.85,202.3,494.742857,568.949045,286.15,283.399576,146
54,5,1,4,2016,5,296.55,298.05,324.3,279.95,277.95,204.1,475.3761133,566.503455,283.15,280.5521242,156
55,5,1,4,2016,6,296.55,297.55,324.8,279.45,277.95,203.3,355.134605,378.2512533,282.15,280.4447153,140
56,5,1,4,2016,7,296.55,297.55,323.7,279.45,277.95,205,358.10425,376.97023,282.15,280.4447153,128
57,5,1,4,2016,8,296.55,297.75,322.3,279.45,277.95,203.4,355.30929,450.407804,282.15,280.9056753,131
58,7,3,4,2016,8,295.25,297.35,330.2,280.95,277.65,205.1,788.213657,807.533818,283.15,280.9480181,136
59,7,3,4,2016,10,296.75,299.25,325.3,280.95,277.55,204.5,809.7232033,947.0838417,287.15,284.8883821,210
60,7,3,4,2016,11,296.75,298.75,325.1,280.95,278.05,204.2,689.6330887,757.2012467,289.15,286.3429656,182
61,7,3,4,2016,12,297.25,299.25,319.2,280.95,278.05,202,682.2031533,743.45936,289.15,286.3429656,195
62,7,3,4,2016,16,296.75,298.25,319.5,279.45,277.55,203.2,449.6158987,558.118575,289.15,286.3429656,142
63,7,3,4,2016,23,296.75,297.75,324.2,278.95,277.55,203.6,331.9480827,377.5525133,287.15,285.3339823,130
64,1,4,4,2016,0,296.75,297.75,325.1,278.95,277.55,202.9,330.8068073,378.6006233,287.15,285.3339823,123
65,4,7,4,2016,0,296.85,297.85,326.2,279.35,277.85,202.9,354.435865,379.8816467,286.15,283.9230707,134
66,5,8,4,2016,0,297.05,298.35,322.8,279.85,277.95,205.5,454.705055,488.698756,287.15,283.5247652,160
67,5,8,4,2016,1,296.55,297.85,322.8,279.85,277.95,204.4,452.2711107,488.698756,286.15,282.9589004,149
68,5,8,4,2016,2,296.55,297.85,324.3,279.85,277.95,205.2,454.041252,490.969661,286.15,282.9589004,139
69,7,10,4,2016,14,296.75,297.95,327.7,279.85,278.25,203.8,379.7418987,457.954196,290.15,287.2948885,128
70,5,15,4,2016,9,294.65,296.35,322.1,280.25,277.75,206.4,600.9164,637.6817697,290.15,287.2948885,146
71,5,15,4,2016,10,295.15,296.85,322.2,280.25,277.65,205.9,623.4391193,637.879746,290.15,286.7978299,163
72,5,15,4,2016,11,295.15,297.85,326.2,281.75,278.15,205.4,861.127176,1025.680446,290.15,287.2948885,192
73,1,18,4,2016,21,295.05,297.45,327.3,281.55,277.95,212.6,891.312744,914.790408,287.15,283.8935188,180
74,2,19,4,2016,16,294.75,297.35,322.3,281.45,277.85,206.5,865.73886,975.8835753,289.15,283.7167881,159
75,2,19,4,2016,17,294.75,297.35,325.3,281.45,277.95,205.3,836.7993783,984.9671953,288.15,283.1624346,217
76,2,19,4,2016,19,295.25,298.35,326,281.95,277.95,206.3,961.0004133,1176.911073,288.15,283.9623018,223
77,2,19,4,2016,22,295.25,297.85,324.1,281.45,277.45,204.2,951.2180533,981.3337473,288.15,283.1624346,230
78,3,20,4,2016,0,294.75,295.85,322.8,278.95,277.45,205.3,358.628305,413.514332,287.15,281.5830204,124
79,3,20,4,2016,1,294.75,295.85,321.1,278.95,277.45,204.4,357.05614,411.3365923,290.15,282.7711326,127
80,3,20,4,2016,14,295.15,297.95,325.1,281.85,277.55,204.4,1023.560935,1060.081745,293.15,286.4012867,243.2
81,3,20,4,2016,15,295.15,298.05,326.2,281.95,277.75,205.7,1006.115726,1101.656775,291.15,286.3513257,237
82,3,20,4,2016,16,295.15,298.05,324.8,281.95,277.75,211.4,1033.995452,1096.928635,290.15,287.2948885,236
83,3,20,4,2016,18,295.15,298.05,325.3,282.15,278.05,208.3,994.5748703,1098.617256,290.15,285.878143,156
84,3,20,4,2016,21,295.05,298.45,327.5,282.45,277.65,206.3,1153.200496,1296.744983,289.15,286.3429656,257.5
85,3,20,4,2016,22,295.05,298.45,326.8,282.95,277.65,205.1,1265.918904,1293.973315,288.15,286.3118296,269
86,4,21,4,2016,11,294.95,297.95,323.8,282.25,277.95,206.2,1032.574681,1131.26006,288.15,285.8536912,208
87,4,21,4,2016,12,294.95,297.95,324.6,282.25,277.95,205.6,1029.570099,1134.05502,289.15,286.8189981,242
88,4,21,4,2016,13,294.95,297.95,328.6,281.75,277.45,205.7,1030.070862,1148.02982,290.15,286.7978299,242
89,4,21,4,2016,14,294.95,297.45,324.3,281.75,277.95,205.4,908.9675747,944.172425,292.15,288.2442798,212
90,4,21,4,2016,15,294.95,297.45,326.8,281.25,277.95,204.7,786.676429,951.4509667,290.15,286.2914044,210
91,4,21,4,2016,16,294.95,297.45,328.3,281.75,277.95,204.7,905.8698273,955.8180917,289.15,285.8602325,199
92,4,21,4,2016,17,294.95,297.45,329.8,281.25,277.95,208.7,802.048709,960.1852167,289.15,286.8189981,199
93,4,21,4,2016,21,295.25,298.25,328.1,282.35,277.85,205.3,1075.884915,1146.28297,288.15,286.3118296,180
94,4,21,4,2016,22,295.05,298.25,327,282.35,277.75,205.9,1103.007673,1218.60256,287.15,285.8652044,255
95,5,22,4,2016,9,294.65,297.35,322.1,281.75,278.05,205.4,885.0473753,1012.788693,289.15,286.3429656,168
96,5,22,4,2016,11,295.15,298.35,325.3,282.45,278.05,205.8,1054.538408,1212.267317,289.15,286.3429656,235
97,5,22,4,2016,12,295.15,298.35,328.8,281.95,277.55,206.9,1060.174911,1225.310464,289.15,286.8189981,268
98,5,22,4,2016,13,295.15,297.85,326.1,281.45,277.55,209,949.23829,1025.366013,289.15,286.3429656,235
99,5,22,4,2016,14,295.15,297.85,321.7,281.45,277.55,206.9,939.700489,1011.530961,290.15,287.2948885,209
100,5,22,4,2016,22,295.15,297.85,326.2,281.85,277.85,205.4,956.8079733,1025.680446,288.15,285.8536912,163
101,6,23,4,2016,9,294.85,296.95,325.1,280.95,278.25,205.8,647.103114,795.061309,290.15,285.4563136,151
102,6,23,4,2016,10,294.85,297.05,321,280.45,277.25,206.9,771.0362987,822.41698,291.15,285.9044745,145
103,6,23,4,2016,12,295.35,298.25,322.1,281.95,277.95,207.5,966.5903333,1087.810078,290.15,285.878143,205
104,6,23,4,2016,13,295.35,298.25,322,281.95,277.45,207.2,1085.84196,1087.472353,291.15,286.7871795,256
105,6,23,4,2016,16,295.35,297.25,329,280.95,277.95,206.8,722.49716,727.9706233,291.15,287.2136105,190
106,7,24,4,2016,12,294.75,296.25,323.1,280.15,277.85,205,549.0931833,564.407235,289.15,285.3691949,134
107,7,24,4,2016,13,294.75,296.25,324.2,280.15,277.85,204.5,547.7539317,566.32877,289.15,284.9691025,138
108,7,24,4,2016,14,294.75,296.25,326,280.15,277.85,205.3,549.8967343,569.4731,290.15,285.878143,139
109,4,28,4,2016,7,293.15,294.55,324.7,279.65,277.75,203.4,450.058434,529.3887153,285.15,282.8734418,92
110,4,28,4,2016,8,294.65,296.05,327.8,279.85,277.95,203.4,450.058434,534.4429347,284.15,282.4004284,151
111,4,28,4,2016,9,294.65,296.05,323.1,279.85,277.95,203.6,450.5009693,526.780086,284.15,282.4004284,125
112,4,28,4,2016,10,295.15,297.05,328.1,280.85,278.05,203.4,663.244008,725.9792143,285.15,283.3782818,170
113,4,28,4,2016,12,295.15,298.05,325.1,281.65,277.55,202.6,967.3589473,1097.941808,286.15,283.399576,197
114,5,29,4,2016,9,294.75,297.15,329.6,281.45,277.95,205.1,835.9841817,921.218816,288.15,284.4469819,157
115,5,29,4,2016,11,294.75,297.65,323.7,281.85,277.55,203.4,1018.553298,1093.213667,289.15,284.9691025,226
116,5,29,4,2016,14,294.75,297.15,327.1,281.35,278.05,204.3,785.139201,914.231416,290.15,285.878143,197
117,5,29,4,2016,15,294.75,297.15,325.8,281.35,277.55,205.1,907.6399687,910.597968,290.15,285.878143,193
118,5,29,4,2016,16,294.75,297.15,325.7,281.35,278.05,205.6,790.135192,910.318472,289.15,285.8602325,197
119,5,29,4,2016,22,295.25,297.75,327.7,281.35,277.65,202.7,873.4133543,954.0712417,287.15,284.3487208,227
120,6,30,4,2016,9,295.05,296.85,328.1,280.65,278.15,202.9,590.7264417,687.769782,287.15,285.8652044,145
121,6,30,4,2016,10,295.05,296.35,324.3,280.15,278.15,203.3,473.5128067,490.969661,288.15,286.3118296,144
122,6,30,4,2016,11,295.05,296.85,326.1,280.65,277.85,204.4,666.5047947,683.577342,288.15,286.3118296,155
123,6,30,4,2016,13,295.05,297.85,330.1,281.65,277.95,204.1,879.4458097,1076.385679,288.15,285.8536912,210
124,6,30,4,2016,14,295.05,297.35,321,281.05,277.95,204.2,737.1939913,859.79957,287.15,284.8883821,204
125,6,30,4,2016,15,295.05,297.35,330.1,281.05,277.95,205,740.0821167,884.1739503,287.15,284.3487208,190
126,6,30,4,2016,17,295.05,296.85,324.1,281.05,278.25,205.1,668.7873453,679.384902,287.15,283.8935188,173
127,6,30,4,2016,18,295.05,297.35,323,281.05,277.75,204.6,786.292122,865.1565767,287.15,283.5247652,181
128,6,30,4,2016,20,295.05,297.35,328.2,281.05,277.75,208.1,799.742867,879.084794,287.15,283.5247652,185
129,7,1,5,2016,2,294.55,295.85,326.1,279.65,277.95,203.8,403.4757673,493.694747,283.15,279.3532989,112
130,7,1,5,2016,10,294.45,295.75,325.5,279.65,277.95,203.2,402.2879093,492.786385,289.15,280.6391467,156
131,7,1,5,2016,11,294.45,295.75,325.2,279.65,277.95,203.4,402.683862,492.332204,289.15,280.4932416,125
132,7,1,5,2016,12,294.45,295.65,323.8,279.65,277.85,203.2,425.951904,452.504024,290.15,280.4021063,125
133,7,1,5,2016,13,294.45,295.65,324,279.15,277.35,204.4,428.467368,452.78352,291.15,280.330928,125
134,7,1,5,2016,23,294.45,295.85,326.2,279.65,277.65,203.9,474.9102867,531.8343053,284.15,281.0896533,108
135,1,2,5,2016,0,294.45,295.85,322,279.65,277.65,203.6,474.2115467,524.9866533,283.15,280.5521242,121
136,1,2,5,2016,12,295.35,298.15,328.5,281.65,277.65,204.6,953.08136,1071.16842,293.15,285.2923262,141
137,1,2,5,2016,14,295.35,298.15,324.6,282.15,278.15,203.1,946.09396,1058.451352,294.15,286.0894147,234
138,1,2,5,2016,15,295.35,297.65,324.2,281.65,278.15,204.3,832.723395,868.3707807,294.15,286.5337373,233
139,1,2,5,2016,16,295.35,297.65,321.1,281.15,278.15,205.2,716.90724,860.0674203,294.15,285.7830012,193
140,1,2,5,2016,20,295.35,298.65,319.1,282.65,278.05,208.1,1114.793087,1226.323637,289.15,285.8602325,246
141,1,2,5,2016,21,295.35,297.15,331,281.05,278.15,204.8,691.6594347,693.84882,288.15,285.3910401,261
142,1,2,5,2016,22,295.35,298.65,321.2,282.65,277.65,203.9,1187.275717,1234.394084,288.15,285.3910401,242
143,2,3,5,2016,2,295.35,296.65,323.8,280.15,278.15,203.9,474.9102867,490.2126927,285.15,282.4504283,151
144,2,3,5,2016,22,295.05,298.15,326.1,281.95,277.75,206.3,1009.050434,1177.272089,288.15,286.3118296,231
145,3,4,5,2016,10,295.05,297.45,326.8,281.15,277.65,203.8,830.6854033,913.392928,291.15,286.3513257,186
146,5,6,5,2016,9,294.85,297.55,322.8,281.75,277.85,203.9,926.075059,1014.989724,289.15,285.3691949,164
147,5,6,5,2016,11,295.35,298.55,325.1,282.25,277.85,204.8,1049.414315,1211.521995,291.15,286.3513257,243
148,5,6,5,2016,12,295.35,298.05,325.5,281.75,277.85,204,926.52924,1023.479415,290.15,286.2914044,234
149,5,6,5,2016,14,295.35,297.55,322.2,281.25,277.85,204.6,810.119156,825.491436,290.15,286.7978299,212
150,5,6,5,2016,15,295.35,297.55,327.1,281.25,277.85,203.8,806.9515347,838.0454647,291.15,287.7354244,204
151,5,6,5,2016,17,295.35,298.05,328.1,281.75,277.75,209.5,975.9068667,1031.654673,290.15,287.2948885,203
152,6,7,5,2016,0,294.95,296.15,324.6,279.35,277.75,201.1,374.7109707,453.622008,289.15,286.8189981,123
153,6,7,5,2016,11,299.55,301.65,330,281.25,278.15,204,736.47196,807.0447,287.15,285.3339823,190
