,Day,Date,Month,Year,Hour,Tin_cond,Tout_cond,mcond,Tin_evap,Tout_evap,mevap,Qe,Qc,T_DB,T_WB,E
388,2,11,10,2016,5,292.75,294.75,326.5,280.45,277.75,207.2,651.505176,760.4620333,287.15,285.3339823,150
389,3,12,10,2016,1,290.15,291.85,325,279.95,277.55,206.7,577.718232,643.4230833,287.15,282.6752372,114
390,3,12,10,2016,17,295.15,296.65,329.2,279.85,277.85,206.3,480.5002067,575.06302,288.15,287.4889562,156
391,3,12,10,2016,19,294.65,296.15,322.3,279.85,277.85,204.2,475.6090267,563.009755,289.15,287.289675,129
392,2,18,10,2016,0,295.65,297.15,328.1,280.05,277.85,207.1,530.5998647,573.141485,291.15,288.7496057,100
393,2,18,10,2016,1,295.65,297.15,323.8,280.05,277.85,206.2,528.2940227,565.63003,291.15,288.7496057,155
394,2,18,10,2016,12,298.05,301.65,327.1,284.35,279.05,202.5,1249.871175,1371.347124,295.15,291.0203783,209
395,2,18,10,2016,14,300.65,304.05,316.5,283.55,278.55,197.2,1148.262733,1253.19019,295.15,291.0203783,187
396,7,23,10,2016,8,294.75,297.35,327.5,281.85,277.75,207.3,989.800147,991.6285167,290.15,288.3635289,224
397,6,29,10,2016,8,292.45,295.35,325.5,282.05,277.75,213.4,1068.629665,1099.292705,288.15,286.8571051,192
398,7,30,10,2016,15,295.35,297.35,328.5,280.65,277.95,206.6,649.618578,765.1203,293.15,290.1506432,184
399,7,30,10,2016,17,294.85,296.85,326.8,280.65,277.95,206.4,648.989712,761.1607733,292.15,289.7149064,189
400,7,30,10,2016,19,294.35,295.85,323.8,279.65,277.45,206.1,528.037818,565.63003,291.15,289.3437851,145
401,2,1,11,2016,2,300.85,301.85,326,279.05,277.65,206.5,336.6762233,379.6487333,288.15,286.3118296,152
402,4,3,11,2016,1,291.45,293.05,325.6,279.85,277.35,205.4,598.0049833,606.6926507,286.15,283.399576,121
403,7,6,11,2016,19,289.05,290.85,320.2,280.25,277.65,206.1,624.044694,671.209644,287.15,281.5830204,112
404,1,7,11,2016,1,288.85,290.65,321.3,280.05,277.65,204.3,571.010328,673.515486,282.15,278.8367705,106
405,2,8,11,2016,8,288.85,290.75,328.7,280.45,277.55,206,695.7121267,727.3068203,280.15,277.2805642,135
406,3,9,11,2016,12,296.85,299.55,325,281.75,277.55,206.7,1011.006906,1021.90725,290.15,284.2390617,254
407,4,10,11,2016,13,298.55,300.85,323.6,281.15,277.85,206.7,794.362569,866.7636787,291.15,284.7261195,120
408,4,10,11,2016,14,301.55,304.35,322.7,281.65,277.85,206.4,913.392928,1052.255857,291.15,284.3511817,233
409,4,10,11,2016,15,304.55,307.85,324.8,282.15,277.85,206.6,1034.577735,1248.229136,291.15,284.7261195,285
410,1,14,11,2016,19,297.85,300.65,319.2,281.75,277.65,207.8,992.1875087,1040.843104,288.15,283.1624346,247
411,1,14,11,2016,20,297.85,300.65,323.3,281.65,278.05,207.2,868.673568,1054.212329,286.15,282.1510436,236
412,1,14,11,2016,21,297.85,300.65,323,281.15,277.55,207.8,871.189032,1053.234093,286.15,281.7838559,245
413,2,15,11,2016,17,304.35,307.55,324,282.65,278.05,209.1,1120.150094,1207.42272,287.15,283.056675,273
414,2,15,11,2016,18,305.35,308.55,325.7,281.65,277.55,207.1,988.8452023,1213.757963,285.15,281.59382,298
415,3,16,11,2016,11,300.15,302.55,325.5,281.15,277.65,208,847.8045333,909.75948,286.15,281.7838559,239
416,3,16,11,2016,13,303.65,306.55,324.6,282.15,277.65,206.8,1083.74574,1096.253186,288.15,283.5666132,269
417,3,16,11,2016,14,298.75,301.55,321,281.75,277.65,207.1,988.8452023,1046.71252,288.15,283.5666132,270
418,3,16,11,2016,17,297.75,300.55,321.7,281.75,277.65,207.8,992.1875087,1048.995071,287.15,283.5247652,238
419,3,16,11,2016,18,297.75,300.55,321,281.75,277.65,206.3,985.0254237,1046.71252,286.15,282.9589004,243
420,3,16,11,2016,19,297.75,300.55,325.5,281.75,277.65,207.9,992.664981,1061.38606,285.15,282.0242786,242
421,3,16,11,2016,20,297.75,300.55,323.2,281.75,277.65,206.7,986.935313,1053.886251,284.15,281.5012778,237
422,4,17,11,2016,11,298.05,300.65,322.1,281.85,277.95,206.8,939.246308,975.2780007,287.15,282.6752372,226
423,4,17,11,2016,19,298.05,300.65,321,281.35,277.65,207.6,894.526948,971.94734,286.15,283.399576,249
424,4,17,11,2016,20,298.05,300.65,328.5,281.75,277.65,206.8,987.4127853,994.65639,285.15,282.8734418,236
425,5,18,11,2016,0,297.45,298.65,326,279.45,277.65,206.1,432.030942,455.57848,283.15,281.422573,146
426,5,18,11,2016,10,297.55,299.95,330,281.25,277.75,206.9,843.3209517,922.3368,288.15,284.9226322,206
427,5,18,11,2016,11,298.05,300.95,329.7,281.75,277.75,207,964.2612,1113.477127,291.15,287.7354244,225
428,5,18,11,2016,12,298.05,300.95,326.6,282.25,277.75,208.2,1091.08251,1103.007673,291.15,287.7354244,257
429,5,18,11,2016,22,298.05,300.95,323.6,281.75,277.75,206.6,962.3978933,1092.875943,288.15,286.3118296,254
430,6,19,11,2016,0,301.55,302.95,328.2,279.75,277.75,207.1,482.3635133,535.095092,288.15,285.8536912,167
431,6,19,11,2016,1,302.55,303.95,328.8,279.75,277.75,206.2,480.2672933,536.073328,287.15,285.3339823,169
432,6,19,11,2016,9,302.35,304.45,327.7,280.45,277.85,206.6,625.5586307,801.419843,286.15,282.9589004,226
433,6,19,11,2016,10,302.85,303.95,328,279.45,277.85,206.7,385.145488,420.1756533,288.15,283.9623018,166
434,6,19,11,2016,11,302.85,304.45,329.2,279.95,277.85,205.7,503.057863,613.4005547,290.15,285.4563136,166
435,6,19,11,2016,13,304.35,306.95,329.2,281.45,277.85,207.9,871.608276,996.7759013,289.15,285.8602325,214
436,6,19,11,2016,14,305.35,307.95,326,281.45,277.85,206.7,866.577348,987.0867067,289.15,285.8602325,259
437,6,19,11,2016,15,305.85,307.95,321.1,280.45,277.85,206,623.7419067,785.278949,289.15,285.3691949,240
438,6,19,11,2016,17,305.35,307.45,327.3,280.45,277.85,207.7,628.8892913,800.441607,289.15,285.3691949,220
439,6,19,11,2016,18,305.35,307.45,324.3,280.95,277.85,207.7,749.8295397,793.104837,288.15,284.4469819,218
440,6,19,11,2016,19,305.35,307.45,325.6,280.95,277.85,206.7,746.219383,796.284104,288.15,284.9226322,229
441,6,19,11,2016,20,305.85,307.95,322.1,280.95,277.85,206.9,746.9414143,787.724539,289.15,285.8602325,234
442,6,19,11,2016,21,305.85,307.95,323.5,280.95,277.85,206.4,745.136336,791.148365,289.15,285.8602325,233
443,6,19,11,2016,22,305.85,307.45,328.1,279.95,277.85,206.4,504.769776,611.3509173,286.15,283.9230707,230
444,1,21,11,2016,10,297.85,300.85,326.5,282.05,277.75,207.2,1037.582317,1140.69305,291.15,289.3437851,244
445,1,21,11,2016,11,297.85,300.85,325.8,281.55,277.75,206.6,914.2779987,1138.24746,291.15,289.832798,287
446,2,22,11,2016,11,304.95,308.15,326.6,282.85,278.25,208.1,1114.793087,1217.111915,291.15,288.7496057,280
447,3,23,11,2016,9,297.85,300.45,326.6,281.65,278.05,206.4,865.319616,988.9034307,292.15,289.7149064,209
448,3,23,11,2016,10,297.85,300.45,326.3,281.65,277.55,206.8,987.4127853,987.9950687,292.15,289.7149064,233
449,3,23,11,2016,11,297.85,300.95,326.3,282.65,278.05,208.1,1114.793087,1177.99412,292.15,289.7149064,249
450,3,23,11,2016,12,297.85,300.95,326.3,282.15,277.55,211.6,1133.542611,1177.99412,292.15,290.3240397,278
451,5,25,11,2016,22,304.55,307.05,325,281.25,277.85,205.9,815.2665407,946.2104167,282.15,279.6029674,269
452,5,25,11,2016,23,304.05,305.05,322,279.25,277.85,205.4,334.8827907,374.9904667,282.15,279.6029674,200
453,6,26,11,2016,0,302.55,304.05,322.5,279.75,277.85,205.1,453.8199843,563.359125,281.15,279.0225839,163
454,7,27,11,2016,0,297.75,299.25,321.8,279.95,277.75,205.6,526.7567947,562.13633,285.15,283.881398,154
455,3,30,11,2016,11,297.75,300.25,321.8,281.55,278.15,207.5,821.6017833,936.8938833,286.15,282.5128279,262
456,3,30,11,2016,13,297.75,300.75,324.7,281.55,277.65,207.7,943.333937,1134.40439,287.15,282.6752372,271
457,3,30,11,2016,14,297.75,300.25,327.2,281.35,277.65,206.6,890.2180513,952.6155333,287.15,282.6752372,239
458,3,30,11,2016,15,297.75,300.75,323.2,281.85,277.65,207.6,1015.408968,1129.16384,287.15,282.6752372,232
459,3,30,11,2016,18,297.75,300.75,324.1,282.35,278.15,205.4,1004.648372,1132.30817,285.15,281.59382,236
460,3,30,11,2016,19,297.75,300.75,324.2,281.75,277.65,207.1,988.8452023,1132.65754,283.15,280.5521242,244
461,3,30,11,2016,20,297.75,300.75,322.8,281.75,277.65,207.9,992.664981,1127.76636,282.15,279.9853024,240
462,3,30,11,2016,21,297.75,300.75,322.6,281.75,277.65,206.3,985.0254237,1127.06762,282.15,279.9853024,245
463,3,30,11,2016,22,297.75,300.25,324.1,281.25,277.65,206.6,866.158104,943.5901417,282.15,279.6029674,224
464,4,1,12,2016,10,298.65,300.85,325,280.85,277.55,206.6,793.978262,832.6651667,281.15,278.580159,200
465,4,1,12,2016,12,303.15,305.85,327.2,281.75,278.05,207,891.94161,1028.824776,285.15,281.59382,236
466,4,1,12,2016,13,304.65,307.35,324.8,280.75,277.55,207.3,772.526944,1021.278384,287.15,283.056675,269
467,4,1,12,2016,15,306.65,308.85,325.1,281.25,278.15,207.8,750.1905553,832.9213713,287.15,283.5247652,255
468,4,1,12,2016,18,298.15,300.75,328.3,281.35,277.55,208.7,923.5712407,994.0508153,285.15,283.3782818,234
469,4,1,12,2016,23,297.65,298.75,322.5,279.45,278.05,206.4,336.513184,413.130025,281.15,279.0225839,175
470,5,2,12,2016,8,294.05,295.25,327.7,279.35,277.85,206.1,360.025785,457.954196,277.15,275.1083966,107
471,5,2,12,2016,9,295.05,297.25,330.1,280.95,277.85,206.8,746.5803987,845.7316047,279.15,276.3489499,129
472,5,2,12,2016,11,299.55,302.25,329.3,281.95,277.85,207.5,990.7550917,1035.427869,284.15,280.3397665,214
473,5,2,12,2016,14,304.55,306.85,325.8,281.45,277.85,207.4,869.512056,872.656386,288.15,284.4469819,249
474,5,2,12,2016,15,305.55,307.85,326.7,281.45,277.85,207.8,871.189032,875.067039,288.15,284.4469819,243
475,5,2,12,2016,18,297.95,301.05,326.6,282.45,277.95,207.6,1087.93818,1179.077167,284.15,282.4004284,241
476,5,2,12,2016,19,297.95,300.55,321.1,281.45,277.45,207.9,968.45364,972.2501273,284.15,281.5012778,253
477,5,2,12,2016,23,297.45,298.55,321,279.45,277.95,206.9,361.423265,411.20849,281.15,278.580159,169
478,6,3,12,2016,9,294.35,295.75,327.5,279.55,277.55,206.8,481.6647733,533.9538167,280.15,276.9283115,153
479,6,3,12,2016,14,297.85,300.25,328.3,281.15,277.55,207.8,871.189032,917.585368,287.15,283.8935188,223
480,6,3,12,2016,23,297.35,298.25,323.5,278.75,277.55,206.8,288.998864,339.063585,284.15,281.9107312,142
481,7,4,12,2016,1,297.35,298.25,324.7,278.75,277.55,207.3,289.697604,340.321317,283.15,280.9480181,124
482,7,4,12,2016,15,296.75,297.25,326.3,278.85,278.35,205.2,119.48454,189.9990517,289.15,287.289675,110
483,2,6,12,2016,0,297.65,299.25,324.7,280.15,277.65,206.9,602.3721083,605.0156747,285.15,283.3782818,96
484,4,8,12,2016,0,297.75,298.75,323.5,278.85,277.55,207,313.38489,376.7373167,282.15,280.4447153,136
485,4,15,12,2016,8,294.65,296.25,325.3,280.45,277.95,207.3,603.536675,606.1336587,281.15,278.580159,148
486,4,15,12,2016,9,296.65,299.25,327.5,281.95,277.95,207.5,966.5903333,991.6285167,282.15,279.6029674,174
487,3,21,12,2016,0,297.05,298.15,326.3,279.45,277.85,206.3,384.4001653,417.9979137,282.15,279.9853024,180
488,6,24,12,2016,12,297.45,300.15,325.5,281.75,277.95,207.5,918.2608167,1023.479415,285.15,282.0242786,242
489,6,24,12,2016,13,297.95,300.15,322,280.75,277.45,207.8,798.589946,824.9790267,287.15,283.056675,242
490,6,24,12,2016,14,297.95,300.15,326.3,280.75,277.45,206.5,793.593955,835.9958273,287.15,283.8935188,220
491,6,24,12,2016,17,297.95,299.65,322.6,280.25,277.95,207.8,556.5929927,638.6716513,286.15,283.399576,196
492,1,26,12,2016,10,298.55,301.85,322.5,282.35,277.85,207.7,1088.462235,1239.390075,282.15,278.8367705,206
493,1,26,12,2016,11,297.95,300.15,326.2,281.15,277.95,208.7,777.7442027,835.7396227,286.15,281.4101393,243
494,1,26,12,2016,12,297.95,300.15,324.2,281.15,277.85,208,799.35856,830.6155293,288.15,282.8527901,192
495,1,26,12,2016,16,297.95,299.55,324.6,279.95,277.85,208.7,510.394633,604.829344,288.15,285.8536912,182
496,1,26,12,2016,18,297.45,299.05,321.8,279.95,277.85,208.3,509.416397,599.6120853,286.15,284.356133,173
497,1,26,12,2016,19,297.45,299.55,325.8,280.55,277.85,206.5,649.304145,796.773222,285.15,283.3782818,173
498,1,26,12,2016,22,297.45,298.55,321.6,279.55,277.85,206.9,409.6130337,411.977104,283.15,281.422573,146
499,2,27,12,2016,10,297.25,299.35,327.3,281.15,277.85,207.4,797.052718,800.441607,283.15,279.7557915,190
500,2,27,12,2016,11,297.25,299.85,322.1,281.15,277.35,208.7,923.5712407,975.2780007,286.15,281.7838559,199
501,2,27,12,2016,14,297.75,300.35,327,281.65,277.85,207.2,916.9332107,990.11458,289.15,284.5612969,223
502,2,27,12,2016,16,297.75,300.35,325.7,281.15,277.85,207.8,798.589946,986.1783447,287.15,284.8883821,225
503,2,27,12,2016,17,297.75,300.35,327.6,281.15,277.85,207.8,798.589946,991.931304,286.15,283.9230707,226
504,2,27,12,2016,18,297.75,299.85,324.6,281.05,277.85,207.7,774.0175893,793.838514,284.15,281.9107312,218
505,2,27,12,2016,19,297.75,300.35,326.1,281.65,277.85,207.4,917.8182813,987.389494,283.15,280.9480181,220
506,3,28,12,2016,12,297.75,299.95,324.5,280.95,277.65,207.7,798.205639,831.3841433,286.15,281.7838559,222
507,3,28,12,2016,13,297.75,299.95,327.2,280.95,277.65,207,795.51549,838.3016693,288.15,283.9623018,210
508,3,28,12,2016,14,297.75,300.45,323.5,280.95,277.65,207,795.51549,1017.190755,288.15,284.4469819,226
509,3,28,12,2016,15,297.75,299.95,326,280.95,277.65,208.3,800.511481,835.2272133,287.15,283.5247652,216
510,3,28,12,2016,16,297.75,299.95,324.2,280.95,277.65,208.4,800.895788,830.6155293,287.15,283.5247652,210
511,3,28,12,2016,17,297.75,300.45,322.2,281.55,277.65,207.8,943.788118,1013.103126,285.15,282.4504283,224
512,3,28,12,2016,18,297.75,299.95,325.5,280.95,277.65,208.1,799.742867,833.94619,284.15,281.9107312,227
513,3,28,12,2016,19,297.75,300.45,327.5,281.45,277.65,207.4,917.8182813,1029.768075,282.15,280.4447153,232
514,3,28,12,2016,20,297.75,299.95,326.3,280.95,277.65,207.6,797.821332,835.9958273,281.15,279.4668554,220
515,4,29,12,2016,11,297.25,299.15,327.7,280.75,277.75,207.3,724.24401,725.0941437,283.15,278.1107306,172
516,4,29,12,2016,14,303.25,305.65,326.3,281.25,277.75,208.9,851.4729183,911.995448,287.15,283.056675,238
517,4,29,12,2016,16,305.35,307.65,325.1,281.25,277.75,207.5,845.7665417,870.7814337,286.15,283.9230707,246
518,4,29,12,2016,18,305.85,308.15,326.6,281.25,277.75,208.6,850.2501233,874.7991887,284.15,281.5012778,493
519,4,29,12,2016,19,305.85,308.65,322.2,281.75,277.75,209.4,975.44104,1050.625464,282.15,279.6029674,259
520,4,29,12,2016,20,306.35,308.65,326.1,280.65,277.75,208.4,703.8175107,873.459937,281.15,278.580159,255
521,5,30,12,2016,10,296.65,298.85,330.2,281.45,278.05,208.1,823.9774993,845.9878093,281.15,277.8440774,176
522,5,30,12,2016,11,297.65,299.85,321,280.95,278.05,208.8,705.168408,822.41698,283.15,279.3532989,191
523,5,30,12,2016,15,297.65,300.35,320.6,281.25,277.55,207.7,894.9578377,1008.072198,287.15,283.8935188,230
524,5,30,12,2016,17,297.65,300.35,327.6,281.25,277.55,208.2,897.112286,1030.082508,286.15,283.9230707,216
525,5,30,12,2016,18,298.15,300.35,328,281.25,278.05,208.6,777.3715413,840.3513067,283.15,281.422573,225
526,5,30,12,2016,20,297.65,299.85,328.7,280.75,277.55,208.8,778.116864,842.1447393,282.15,279.9853024,213
527,6,31,12,2016,20,300.65,301.95,332,279.35,277.55,207.2,434.336784,502.6269733,281.15,279.4668554,171
