Day,Date,Month,Year,Hour,Tin_cond,Tout_cond,mcond,Tin_evap,Tout_evap,mevap,Qe,Qc
7,21,8,2016,19,295.15,297.35,321.8,280.85,278.05,205.7,670.7438173,824.4666173
7,21,8,2016,21,295.15,297.35,325.2,280.95,277.55,205.6,814.0786827,833.177576
1,22,8,2016,0,295.15,297.35,322.5,280.85,277.55,205.7,790.519499,826.26005
1,22,8,2016,2,295.15,296.35,321.1,279.25,277.55,205.5,406.841365,448.730828
1,22,8,2016,3,295.15,296.35,324,279.25,277.55,206.1,408.029223,452.78352
1,22,8,2016,4,295.15,296.35,324.6,279.25,277.55,204.3,404.465649,453.622008
1,22,8,2016,5,295.15,296.35,324,279.25,277.55,204.4,404.6636253,452.78352
2,23,8,2016,1,298.55,300.55,322,280.65,277.65,206.7,722.14779,749.9809333
2,23,8,2016,3,298.55,300.05,324.5,279.65,277.85,206.6,433.079052,566.852825
3,24,8,2016,1,296.85,298.95,324.5,280.95,277.65,206.2,792.441034,793.593955
4,25,8,2016,1,300.85,304.35,328.5,282.65,277.85,206.7,1155.436464,1338.960525
5,26,8,2016,0,301.35,303.55,327.2,280.75,277.65,206.4,745.136336,838.3016693
6,27,8,2016,0,299.75,302.55,323.3,281.55,277.75,204.9,906.754898,1054.212329
7,28,8,2016,12,302.45,305.35,323.8,281.35,277.75,206.4,865.319616,1093.551391
7,28,8,2016,13,302.45,305.35,322.1,281.95,277.75,206.2,1008.561316,1087.810078
7,28,8,2016,14,302.45,305.35,323.2,281.35,277.75,205.5,861.54642,1091.525045
7,28,8,2016,15,302.45,304.85,324.2,281.35,277.65,206.1,888.063603,906.126032
7,28,8,2016,16,302.95,305.35,321.3,280.85,277.65,204.9,763.583072,898.020648
7,28,8,2016,17,302.95,305.35,322.6,281.25,277.55,206.1,888.063603,901.654096
7,28,8,2016,18,303.95,306.35,325.8,281.25,277.55,206.4,889.356272,910.597968
7,28,8,2016,20,304.45,307.35,325.7,281.35,277.65,206.5,889.7871617,1099.968154
7,28,8,2016,23,304.45,307.35,327.2,281.85,277.65,206,1007.58308,1105.034019
1,29,8,2016,0,304.45,307.35,326.2,281.95,277.65,206.3,1033.075444,1101.656775
1,29,8,2016,1,304.45,306.85,327.3,281.25,277.65,206.1,864.061884,914.790408
1,29,8,2016,2,304.45,306.25,326.6,280.15,277.75,205,572.9668,684.625452
2,30,8,2016,0,300.75,303.15,326.3,281.05,277.75,205.2,788.597964,911.995448
2,30,8,2016,1,300.25,302.65,323.2,281.05,277.75,205.8,790.903806,903.331072
6,3,9,2016,6,300.45,302.45,325.2,280.45,277.55,206.8,698.4139213,757.43416
1,5,9,2016,4,302.55,304.25,325.1,280.45,277.95,206.2,600.3341167,643.6210597
1,5,9,2016,6,301.55,303.25,323.1,279.95,277.45,206.9,602.3721083,639.661533
6,10,9,2016,0,300.95,303.05,319.3,280.95,277.85,206.5,745.4973517,780.876887
6,10,9,2016,1,300.95,303.55,327.1,281.35,277.85,207.4,845.3589433,990.4173673
6,10,9,2016,2,300.95,303.05,325.3,280.35,277.95,207,578.55672,795.550427
1,12,9,2016,12,302.25,305.65,327.6,282.95,278.05,207.4,1183.502521,1297.140936
1,12,9,2016,14,302.25,305.65,328.1,282.45,277.85,204.7,1096.579265,1299.120699
1,12,9,2016,15,302.25,305.15,326.6,281.95,277.85,202,964.4941133,1103.007673
1,12,9,2016,16,302.25,305.15,323.2,281.95,277.85,205.5,981.205645,1091.525045
1,12,9,2016,19,301.75,304.15,323.2,281.45,277.85,202.2,847.711368,903.331072
2,13,9,2016,0,301.25,303.25,326.3,280.75,277.75,211.8,739.96566,759.9962067
2,13,9,2016,4,300.75,302.75,323.7,280.95,277.85,206.8,746.5803987,753.94046
2,13,9,2016,12,302.15,304.95,324.6,281.75,277.95,207.6,918.703352,1058.451352
2,13,9,2016,13,302.15,304.95,320.8,282.25,277.95,204,1021.55788,1046.060363
2,13,9,2016,14,302.25,305.45,324.1,282.25,277.95,205.5,1029.069335,1207.795381
2,13,9,2016,15,301.75,304.95,323.5,282.25,277.95,203.3,1018.052534,1205.559413
2,13,9,2016,16,301.75,304.45,324.7,281.75,277.95,204.4,904.5422213,1020.963951
2,13,9,2016,17,301.25,303.95,326.5,281.75,277.65,200.5,957.3320283,1026.623745
2,13,9,2016,22,301.25,302.95,321.7,281.25,277.65,147.4,617.965656,636.8898643
4,15,9,2016,15,295.65,297.95,324.3,281.15,277.55,202.9,850.646076,868.638631
4,15,9,2016,16,295.65,297.95,326.7,281.15,277.55,203.6,853.580784,875.067039
4,15,9,2016,17,295.65,297.95,324.5,281.15,277.55,202.1,847.292124,869.1743317
4,15,9,2016,21,294.35,297.05,326.7,281.95,277.75,205.4,1004.648372,1027.252611
5,16,9,2016,9,293.25,296.25,327.7,282.75,277.85,199.7,1139.56342,1144.88549
2,20,9,2016,1,295.35,297.25,325,280.05,277.45,205.8,623.136332,719.1199167
3,21,9,2016,1,298.05,299.85,321,280.15,277.65,206,599.7518333,672.88662
4,22,9,2016,1,296.55,298.25,329.2,280.05,277.55,207.7,604.7012417,651.7380893
7,25,9,2016,15,298.85,301.15,324.8,281.75,278.15,206,863.64264,869.9778827
7,25,9,2016,16,298.85,301.15,325.2,281.05,277.65,206.1,816.058446,871.049284
7,25,9,2016,19,298.85,301.15,322.6,280.85,277.65,206.9,771.0362987,864.0851753
7,25,9,2016,21,295.85,297.65,322.7,280.45,277.65,205.3,669.4395027,676.450194
6,1,10,2016,0,298.15,300.25,320.1,280.95,277.85,207.2,748.0244613,782.833359
7,2,10,2016,0,299.75,302.15,318.6,281.25,277.65,206.7,866.577348,890.474256
7,2,10,2016,1,300.25,302.65,324.2,281.25,277.65,206,863.64264,906.126032
7,2,10,2016,2,300.25,301.65,323.8,279.75,277.65,207.2,506.726248,527.9213613
7,2,10,2016,11,297.95,301.05,319,281.75,277.75,207,964.2612,1151.639977
7,2,10,2016,12,298.95,301.05,327.6,280.75,277.75,205.8,719.00346,801.175284
7,2,10,2016,14,299.45,302.05,325.3,280.95,277.75,205.5,765.81904,984.9671953
7,2,10,2016,15,299.95,302.55,321.8,281.45,277.75,206.7,890.648941,974.3696387
7,2,10,2016,16,299.95,302.55,324,280.95,277.75,207.1,771.7816213,981.03096
7,2,10,2016,17,299.95,302.05,324,280.95,277.75,206.4,769.172992,792.37116
7,2,10,2016,18,299.95,302.05,318.8,280.65,277.75,206.3,696.7252997,779.654092
7,2,10,2016,19,299.95,302.05,322,280.65,277.75,206.5,697.4007483,787.47998
7,2,10,2016,21,299.45,301.55,320,280.65,277.75,205.9,695.3744023,782.5888
2,4,10,2016,4,298.35,300.55,324.3,280.65,277.95,207,650.87631,830.871734
2,4,10,2016,5,298.35,300.05,328.3,280.65,277.95,206.4,648.989712,649.9563023
2,4,10,2016,9,298.35,302.05,329.3,284.35,279.35,215.9,1257.149717,1418.919672
2,4,10,2016,12,301.85,305.15,321.2,285.45,280.75,211.9,1159.82688,1234.394084
2,4,10,2016,13,303.35,306.65,327.2,284.35,278.25,145.7,1035.031916,1257.452504
4,6,10,2016,15,299.65,303.05,329.5,283.35,278.25,205.8,1222.305882,1304.664037
4,6,10,2016,16,298.55,300.55,325.5,280.95,277.75,200.4,746.813312,758.1329
4,6,10,2016,19,296.55,298.55,324.3,281.45,277.75,144.9,624.359127,755.33794
4,6,10,2016,20,293.55,295.05,322.5,280.95,277.75,148,551.5387733,563.359125
5,7,10,2016,7,299.25,302.15,325.7,281.45,277.45,206.6,962.3978933,1099.968154
2,11,10,2016,5,292.75,294.75,326.5,280.45,277.75,207.2,651.505176,760.4620333
3,12,10,2016,1,290.15,291.85,325,279.95,277.55,206.7,577.718232,643.4230833
3,12,10,2016,17,295.15,296.65,329.2,279.85,277.85,206.3,480.5002067,575.06302
3,12,10,2016,19,294.65,296.15,322.3,279.85,277.85,204.2,475.6090267,563.009755
2,18,10,2016,0,295.65,297.15,328.1,280.05,277.85,207.1,530.5998647,573.141485
2,18,10,2016,1,295.65,297.15,323.8,280.05,277.85,206.2,528.2940227,565.63003
2,18,10,2016,12,298.05,301.65,327.1,284.35,279.05,202.5,1249.871175,1371.347124
2,18,10,2016,14,300.65,304.05,316.5,283.55,278.55,197.2,1148.262733,1253.19019
7,23,10,2016,8,294.75,297.35,327.5,281.85,277.75,207.3,989.800147,991.6285167
6,29,10,2016,8,292.45,295.35,325.5,282.05,277.75,213.4,1068.629665,1099.292705
7,30,10,2016,15,295.35,297.35,328.5,280.65,277.95,206.6,649.618578,765.1203
7,30,10,2016,17,294.85,296.85,326.8,280.65,277.95,206.4,648.989712,761.1607733
7,30,10,2016,19,294.35,295.85,323.8,279.65,277.45,206.1,528.037818,565.63003
2,1,11,2016,2,300.85,301.85,326,279.05,277.65,206.5,336.6762233,379.6487333
4,3,11,2016,1,291.45,293.05,325.6,279.85,277.35,205.4,598.0049833,606.6926507
7,6,11,2016,19,289.05,290.85,320.2,280.25,277.65,206.1,624.044694,671.209644
1,7,11,2016,1,288.85,290.65,321.3,280.05,277.65,204.3,571.010328,673.515486
2,8,11,2016,8,288.85,290.75,328.7,280.45,277.55,206,695.7121267,727.3068203
3,9,11,2016,12,296.85,299.55,325,281.75,277.55,206.7,1011.006906,1021.90725
4,10,11,2016,13,298.55,300.85,323.6,281.15,277.85,206.7,794.362569,866.7636787
4,10,11,2016,14,301.55,304.35,322.7,281.65,277.85,206.4,913.392928,1052.255857
4,10,11,2016,15,304.55,307.85,324.8,282.15,277.85,206.6,1034.577735,1248.229136
1,14,11,2016,19,297.85,300.65,319.2,281.75,277.65,207.8,992.1875087,1040.843104
1,14,11,2016,20,297.85,300.65,323.3,281.65,278.05,207.2,868.673568,1054.212329
1,14,11,2016,21,297.85,300.65,323,281.15,277.55,207.8,871.189032,1053.234093
2,15,11,2016,17,304.35,307.55,324,282.65,278.05,209.1,1120.150094,1207.42272
2,15,11,2016,18,305.35,308.55,325.7,281.65,277.55,207.1,988.8452023,1213.757963
3,16,11,2016,11,300.15,302.55,325.5,281.15,277.65,208,847.8045333,909.75948
3,16,11,2016,13,303.65,306.55,324.6,282.15,277.65,206.8,1083.74574,1096.253186
3,16,11,2016,14,298.75,301.55,321,281.75,277.65,207.1,988.8452023,1046.71252
3,16,11,2016,17,297.75,300.55,321.7,281.75,277.65,207.8,992.1875087,1048.995071
3,16,11,2016,18,297.75,300.55,321,281.75,277.65,206.3,985.0254237,1046.71252
3,16,11,2016,19,297.75,300.55,325.5,281.75,277.65,207.9,992.664981,1061.38606
3,16,11,2016,20,297.75,300.55,323.2,281.75,277.65,206.7,986.935313,1053.886251
4,17,11,2016,11,298.05,300.65,322.1,281.85,277.95,206.8,939.246308,975.2780007
4,17,11,2016,19,298.05,300.65,321,281.35,277.65,207.6,894.526948,971.94734
4,17,11,2016,20,298.05,300.65,328.5,281.75,277.65,206.8,987.4127853,994.65639
5,18,11,2016,0,297.45,298.65,326,279.45,277.65,206.1,432.030942,455.57848
5,18,11,2016,10,297.55,299.95,330,281.25,277.75,206.9,843.3209517,922.3368
5,18,11,2016,11,298.05,300.95,329.7,281.75,277.75,207,964.2612,1113.477127
5,18,11,2016,12,298.05,300.95,326.6,282.25,277.75,208.2,1091.08251,1103.007673
5,18,11,2016,22,298.05,300.95,323.6,281.75,277.75,206.6,962.3978933,1092.875943
6,19,11,2016,0,301.55,302.95,328.2,279.75,277.75,207.1,482.3635133,535.095092
6,19,11,2016,1,302.55,303.95,328.8,279.75,277.75,206.2,480.2672933,536.073328
6,19,11,2016,9,302.35,304.45,327.7,280.45,277.85,206.6,625.5586307,801.419843
6,19,11,2016,10,302.85,303.95,328,279.45,277.85,206.7,385.145488,420.1756533
6,19,11,2016,11,302.85,304.45,329.2,279.95,277.85,205.7,503.057863,613.4005547
6,19,11,2016,13,304.35,306.95,329.2,281.45,277.85,207.9,871.608276,996.7759013
6,19,11,2016,14,305.35,307.95,326,281.45,277.85,206.7,866.577348,987.0867067
6,19,11,2016,15,305.85,307.95,321.1,280.45,277.85,206,623.7419067,785.278949
6,19,11,2016,17,305.35,307.45,327.3,280.45,277.85,207.7,628.8892913,800.441607
6,19,11,2016,18,305.35,307.45,324.3,280.95,277.85,207.7,749.8295397,793.104837
6,19,11,2016,19,305.35,307.45,325.6,280.95,277.85,206.7,746.219383,796.284104
6,19,11,2016,20,305.85,307.95,322.1,280.95,277.85,206.9,746.9414143,787.724539
6,19,11,2016,21,305.85,307.95,323.5,280.95,277.85,206.4,745.136336,791.148365
6,19,11,2016,22,305.85,307.45,328.1,279.95,277.85,206.4,504.769776,611.3509173
1,21,11,2016,10,297.85,300.85,326.5,282.05,277.75,207.2,1037.582317,1140.69305
1,21,11,2016,11,297.85,300.85,325.8,281.55,277.75,206.6,914.2779987,1138.24746
2,22,11,2016,11,304.95,308.15,326.6,282.85,278.25,208.1,1114.793087,1217.111915
3,23,11,2016,9,297.85,300.45,326.6,281.65,278.05,206.4,865.319616,988.9034307
3,23,11,2016,10,297.85,300.45,326.3,281.65,277.55,206.8,987.4127853,987.9950687
3,23,11,2016,11,297.85,300.95,326.3,282.65,278.05,208.1,1114.793087,1177.99412
3,23,11,2016,12,297.85,300.95,326.3,282.15,277.55,211.6,1133.542611,1177.99412
5,25,11,2016,22,304.55,307.05,325,281.25,277.85,205.9,815.2665407,946.2104167
5,25,11,2016,23,304.05,305.05,322,279.25,277.85,205.4,334.8827907,374.9904667
6,26,11,2016,0,302.55,304.05,322.5,279.75,277.85,205.1,453.8199843,563.359125
7,27,11,2016,0,297.75,299.25,321.8,279.95,277.75,205.6,526.7567947,562.13633
3,30,11,2016,11,297.75,300.25,321.8,281.55,278.15,207.5,821.6017833,936.8938833
3,30,11,2016,13,297.75,300.75,324.7,281.55,277.65,207.7,943.333937,1134.40439
3,30,11,2016,14,297.75,300.25,327.2,281.35,277.65,206.6,890.2180513,952.6155333
3,30,11,2016,15,297.75,300.75,323.2,281.85,277.65,207.6,1015.408968,1129.16384
3,30,11,2016,18,297.75,300.75,324.1,282.35,278.15,205.4,1004.648372,1132.30817
3,30,11,2016,19,297.75,300.75,324.2,281.75,277.65,207.1,988.8452023,1132.65754
3,30,11,2016,20,297.75,300.75,322.8,281.75,277.65,207.9,992.664981,1127.76636
3,30,11,2016,21,297.75,300.75,322.6,281.75,277.65,206.3,985.0254237,1127.06762
3,30,11,2016,22,297.75,300.25,324.1,281.25,277.65,206.6,866.158104,943.5901417
4,1,12,2016,10,298.65,300.85,325,280.85,277.55,206.6,793.978262,832.6651667
4,1,12,2016,12,303.15,305.85,327.2,281.75,278.05,207,891.94161,1028.824776
4,1,12,2016,13,304.65,307.35,324.8,280.75,277.55,207.3,772.526944,1021.278384
4,1,12,2016,15,306.65,308.85,325.1,281.25,278.15,207.8,750.1905553,832.9213713
4,1,12,2016,18,298.15,300.75,328.3,281.35,277.55,208.7,923.5712407,994.0508153
4,1,12,2016,23,297.65,298.75,322.5,279.45,278.05,206.4,336.513184,413.130025
5,2,12,2016,8,294.05,295.25,327.7,279.35,277.85,206.1,360.025785,457.954196
5,2,12,2016,9,295.05,297.25,330.1,280.95,277.85,206.8,746.5803987,845.7316047
5,2,12,2016,11,299.55,302.25,329.3,281.95,277.85,207.5,990.7550917,1035.427869
5,2,12,2016,14,304.55,306.85,325.8,281.45,277.85,207.4,869.512056,872.656386
5,2,12,2016,15,305.55,307.85,326.7,281.45,277.85,207.8,871.189032,875.067039
5,2,12,2016,18,297.95,301.05,326.6,282.45,277.95,207.6,1087.93818,1179.077167
5,2,12,2016,19,297.95,300.55,321.1,281.45,277.45,207.9,968.45364,972.2501273
5,2,12,2016,23,297.45,298.55,321,279.45,277.95,206.9,361.423265,411.20849
6,3,12,2016,9,294.35,295.75,327.5,279.55,277.55,206.8,481.6647733,533.9538167
6,3,12,2016,14,297.85,300.25,328.3,281.15,277.55,207.8,871.189032,917.585368
6,3,12,2016,23,297.35,298.25,323.5,278.75,277.55,206.8,288.998864,339.063585
7,4,12,2016,1,297.35,298.25,324.7,278.75,277.55,207.3,289.697604,340.321317
7,4,12,2016,15,296.75,297.25,326.3,278.85,278.35,205.2,119.48454,189.9990517
2,6,12,2016,0,297.65,299.25,324.7,280.15,277.65,206.9,602.3721083,605.0156747
4,8,12,2016,0,297.75,298.75,323.5,278.85,277.55,207,313.38489,376.7373167
4,15,12,2016,8,294.65,296.25,325.3,280.45,277.95,207.3,603.536675,606.1336587
4,15,12,2016,9,296.65,299.25,327.5,281.95,277.95,207.5,966.5903333,991.6285167
3,21,12,2016,0,297.05,298.15,326.3,279.45,277.85,206.3,384.4001653,417.9979137
6,24,12,2016,12,297.45,300.15,325.5,281.75,277.95,207.5,918.2608167,1023.479415
6,24,12,2016,13,297.95,300.15,322,280.75,277.45,207.8,798.589946,824.9790267
6,24,12,2016,14,297.95,300.15,326.3,280.75,277.45,206.5,793.593955,835.9958273
6,24,12,2016,17,297.95,299.65,322.6,280.25,277.95,207.8,556.5929927,638.6716513
1,26,12,2016,10,298.55,301.85,322.5,282.35,277.85,207.7,1088.462235,1239.390075
1,26,12,2016,11,297.95,300.15,326.2,281.15,277.95,208.7,777.7442027,835.7396227
1,26,12,2016,12,297.95,300.15,324.2,281.15,277.85,208,799.35856,830.6155293
1,26,12,2016,16,297.95,299.55,324.6,279.95,277.85,208.7,510.394633,604.829344
1,26,12,2016,18,297.45,299.05,321.8,279.95,277.85,208.3,509.416397,599.6120853
1,26,12,2016,19,297.45,299.55,325.8,280.55,277.85,206.5,649.304145,796.773222
1,26,12,2016,22,297.45,298.55,321.6,279.55,277.85,206.9,409.6130337,411.977104
2,27,12,2016,10,297.25,299.35,327.3,281.15,277.85,207.4,797.052718,800.441607
2,27,12,2016,11,297.25,299.85,322.1,281.15,277.35,208.7,923.5712407,975.2780007
2,27,12,2016,14,297.75,300.35,327,281.65,277.85,207.2,916.9332107,990.11458
2,27,12,2016,16,297.75,300.35,325.7,281.15,277.85,207.8,798.589946,986.1783447
2,27,12,2016,17,297.75,300.35,327.6,281.15,277.85,207.8,798.589946,991.931304
2,27,12,2016,18,297.75,299.85,324.6,281.05,277.85,207.7,774.0175893,793.838514
2,27,12,2016,19,297.75,300.35,326.1,281.65,277.85,207.4,917.8182813,987.389494
3,28,12,2016,12,297.75,299.95,324.5,280.95,277.65,207.7,798.205639,831.3841433
3,28,12,2016,13,297.75,299.95,327.2,280.95,277.65,207,795.51549,838.3016693
3,28,12,2016,14,297.75,300.45,323.5,280.95,277.65,207,795.51549,1017.190755
3,28,12,2016,15,297.75,299.95,326,280.95,277.65,208.3,800.511481,835.2272133
3,28,12,2016,16,297.75,299.95,324.2,280.95,277.65,208.4,800.895788,830.6155293
3,28,12,2016,17,297.75,300.45,322.2,281.55,277.65,207.8,943.788118,1013.103126
3,28,12,2016,18,297.75,299.95,325.5,280.95,277.65,208.1,799.742867,833.94619
3,28,12,2016,19,297.75,300.45,327.5,281.45,277.65,207.4,917.8182813,1029.768075
3,28,12,2016,20,297.75,299.95,326.3,280.95,277.65,207.6,797.821332,835.9958273
4,29,12,2016,11,297.25,299.15,327.7,280.75,277.75,207.3,724.24401,725.0941437
4,29,12,2016,14,303.25,305.65,326.3,281.25,277.75,208.9,851.4729183,911.995448
4,29,12,2016,16,305.35,307.65,325.1,281.25,277.75,207.5,845.7665417,870.7814337
4,29,12,2016,18,305.85,308.15,326.6,281.25,277.75,208.6,850.2501233,874.7991887
4,29,12,2016,19,305.85,308.65,322.2,281.75,277.75,209.4,975.44104,1050.625464
4,29,12,2016,20,306.35,308.65,326.1,280.65,277.75,208.4,703.8175107,873.459937
5,30,12,2016,10,296.65,298.85,330.2,281.45,278.05,208.1,823.9774993,845.9878093
5,30,12,2016,11,297.65,299.85,321,280.95,278.05,208.8,705.168408,822.41698
5,30,12,2016,15,297.65,300.35,320.6,281.25,277.55,207.7,894.9578377,1008.072198
5,30,12,2016,17,297.65,300.35,327.6,281.25,277.55,208.2,897.112286,1030.082508
5,30,12,2016,18,298.15,300.35,328,281.25,278.05,208.6,777.3715413,840.3513067
5,30,12,2016,20,297.65,299.85,328.7,280.75,277.55,208.8,778.116864,842.1447393
6,31,12,2016,20,300.65,301.95,332,279.35,277.55,207.2,434.336784,502.6269733
