,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.0,19481.099609375,19848.099609375,18712.400390625,18970.0,20312.30078125,20500.5,22027.80078125,20706.900390625,19183.5,18688.0,20246.900390625,20087.599609375,20075.099609375
1,19300.0,0.0,1585.39990234375,1905.300048828125,1635.0999755859375,1100.9000244140625,1289.0999755859375,2816.39990234375,2149.7998046875,2065.699951171875,1976.0999755859375,2003.9000244140625,908.0999755859375,2005.9000244140625
2,20170.099609375,2097.699951171875,0.0,3121.7998046875,2505.199951171875,1971.0,1271.699951171875,2821.10009765625,2021.0,2842.10009765625,2752.5,2843.300048828125,2736.0,2845.300048828125
3,18333.099609375,1400.699951171875,1532.39990234375,0.0,2559.10009765625,2024.89990234375,2202.39990234375,3729.699951171875,2413.5,2483.699951171875,2394.10009765625,2927.89990234375,1431.5,2929.89990234375
4,18086.80078125,2273.89990234375,3589.5,3034.39990234375,0.0,3105.10009765625,3293.300048828125,3930.300048828125,4153.89990234375,4069.89990234375,3980.300048828125,1726.300048828125,2912.300048828125,1554.5
5,18722.30078125,650.0,1965.60009765625,1875.300048828125,1057.5999755859375,0.0,1669.39990234375,3196.699951171875,2530.0,2446.0,2356.39990234375,2384.199951171875,1288.39990234375,2386.199951171875
6,20031.30078125,2766.89990234375,1157.9000244140625,2787.699951171875,3174.39990234375,2640.199951171875,0.0,3401.60009765625,951.2000122070312,2450.89990234375,2361.300048828125,3543.199951171875,2509.199951171875,3545.199951171875
7,21218.3984375,3146.10009765625,2903.89990234375,4170.10009765625,3553.60009765625,3019.400146484375,2423.60009765625,0.0,3284.2998046875,3912.7998046875,3823.199951171875,2852.39990234375,3784.400146484375,2854.39990234375
8,20166.900390625,2918.800048828125,1309.800048828125,2939.60009765625,3326.300048828125,2792.10009765625,1278.0,3738.10009765625,0.0,2602.7998046875,2513.199951171875,3695.10009765625,2661.10009765625,3697.10009765625
9,18455.6015625,2488.300048828125,1584.300048828125,2062.199951171875,2895.800048828125,2361.60009765625,2319.300048828125,3868.699951171875,2370.89990234375,0.0,785.5999755859375,3264.60009765625,2208.800048828125,3266.60009765625
10,18479.6015625,2512.300048828125,1608.300048828125,2086.199951171875,2919.800048828125,2385.60009765625,2343.300048828125,3892.699951171875,2394.89990234375,599.4000244140625,0.0,3288.60009765625,2232.800048828125,3290.60009765625
11,19780.69921875,2126.699951171875,2622.300048828125,3187.60009765625,1976.7000732421875,2000.0,2292.39990234375,2756.7001953125,3153.10009765625,3105.5,3015.89990234375,0.0,2765.0,231.3000030517578
12,19295.19921875,1294.10009765625,1653.5999755859375,1889.0,1703.300048828125,1169.0999755859375,1357.300048828125,2884.60009765625,2218.0,2133.89990234375,2044.300048828125,2072.10009765625,0.0,2074.10009765625
13,19794.69921875,2140.5,2636.10009765625,3201.400146484375,1990.60009765625,2013.800048828125,2306.2001953125,2770.60009765625,3166.89990234375,3119.2998046875,3029.699951171875,417.1000061035156,2778.800048828125,0.0
