,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.0,15625.877721500941,15695.436761883844,14799.61313397276,15556.835606983863,15801.978489609925,16036.066143298096,17510.630433449296,16237.427755472236,15027.4860607231,14687.508348139512,16360.90626212302,15568.402273370408,16397.16211138658
1,15625.877721500941,0.0,979.1150218895672,826.9825215608993,676.3606784075923,238.7758201582045,937.6931900486693,2024.5998239163957,1640.565231764871,1240.058825467282,1463.2308355423675,960.8805394624268,241.19415933840037,1084.1964143073876
2,15695.436761883844,979.1150218895672,0.0,1331.422368199462,1654.0669809444485,1148.6005138256953,369.9513421546616,1838.6767044920591,758.4314579772584,680.6478801652487,1023.6052433031298,1750.5463900971663,750.9854905041557,1897.9542417804792
3,14799.61313397276,826.9825215608993,1331.422368199462,0.0,978.9373067841086,1009.7971445160157,1503.565771387614,2814.466229755289,2089.8322545009028,1114.3333269220336,1131.5808598224103,1661.0813417782301,812.3222000482871,1746.7059026619784
4,15556.835606983863,676.3606784075923,1654.0669809444485,978.9373067841086,0.0,571.0373319138512,1596.1562203711896,2432.866895825478,2306.3889765268314,1821.4920927279475,1973.6160315869565,807.1960983743583,905.3175232930902,843.3267397746697
5,15801.978489609925,238.7758201582045,1148.6005138256953,1009.7971445160157,571.0373319138512,0.0,1037.9812719654199,1937.8487813701438,1750.0837345607235,1470.7033879641867,1701.1466375816638,722.2218361248105,460.193838548842,845.9152693480922
6,16036.066143298096,937.6931900486693,369.9513421546616,1503.565771387614,1596.1562203711896,1037.9812719654199,0.0,1481.5422899245764,712.1108848613239,1045.0070389643492,1386.0080108578263,1524.409343592922,764.2237541623998,1674.5625392347113
7,17510.630433449296,2024.5998239163957,1838.6767044920591,2814.466229755289,2432.866895825478,1937.8487813701438,1481.5422899245764,0.0,1535.4578219203659,2519.2235059199993,2862.2818975902164,1820.4445420992042,2003.1117464493939,1919.570347255941
8,16237.427755472236,1640.565231764871,758.4314579772584,2089.8322545009028,2306.3889765268314,1750.0837345607235,712.1108848613239,1535.4578219203659,0.0,1270.032955526093,1585.0190146855634,2191.067567494285,1445.1506643281007,2340.3073393357217
9,15027.4860607231,1240.058825467282,680.6478801652487,1114.3333269220336,1821.4920927279475,1470.7033879641867,1045.0070389643492,2519.2235059199993,1270.032955526093,0.0,343.35462866125584,2174.522990102885,1011.3374203152774,2309.1423539885236
10,14687.508348139512,1463.2308355423675,1023.6052433031298,1131.5808598224103,1973.6160315869565,1701.1466375816638,1386.0080108578263,2862.2818975902164,1585.0190146855634,343.35462866125584,0.0,2420.0259355027556,1254.843853642394,2547.0523187567674
11,16360.90626212302,960.8805394624268,1750.5463900971663,1661.0813417782301,807.1960983743583,722.2218361248105,1524.409343592922,1820.4445420992042,2191.067567494285,2174.522990102885,2420.0259355027556,0.0,1167.5458774732472,150.18372376175336
12,15568.402273370408,241.19415933840037,750.9854905041557,812.3222000482871,905.3175232930902,460.193838548842,764.2237541623998,2003.1117464493939,1445.1506643281007,1011.3374203152774,1254.843853642394,1167.5458774732472,0.0,1299.1224520698374
13,16397.16211138658,1084.1964143073876,1897.9542417804792,1746.7059026619784,843.3267397746697,845.9152693480922,1674.5625392347113,1919.570347255941,2340.3073393357217,2309.1423539885236,2547.0523187567674,150.18372376175336,1299.1224520698374,0.0
