,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
0,0.0,1642.0520374979064,4680.314015879695,5075.220314222546,3948.2431382045897,4605.625214804326,3319.957972272049,4769.423870290121,5025.23626321919,7481.630732173863,7669.227267776329,6523.946578138384,3275.2397011943485,5827.370558749849,6070.800786924346,7167.896164757358,6261.686557306365,6620.674268595682,5283.971412928829,5581.232444715244,5401.636920221376,4608.082146417988,3786.462979437285,4280.577448836793,4496.507590912653,4834.713559436003,5070.217497054826,4778.569115527961,4962.991283301529,5210.9934602328685,6180.9559833740705,6090.056601459131,5544.5306488973065,5821.522313474557,7128.881729100533,6998.912699741871,7313.280826216379
1,1642.0520374979064,0.0,5232.334353990025,5792.815590299701,4733.810654205212,5963.892210146754,4784.113352687862,6376.643929108507,6658.955534283664,9104.511923422046,9255.472513773922,8158.797399401532,4752.650798616191,7304.566218627552,7512.321329976635,8404.894558930617,7451.644135374396,7808.205570695987,6029.71550456556,6498.658401079607,6191.4071034433,5306.584505298927,4305.850488523758,4928.940796286936,5160.224908740733,5869.866363717306,6445.680724269426,6162.4994558460685,6407.677884036121,6720.433481541536,7623.427928022041,7517.142714887753,7149.700799824769,7415.06103222854,8741.031336891658,8613.384283530748,8927.404753877081
2,4680.314015879695,5232.334353990025,0.0,744.360619341163,953.1106111103196,3179.015595065547,3416.103074883801,5140.283775512707,5776.071767632674,7337.406106525073,6946.069907819267,6871.4259996277115,3482.5241567801622,4590.706849195453,4510.590849578027,4227.831871171353,3303.8240362050424,3568.173151501602,980.7805696184195,1745.7634491585004,1200.4012089691323,477.3490105883146,928.9725926042654,466.0357565656831,380.300516336405,1778.9391620280494,3491.0933527891525,3396.113463902613,3853.509872737387,4445.206344431083,4593.462237934404,4430.407865359683,5597.757670785706,5633.671607055562,6865.972943149411,6801.48464059028,7044.492476501226
3,5075.220314222546,5792.815590299701,744.360619341163,0.0,1128.3752053911153,2754.770373323619,3278.1226943364018,4815.9475367989335,5465.971839577606,6831.193557572147,6378.579801435583,6446.978641600352,3353.164921080177,4052.41512727542,3929.2935544493284,3500.671251364077,2597.9537396808846,2845.227488082628,248.52654400980947,1008.4135361891704,458.7326227219314,486.2395046000165,1533.0125719984621,870.0264659473918,639.4816517984209,1235.1823518600413,2991.3975380924494,2947.480915742434,3399.570412883924,3992.8915588605755,4003.6852161349675,3839.392712486893,5191.662260410068,5189.386970999214,6358.76169043977,6305.051635327336,6530.891328502452
4,3948.2431382045897,4733.810654205212,953.1106111103196,1128.3752053911153,0.0,2433.273164389844,2480.0383477059695,4271.251978380644,4893.750193946428,6605.125741825335,6295.8719203267065,6061.861843624804,2543.590673669325,3933.9336410998994,3919.3280079078318,4021.876646246411,3043.3896311294066,3364.645459552101,1337.1506669685766,1780.9196324496295,1470.9184189645391,682.0203312541329,797.1055730631662,492.87167129296023,621.554267687823,1346.9923699168908,2817.7704374913747,2666.995164302149,3114.4671515790774,3690.0179738727793,4013.9540253328805,3857.1894987827327,4783.24262493264,4852.584353875,6138.506823480095,6062.40111890905,6322.982973440579
5,4605.625214804326,5963.892210146754,3179.015595065547,2754.770373323619,2433.273164389844,0.0,1367.0129076806977,2104.604820396049,2758.084638025129,4176.0500446722335,3877.8372444169377,3701.108584298157,1436.372385449856,1537.9029418737587,1617.8260582944472,2625.2433800852236,1855.971487198667,2186.826281266438,2731.7336605401083,2260.798221241136,2627.8210163717886,2709.645052913663,3199.76923496975,2833.6962722385147,2804.8604039654683,1538.8934320720969,485.97200216940894,240.23992771143844,681.895831287335,1267.4765617381527,1725.8585527619173,1594.3669710234349,2437.9367797257746,2455.2299320465145,3707.7089594182457,3635.1981860995484,3891.07456950549
6,3319.957972272049,4784.113352687862,3416.103074883801,3278.1226943364018,2480.0383477059695,1367.0129076806977,0.0,1958.8209824013372,2512.3700996155735,4614.788044818462,4577.568517339277,3860.31049527029,81.53153991340483,2522.0427029770212,2751.2831805591004,3992.119793185379,3196.34488769649,3538.534963592504,3356.6100253861878,3175.477735256059,3338.0747437656296,3028.229124671816,3048.6711361812218,2970.157862150279,3048.293963078792,2321.6576610345173,1788.2234890972857,1495.8661232786658,1643.0693488758686,1944.5061763778017,2861.637267749149,2770.3915109763443,2633.7604098093852,2817.6834189735973,4187.955306390962,4079.6770690151343,4380.358480521703
7,4769.423870290121,6376.643929108507,5140.283775512707,4815.9475367989335,4271.251978380644,2104.604820396049,1958.8209824013372,0.0,653.8400872787016,2744.420376738481,2914.767692152927,1907.4399069075623,1934.0722619743142,1774.1033150047067,2159.6304776827606,3984.075356859632,3594.520590134931,3828.234613725634,4817.139014233398,4361.549323555699,4725.861401772547,4696.179553578529,4933.912321807085,4735.722873798534,4760.066714008246,3631.503428216885,2081.724343171758,1971.5526562344764,1609.7720400891928,1197.3579029080477,2229.8872633844962,2258.483359145301,775.2151376354641,1069.6310192519602,2364.765532505295,2238.75205007386,2552.1300801310595
8,5025.23626321919,6658.955534283664,5776.071767632674,5465.971839577606,4893.750193946428,2758.084638025129,2512.3700996155735,653.8400872787016,0.0,2477.621480805564,2850.4258412812324,1500.0979745475004,2475.386322992361,2264.89721801274,2650.784969411114,4510.508893025726,4194.585749931343,4408.564859880245,5469.815868988443,5013.498920749637,5379.576505065124,5336.873236717599,5534.936424665662,5364.378987158738,5396.243313940197,4285.070851187718,2717.418780919002,2620.8386802556893,2243.626861619944,1775.03315933903,2704.2866729062684,2760.7259155780566,841.4160642143119,1173.706506238762,2180.379437627087,2041.1220076663228,2349.6755067770564
9,7481.630732173863,9104.511923422046,7337.406106525073,6831.193557572147,6605.125741825335,4176.0500446722335,4614.788044818462,2744.420376738481,2477.621480805564,0.0,920.0376648730653,1057.0443075435896,4607.53165753839,2786.0610484160657,2979.3950953684034,4487.487130004542,4712.2301994490745,4744.515145013301,6750.662076012782,6081.070048934055,6594.626430438949,6862.096583288876,7354.812814742982,7008.676858126455,6969.407947871064,5600.544358942803,3849.8119601497906,3948.6117882406306,3494.3615953083468,2915.3914368850014,2935.8080980899595,3091.0756326413384,1992.8950404559296,1803.4219679140388,472.4739975212692,545.0713168016171,311.4903452103574
