,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
0,0.0,162.6871675261693,954.3116515757253,4312.1920216693225,3150.6123202045537,2979.2414957563733,2306.7153067791146,1993.147897066552,873.9456625552333,3860.3978375439942,7077.264521932655,7291.097730111188,6883.964256452801,6392.078139586118,7930.130324929904,7705.300057683752,5168.603078334832,3834.3610459313863,2869.1908531793697,1335.8210248828188,1048.4789092706983,1098.5586593515966,1181.8354239161774,1234.5941963147343,1463.9834075475064,1822.5812119492227,1291.7085693935376,1242.8124818402057,3141.8345926322804,3773.963889546407,3304.6391297874475,3192.8899501294095,5873.907523105461,2484.2444519426936,6450.667862993976,2398.26493741906,10806.665505404548,1642.0520374979064,4680.314015879695,5075.220314222546,3948.2431382045897,4605.625214804326,3319.957972272049,4769.423870290121,5025.23626321919,7481.630732173863,7669.227267776329,6523.946578138384,3275.2397011943485,5827.370558749849,6070.800786924346,7167.896164757358,6261.686557306365,6620.674268595682,5283.971412928829,5581.232444715244,5401.636920221376,4608.082146417988,3786.462979437285,4280.577448836793,4496.507590912653,4834.713559436003,5070.217497054826,4778.569115527961,4962.991283301529,5210.9934602328685,6180.9559833740705,6090.056601459131,5544.5306488973065,5821.522313474557,7128.881729100533
1,162.6871675261693,0.0,918.7017233645801,4230.957126763319,3124.2126674785254,2998.485851234247,2293.6161598446365,1838.5305931607518,712.704975272233,3697.8023108931684,6946.586363981167,7140.277092340641,6728.933012188349,6232.471990602727,7789.421791960576,7569.267553763237,5024.3488410311365,3684.0613326370444,2768.570085531166,1300.0706900560276,1023.0143265547267,936.3152758727526,1023.1918711421604,1076.5560778835595,1302.394978265143,1674.2412628815896,1348.4541396982415,1361.22706213417,3086.334419607437,3662.92557664253,3209.5128768400323,3032.6092081812735,5716.218819795451,2325.0044031748425,6298.16752077526,2237.0901073775653,10694.244378477346,1708.3673142710045,4819.208874373001,5202.1082222578025,4074.1510690852865,4658.676589152602,3355.5407238759053,4750.103354751238,4986.05383794352,7450.025094075514,7656.772000700432,6482.410631687771,3307.602448260492,5851.4834886063245,6102.931739203986,7235.027237950487,6337.270231142538,6695.856263624914,5408.156327632024,5689.885591887523,5522.030993015206,4737.821218847475,3930.2696572639766,4414.893125373399,4629.028655644617,4933.521564103298,5118.497304880767,4826.057867574526,4996.901402002784,5227.7589276668305,6212.669924251027,6125.342807031023,5525.234127391,5807.636563018263,7104.2708419185965
2,954.3116515757253,918.7017233645801,0.0,3391.2606269003613,2205.51455980251,2130.9387631299137,1381.0619022541548,1646.2319631662767,993.2123312382865,3719.5059169756814,7438.425642417218,7424.190922691871,6949.48089014409,6356.283087181921,8187.834529450099,8012.806475643599,5411.131926105547,3310.3828376320134,2016.6154590491456,382.4178325838961,117.57078724454543,1163.4454847891323,1096.1923954384283,1116.856182070964,1585.0265991212698,1402.6029928629316,740.3321101742698,1152.8460465545857,2190.6743946207844,2950.714313165685,2425.886161056318,2886.460251339851,5436.470475195823,2565.8709140255933,6564.706524330046,2423.752134463075,11293.431976035563,1081.5082179965805,5440.013658665116,5896.756988347727,4780.633295216569,5559.890889714225,4269.942310188399,5647.236435630776,5854.143848933025,8327.154134949955,8558.93655145609,7343.170048438296,4223.429981349034,6769.884295897746,7019.273441912619,8117.088201357934,7204.471960884974,7563.6777732343235,6116.254411086985,6465.7285605788375,6248.516857301031,5418.960928429756,4520.903972255288,5070.381344097116,5294.253505998163,5744.632389713837,6024.388475233812,5732.6369215331015,5912.396243524001,6146.357244109791,7129.177555317307,7040.3174373329075,6421.453324598569,6709.463926663934,7992.225385335007
3,4312.1920216693225,4230.957126763319,3391.2606269003613,0.0,1733.0286600089166,2592.4168978953026,2403.943432710425,3120.5487396250205,3839.199667939002,4165.246687312738,8618.96295568145,7860.648358407309,7222.796850110959,6380.921335114081,8956.072063285455,8962.38435954948,6509.420015371923,2628.9750286126437,1536.3275612428167,3039.6784269959667,3326.995766918348,3793.9580524604135,3614.889243123135,3572.523219924892,3934.3955507719484,3031.381013707424,3578.2715944573215,4169.153825271365,1321.059205589523,1063.3966922852915,1083.200429544279,3301.8333237801435,4161.036626762258,4198.17312811825,7057.8559269910875,4018.6735002628175,12634.308062931415,3556.374177369141,8740.592019376387,9248.72402569267,8146.5441575377345,8862.138268341785,7522.350830950452,8570.255213930768,8608.019795067608,11044.527894390296,11445.276023992348,9998.605584094244,7464.966626701822,9937.773731065028,10225.852942356221,11459.325355220553,10568.05458329787,10926.519635949227,9475.370049449832,9853.47622734364,9617.43086691426,8765.535422976225,7811.823888667593,8402.751655663034,8631.14526491428,9135.472531399633,9307.794791508402,9014.67985390463,9137.99200531783,9283.699580978653,10332.701101903438,10262.092486940099,9313.25845675381,9633.110389775456,10786.33321173891
4,3150.6123202045537,3124.2126674785254,2205.51455980251,1733.0286600089166,0.0,872.1157736585741,866.3554168003318,2822.7005133421862,3002.608721043411,4588.844409487378,8894.74028263877,8475.506198150897,7894.961960552279,7137.433739538971,9439.642967721555,9358.787458250425,6766.916506883653,3395.2765220494907,1516.2976636529233,1824.758873859168,2103.782050052274,3061.952278229808,2906.8079672162535,2887.1116182476635,3367.9004685235445,2613.5558316076103,2097.5025327143735,2641.714559531301,578.3391698132043,2063.693100040401,1467.1587144928417,3619.791525455231,5373.8034841400595,4033.379963456757,7624.0438223383435,3849.767306671661,12881.680819334242,1968.7299731112325,7199.273264683601,7760.430585483543,6693.609838565156,7741.157290592022,6470.516883024844,7820.379289063781,7982.883457153765,10460.377346984893,10735.14695168259,9452.31898930126,6425.7256447439695,8975.050789220282,9221.4047689024,10262.450216270057,9328.444114334969,9687.196964483217,7996.464529417398,8448.924479382538,8155.724095212161,7274.195762172247,6273.718277517547,6897.399733540566,7128.6152330206905,7792.349571159046,8211.597391763013,7921.243734878711,8113.575003417777,8351.632373280794,9331.539838364744,9240.365782870864,8591.269604755362,8887.591790958711,10144.88614284205
5,2979.2414957563733,2998.485851234247,2130.9387631299137,2592.4168978953026,872.1157736585741,0.0,864.0497084751889,3217.36557390694,3080.4210912653266,5160.567655190417,9319.5878766127,9042.840198259271,8490.162625619545,7772.026762508817,9945.627986557662,9829.66920446753,7216.280101994515,4120.449216667978,2227.98934718045,1802.1772226525486,2014.092987408621,3199.2531294048713,3075.1750011306694,3071.174421887007,3572.3884946515736,2975.687193814211,1735.2504140940935,2159.063360868482,1416.4929323093975,2902.2587083429185,2281.3462426739156,4197.664179544399,6166.343769971771,4392.371014711297,8182.721714208389,4217.999081011167,13261.050827796069,1476.0684233775064,6579.503317862909,7181.636765574189,6155.321345926629,7435.610949842426,6234.125623255089,7746.85016761317,7978.263921069166,10446.863019210206,10648.449089403579,9470.545089494173,6198.756463916427,8756.12819950141,8973.433861564723,9879.342674662179,8923.684041051161,9279.615851659115,7423.503212451994,7931.369573933448,7595.499098036243,6697.199598975956,5665.968374572754,6312.122847647565,6543.464491654776,7327.983754398734,7916.21460904666,7631.619351182029,7866.528122634767,8159.818426859903,9084.457909050816,8981.218518448539,8522.065006464216,8800.702463568032,10102.730327868649
6,2306.7153067791146,2293.6161598446365,1381.0619022541548,2403.943432710425,866.3554168003318,864.0497084751889,0.0,2356.111506020072,2267.3855730964256,4329.874565730982,8455.817850526575,8201.694594360193,7659.230037049401,6959.693194629527,9089.461950173803,8968.819748166092,6354.499824494035,3396.575132308259,1560.1605876345786,1013.3776285395961,1271.6526687184967,2366.527091064079,2232.665089842319,2224.767992255472,2724.441253649459,2112.628789321082,1238.1142857641971,1801.1081178947964,1082.8843473595605,2390.945678645437,1754.568134648532,3375.465704275419,5500.402611192186,3528.3663208140724,7340.0666248864845,3353.9687640859147,12397.981660753156,1155.9551756168246,6377.774206349596,6921.526602235411,5844.589061956448,6881.725127525691,5622.226262882226,7026.938223132762,7221.3721603119975,9697.304061654033,9939.453176364448,8704.333995286233,5579.505228968118,8133.782458562353,8373.435563536927,9396.747776236021,8462.105832449848,8820.849075194395,7155.252222658912,7592.979523394204,7310.393739175492,6435.585279673068,5449.648634066367,6062.53309586781,6293.170759200737,6929.042519035309,7353.987425925634,7064.337629380966,7264.896983521559,7517.077982280389,8483.84602897385,8390.027744205603,7800.730435784277,8090.0407911339,9367.982034521563
7,1993.147897066552,1838.5305931607518,1646.2319631662767,3120.5487396250205,2822.7005133421862,3217.36557390694,2356.111506020072,0.0,1144.8687806707042,2085.2101857351695,6107.105705637846,5881.8338290707725,5369.703674004828,4734.825845012435,6736.920787277035,6612.732750675292,3998.91644514045,1854.8454593334618,1620.6074186290473,1678.6197015087243,1712.1336830150333,959.5829608033614,824.4949107317282,768.82611247482,877.875120247246,257.2340349700967,2369.18188044267,2784.2513518795495,2451.1952891683827,2239.567925678505,2047.775567018419,1247.4487452581093,3885.871095303437,1211.0037739181716,5018.565233282879,1027.0685163418902,10071.656388506039,2671.698012794975,6628.711252433986,6963.99476246444,5838.308504592044,5986.216815629365,4619.474870694081,5466.885913572864,5487.618040869343,7927.177100922289,8327.403220915216,6884.40135005729,4552.027442223982,6913.016398893187,7224.655587771903,8611.460191986027,7787.665902126924,8138.336930347769,7156.821415439263,7357.030709537479,7251.983823963546,6513.928633113142,5755.271379121722,6209.889841067857,6416.561816834466,6553.02497824878,6396.385492982827,6107.311547956968,6167.830935344249,6248.593921733656,7327.998257312253,7272.589688668699,6200.873311231705,6524.0291133706605,7665.794142106254
8,873.9456625552333,712.704975272233,993.2123312382865,3839.199667939002,3002.608721043411,3080.4210912653266,2267.3855730964256,1144.8687806707042,0.0,2999.6688768833837,6466.3711335518665,6537.828467289403,6098.354071022961,5567.064821950543,7248.5879780150635,7056.39623772934,4471.050748237814,2999.412141666353,2316.1667768174025,1278.6755996168508,1107.4583991667555,230.36997428445923,320.3790343755859,376.1795982472559,644.654263187327,1013.6548203825653,1682.5022261303632,1903.828635142305,2834.750173121047,3144.9900915329326,2771.980587680474,2320.292866817842,5007.923269726558,1677.2818106902837,5686.075989861393,1567.2124424025776,10302.799285829115,2045.2438212268084,5484.871876065557,5831.842924564799,4704.400078258781,5037.354126284977,3687.17564110911,4835.441146541858,4980.336840604324,7457.780043634859,7747.648261360751,6451.645290218361,3628.103748377663,6106.989544591151,6388.75742617518,7650.832006698195,6788.313353345598,7143.882501971207,6029.041464121912,6259.757940627086,6130.689066894624,5377.312114171807,4610.516987742239,5068.50015957186,5276.957856634761,5473.492230514907,5474.904441890783,5182.10610515236,5298.845623213149,5458.983992635157,6496.093944388318,6423.55809298029,5601.71880584484,5904.917261323778,7145.113098876678
9,3860.3978375439942,3697.8023108931684,3719.5059169756814,4165.246687312738,4588.844409487378,5160.567655190417,4329.874565730982,2085.2101857351695,2999.6688768833837,0.0,4454.329772388674,3889.6906074030435,3330.096073933348,2652.656638332118,4868.710674208299,4827.634826291131,2349.5238608205877,1594.4978924356656,3100.8248136489315,3761.6424914923896,3792.3450675398567,2769.660690840047,2727.133675029572,2684.446960413171,2403.3559851099076,2340.2194902077163,4450.811752858419,4833.068765857393,4085.3823732272413,3102.0110745639563,3342.057127440694,969.5884966224455,2407.239249123159,1469.4289101723793,3035.474477521629,1492.762043903198,8471.289987606351,4756.9032746791,8175.889650804478,8375.25409352265,7292.108187361586,6784.730061677843,5486.780402151967,5609.109993876459,5384.518362331194,7563.095821616096,8162.558956619511,6513.8502553757335,5407.113494634346,7310.787242236393,7674.190385390972,9323.146302895477,8640.225036305956,8964.0824387452,8532.875361115879,8567.693165228304,8585.532799825154,7971.890489125124,7380.589512990374,7724.979893556999,7905.886668329515,7717.250009260597,7100.333042113821,6838.295067531333,6758.786344659011,6653.089815019345,7762.708513811016,7750.76661824238,6209.450332260533,6547.243351174401,7416.504517313288
