,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
0,0.0,714.4,1083.807,1105.985,1143.013,1123.51,1135.335,1128.479,1155.482,1263.06,1338.885,1262.959,1058.562,1201.739,1248.867,1168.623,1180.98,1298.827,1079.496,1253.739,1080.79,1046.859,1234.927,975.691,1025.668,1076.148,1122.664,1190.085,1138.704,1194.525,1280.327,1278.916,1185.64,1225.229,1229.724,1267.206,1252.826
1,628.6,0.0,992.799,1016.091,1054.742,1063.463,1157.259,1039.603,1084.023,1271.652,1347.333,1270.036,1081.221,1152.867,1200.194,1081.329,1094.12,1215.196,988.257,1169.04,989.621,953.709,1103.638,877.078,931.098,984.727,1063.137,1132.279,1098.189,1154.959,1231.969,1230.642,1100.328,1141.017,1234.519,1271.955,1261.44
2,963.588,929.194,0.0,400.2,572.2,659.0,901.087,893.725,942.692,1179.114,1165.083,1142.068,691.8,895.939,950.555,870.159,715.8,973.049,539.4,916.016,528.2,375.4,635.8,366.6,249.6,517.4,658.4,871.547,830.206,898.394,986.322,984.841,930.622,975.576,1067.592,1107.264,1171.951
3,1026.112,993.366,447.0,0.0,682.4,617.4,966.711,959.878,1006.344,1157.468,1143.328,1138.178,880.831,870.032,925.974,847.641,680.6,952.542,329.8,664.0,332.4,291.6,914.086,477.4,460.4,511.0,616.8,844.913,864.711,889.529,962.43,960.923,994.725,1037.73,1044.883,1084.992,1150.25
4,952.775,918.184,463.0,504.4,0.0,640.6,889.776,882.452,931.93,1169.56,1155.482,1132.49,673.4,884.568,939.745,858.462,697.4,962.43,542.4,926.094,544.8,357.0,613.2,282.4,356.6,499.0,640.0,859.869,705.2,887.052,975.806,974.313,919.626,964.977,1057.581,1097.44,1162.373
5,1067.592,1035.523,848.159,669.8,917.582,0.0,501.4,449.0,530.4,935.371,919.266,913.362,358.0,378.0,470.2,592.4,492.4,836.674,583.0,950.087,585.4,683.0,1015.644,556.0,644.6,464.6,213.6,342.8,256.6,363.6,532.2,529.4,509.8,586.8,681.6,851.005,927.168
6,1098.189,1051.681,884.195,909.61,951.256,425.4,0.0,395.4,476.8,961.619,963.704,902.919,42.0,515.2,607.2,880.956,711.0,970.287,872.681,1066.072,874.191,840.87,932.168,612.8,701.4,570.6,423.8,540.6,393.8,501.0,669.4,666.6,456.4,533.4,852.038,898.394,949.853
7,1065.637,1033.976,1046.311,1059.979,1106.518,658.4,651.8,0.0,262.4,706.4,903.163,609.0,485.4,551.8,640.6,872.429,955.807,993.253,1012.065,1190.912,1013.408,1008.59,1199.576,935.489,986.891,920.707,588.8,691.2,544.4,446.4,702.6,700.0,209.8,286.8,539.0,612.8,686.2
8,1073.228,1058.126,1069.111,1082.623,1128.691,700.0,693.6,255.6,0.0,599.6,835.622,502.2,527.2,593.6,679.2,896.431,979.93,1014.973,1035.302,1212.427,1036.627,1031.875,1221.035,959.994,1010.496,945.514,630.6,836.28,586.0,485.0,841.785,840.085,263.0,340.0,432.2,506.0,579.4
9,1231.255,1219.602,1185.743,1138.704,1262.25,905.722,970.517,601.2,579.6,0.0,387.0,421.8,870.537,696.6,698.0,908.032,1039.053,1025.557,1092.512,1266.094,1093.906,1155.273,1351.304,1103.425,1150.25,1028.109,838.382,919.266,859.23,614.0,853.97,852.425,566.6,597.8,195.4,269.2,215.6
10,1317.051,1288.078,1189.982,1143.013,1278.714,910.7,1024.224,696.6,714.6,501.6,0.0,593.6,928.718,704.8,706.2,912.999,1043.565,1030.104,1096.905,1270.238,1098.296,1159.556,1367.454,1120.757,1167.27,1032.65,843.741,924.181,864.457,622.2,859.23,857.694,701.6,643.4,385.4,459.2,388.6
11,1176.106,1164.25,1149.831,1138.704,1207.601,905.722,907.182,474.2,434.6,459.8,592.0,0.0,678.8,696.6,698.0,908.032,1039.053,1025.557,1092.512,1266.094,1093.906,1113.967,1297.824,1045.432,1093.477,1028.109,838.382,919.266,839.561,614.0,853.97,852.425,459.4,536.4,292.4,366.2,439.6
