,Total_demand,Required_flow,Ret_temp,Elect_cons,COP,Cooling_load,Tout_cond,Heat_rejected
0,849.1,182.27810058104586,8.645562011620916,216.922059582355,3.915061449256675,849.2631929642375,28.087000000000046,1171.3780032785278
1,859.1,184.42482182213698,8.68849643644274,218.52475437203856,3.932695244297562,859.391262280209,28.12700000000001,1184.2661566291702
2,354.3988991,76.07956445172739,6.521591289034548,146.4598529947413,2.4280595091999966,355.61323877991526,26.55200000000002,551.6089950955061
3,366.4840367,78.67390661047027,6.573478132209406,147.57390184646712,2.4928373810903683,367.87773899623426,26.597000000000037,566.3075083760632
4,264.65247706,56.81350940120788,6.136270188024158,138.1611625370543,1.9238932079749862,265.80732221096696,26.222000000000037,443.8251194352463
5,276.4840367,59.3534154406503,6.187068308813005,139.18269993787698,1.989278746023711,276.87318680061435,26.263000000000034,457.1050975390542
6,254.65247706,54.666788160116774,6.093335763202336,137.16947967153,1.8618291671238523,255.3861380916569,26.184000000000026,431.28622780412746
7,696.4840366999999,149.5157075664768,7.990314151329536,192.20413818430677,3.621634550000467,696.0931475013494,27.489000000000033,975.9391234674094
8,1895.0440367,406.8131286386925,8.6161166990106,578.3428493400129,3.274800304678215,1893.9573392271413,26.878000000000043,2728.1354703514535
9,1379.1,296.0543263588745,7.631594012078884,530.9943323470833,2.6069581261029526,1384.2799896268407,26.68900000000002,2113.468193463459
10,1968.2,422.51767467155156,8.755712663747124,588.4512826792757,3.337096467352468,1963.7186966380395,26.90500000000003,2816.2702406203284
11,2477.3,531.8072530554999,7.659036265277499,682.1816520043734,3.643830660412038,2485.7544195440714,27.462000000000046,3495.756221094669
12,3076.4,660.4173226092681,8.30208661304634,772.3494307665541,3.9936612172334773,3084.5019678047393,28.176000000000045,4255.960968241115
13,2597.3,557.5679079485932,7.787839539742966,699.4410609260331,3.7159676720987873,2599.1003709396173,27.598000000000013,3639.8767116997774
14,2946.4,632.5099464750837,8.162549732375417,751.5273589896789,3.9187017172930743,2945.0115522655833,28.010000000000048,4079.059237209575
15,3136.4,673.2976500558148,8.366488250279074,780.8323224447654,4.024210581695921,3142.233694512426,28.245000000000005,4329.027519750399
16,3046.4,653.9771588859949,8.269885794429975,767.6897292329197,3.9770214901409524,3053.1185509198112,28.13900000000001,4216.188083753028
17,3086.4,662.5640438503592,8.312820219251797,773.7632055800536,3.9987808310244533,3094.109474225552,28.187000000000012,4268.122739049971
18,2996.4,643.2435526805392,8.216217763402696,759.6030902075529,3.9480507254112287,2998.95153131854,28.074000000000012,4147.4923747756675
19,2547.3,546.8343017431376,7.734171508715688,692.2473332243117,3.6862000046113095,2551.7621229236247,27.540999999999997,3579.7017305580007
20,3056.4,656.1238801270858,8.280619400635429,769.3083529639173,3.982771261885535,3063.9791997131833,28.152000000000044,4229.95871976857
21,2306.4,495.1197870452528,7.475598935226265,654.2240829433382,3.5235672890679104,2305.202578379598,27.246000000000038,3265.67011724336
22,2376.4,510.1468357328906,7.550734178664453,665.6943681079713,3.5737925183360235,2379.0535522426944,27.335000000000036,3359.820477383686
23,1358.2,291.56767896499406,7.591712701911058,529.2338581220166,2.578146011849569,1364.4421606530377,26.682000000000016,2089.6348833627176
