,ma,Twi,Twb,delt_uem,delt_reg,delt_lp_relax
0,0.05,23.47434912,22.47434912,0.4412977822214442,0.9160253056384136,0.9017627840985654
1,0.525,23.47434912,22.47434912,0.750913963425603,1.2204213708851341,1.2204213708830878
2,1.0,23.47434912,22.47434912,0.7533239642625957,1.5248174361318547,1.5390799576749572
3,0.05,28.47434912,22.47434912,1.6946899303748781,2.138836790318692,2.1388367903186776
4,0.525,28.47434912,22.47434912,3.2825722636431043,2.72863792842557,2.728637928423524
5,1.0,28.47434912,22.47434912,3.0272175147083358,3.3184390665324486,3.3184390665347507
6,0.05,33.47434912,22.47434912,1.9832183864428272,3.361648274998956,3.3759107965387614
7,0.525,33.47434912,22.47434912,4.399675615180578,4.23685448596602,4.2368544859658215
8,1.0,33.47434912,22.47434912,3.4368648598795053,5.112060696933071,5.09779817539453
9,0.05,23.47434912,22.47434912,0.4412977822214442,0.9160253056384136,0.9017627840985654
10,0.525,23.47434912,22.47434912,0.750913963425603,1.2204213708851341,1.2204213708830878
11,1.0,23.47434912,22.47434912,0.7533239642625957,1.5248174361318547,1.5390799576749572
12,0.05,28.47434912,22.47434912,1.6946899303748781,2.138836790318692,2.1388367903186776
13,0.525,28.47434912,22.47434912,3.2825722636431043,2.72863792842557,2.728637928423524
14,1.0,28.47434912,22.47434912,3.0272175147083358,3.3184390665324486,3.3184390665347507
15,0.05,33.47434912,22.47434912,1.9832183864428272,3.361648274998956,3.3759107965387614
16,0.525,33.47434912,22.47434912,4.399675615180578,4.23685448596602,4.2368544859658215
17,1.0,33.47434912,22.47434912,3.4368648598795053,5.112060696933071,5.09779817539453
18,0.05,23.47434912,22.47434912,0.4412977822214442,0.9160253056384136,0.9017627840985654
19,0.525,23.47434912,22.47434912,0.750913963425603,1.2204213708851341,1.2204213708830878
20,1.0,23.47434912,22.47434912,0.7533239642625957,1.5248174361318547,1.5390799576749572
21,0.05,28.47434912,22.47434912,1.6946899303748781,2.138836790318692,2.1388367903186776
22,0.525,28.47434912,22.47434912,3.2825722636431043,2.72863792842557,2.728637928423524
23,1.0,28.47434912,22.47434912,3.0272175147083358,3.3184390665324486,3.3184390665347507
24,0.05,33.47434912,22.47434912,1.9832183864428272,3.361648274998956,3.3759107965387614
25,0.525,33.47434912,22.47434912,4.399675615180578,4.23685448596602,4.2368544859658215
26,1.0,33.47434912,22.47434912,3.4368648598795053,5.112060696933071,5.09779817539453
27,0.05,23.07528905,22.07528905,0.4412977822214442,0.9160253056376746,0.9017627840978406
28,0.525,23.07528905,22.07528905,0.750913963425603,1.2204213708835852,1.2204213708838836
29,1.0,23.07528905,22.07528905,0.7533239642625957,1.5248174361294815,1.5390799576714613
30,0.05,28.075289049999995,22.07528905,1.6946899303748781,2.138836790317953,2.1388367903179244
31,0.525,28.075289049999995,22.07528905,3.2825722636431043,2.728637928424021,2.7286379284243196
32,1.0,28.075289049999995,22.07528905,3.0272175147083358,3.3184390665300754,3.3184390665312407
33,0.05,33.075289049999995,22.07528905,1.9832183864428272,3.361648274998231,3.375910796538051
34,0.525,33.075289049999995,22.07528905,4.399675615180578,4.2368544859644715,4.23685448596477
35,1.0,33.075289049999995,22.07528905,3.4368648598795053,5.112060696930698,5.097798175393521
36,0.05,21.53862231,20.53862231,0.4412977822214442,0.916025308529612,0.9017627869897495
37,0.525,21.53862231,20.53862231,0.750913963425603,1.2204213708797056,1.2204213708818088
38,1.0,21.53862231,20.53862231,0.7533239642625957,1.524817433229785,1.53907995476888
39,0.05,26.53862231,20.53862231,1.6946899303748781,2.1388367932116097,2.138836793211624
40,0.525,26.53862231,20.53862231,3.2825722636431043,2.728637928422984,2.7286379284232254
41,1.0,26.53862231,20.53862231,3.0272175147083358,3.3184390636343437,3.318439063632553
42,0.05,31.53862231,20.53862231,1.9832183864428272,3.361648277893593,3.375910799433484
43,0.525,31.53862231,20.53862231,4.399675615180578,4.236854485966248,4.2368544859671005
44,1.0,31.53862231,20.53862231,3.4368648598795053,5.112060694038888,5.097798172498699
45,0.05,20.01665621,19.01665621,0.4412977822214442,0.9160253056458885,0.9017627841060545
46,0.525,20.01665621,19.01665621,0.750913963425603,1.2204213708847789,1.2204213708858305
47,1.0,20.01665621,19.01665621,0.7533239642625957,1.5248174361236835,1.5390799576669423
48,0.05,25.01665621,19.01665621,1.6946899303748781,2.1388367903261667,2.1388367903261667
49,0.525,25.01665621,19.01665621,3.2825722636431043,2.728637928425215,2.7286379284262665
50,1.0,25.01665621,19.01665621,3.0272175147083358,3.3184390665242915,3.3184390665292085
51,0.05,30.01665621,19.01665621,1.9832183864428272,3.361648275006445,3.375910796546279
52,0.525,30.01665621,19.01665621,4.399675615180578,4.236854485965679,4.236854485965466
53,1.0,30.01665621,19.01665621,3.4368648598795053,5.112060696924914,5.097798175389002
54,0.05,19.45060888,18.45060888,0.4412977822214442,0.9160253056479917,0.9017627841081719
55,0.525,19.45060888,18.45060888,0.750913963425603,1.220421370885603,1.2204213708859584
56,1.0,19.45060888,18.45060888,0.7533239642625957,1.5248174361232287,1.5390799576631053
57,0.05,24.45060888,18.45060888,1.6946899303748781,2.13883679032827,2.13883679032827
58,0.525,24.45060888,18.45060888,3.2825722636431043,2.7286379284260533,2.7286379284251723
59,1.0,24.45060888,18.45060888,3.0272175147083358,3.318439066523851,3.318439066525386
60,0.05,29.45060888,18.45060888,1.9832183864428272,3.361648275008548,3.375910796548382
61,0.525,29.45060888,18.45060888,4.399675615180578,4.236854485966489,4.236854485966845
