,ma,Twi,Twb,delt_uem,delt_reg,delt_lp_relax
0,0.05,23.47434912,22.47434912,0.3971314385453551,0.7582527699267025,0.7474903952003125
1,0.525,23.47434912,22.47434912,0.4544466954174636,0.8312920331529057,0.8312920331513496
2,1.0,23.47434912,22.47434912,0.507251721562895,0.9043312963791017,0.9150936711079574
3,0.05,28.47434912,22.47434912,1.4546520899908415,1.306595584635069,1.3065955846350619
4,0.525,28.47434912,22.47434912,1.7658509831554996,1.5949990339451858,1.5949990339436297
5,1.0,28.47434912,22.47434912,2.0499884919600952,1.8834024832552956,1.8834024832570293
6,0.05,33.47434912,22.47434912,1.5889094188050068,1.854938399343439,1.8657007740698006
7,0.525,33.47434912,22.47434912,2.099504201482227,2.358706034737466,2.3587060347373168
8,1.0,33.47434912,22.47434912,2.5604864461659997,2.862473670131493,2.8517112954060906
9,0.05,23.47434912,22.47434912,0.3971314385453551,0.7582527699267025,0.7474903952003125
10,0.525,23.47434912,22.47434912,0.4544466954174636,0.8312920331529057,0.8312920331513496
11,1.0,23.47434912,22.47434912,0.507251721562895,0.9043312963791017,0.9150936711079574
12,0.05,28.47434912,22.47434912,1.4546520899908415,1.306595584635069,1.3065955846350619
13,0.525,28.47434912,22.47434912,1.7658509831554996,1.5949990339451858,1.5949990339436297
14,1.0,28.47434912,22.47434912,2.0499884919600952,1.8834024832552956,1.8834024832570293
15,0.05,33.47434912,22.47434912,1.5889094188050068,1.854938399343439,1.8657007740698006
16,0.525,33.47434912,22.47434912,2.099504201482227,2.358706034737466,2.3587060347373168
17,1.0,33.47434912,22.47434912,2.5604864461659997,2.862473670131493,2.8517112954060906
18,0.05,23.47434912,22.47434912,0.3971314385453551,0.7582527699267025,0.7474903952003125
19,0.525,23.47434912,22.47434912,0.4544466954174636,0.8312920331529057,0.8312920331513496
20,1.0,23.47434912,22.47434912,0.507251721562895,0.9043312963791017,0.9150936711079574
21,0.05,28.47434912,22.47434912,1.4546520899908415,1.306595584635069,1.3065955846350619
22,0.525,28.47434912,22.47434912,1.7658509831554996,1.5949990339451858,1.5949990339436297
23,1.0,28.47434912,22.47434912,2.0499884919600952,1.8834024832552956,1.8834024832570293
24,0.05,33.47434912,22.47434912,1.5889094188050068,1.854938399343439,1.8657007740698006
25,0.525,33.47434912,22.47434912,2.099504201482227,2.358706034737466,2.3587060347373168
26,1.0,33.47434912,22.47434912,2.5604864461659997,2.862473670131493,2.8517112954060906
27,0.05,23.07528905,22.07528905,0.3971314385453551,0.7582527699258428,0.7474903951994563
28,0.525,23.07528905,22.07528905,0.4544466954174636,0.83129203315222,0.8312920331524474
29,1.0,23.07528905,22.07528905,0.507251721562895,0.9043312963785972,0.9150936711066002
30,0.05,28.075289049999995,22.07528905,1.4546520899908415,1.3065955846342092,1.3065955846341915
31,0.525,28.075289049999995,22.07528905,1.7658509831554996,1.5949990339445002,1.5949990339447204
32,1.0,28.075289049999995,22.07528905,2.0499884919600952,1.8834024832547875,1.8834024832556615
33,0.05,33.075289049999995,22.07528905,1.5889094188050068,1.8549383993425757,1.8657007740689373
34,0.525,33.075289049999995,22.07528905,2.099504201482227,2.358706034736773,2.3587060347370006
35,1.0,33.075289049999995,22.07528905,2.5604864461659997,2.862473670130978,2.8517112954066057
36,0.05,21.53862231,20.53862231,0.3971314385453551,0.758252771111632,0.7474903963851709
37,0.525,21.53862231,20.53862231,0.4544466954174636,0.831292033148948,0.831292033150536
38,1.0,21.53862231,20.53862231,0.507251721562895,0.9043312951862639,0.9150936699121388
39,0.05,26.53862231,20.53862231,1.4546520899908415,1.3065955858209009,1.3065955858209115
40,0.525,26.53862231,20.53862231,1.7658509831554996,1.5949990339440667,1.5949990339442444
41,1.0,26.53862231,20.53862231,2.0499884919600952,1.883402482067229,1.883402482065879
42,0.05,31.53862231,20.53862231,1.5889094188050068,1.8549384005301768,1.8657007752566592
43,0.525,31.53862231,20.53862231,2.099504201482227,2.358706034739182,2.3587060347398356
44,1.0,31.53862231,20.53862231,2.5604864461659997,2.862473668948194,2.8517112942214915
45,0.05,20.01665621,19.01665621,0.3971314385453551,0.7582527699251997,0.7474903951988239
46,0.525,20.01665621,19.01665621,0.4544466954174636,0.8312920331527458,0.8312920331535238
47,1.0,20.01665621,19.01665621,0.507251721562895,0.9043312963802919,0.9150936711092541
48,0.05,25.01665621,19.01665621,1.4546520899908415,1.3065955846335697,1.3065955846335733
49,0.525,25.01665621,19.01665621,1.7658509831554996,1.5949990339450295,1.5949990339458076
50,1.0,25.01665621,19.01665621,2.0499884919600952,1.8834024832564857,1.8834024832601983
