Day of week,Date,Month,Year ,Hour,ar1_energy,ar1_flow,ar2_energy,ar2_flow,ar3_energy,ar3_flow,af1_energy,af1_flow,af2_energy,af2_flow,af3_energy,af3_flow,af31_energy,af32_energy,af33_energy,dist_nwk_flow
5,1,1,2016,0,0,0,83,1174,0,0,0,-0.1,9,449.5,0,0,0,19,0,55.55
5,1,1,2016,1,0,0,82,1186,0,0,0,-0.1,10,443.6,0,0,0,17,0,16.65
5,1,1,2016,2,0,0,18,0,0,0,0,-0.1,2,0,0,0,4,4,0,15.65
5,1,1,2016,3,0,0,0,0,0,0,0,-0.1,0,0,0,0,5,0,0,16.65
5,1,1,2016,4,0,0,0,0,0,0,0,-0.1,0,0,0,0,5,0,0,15.65
5,1,1,2016,5,0,0,0,0,0,0,0,-0.1,0,0,0,0,5,0,0,15.65
5,1,1,2016,6,0,0,0,0,0,0,0,-0.1,0,0,0,0,5,0,0,14.65
5,1,1,2016,7,0,0,0,0,0,0,0,-0.1,0,0,0,0,5,0,0,15.65
5,1,1,2016,8,0,0,51,1180.6,0,0,0,-0.1,8,447.8,0,0,12,9,0,137.65
5,1,1,2016,9,0,0,82,1180,0,0,0,-0.1,10,450,0,0,0,17,0,15.65
5,1,1,2016,10,0,0,81,1179,0,0,0,-0.1,10,445.6,0,0,0,18,0,43.65
5,1,1,2016,11,0,0,82,1181,0,0,0,-0.1,10,445.5,0,0,0,20,0,73.65
5,1,1,2016,12,0,0,82,1187.3,0,0,0,-0.1,10,445.1,0,0,0,17,0,21.65
5,1,1,2016,13,0,0,82,1184.3,0,0,0,-0.1,9,446.5,0,0,0,18,0,26.65
5,1,1,2016,14,0,0,82,1179.3,0,0,0,-0.1,10,451.3,0,0,0,18,0,50.65
5,1,1,2016,15,0,0,81,1177,0,0,0,-0.1,10,444.3,0,0,0,18,0,24.65
5,1,1,2016,16,0,0,82,1182,0,0,0,-0.1,10,449.3,0,0,0,17,0,21.65
5,1,1,2016,17,0,0,82,1176.6,0,0,0,-0.1,10,451.1,0,0,0,20,0,74.65
5,1,1,2016,18,0,0,83,1184,0,0,0,-0.1,9,440.6,0,0,0,18,0,23.65
5,1,1,2016,19,0,0,82,1183.3,0,0,0,-0.1,10,464,0,0,0,18,0,37.65
5,1,1,2016,20,0,0,82,1177.3,0,0,0,-0.1,10,441.6,0,0,0,19,0,64.65
5,1,1,2016,21,0,0,83,1182.6,0,0,0,-0.1,10,441.6,0,0,0,17,0,23.65
5,1,1,2016,22,0,0,82,1175.3,0,0,0,-0.1,9,458.6,0,0,0,19,0,46.65
5,1,1,2016,23,0,0,82,1180,0,0,0,-0.1,10,440.8,0,0,0,18,0,39.65
6,2,1,2016,0,0,0,82,1181.6,0,0,0,-0.1,10,447,0,0,0,16,3,61.45
6,2,1,2016,1,0,0,82,1174,0,0,0,-0.1,10,449.5,0,0,0,0,18,52.55
6,2,1,2016,2,0,0,82,0,0,0,0,-0.1,10,0,0,0,0,0,18,39.45
6,2,1,2016,3,0,0,11,0,0,0,0,-0.1,1,0,0,0,5,0,2,41.65
6,2,1,2016,4,0,0,0,0,0,0,0,-0.1,0,0,0,0,5,0,0,37.25
6,2,1,2016,5,0,0,0,0,0,0,0,-0.1,0,0,0,0,6,0,0,32.35
6,2,1,2016,6,0,0,0,0,0,0,0,-0.1,0,0,0,0,5,0,0,32.05
6,2,1,2016,7,0,0,0,0,0,0,0,-0.1,0,0,0,0,6,0,0,41.75
6,2,1,2016,8,0,0,42,1181,0,0,0,-0.1,8,451,0,0,6,14,0,233.85
6,2,1,2016,9,0,0,82,1182.3,0,0,0,-0.1,10,450.5,0,0,0,20,0,95.15
6,2,1,2016,10,0,0,82,1182.6,0,0,0,-0.1,10,453,0,0,0,21,0,116.45
6,2,1,2016,11,0,0,83,1182.6,0,0,0,-0.1,9,452,0,0,0,19,0,87.35
6,2,1,2016,12,0,0,83,1177.6,0,0,0,-0.1,10,454,0,0,0,21,0,125.35
6,2,1,2016,13,0,0,82,1176.6,0,0,0,-0.1,10,458.6,0,0,0,22,0,141.95
6,2,1,2016,14,0,0,83,1178.3,0,0,0,-0.1,10,463,0,0,0,23,0,162.25
6,2,1,2016,15,0,0,83,1178.6,0,0,0,-0.1,10,453.8,0,0,0,22,0,159.05
6,2,1,2016,16,0,0,83,1181,0,0,0,-0.1,9,457.8,0,0,0,21,0,119.65
6,2,1,2016,17,0,0,83,1170.3,0,0,0,-0.1,10,454.6,0,0,0,22,0,142.65
6,2,1,2016,18,0,0,83,1176.3,0,0,0,-0.1,10,456.1,0,0,0,23,0,164.65
6,2,1,2016,19,0,0,83,1188,0,0,0,-0.1,10,462.8,0,0,0,24,0,191.65
6,2,1,2016,20,0,0,83,1181.3,0,0,0,-0.1,10,462.3,0,0,0,24,0,184.65
6,2,1,2016,21,0,0,83,1177,0,0,0,-0.1,9,460,0,0,0,23,0,183.65
6,2,1,2016,22,0,0,84,1181.6,0,0,0,-0.1,10,461,0,0,0,24,0,174.65
6,2,1,2016,23,0,0,83,1165.3,0,0,0,-0.1,10,448.3,0,0,0,19,0,87.65
7,3,1,2016,0,0,0,83,1180,0,0,0,-0.1,10,441.1,0,0,0,18,0,21.65
7,3,1,2016,1,0,0,84,1180.6,0,0,0,-0.1,10,448.1,0,0,0,17,0,15.65
7,3,1,2016,2,0,0,23,0,0,0,0,-0.1,2,0,0,0,3,5,0,15.65
7,3,1,2016,3,0,0,0,0,0,0,0,-0.1,0,0,0,0,5,0,0,14.65
7,3,1,2016,4,0,0,0,0,0,0,0,-0.1,0,0,0,0,5,0,0,15.65
7,3,1,2016,5,0,0,0,0,0,0,0,-0.1,0,0,0,0,5,0,0,14.65
7,3,1,2016,6,0,0,0,0,0,0,0,-0.1,0,0,0,0,6,0,0,14.65
7,3,1,2016,7,0,0,0,0,0,0,0,-0.1,0,0,0,0,5,0,0,15.65
7,3,1,2016,8,0,0,23,1181.3,0,0,0,-0.1,5,450,0,0,8,7,0,174.65
7,3,1,2016,9,0,0,83,1186.3,0,0,0,-0.1,10,445.5,0,0,0,17,0,27.65
7,3,1,2016,10,0,0,83,1181.3,0,0,0,-0.1,10,457.5,0,0,0,18,0,44.65
7,3,1,2016,11,0,0,84,1177,0,0,0,-0.1,10,466.5,0,0,0,28,0,262.65
7,3,1,2016,12,0,0,83,1178.6,0,0,0,-0.1,10,463.6,0,0,0,14,7,117.65
7,3,1,2016,13,0,0,84,1180.6,0,0,0,-0.1,9,459.5,0,0,0,0,22,151.65
7,3,1,2016,14,0,0,83,1173.3,0,0,0,-0.1,10,462.3,0,0,0,0,22,139.65
7,3,1,2016,15,0,0,84,1173.6,0,0,0,-0.1,10,456.8,0,0,0,0,21,122.65
7,3,1,2016,16,0,0,83,1184.6,0,0,0,-0.1,10,456.6,0,0,0,0,20,103.65
7,3,1,2016,17,0,0,83,1179.6,0,0,0,-0.1,10,462,0,0,0,0,20,110.65
7,3,1,2016,18,0,0,83,1182.6,0,0,0,-0.1,10,459.1,0,0,0,0,22,142.65
7,3,1,2016,19,0,0,84,1182.3,0,0,0,-0.1,9,460.3,0,0,0,0,22,152.65
7,3,1,2016,20,0,0,83,1172.3,0,0,0,-0.1,10,455.6,0,0,0,0,22,160.65
7,3,1,2016,21,0,0,83,1186,0,0,0,-0.1,10,454.6,0,0,0,0,23,163.65
7,3,1,2016,22,0,0,84,1182,0,0,0,-0.1,10,452.5,0,0,0,0,22,139.65
7,3,1,2016,23,0,0,83,1181.3,0,0,0,-0.1,10,447.8,0,0,0,0,19,72.65
1,4,1,2016,0,0,0,84,1176,0,0,0,-0.1,9,443.3,0,0,0,0,17,18.65
1,4,1,2016,1,0,0,84,1186.3,0,0,0,-0.1,10,447.6,0,0,0,0,17,39.15
1,4,1,2016,2,0,0,84,1181.6,0,0,0,-0.1,10,444.3,0,0,0,0,18,37.45
1,4,1,2016,3,0,0,43,0,0,0,0,-0.1,5,0,0,0,3,0,9,33.15
1,4,1,2016,4,0,0,0,0,0,0,0,-0.1,0,0,0,0,5,0,0,30.85
1,4,1,2016,5,0,0,0,0,0,0,0,-0.1,0,0,0,0,5,0,0,30.65
1,4,1,2016,6,0,0,0,0,0,0,0,-0.1,0,0,0,0,5,0,0,28.75
1,4,1,2016,7,0,0,0,0,0,0,0,-0.1,0,0,0,0,6,0,0,31.05
1,4,1,2016,8,0,0,64,1175.6,0,0,0,-0.1,10,467.8,0,0,11,0,0,55.25
1,4,1,2016,9,0,0,84,1179,0,0,0,-0.1,10,462.3,0,0,8,0,19,229.55
1,4,1,2016,10,0,0,83,1178,0,0,0,-0.1,10,465.3,0,0,0,0,25,147.25
1,4,1,2016,11,0,0,83,1179.6,0,0,0,-0.1,10,464.3,0,0,0,0,23,102.25
1,4,1,2016,12,0,0,84,1181.3,0,0,0,-0.1,10,466,0,0,0,0,25,145.45
1,4,1,2016,13,0,0,83,1184.3,0,0,0,-0.1,10,454.8,0,0,0,0,25,188.75
1,4,1,2016,14,0,0,84,1177.6,0,0,0,-0.1,9,466.3,0,0,0,0,25,164.15
1,4,1,2016,15,0,0,84,1192,0,0,0,-0.1,10,465.6,0,0,0,0,24,170.25
1,4,1,2016,16,0,0,83,1182.6,0,0,0,-0.1,10,461.3,0,0,0,0,24,161.45
1,4,1,2016,17,0,0,84,1178.3,0,0,0,-0.1,10,462.6,0,0,0,16,9,177.15
1,4,1,2016,18,0,0,84,1173.6,0,0,0,-0.1,10,465,0,0,0,26,0,189.85
1,4,1,2016,19,0,0,84,1177,0,0,0,-0.1,10,465,0,0,0,27,0,214.65
1,4,1,2016,20,0,0,83,1176.3,0,0,0,-0.1,9,471,0,0,0,27,0,221.45
1,4,1,2016,21,0,0,84,1177.6,0,0,0,-0.1,10,467.1,0,0,0,26,0,215.15
1,4,1,2016,22,0,0,84,1185,0,0,0,-0.1,10,459.6,0,0,0,24,0,200.35
1,4,1,2016,23,0,0,84,1188,0,0,0,-0.1,10,443.1,0,0,0,21,0,124.45
2,5,1,2016,0,0,0,84,1189.3,0,0,0,-0.1,10,455,0,0,0,18,0,42.15
2,5,1,2016,1,0,0,84,1178.6,0,0,0,-0.1,10,450.6,0,0,0,18,0,35.15
2,5,1,2016,2,0,0,38,0,0,0,0,-0.1,4,0,0,0,3,7,0,31.25
2,5,1,2016,3,0,0,0,0,0,0,0,-0.1,0,0,0,0,5,0,0,25.75
2,5,1,2016,4,0,0,0,0,0,0,0,-0.1,0,0,0,0,5,0,0,27.45
2,5,1,2016,5,0,0,0,0,0,0,0,-0.1,0,0,0,0,6,0,0,27.45
2,5,1,2016,6,0,0,0,0,0,0,0,-0.1,0,0,0,0,5,0,0,27.55
2,5,1,2016,7,0,0,0,0,0,0,0,-0.1,0,0,0,0,5,0,0,27.95
2,5,1,2016,8,0,0,0,0,0,0,0,-0.1,0,0,0,0,6,0,0,41.25
2,5,1,2016,9,0,0,0,0,0,0,0,-0.1,0,0,0,0,7,0,0,178.65
2,5,1,2016,10,0,0,0,0,0,0,0,-0.1,0,0,0,0,7,0,0,184.35
2,5,1,2016,11,7,0,13,1171.6,0,0,2.209,-0.1,4,521.1,0,0,9,16,0,284.45
2,5,1,2016,12,0,0,82,1180.3,0,0,0,-0.1,11,467.8,0,0,0,28,0,223.15
2,5,1,2016,13,0,0,81,1184.6,0,0,0,-0.1,9,457.8,0,0,0,28,0,181.85
2,5,1,2016,14,0,0,82,1174.6,0,0,0,-0.1,10,460.8,0,0,0,24,0,144.85
2,5,1,2016,15,0,0,82,1175.6,0,0,0,-0.1,10,466.3,0,0,0,24,0,138.85
2,5,1,2016,16,0,0,82,1180,0,0,0,-0.1,10,459.1,0,0,0,23,0,133.95
2,5,1,2016,17,0,0,82,1179.6,0,0,0,-0.1,10,463.1,0,0,0,27,0,218.85
2,5,1,2016,18,0,0,83,1184,0,0,0,-0.1,10,460.1,0,0,0,25,0,176.75
2,5,1,2016,19,0,0,82,1178,0,0,0,-0.1,10,464.6,0,0,0,25,0,172.65
2,5,1,2016,20,0,0,82,1183,0,0,0,-0.1,10,467.5,0,0,0,25,0,166.35
2,5,1,2016,21,0,0,82,1182,0,0,0,-0.1,10,459.8,0,0,0,22,0,144.65
2,5,1,2016,22,0,0,83,1180,0,0,0,-0.1,9,452.5,0,0,0,22,0,137.75
2,5,1,2016,23,0,0,83,1182,0,0,0,-0.1,10,450.8,0,0,0,20,0,104.25
3,6,1,2016,0,0,0,83,1180.3,0,0,0.372,-0.1,10,451.3,0,0,0,19,0,57.95
3,6,1,2016,1,0,0,84,0,0,0,0,-0.1,10,0,0,0,0,18,0,41.65
3,6,1,2016,2,0,0,1,0,0,0,0,-0.1,0,0,0,0,5,0,0,32.35
3,6,1,2016,3,0,0,0,0,0,0,0,-0.1,0,0,0,0,6,0,0,30.15
3,6,1,2016,4,0,0,0,0,0,0,0,-0.1,0,0,0,0,5,0,0,31.25
3,6,1,2016,5,0,0,0,0,0,0,0,-0.1,0,0,0,0,5,0,0,31.05
3,6,1,2016,6,0,0,0,0,0,0,0,-0.1,0,0,0,0,6,0,0,30.05
3,6,1,2016,7,0,0,0,0,0,0,0,-0.1,0,0,0,0,5,0,0,31.15
3,6,1,2016,8,0,0,0,0,0,0,0,-0.1,0,0,0,0,6,0,0,47.05
3,6,1,2016,9,0,0,50,1179.3,0,0,0,-0.1,9,453.3,0,0,5,12,4,243.65
3,6,1,2016,10,0,0,83,1184.6,0,0,0,-0.1,9,457.3,0,0,0,0,19,62.95
3,6,1,2016,11,0,0,83,1181.3,0,0,0,-0.1,10,509.3,0,0,0,0,23,169.55
3,6,1,2016,12,0,0,84,1184.3,0,0,0,-0.1,13,537.3,0,0,0,0,35,428.45
3,6,1,2016,13,0,0,83,1188.3,0,0,0,-0.1,14,573.6,0,0,0,0,35,446.35
3,6,1,2016,14,0,0,85,1171.6,0,0,0,-0.1,16,588.1,0,0,0,0,38,474.45
3,6,1,2016,15,0,0,84,1177.3,0,0,0,-0.1,13,461.3,0,0,0,0,29,288.15
3,6,1,2016,16,0,0,83,1179.6,0,0,0,-0.1,10,454.5,0,0,0,0,20,134.15
3,6,1,2016,17,0,0,83,1178.6,0,0,0,-0.1,9,456.5,0,0,0,0,19,58.45
3,6,1,2016,18,0,0,83,1177.3,0,0,0,-0.1,10,452.1,0,0,0,0,18,53.45
3,6,1,2016,19,0,0,83,1192,0,0,0,-0.1,10,450.8,0,0,0,0,18,55.75
3,6,1,2016,20,0,0,84,1184,0,0,0,-0.1,10,448.1,0,0,0,0,18,53.45
3,6,1,2016,21,0,0,83,1182,0,0,0,-0.1,10,445.8,0,0,0,0,18,64.15
3,6,1,2016,22,0,0,84,1183.3,0,0,0,-0.1,10,449.1,0,0,0,0,19,55.65
3,6,1,2016,23,0,0,85,1182.3,0,0,0,-0.1,9,450.5,0,0,0,0,18,59.45
4,7,1,2016,0,0,0,84,1179.6,0,0,0,-0.1,10,446.6,0,0,0,0,19,69.65
4,7,1,2016,1,0,0,84,1184.3,0,0,0,-0.1,10,449.3,0,0,0,0,17,46.35
4,7,1,2016,2,0,0,78,0,0,0,0,-0.1,9,0,0,0,5,0,9,37.25
4,7,1,2016,3,0,0,0,0,0,0,0,-0.1,0,0,0,0,6,0,0,28.05
4,7,1,2016,4,0,0,0,0,0,0,0,-0.1,0,0,0,0,5,0,0,31.65
4,7,1,2016,5,0,0,0,0,0,0,0,-0.1,0,0,0,0,5,0,0,29.95
4,7,1,2016,6,0,0,0,0,0,0,0,-0.1,0,0,0,0,6,0,0,31.85
4,7,1,2016,7,0,0,0,0,0,0,0,-0.1,0,0,0,0,5,0,0,30.15
4,7,1,2016,8,0,0,51,1173.6,0,0,0,-0.1,9,448,0,0,5,0,16,208.85
4,7,1,2016,9,0,0,83,1183,0,0,0,-0.1,10,454.8,0,0,0,0,19,86.65
4,7,1,2016,10,0,0,84,1184.3,0,0,0,-0.1,10,459,0,0,0,0,24,138.65
4,7,1,2016,11,0,0,83,1175,0,0,0,-0.1,9,453.6,0,0,0,0,24,126.15
4,7,1,2016,12,0,0,83,1181,0,0,0,-0.1,10,459.8,0,0,0,0,21,105.05
4,7,1,2016,13,0,0,83,1177,0,0,0,-0.1,10,457,0,0,0,0,23,160.25
4,7,1,2016,14,0,0,83,1183.6,0,0,0,-0.1,10,460.6,0,0,0,0,22,149.45
4,7,1,2016,15,0,0,83,1181.6,0,0,0,-0.1,10,458.8,0,0,0,16,6,159.85
4,7,1,2016,16,0,0,83,1187,0,0,0,-0.1,10,461.1,0,0,0,22,0,141.55
4,7,1,2016,17,0,0,84,1174.6,0,0,0,-0.1,9,465.1,0,0,0,23,0,169.05
4,7,1,2016,18,0,0,83,1179,0,0,0,-0.1,10,457.6,0,0,0,25,0,206.95
4,7,1,2016,19,0,0,83,1178.6,0,0,0,-0.1,10,461.3,0,0,0,24,0,208.35
4,7,1,2016,20,0,0,83,1177.6,0,0,0,-0.1,10,466.3,0,0,0,26,0,230.65
4,7,1,2016,21,0,0,84,1180.6,0,0,0,-0.1,10,459.3,0,0,0,26,0,221.65
4,7,1,2016,22,0,0,83,1183.3,0,0,0,-0.1,10,465.1,0,0,0,24,0,202.65
4,7,1,2016,23,0,0,83,1177.3,0,0,0,-0.1,9,452.1,0,0,0,21,0,104.95
5,8,1,2016,0,0,0,84,1180.3,0,0,0,-0.1,10,447,0,0,0,18,0,42.85
5,8,1,2016,1,0,0,83,1172.3,0,0,0,-0.1,10,450.3,0,0,0,18,0,35.15
5,8,1,2016,2,0,0,29,0,0,0,0,-0.1,3,0,0,0,3,5,0,30.15
5,8,1,2016,3,0,0,0,0,0,0,0,-0.1,0,0,0,0,6,0,0,27.75
5,8,1,2016,4,0,0,0,0,0,0,0,-0.1,0,0,0,0,5,0,0,28.05
5,8,1,2016,5,0,0,0,0,0,0,0,-0.1,0,0,0,0,5,0,0,27.95
5,8,1,2016,6,0,0,0,0,0,0,0,-0.1,0,0,0,0,6,0,0,25.85
5,8,1,2016,7,0,0,0,0,0,0,0,-0.1,0,0,0,0,5,0,0,28.45
5,8,1,2016,8,0,0,0,0,0,0,0,-0.1,0,474.3,0,0,5,0,0,42.05
5,8,1,2016,9,0,0,70,1179.6,0,0,0,-0.1,11,453.8,0,0,4,21,0,212.65
5,8,1,2016,10,0,0,81,1174,0,0,0,-0.1,11,580.8,0,0,0,29,0,240.95
5,8,1,2016,11,0,0,81,1176.6,0,0,0,-0.1,13,465,0,0,0,32,0,291.95
5,8,1,2016,12,0,0,81,1181.6,0,0,0,-0.1,10,468.5,0,0,0,28,0,181.35
5,8,1,2016,13,0,0,81,1193,0,0,0,-0.1,9,465.5,0,0,0,28,0,217.45
5,8,1,2016,14,0,0,82,1181,0,0,0,-0.1,10,465.8,0,0,0,28,0,224.95
5,8,1,2016,15,0,0,81,1175,0,0,0,-0.1,10,467,0,0,0,28,0,222.55
5,8,1,2016,16,0,0,81,1184,0,0,0,-0.1,10,469.3,0,0,0,28,0,229.25
5,8,1,2016,17,0,0,82,1180.3,0,0,0,-0.1,10,467,0,0,0,29,0,242.65
5,8,1,2016,18,0,0,81,1176.3,0,0,0,-0.1,9,466.1,0,0,0,30,0,271.35
5,8,1,2016,19,0,0,82,1178,0,0,0,-0.1,10,466.5,0,0,0,29,0,268.35
5,8,1,2016,20,0,0,81,1178,0,0,0,-0.1,10,469.6,0,0,0,30,0,255.85
5,8,1,2016,21,0,0,82,1181,0,0,0,-0.1,10,463.3,0,0,0,26,0,247.15
5,8,1,2016,22,0,0,81,1176.3,0,0,0,-0.1,9,469.5,0,0,0,3,24,237.95
5,8,1,2016,23,0,0,82,1185,0,0,0,-0.1,10,455.6,0,0,0,0,22,143.45
6,9,1,2016,0,0,0,82,1181.3,0,0,0,-0.1,10,446.8,0,0,0,0,19,72.85
6,9,1,2016,1,0,0,82,1176.6,0,0,0,-0.1,10,443.3,0,0,0,0,17,40.15
6,9,1,2016,2,0,0,82,1178.6,0,0,0,-0.1,10,443.3,0,0,0,0,18,38.15
6,9,1,2016,3,0,0,17,0,0,0,0,-0.1,2,0,0,0,4,0,3,31.25
6,9,1,2016,4,0,0,0,0,0,0,0,-0.1,0,0,0,0,5,0,0,29.85
6,9,1,2016,5,0,0,0,0,0,0,0,-0.1,0,0,0,0,6,0,0,30.65
6,9,1,2016,6,0,0,0,0,0,0,0,-0.1,0,0,0,0,5,0,0,29.85
6,9,1,2016,7,0,0,0,0,0,0,0,-0.1,0,0,0,0,5,0,0,29.75
6,9,1,2016,8,0,0,0,1172.3,0,0,0,-0.1,0,785.6,0,0,7,0,0,138.25
6,9,1,2016,9,0,0,74,1179,0,0,0,-0.1,12,464.3,0,0,2,0,29,378.45
6,9,1,2016,10,0,0,83,1181.3,0,0,0,-0.1,10,450.6,0,0,0,0,27,240.95
6,9,1,2016,11,0,0,83,1179.3,0,0,0,-0.1,10,461,0,0,0,0,23,182.15
6,9,1,2016,12,0,0,82,1183,0,0,0,-0.1,10,457.8,0,0,0,0,23,179.05
6,9,1,2016,13,0,0,83,1179.6,0,0,0,-0.1,10,458,0,0,0,0,26,222.25
6,9,1,2016,14,0,0,82,1168,0,0,0,-0.1,9,461.1,0,0,0,0,25,214.05
6,9,1,2016,15,0,0,83,1183.3,0,0,0,-0.1,10,462,0,0,0,0,25,204.55
6,9,1,2016,16,0,0,82,1178.6,0,0,0,-0.1,10,456,0,0,0,0,24,199.85
6,9,1,2016,17,0,0,83,1188.6,0,0,0,-0.1,10,467.5,0,0,0,0,25,220.45
6,9,1,2016,18,0,0,83,1181.3,0,0,0,-0.1,10,459.1,0,0,0,0,27,244.05
6,9,1,2016,19,0,0,82,1178.3,0,0,0,-0.1,9,464,0,0,0,0,26,233.65
6,9,1,2016,20,0,0,83,1176.6,0,0,0,-0.1,10,463.8,0,0,0,0,26,240.85
6,9,1,2016,21,0,0,83,1183.6,0,0,0,-0.1,10,465.5,0,0,0,0,27,258.95
6,9,1,2016,22,0,0,82,1183,0,0,0,-0.1,10,463.1,0,0,0,0,26,244.95
6,9,1,2016,23,0,0,83,1179.6,0,0,0,-0.1,9,452.6,0,0,0,0,22,138.45
7,10,1,2016,0,0,0,83,1172.6,0,0,0,-0.1,10,449.6,0,0,0,0,18,40.25
7,10,1,2016,1,0,0,84,1174.3,0,0,0,-0.1,10,448,0,0,0,0,17,14.65
7,10,1,2016,2,0,0,51,0,0,0,0,-0.1,6,0.3,0,0,3,0,10,16.65
7,10,1,2016,3,0,0,0,0,0,0,0,-0.1,0,0.3,0,0,5,0,0,14.65
7,10,1,2016,4,0,0,0,0,0,0,0,-0.1,0,0.3,0,0,5,0,0,13.65
7,10,1,2016,5,0,0,0,0,0,0,0,-0.1,0,0.3,0,0,5,0,0,14.65
7,10,1,2016,6,0,0,0,0,0,0,0,-0.1,0,0.3,0,0,5,0,0,13.65
7,10,1,2016,7,0,0,0,0,0,0,0,-0.1,0,0.3,0,0,5,0,0,14.65
7,10,1,2016,8,0,0,8,1181.3,0,0,0,-0.1,3,489.1,0,0,9,0,1,145.65
7,10,1,2016,9,0,0,82,1180.6,0,0,0,-0.1,11,464.5,0,0,0,0,32,382.65
7,10,1,2016,10,0,0,82,1183,0,0,0,-0.1,10,445.8,0,0,0,16,9,186.65
7,10,1,2016,11,0,0,82,1179.6,0,0,0,-0.1,9,454,0,0,0,21,0,116.65
7,10,1,2016,12,0,0,82,1181,0,0,0,-0.1,10,465.6,0,0,0,21,0,133.65
7,10,1,2016,13,0,0,82,1187,0,0,0,-0.1,10,460.1,0,0,0,22,0,144.65
7,10,1,2016,14,0,0,82,1178,0,0,0,-0.1,10,460.6,0,0,0,23,0,159.65
7,10,1,2016,15,0,0,82,1176,0,0,0,-0.1,10,460.3,0,0,0,23,0,174.65
7,10,1,2016,16,0,0,82,1180.3,0,0,0,-0.1,9,463.3,0,0,0,23,0,169.65
7,10,1,2016,17,0,0,82,1180.3,0,0,0,-0.1,10,462.8,0,0,0,24,0,181.65
7,10,1,2016,18,0,0,82,1179,0,0,0,-0.1,10,465.3,0,0,0,23,0,175.65
7,10,1,2016,19,0,0,82,1180.3,0,0,0,-0.1,10,464.6,0,0,0,25,0,202.65
7,10,1,2016,20,0,0,82,1179,0,0,0,-0.1,10,465.3,0,0,0,24,0,198.65
7,10,1,2016,21,0,0,83,1171.3,0,0,0,-0.1,9,465,0,0,0,24,0,196.65
7,10,1,2016,22,0,0,82,1179,0,0,0,-0.1,10,459.6,0,0,0,23,0,160.65
7,10,1,2016,23,0,0,82,1179.3,0,0,0,-0.1,10,448.3,0,0,0,19,0,82.65
1,11,1,2016,0,0,0,83,1176.3,0,0,0,-0.1,10,444.8,0,0,0,18,0,29.45
1,11,1,2016,1,0,0,83,1182.3,0,0,0,-0.1,10,451,0,0,0,18,0,33.15
1,11,1,2016,2,0,0,83,1172.3,0,0,0,-0.1,10,447.8,0,0,0,18,0,34.65
1,11,1,2016,3,0,0,28,0,0,0,0,-0.1,3,0,0,0,3,5,0,28.75
1,11,1,2016,4,0,0,0,0,0,0,0,-0.1,0,0,0,0,6,0,0,27.55
1,11,1,2016,5,0,0,0,0,0,0,0,-0.1,0,0,0,0,5,0,0,27.35
1,11,1,2016,6,0,0,0,0,0,0,0,-0.1,0,0,0,0,5,0,0,28.55
1,11,1,2016,7,0,0,0,0,0,0,0,-0.1,0,0,0,0,6,0,0,27.05
1,11,1,2016,8,0,0,0,0,55,1178,0,-0.1,0,0,8,452.5,16,0,0,137.15
1,11,1,2016,9,0,0,0,0,83,1183.6,0,-0.1,0,0,11,449.1,7,22,0,241.25
1,11,1,2016,10,0,0,0,0,84,1173,0,-0.1,0,0,10,451.3,0,24,0,129.55
1,11,1,2016,11,0,0,0,0,83,1179.6,0,-0.1,0,0,10,447.6,0,25,0,144.15
1,11,1,2016,12,0,0,0,0,82,1180.3,0,-0.1,0,0,9,452.3,0,27,0,180.15
1,11,1,2016,13,0,0,0,0,84,1178,0,-0.1,0,0,10,448,0,24,0,156.45
1,11,1,2016,14,0,0,0,0,83,1175.6,0,-0.1,0,0,10,507.1,0,23,0,130.65
1,11,1,2016,15,0,0,0,0,83,1182.3,0,-0.1,0,0,10,451,0,9,18,208.85
1,11,1,2016,16,0,0,0,0,83,1174.3,0,-0.1,0,0,10,449.1,0,0,25,177.95
1,11,1,2016,17,0,0,0,0,83,1181.3,0,-0.1,0,0,10,448.1,0,0,26,198.85
1,11,1,2016,18,0,0,0,0,83,1175,0,-0.1,0,0,10,451.6,0,0,26,166.15
1,11,1,2016,19,0,0,0,0,83,1200.3,0,-0.1,0,0,10,453.5,0,0,27,183.15
1,11,1,2016,20,0,0,0,0,83,1182,0,-0.1,0,0,10,448,0,0,25,172.75
1,11,1,2016,21,0,0,0,0,83,1173.6,0,-0.1,0,0,9,443.3,0,0,23,154.35
1,11,1,2016,22,0,0,0,0,83,1189.3,0,-0.1,0,0,10,446.5,0,0,21,150.55
1,11,1,2016,23,0,0,0,0,83,1175,0,-0.1,0,0,10,435.8,0,0,22,136.75
2,12,1,2016,0,0,0,0,0,83,1180.3,0,-0.1,0,0,10,441.3,0,0,18,43.95
2,12,1,2016,1,0,0,0,0,83,1180.6,0,-0.1,0,0,10,436.5,0,0,17,40.65
2,12,1,2016,2,0,0,0,0,84,1186,0,-0.1,0,0,10,435.3,0,0,18,38.55
2,12,1,2016,3,0,0,0,0,85,1194,0,-0.1,0,0,10,438,0,0,18,37.75
2,12,1,2016,4,0,0,0,0,84,1172.6,0,-0.1,0,0,10,434.5,0,0,17,38.05
2,12,1,2016,5,0,0,0,0,85,1175.6,0,-0.1,0,0,10,434.3,0,0,18,37.45
2,12,1,2016,6,0,0,0,0,85,1181.6,0,-0.1,0,0,9,441.5,0,0,18,37.65
2,12,1,2016,7,0,0,0,0,85,1196,0,-0.1,0,0,10,432.3,0,0,17,38.35
