-9.336050143924984335e-02,2.043889207399710983e+01
-2.497895459500389971e-03,2.994983120236141261e+01
-1.633737154942163234e-06,5.041379422329320192e+01
-1.992223417184376774e-08,6.200549091495404497e+01
-3.923529565323746784e-07,4.694727677104108921e+01
-5.485831758675631820e-08,5.060018319671917908e+01
-2.093417044727533286e-08,5.988963517286884297e+01
-1.204622425444404966e-08,6.108720221518408522e+01
-1.406106651348337122e-07,5.287245424036960628e+01
-2.001345375168789076e+00,4.738370403274283049e+00
-8.687827485335928426e-09,6.377635552861629264e+01
-7.338089897063800192e-07,4.633046631409748528e+01
-1.314045529351652288e-09,6.013266107412862738e+01
-1.705266778590935634e-03,3.046915220936481816e+01
-7.293379572336125185e-10,6.736424780140497148e+01
-5.671217969890862245e-09,6.575813185424124185e+01
-1.687081982553752246e-01,1.673427151675850055e+01
-5.367597286688497890e-08,5.699034780103370679e+01
-2.136358369812957910e-08,4.515267651416943551e+01
-3.202092167231387035e-08,4.198334728261866644e+01
-6.447509110254804060e-10,6.517794668429759497e+01
-1.334234977536640118e-08,6.190328830469394461e+01
-8.402993342937786119e-04,2.984751911492270438e+01
-1.044740986733526812e-04,4.685721881946657419e+01
-5.710792529800104737e-04,2.676686692553540681e+01
-6.299564804665966592e-09,6.124300743800961300e+01
-6.974692127711752290e-07,5.087481369383534258e+01
-1.341261815580220110e-08,5.667356918507233843e+01
-9.102565017132236943e-05,1.967311087189822416e+01
-4.382295044119725276e-08,4.849640738754028746e+01
-2.581348607775375004e-01,2.149576729291677779e+01
-3.636854530920201565e-08,4.875046022524561096e+01
-2.712414295358667197e-08,6.368172727466676264e+01
-4.667833708111083183e-07,5.142052472382627570e+01
-2.064735459643302073e-02,2.226295936191300129e+01
-1.025021784960466077e-03,1.492800318342509414e+01
-1.910837255169777721e-06,4.532490801112319900e+01
-1.915158241935262258e-08,6.055016704785585802e+01
-3.621856987997772979e-06,5.174449466423185129e+01
-9.959947588868816800e-08,5.678088102855880948e+01
-6.361404696954572265e-09,6.785263910462997217e+01
-2.557938996850264528e-08,6.704085244290695300e+01
-2.437924363994384280e-03,2.511420982885872988e+01
-2.240493514457903955e-07,5.122998780990172918e+01
-1.472104600726326958e-06,4.821717470707374531e+01
-1.265433958154132260e-04,3.543237040896498513e+01
-6.913757029145812977e-08,5.676325510959441800e+01
-3.058017427282121257e-03,2.918150932402104658e+01
-8.618358396487112342e-07,4.704974901585988789e+01
-2.673686247334888451e-07,5.797053443489912183e+01
-6.394329412440462454e-04,1.837674364350917955e+01
-1.231212682342963547e-07,4.617192798246276908e+01
-6.891877297865194650e-10,6.376781854150002005e+01
-7.022356328477241091e-06,3.458572090275722388e+01
-8.033382935093988986e-09,5.516797031953691288e+01
-9.476631606290449205e-07,2.986658073746977493e+01
-6.002039563506005038e-02,1.919030221769606470e+01
-1.001341491013443006e-03,2.595074702134301603e+01
-8.982380314808156976e-09,5.934498285608124490e+01
-3.807571583375880419e-07,3.883108961021195427e+01
-1.679683493428653062e-08,5.474277384112440359e+01
-1.042581430006939668e-02,1.914981644701095220e+01
-7.823783561530671578e-05,2.930610893648358584e+01
-3.118202146495690469e-06,5.239992201533011951e+01
-2.118111942619019528e-01,1.711368388217423586e+01
-9.040029139499299874e-09,5.914846380439696816e+01
-1.950228566813319607e-08,5.893810567501647313e+01
-8.607642870744234900e-10,6.140631982639084185e+01
-3.290205300879905048e-08,4.428109204484822214e+01
-2.146771935769477794e-08,5.523742002792047145e+01
-3.677580484806388722e-08,4.243580964390719146e+01
-2.931837015090974496e-01,6.565104079109525870e+00
-1.662424556362156020e-06,3.862161092283033526e+01
-2.081946831861208067e-07,3.779422650656452731e+01
-3.985546279922621803e-07,4.408694931224550118e+01
-3.307792594486276468e-06,3.982045335576494693e+01
-2.241749810601343610e-04,2.960016741937815965e+01
-3.915586870425471697e-06,4.466597648267060805e+01
-2.140028963981173593e+00,1.269788774202124770e+01
-2.922061089317455807e-06,5.099913743065776117e+01
-2.219898075453105232e-03,2.462414156257008102e+01
-2.422533527087437284e-05,3.427603036599060005e+01
-2.292313952911121743e-07,4.829554374094537650e+01
-1.271318309731062426e-04,2.393398892153883040e+01
-5.196872802657181989e-03,2.996257783571111233e+01
-4.939770413985051384e-05,3.948413928903012504e+01
-2.086269968889425258e-03,3.036525243011087127e+01
-4.129744040451849849e-06,3.763459583633690642e+01
-3.063514317699485873e-06,4.290706122234342956e+01
-4.220947366162029583e-04,3.061448966559640539e+01
-2.220444843906619437e-05,3.773128182287324250e+01
-2.156294566184061567e-01,1.289155386231577793e+01
-2.158302433426617019e-08,6.180590518183591087e+01
-5.193289049518722694e-02,1.558430679416170861e+01
-2.876800695931665738e-05,4.723534518054786702e+01
