2.775400000000000205e+02,7.569299999999999500e+02,1.437938193537921052e+03
2.776200000000000045e+02,7.205499999999999545e+02,1.161069104751180248e+03
2.775400000000000205e+02,7.205499999999999545e+02,6.939064045138219399e+02
2.775400000000000205e+02,7.205499999999999545e+02,6.939064045138219399e+02
2.775400000000000205e+02,7.205499999999999545e+02,6.939064045138219399e+02
2.776200000000000045e+02,7.564199999999999591e+02,6.640550139004068342e+02
2.776200000000000045e+02,7.564199999999999591e+02,6.640550139004068342e+02
2.776200000000000045e+02,7.564199999999999591e+02,6.640550139004068342e+02
2.776200000000000045e+02,7.564199999999999591e+02,6.640550139004068342e+02
2.776200000000000045e+02,7.564199999999999591e+02,6.640550139004068342e+02
2.776200000000000045e+02,7.564199999999999591e+02,6.640550139004068342e+02
2.776200000000000045e+02,7.564199999999999591e+02,6.640550139004068342e+02
2.776200000000000045e+02,7.564199999999999591e+02,6.640550139004068342e+02
2.776200000000000045e+02,7.564199999999999591e+02,6.640550139004068342e+02
2.776200000000000045e+02,7.564199999999999591e+02,6.640550139004068342e+02
2.776200000000000045e+02,7.564199999999999591e+02,6.640550139004068342e+02
2.776200000000000045e+02,7.564199999999999591e+02,6.640550139004068342e+02
2.776200000000000045e+02,7.564199999999999591e+02,6.640550139004068342e+02
2.776200000000000045e+02,7.564199999999999591e+02,6.640550139004068342e+02
2.776200000000000045e+02,7.564199999999999591e+02,6.640550139004068342e+02
2.776200000000000045e+02,7.564199999999999591e+02,6.640550139004068342e+02
