,Name,Value,Unit
0,chiller1_nwk_choice_4_etret,275.0625806451613,K
1,chiller1_nwk_choice_4_ctin,289.5312609970675,K
2,chiller1_nwk_choice_4_tenwkflow,1.8898110184556463,m3/h
3,chiller1_nwk_choice_4_tcnwkflow,4.1107729941291575,m3/h
4,chiller1_nwk_choice_4_piecewise_steps,4.0,m3/h
5,gv2_substation_nwk_choice_4_demand,1800.0,kWh
6,gv2_substation_nwk_choice_4_totalflownwk,1.8898110184556463,m3/h
7,chiller_ret_nwk_choice_4_etret,275.0625806451613,K
8,chiller_evap_flow_consol_nwk_choice_4_tf,1.8898110184556463,m3/h
9,cp_network_nwk_choice_4_tf,1.8898110184556463,m3/h
