0.000000000000000000e+00,2.765504252199413600e+02,2.895219794721407993e+02,1.821699884757116479e+03,1.350715094719294484e+03,2.765504252199413600e+02,2.895219794721407993e+02,1.821699884757116479e+03,1.350715094719294484e+03,2.765504252199413600e+02,2.895219794721407993e+02,1.821699884757116479e+03,1.350715094719294484e+03,2.765504252199413600e+02,2.895219794721407993e+02,1.821699884757116479e+03,1.350715094719294484e+03,2.765504252199413600e+02,2.895219794721407993e+02,1.821699884757116479e+03,1.350715094719294484e+03,2.765504252199413600e+02,2.895219794721407993e+02,1.821699884757116479e+03,1.350715094719294484e+03,2.765504252199413600e+02,2.895219794721407993e+02,1.821699884757116479e+03,1.350715094719294484e+03,2.765504252199413600e+02,2.895219794721407993e+02,1.821699884757116479e+03,1.350715094719294484e+03,2.765504252199413600e+02,2.895219794721407993e+02,1.821699884757116479e+03,1.350715094719294484e+03,2.765504252199413600e+02,2.895219794721407993e+02,1.821699884757116479e+03,1.350715094719294484e+03,2.765504252199413600e+02,2.895219794721407993e+02,1.821699884757116479e+03,1.350715094719294484e+03,2.765504252199413600e+02,2.895219794721407993e+02,1.821699884757116479e+03,1.350715094719294484e+03,1.074183883951936587e+05
1.000000000000000000e+00,2.765123313782991659e+02,2.894941348973607091e+02,1.821685312578678804e+03,1.350715094719294484e+03,2.765948680351906432e+02,2.942741202346041405e+02,1.821699884757116479e+03,1.350715094719294484e+03,2.767535923753665656e+02,2.896704838709677574e+02,1.821699884757116479e+03,1.351226692129868070e+03,2.767535923753665656e+02,2.895219794721407993e+02,1.822166194467120931e+03,1.350691113590673694e+03,2.761631378299120456e+02,2.892156891495601485e+02,1.821692598667897528e+03,1.353912578535379453e+03,2.761377419354839162e+02,2.895219794721407993e+02,1.881817406901602908e+03,1.350707101009754069e+03,2.766520087976539912e+02,2.896333577712610463e+02,1.821816462184617649e+03,1.350715094719294484e+03,2.752806304985337533e+02,2.895219794721407993e+02,1.823565123597134516e+03,1.350970893424581163e+03,2.765377272727272953e+02,2.894848533724340314e+02,1.821699884757116479e+03,1.350715094719294484e+03,2.759091788856305243e+02,2.894848533724340314e+02,1.821699884757116479e+03,1.088777220505601917e+03,2.764424926686216963e+02,2.892249706744868263e+02,1.825430362437152326e+03,1.350715094719294484e+03,2.763409090909091219e+02,2.895219794721407993e+02,1.831084367670956908e+03,1.350715094719294484e+03,1.066582390879000886e+05
2.000000000000000000e+00,2.755409384164223070e+02,2.918887683284457921e+02,1.659329386515705210e+03,7.927621625219821908e+02,2.763409090909091219e+02,2.930211143695015039e+02,1.627744189752118928e+03,6.597708169014621262e+02,2.799915689149560194e+02,2.928633284457478112e+02,1.631532956145905473e+03,2.624033087379789322e+03,2.755282404692082423e+02,2.930860850439883052e+02,1.628327076889624550e+03,5.402568655657407817e+02,2.754837976539589590e+02,2.928633284457478112e+02,1.611998950950248172e+03,5.280105025501347882e+02,2.763472580645161543e+02,2.904594134897361073e+02,1.627685901038368456e+03,7.905638923984237181e+02,2.754774486803519267e+02,2.930396774193548595e+02,1.150388768491885912e+03,6.554302326211266063e+02,2.763409090909091219e+02,2.936429765395894833e+02,1.665099969177010735e+03,5.285300936702485615e+02,2.763663049853372513e+02,2.930211143695015039e+02,1.628327076889624550e+03,5.284901251225475107e+02,2.763409090909091219e+02,3.026924633431084999e+02,1.627889911536495447e+03,5.284981188320878118e+02,2.795979325513196727e+02,2.932624340175952966e+02,1.657704588619908236e+03,5.300808733210499213e+02,2.795979325513196727e+02,2.933459677419355103e+02,1.626928147759611193e+03,5.643419124104018465e+02,9.833370902561266121e+03
3.000000000000000000e+00,2.755409384164223070e+02,2.924920674486803591e+02,1.610804032318361806e+03,7.927621625219821908e+02,2.762647214076246769e+02,2.930489589442815372e+02,1.629609428592136965e+03,6.597548294823816377e+02,2.797376099706744981e+02,2.928262023460410433e+02,1.631554814413562099e+03,2.625056282200936494e+03,2.755472873900293393e+02,2.930675219941348928e+02,1.628327076889624550e+03,5.784028474916361802e+02,2.754837976539589590e+02,2.931603372434017842e+02,1.612006237039467123e+03,5.280105025501347882e+02,2.762710703812317092e+02,2.904594134897361073e+02,1.627452746183366116e+03,7.905638923984237181e+02,2.758837829912023949e+02,2.931696187683284620e+02,1.150388768491885912e+03,6.553822703638852545e+02,2.763409090909091219e+02,2.912669061583578127e+02,1.668837732946265760e+03,5.287858923755354681e+02,2.763282111436950572e+02,2.907192961876833124e+02,1.613405166169480481e+03,5.285620685084094248e+02,2.795915835777126404e+02,3.023954545454545269e+02,1.626957292116486315e+03,5.367156522394265039e+02,2.795915835777126404e+02,2.931510557184751065e+02,1.659511538746175574e+03,5.300728796115097339e+02,2.795979325513196727e+02,2.981166715542522070e+02,1.626928147759611193e+03,5.644058620867235732e+02,1.130846824216827008e+04
4.000000000000000000e+00,2.765567741935483923e+02,2.931139296187683385e+02,1.658098037437724543e+03,6.552943395589429656e+02,2.763218621700880249e+02,2.906821700879765444e+02,1.650054194940146772e+03,5.296891815535794876e+02,2.756552199413490030e+02,2.924827859237536813e+02,1.629638572949012314e+03,5.389059286534447892e+02,2.759409237536656860e+02,2.906636070381231889e+02,1.627882625447276496e+03,5.288018797946158429e+02,2.762075806451613289e+02,2.924642228739003258e+02,1.866939212716771863e+03,5.239896666514077879e+02,2.761631378299120456e+02,2.980609824046920835e+02,1.876804577519054646e+03,5.679230942844171750e+02,2.769567595307918282e+02,2.929004545454545791e+02,1.627838908911963699e+03,5.454128082191780322e+02,2.763028152492668710e+02,2.924827859237536813e+02,1.622753218637227064e+03,1.342689410340920858e+03,2.759726686217009046e+02,2.918887683284457921e+02,1.600049764631382914e+03,1.345087523202984585e+03,2.766329618768328373e+02,2.938193255131964747e+02,1.896360440982368345e+03,1.350835000362397523e+03,2.764424926686216963e+02,2.895591055718475104e+02,1.821437585545238790e+03,1.089416717268818957e+03,2.781630645161290545e+02,2.992304545454545632e+02,1.605747486400500520e+03,1.081598869338490886e+03,1.071318496595374891e+05
5.000000000000000000e+00,2.881373020527859126e+02,3.063772287390029305e+02,1.060517424907111490e+02,4.573860787623548276e+02,2.759282258064516213e+02,2.924735043988270036e+02,1.630614908904334243e+03,6.606501249508854698e+02,2.759917155425220017e+02,2.927890762463343322e+02,1.815674288973151988e+03,9.175519621542439381e+02,2.760298093841642526e+02,2.927241055718475309e+02,1.627889911536495447e+03,5.460523049823950714e+02,2.761313929618768270e+02,2.891785630498533806e+02,1.836359496265382859e+03,1.369244513433507564e+03,2.762964662756598386e+02,3.001678885630498712e+02,1.880928504016906800e+03,1.081550907081249534e+03,2.762202785923753936e+02,2.939492668621700773e+02,1.904061837286661330e+03,3.116607538442758027e+02,2.752996774193548504e+02,2.921208064516129070e+02,1.644560483669156383e+03,1.913744032474641699e+03,2.765504252199413600e+02,2.894755718475073536e+02,1.358246321726392580e+03,1.351074811648603827e+03,2.767091495601173392e+02,2.967522873900293234e+02,1.820810981872420371e+03,1.153358399880980869e+03,2.765758211143695462e+02,2.895126979472141215e+02,1.884862992195069864e+03,1.682517990314446706e+03,2.753123753665689151e+02,2.989984164222873915e+02,1.903588241487438154e+03,1.353784679182735999e+03,1.059098681973448402e+05
6.000000000000000000e+00,2.767091495601173392e+02,2.907564222873900235e+02,1.822151622288683257e+03,1.432754535730497992e+03,2.765758211143695462e+02,2.956663489736070574e+02,1.881606110314257194e+03,1.352681547266186726e+03,2.789757331378299341e+02,2.897261730205278809e+02,1.824475884749487022e+03,1.371610651457410540e+03,2.795725366568914865e+02,2.906821700879765444e+02,1.828964115708280360e+03,1.320123168308899949e+03,2.752107917888563406e+02,2.892156891495601485e+02,8.666684543110222876e+02,1.353400981124805867e+03,2.767662903225806872e+02,2.895126979472141215e+02,1.881868409526134656e+03,1.436687440824282703e+03,2.761250439882697947e+02,2.960840175953078983e+02,1.784795842863791449e+03,3.147063571790968695e+02,2.758393401759531116e+02,2.897076099706745254e+02,1.716000588459689880e+03,1.385743529924506902e+03,2.777186363636363922e+02,2.895498240469208326e+02,1.359623392588749539e+03,3.052418050834849055e+02,2.758202932551320146e+02,2.920465542521994280e+02,1.821685312578678804e+03,3.250779883880172292e+03,2.761123460410557300e+02,2.951744281524926805e+02,1.836235632748662965e+03,3.970557472009552384e+03,2.770329472140762732e+02,2.994346480938416448e+02,1.904491716550571937e+03,1.343712605162068030e+03,1.066268686379133214e+04
7.000000000000000000e+00,2.762456744868035230e+02,3.008083137829912062e+02,1.612676557247598566e+03,7.907557414273887844e+02,2.758266422287390469e+02,2.909327712609970717e+02,1.612793134675099736e+03,1.346830151882750897e+03,2.796804692082111501e+02,2.920187096774193947e+02,1.429176400271608600e+03,1.887412753249180696e+03,2.753949120234604493e+02,2.916567302052786204e+02,1.865686005371134797e+03,5.246931130909464400e+02,2.761758357771261103e+02,2.902552199413489689e+02,1.859245102501697602e+03,5.733588167717618944e+02,2.760234604105572203e+02,2.965480938416422418e+02,1.751367265527843756e+03,5.687464463670590931e+02,2.772615102639296083e+02,2.930118328445747693e+02,1.628021061142434064e+03,5.291056407571439877e+02,2.755409384164223070e+02,2.972906158357771460e+02,1.622279622838003661e+03,2.961529573362630003e+02,2.784106744868035435e+02,2.920465542521994280e+02,1.606927832853949212e+03,1.349180302487573499e+03,2.766647067448680559e+02,2.935037536656891461e+02,1.897977952788946368e+03,1.481644063278439489e+03,2.764424926686216963e+02,2.900603079178885650e+02,1.825153491046837189e+03,1.089584585169163347e+03,2.799407771260997038e+02,2.990819501466275483e+02,1.604814866980491388e+03,1.061063029529683945e+03,9.884735345926947048e+03
8.000000000000000000e+00,2.761948826979472074e+02,3.005113049853372331e+02,1.612676557247598566e+03,7.908836407800321240e+02,2.758266422287390469e+02,2.907657038123167581e+02,1.620217659589077584e+03,1.346894101559072624e+03,2.797312609970674657e+02,2.919815835777126267e+02,1.430109019691617505e+03,1.887412753249180696e+03,2.753949120234604493e+02,2.915824780058651413e+02,1.865627716657384099e+03,5.574353473676580961e+02,2.762520234604105553e+02,2.902273753665689355e+02,1.889096210031204464e+03,5.743180619165874532e+02,2.752488856304985347e+02,2.917217008797654216e+02,1.751425554241594227e+03,5.605688815074214517e+02,2.774392815249266846e+02,2.918237976539589908e+02,1.628254215997436404e+03,5.293614394624307806e+02,2.755409384164223070e+02,2.969936070381231730e+02,1.629616714681355916e+03,2.965366553941931897e+02,2.784170234604105758e+02,2.920279912023460724e+02,1.606053502147690779e+03,1.087242428273880932e+03,2.766647067448680559e+02,2.923528445747800788e+02,1.896112713948928558e+03,1.481644063278439489e+03,2.764424926686216963e+02,2.900603079178885650e+02,1.825386645901839529e+03,1.089592578878703534e+03,2.791281085043988242e+02,2.990633870967741927e+02,1.604348557270486936e+03,1.061063029529683945e+03,9.254779721510583840e+03
9.000000000000000000e+00,2.866071994134896954e+02,2.912947507331378461e+02,5.443464394488482867e+02,9.878006815936338398e+02,2.775789589442815668e+02,2.891971260997067930e+02,9.741528424670598270e+02,8.156881214833124432e+02,2.760361583577712850e+02,2.982373313782991318e+02,1.615459843329187834e+03,3.116527601347355585e+02,2.759853665689149693e+02,2.916288856304985302e+02,1.829007832243593157e+03,1.521148975826170954e+03,2.761504398826979809e+02,2.893641935483871066e+02,1.859514687802794015e+03,5.774116275086497581e+02,2.761504398826979809e+02,2.969193548387096939e+02,1.750682373141274638e+03,8.197089573820394435e+02,2.756488709677419706e+02,2.921950586510263861e+02,1.568595717473735476e+03,5.311680178185188197e+02,2.758139442815249254e+02,2.937543548387096735e+02,1.640946583416621479e+03,2.951777247723570099e+02,2.784678152492668914e+02,2.896426392961877241e+02,1.609842268541477551e+03,1.873048057205418218e+03,2.765313782991202629e+02,2.938842961876832760e+02,1.904163842535724825e+03,1.482027761336369622e+03,2.764424926686216963e+02,2.967337243401759679e+02,1.706259087174126989e+03,1.089352767592497230e+03,2.790455718475073468e+02,3.001957331378299045e+02,1.476579696729253556e+03,1.062278073379796297e+03,8.500357907552486722e+03
