ss_gv2_demand,ss_hsb_demand,ss_pfa_demand,ss_ser_demand,ss_fir_demand
525.2459016,15.38461538,20,40,0
720,15.38461538,20,20,0
941.6267943,23.07692308,40,10,0
729.1866029,18.18181818,90,99.99,0
129.1866029,18.18181818,70,90.1,0
628.9156627,18.18181818,90,90,0
1171.084337,18.18181818,120,100,0
1800,27.27272727,90,90,0
1800,30,90,140,0
3600,30,120,140,0
1800,20,130,60,0
1800,20,120,20,0
3600,18.18181818,120,30,0
1800,27.27272727,110,30,0
3600,27.27272727,110,30,0
3600,27.27272727,80,30,0
1800,23.07692308,40,30,0
3600,30.76923077,30,10,0
1361.73913,23.07692308,40,0,0
438.2608696,23.07692308,30,0,0
353.1914894,36.36363636,30,0,0
302.1276596,18.18181818,40,0,0
55.31914894,27.27272727,30,0,0
34.04255319,18.18181818,30,0,0
38.29787234,18.18181818,40,0,0
34.04255319,18.18181818,30,0,0
38.29787234,18.18181818,50,0,0
944.6808511,27.27272727,90,0,0
222.0779221,18.18181818,70,109.99,0
1577.922078,9.081818182,80,100.1,0
1800,6.054545455,100,90,0
1800,6.054545455,100,90,0
1800,6.054545455,120,80,0
2160,6.054545455,130,80,0
2160,33.4,130,59.99,0
2160,33.3,130,70.1,0
3600,25,120,60,0
3600,37.5,110,90,0
1800,37.5,80,120,0
3600,25,70,110,0
1800,16.66666667,30,80,0
3600,16.66666667,20,70,0
1428.26087,25,30,60,0
371.7391304,16.66666667,30,40,0
62.4,23.07692308,20,49.99,0
236,15.38461538,30,40.1,0
33.6,15.38461538,20,50,0
7.2,23.07692308,30,50,0
7.2,7.692307692,20,40,0
6.4,15.38461538,30,50,0
7.2,20,40,40,0
1800,10,80,30,0
160.8510638,40,60,40,0
850.212766,20,80,230,0
788.9361702,10,90,80,0
2520,28.57142857,80,6.363636364,0
1800,21.42857143,90,0,0
1800,14.28571429,100,0.454545455,0
1800,14.28571429,80,0,0
1800,21.42857143,90,0.909090909,0
1800,30,100,0,0
3600,20,100,2.272727273,0
1800,30,80,10,0
3600,20,70,5,0
1800,7.692307692,30,45,0
3600,23.07692308,30,50,0
591.7808219,23.07692308,30,0,0
189.0410959,15.38461538,30,0,0
1019.178082,15.38461538,30,0,0
403.4482759,15.38461538,30,0,0
67.24137931,18.18181818,30,0,0
41.37931034,18.18181818,20,0,0
46.55172414,18.18181818,30,0,0
41.37931034,18.18181818,30,0,0
46.55172414,18.18181818,40,0,0
51.72413793,9.090909091,90,0,0
1101.724138,25,70,0,0
1027.467811,25,110,20,0
772.5321888,25,110,0,0
1800,25,140,10,0
3600,27.27272727,120,11.05263158,0
1800,9.090909091,140,0,0
1800,27.27272727,120,0,0
3600,9.090909091,120,0,0
1800,27.27272727,120,0,0
3600,13.33333333,100,0,0
3600,13.33333333,80,0,0
3600,13.33333333,70,0,0
3600,20,30,0,0
1800,13.33333333,30,0,0
1800,26.66666667,20,0,0
93.70932755,30,30,0,0
343.6008677,20,20,0,0
253.7960954,30,20,0,0
54.6637744,20,30,0,0
35.14099783,27.27272727,20,0,0
35.14099783,9.090909091,30,0,0
31.23644252,27.27272727,20,0,0
35.14099783,18.18181818,20,0,0
42.95010846,18.18181818,30,0,0
874.6203905,25,20,0,0
1800,25,30,0,0
1800,16.66666667,20,0,0
3600,16.66666667,20,0,0
1800,16.66666667,30,0,0
3600,16.66666667,30,0,0
1800,25,20,0,0
3600,16.66666667,20,0,0
3600,16.66666667,30,0,0
3600,25,20,0,0
3600,25,20,0,0
5400,25,20,0,0
3600,33.33333333,20,0,0
3600,16.66666667,30,0,0
1800,25,20,0,0
1800,33.33333333,20,0,0
349.2537313,16.66666667,30,0,0
399.1471215,25,20,0,0
65.24520256,20,20,0,0
34.54157783,30,20,0,0
34.54157783,20,30,0,0
30.70362473,30,20,0,0
34.54157783,18.18181818,20,0,0
34.54157783,18.18181818,20,0,0
491.2579957,18.18181818,20,0,0
326.2260128,18.18181818,30,0,0
114.084507,27.27272727,20,0,0
462.6760563,33.33333333,20,0,0
101.4084507,25,30,0,0
209.1549296,25,40,0,0
399.2957746,16.66666667,50,0,0
316.9014085,23.07692308,70,0,0
196.4788732,30.76923077,50,0,0
867.0422535,15.38461538,60,0,0
126.7605634,30.76923077,50,0,0
380.2816901,20,40,0,0
136.9014085,26.66666667,20,0,0
289.0140845,26.66666667,30,0,0
280,26.66666667,30,0,0
504,40,20,0,0
176,30,30,0,0
512,30,30,0,0
248,33.33333333,30,0,0
64,16.66666667,20,0,0
72,25,30,0,0
72,25,20,0,0
64,20,60,0,0
1608,40,120,0,0
301.863354,40,80,0,0
1498.136646,33.33333333,100,58.94736842,0
1800,33.33333333,130,0.727272727,0
3600,33.33333333,130,1.454545455,0
1800,55.55555556,130,1.454545455,0
3600,44.44444444,120,3.090909091,0
1800,33.33333333,130,3.272727273,0
3600,25,150,5.588235294,0
3600,16.66666667,150,4.411764706,0
3600,25,150,4.736842105,0
3600,25,140,5.263157895,0
3600,16.66666667,90,4,0
3600,25,30,0,0
3600,33.33333333,20,0,0
781.8181818,25,30,0,0
227.2727273,33.33333333,30,0,0
790.9090909,41.66666667,30,0,0
532.2259136,33.33333333,20,0,0
77.74086379,33.33333333,30,0,0
53.82059801,33.33333333,20,0,0
53.82059801,27.27272727,30,0,0
47.84053156,27.27272727,30,0,0
53.82059801,18.18181818,50,0,0
980.730897,27.27272727,100,0,0
287.5,23.07692308,80,0,0
1512.5,23.07692308,110,1.555555556,0
1800,23.07692308,90,4.444444444,0
1800,30.76923077,120,4.864864865,0
3600,27.27272727,180,5.135135135,0
1800,27.27272727,170,20,0
3600,27.27272727,160,59.99,0
3600,18.18181818,160,1.782352941,0
3600,30.76923077,150,0,0
3600,38.46153846,120,4.158823529,0
3600,30.76923077,100,4.158823529,0
5400,30.76923077,70,8.62745098,0
3600,30.76923077,30,0,0
3600,38.46153846,30,0,0
1614.084507,50,30,0,0
185.915493,50,30,0,0
166.1538462,15.38461538,30,0,0
83.07692308,23.07692308,30,0,0
55.38461538,23.07692308,30,0,0
44.30769231,15.38461538,30,0,0
49.84615385,23.07692308,20,0,0
44.30769231,18.18181818,30,0,0
49.84615385,18.18181818,50,0,0
1307.076923,18.18181818,90,0,0
282.3529412,27.27272727,70,0,0
1517.647059,18.18181818,90,31.37254902,0
1800,33.33333333,80,0,0
1800,33.33333333,150,0,0
1800,33.33333333,170,10,0
3600,25,190,20,0
3600,25,170,20,0
3600,16.66666667,200,0,0
3600,33.33333333,170,0,0
3600,37.5,180,1.176470588,0
3600,62.5,130,8.823529412,0
3600,33.33333333,90,20,0
3600,33.33333333,30,0,0
3600,33.33333333,30,0,0
1800,55.55555556,20,0,0
215.4440154,44.44444444,30,0,0
514.2857143,50,20,0,0
472.5868726,50,30,0,0
83.3976834,27.27272727,20,0,0
62.54826255,27.27272727,20,0,0
62.54826255,27.27272727,20,0,0
55.5984556,18.18181818,30,0,0
62.54826255,30,30,0,0
2071.042471,30,110,0,0
792.8571429,40,70,0,0
1007.142857,31.25,110,50,0
1800,31.25,140,10,0
1800,37.5,180,10,0
3600,44.44444444,170,20,0
3600,55.55555556,160,20,0
3600,27.27272727,160,9.99,0
3600,36.36363636,150,20.1,0
3600,36.36363636,150,10,0
3600,28.57142857,140,10,0
3600,35.71428571,110,0,0
5400,35.71428571,70,0,0
3600,55.55555556,30,0,0
3600,44.44444444,20,0,0
1800,55.55555556,20,0,0
244.3708609,44.44444444,30,0,0
298.013245,33.33333333,20,0,0
119.205298,41.66666667,20,0,0
53.64238411,25,20,0,0
53.64238411,36.36363636,20,0,0
53.64238411,27.27272727,20,0,0
47.68211921,36.36363636,10,0,0
53.64238411,42.85714286,40,0,0
53.64238411,57.14285714,100,0,0
822.5165563,26.66666667,70,0,0
509.4339623,40,80,0,0
498.1132075,33.33333333,90,0,0
271.6981132,40,110,0,0
249.0566038,60,120,0,0
271.6981132,50,150,0,0
353.8461538,50,130,0,0
384.6153846,33.33333333,100,0,0
369.2307692,33.33333333,80,0,0
353.8461538,33.33333333,80,0,0
338.4615385,25,80,0,0
160.8510638,41.66666667,60,0,0
153.1914894,33.33333333,20,0,0
275.7446809,55.55555556,20,0,0
451.9148936,44.44444444,30,0,0
413.6170213,50,20,0,0
344.6808511,50,20,0,0
154.0342298,37.5,20,0,0
48.41075795,62.5,20,0,0
39.60880196,27.27272727,20,0,0
39.60880196,36.36363636,20,0,0
35.20782396,36.36363636,20,0,0
39.60880196,25,20,0,0
48.41075795,33.33333333,10,0,0
1395.110024,41.66666667,20,0,0
3600,50,20,0,0
1800,50,20,0,0
1800,50,30,0,0
3600,50,30,0,0
3600,28.57142857,20,0,0
3600,21.42857143,40,0,0
3600,28.57142857,40,0,0
3600,21.42857143,40,0,0
5400,44.44444444,30,0,0
3600,55.55555556,40,0,0
5400,30.76923077,20,0,0
3600,38.46153846,20,0,0
3600,30.76923077,30,0,0
3600,44.44444444,20,0,0
300,55.55555556,10,0,0
211.3636364,30.76923077,20,0,0
109.0909091,38.46153846,20,0,0
13.63636364,0,10,0,0
54.54545455,30.76923077,10,0,0
61.36363636,42.85714286,20,0,0
54.54545455,57.14285714,20,0,0
61.36363636,30,20,0,0
61.36363636,40,20,0,0
872.7272727,30,20,0,0
280.6451613,30.76923077,20,0,0
174.1935484,38.46153846,20,0,0
396.7741935,30.76923077,30,0,0
174.1935484,50,30,0,0
193.5483871,50,30,0,0
203.2258065,25,30,0,0
193.5483871,25,30,0,0
183.8709677,25,40,0,0
132.244898,25,30,0,0
154.2857143,41.66666667,40,0,0
286.5306122,33.33333333,30,0,0
315.9183673,25,20,0,0
293.877551,30.76923077,30,0,0
286.5306122,30.76923077,20,0,0
330.6122449,38.46153846,20,0,0
119.5571956,55.55555556,20,0,0
172.6937269,44.44444444,10,0,0
73.06273063,36.36363636,20,0,0
59.77859779,27.27272727,20,0,0
53.13653137,36.36363636,20,0,0
59.77859779,33.33333333,30,0,0
59.77859779,33.33333333,50,0,0
53.13653137,33.33333333,110,0,0
670.8487085,33.33333333,80,0,0
332.103321,33.33333333,60,20,0
146.1254613,33.33333333,80,5.111111111,0
228.358209,25,80,4.888888889,0
228.358209,33.33333333,90,5.12195122,0
241.7910448,16.66666667,80,4.87804878,0
255.2238806,25,110,4.230769231,0
295.5223881,50,150,5.769230769,0
282.0895522,50,100,4.838709677,0
268.6567164,33.33333333,100,5.161290323,0
307.3170732,33.33333333,100,4.901960784,0
351.2195122,33.33333333,70,5.098039216,0
321.9512195,50,30,0,0
278.0487805,50,20,0,0
541.4634146,30.76923077,10,0,0
459.7402597,38.46153846,20,0,0
405.1948052,30.76923077,20,0,0
303.8961039,37.5,20,0,0
85.71428571,25,20,0,0
70.12987013,37.5,20,0,0
70.12987013,20,20,0,0
62.33766234,30,20,0,0
70.12987013,20,40,0,0
2072.727273,30,90,0,0
386.5030675,18.18181818,60,0,0
3213.496933,45.45454545,110,130,0
1800,36.36363636,130,3.178636364,0
1800,44.44444444,160,6.811363636,0
3600,55.55555556,210,0,0
3600,45.45454545,220,0,0
3600,54.54545455,200,0,0
3600,45.45454545,240,10.1,0
3600,54.54545455,240,10,0
3600,41.66666667,200,10,0
5400,58.33333333,200,2.857142857,0
3600,54.54545455,110,7.142857143,0
3600,45.45454545,40,0,0
3600,100,30,0,0
1800,41.66666667,30,0,0
888.6075949,58.33333333,30,0,0
501.2658228,62.5,30,0,0
410.1265823,37.5,30,0,0
66.12244898,44.44444444,30,0,0
66.12244898,33.33333333,30,0,0
66.12244898,22.22222222,30,0,0
66.12244898,23.07692308,20,0,0
58.7755102,23.07692308,70,0,0
66.12244898,23.07692308,110,0,0
1491.428571,30.76923077,90,0,0
1719.183673,50,110,50,0
1800,50,100,10,0
1800,60,140,5.454545455,0
3600,40,200,4.545454545,0
3600,50,200,20,0
3600,50,210,1.304347826,0
1800,100,240,1.739130435,0
1800,42.85714286,240,2.608695652,0
1800,57.14285714,230,4.347826087,0
1800,100,180,20,0
1800,100,130,10,0
954.8780488,46.66666667,40,0,0
845.1219512,53.33333333,30,0,0
1028.571429,100,40,0,0
771.4285714,100,30,0,0
75.84269663,100,30,0,0
55.61797753,50,30,0,0
65.73033708,50,30,0,0
70.78651685,100,30,0,0
45.50561798,50,30,0,0
70.78651685,50,30,0,0
70.78651685,50,60,0,0
60.6741573,50,120,0,0
1284.269663,100,100,0,0
304.8387097,24.3902439,150,70,0
1945.16129,25.6097561,207.5,20,0
2250,50,207.5,4.166666667,0
2250,50,207.5,5.833333333,0
2250,50,207.5,30,0
1800,100,200,55,0
4680,20,190,55,0
4860,30,215,45,0
4860,50,215,44.99,0
4500,100,175,140.1,0
4500,100,175,40,0
3600,100,40,0,0
3600,46.66666667,40,0,0
3600,53.33333333,30,0,0
1062.5,100,40,0,0
737.5,50,30,0,0
1800,50,30,0,0
891.4285714,46.15384615,40,0,0
908.5714286,53.84615385,30,0,0
917.6470588,100,30,0,0
882.3529412,54.54545455,40,0,0
881.6326531,45.45454545,70,0,0
918.3673469,50,110,0,0
819.5121951,50,80,5.763882353,0
980.4878049,50,100,64.22611765,0
1800,50,100,90.1,0
1800,100,90,30,0
3600,50,110,140,0
3600,50,120,170,0
1800,50,110,160,0
3600,50,100,130,0
3600,50,100,120,0
3600,50,100,159.99,0
3600,41.66666667,90,150.1,0
3600,33.33333333,90,140,0
3600,25,40,0,0
3600,45.45454545,30,0,0
1800,54.54545455,30,0,0
162.6506024,50,40,0,0
124.6987952,50,30,0,0
103.0120482,100,40,0,0
54.21686747,50,30,0,0
48.79518072,50,40,0,0
43.37349398,35.71428571,30,0,0
48.79518072,28.57142857,40,0,0
48.79518072,35.71428571,30,0,0
1165.662651,44.44444444,30,0,0
1800,55.55555556,30,0,0
1328.15534,50,30,0,0
2271.84466,50,40,0,0
1800,50,30,0,0
3600,50,40,0,0
3600,13.33333333,30,0,0
5400,26.66666667,30,0,0
3600,26.66666667,40,0,0
3600,33.33333333,40,0,0
3600,50,40,0,0
5400,50,40,0,0
3600,50,50,0,0
5400,50,40,0,0
3600,25,30,0,0
1800,33.33333333,40,0,0
1800,41.66666667,30,0,0
209.5011876,46.15384615,40,0,0
94.06175772,53.84615385,30,0,0
38.47980998,100,30,0,0
38.47980998,41.66666667,40,0,0
38.47980998,58.33333333,30,0,0
38.47980998,50,30,0,0
38.47980998,50,30,0,0
1304.038005,55.55555556,40,0,0
1042.105263,44.44444444,30,0,0
757.8947368,50,30,0,0
900,50,40,0,0
900,53.84615385,30,0,0
908.5714286,46.15384615,40,0,0
891.4285714,50,50,0,0
1800,50,40,0,0
891.4285714,40,40,0,0
908.5714286,30,40,0,0
900,30,40,0,0
900,38.46153846,40,0,0
900,30.76923077,40,0,0
900,30.76923077,30,0,0
728.5714286,54.54545455,40,0,0
542.8571429,45.45454545,30,0,0
285.7142857,100,40,0,0
242.8571429,50,30,0,0
82.82208589,50,30,0,0
55.21472393,50,40,0,0
44.17177914,50,30,0,0
49.69325153,55.55555556,30,0,0
49.69325153,44.44444444,30,0,0
49.69325153,55.55555556,80,0,0
77.3006135,44.44444444,130,0,0
1391.411043,50,90,3.303964758,0
1800,50,100,146.6960352,0
3600,32.28460794,110,10,0
2760.1,34.41539206,136.67,2.592592593,0
2759.8,66.6,136.67,2.407407407,0
2760.1,66.7,136.67,5,0
4020.1,33.3,150,120,0
4019.8,33.4,150,50,0
4020.1,33.3,150,10,0
4020.1,33.3,150,10,0
4019.8,33.4,150,10,0
4020.1,33.3,150,20,0
3600,100,40,0,0
3600,100,30,0,0
1800,46.66666667,20,0,0
1107.692308,53.33333333,30,0,0
692.3076923,100,30,0,0
102.3952096,53.84615385,30,0,0
53.89221557,46.15384615,30,0,0
43.11377246,100,30,0,0
48.50299401,54.54545455,30,0,0
43.11377246,45.45454545,20,0,0
43.11377246,54.54545455,70,0,0
75.4491018,45.45454545,110,0,0
1390.419162,45.45454545,90,4.225352113,0
1800,54.54545455,120,55.77464789,0
1800,50,140,9.99,0
3600,50,150,20.1,0
3600,50,130,40,0
3600,50,130,80,0
3600,25,130,120,0
3600,33.33333333,120,110,0
3600,41.66666667,120,100,0
3600,33.33333333,120,90,0
3600,25,120,100,0
3600,41.66666667,80,89.99,0
3600,25,30,0,0
3600,25,40,0,0
1800,50,40,0,0
242.8571429,100,30,0,0
142.8571429,54.54545455,30,0,0
128.5714286,45.45454545,40,0,0
64.28571429,50,30,0,0
64.28571429,50,30,0,0
57.14285714,33.33333333,30,0,0
64.28571429,33.33333333,40,0,0
57.14285714,33.33333333,70,0,0
64.28571429,50,100,0,0
914.2857143,50,80,10.1,0
775.862069,44.44444444,100,120,0
2824.137931,55.55555556,130,50,0
3600,50,160,30,0
3600,50,190,39.99,0
3600,33.33333333,210,60.1,0
3600,33.33333333,220,100,0
3600,33.33333333,240,190,0
5400,54.54545455,230,210,0
3600,45.45454545,230,220,0
5400,42.85714286,170,219.99,0
3600,57.14285714,160,190.1,0
3600,100,30,0,0
5400,50,40,0,0
1800,50,30,0,0
520.661157,100,20,0,0
357.0247934,46.15384615,30,0,0
297.5206612,53.84615385,30,0,0
238.0165289,50,30,0,0
133.8842975,50,20,0,0
119.0082645,55.55555556,30,0,0
133.8842975,44.44444444,30,0,0
101.0526316,50,60,0,0
113.6842105,50,120,0,0
113.6842105,44.44444444,90,5.126760563,0
101.0526316,55.55555556,130,254.8732394,0
113.6842105,30.76923077,130,170,0
3056.842105,30.76923077,170,160,0
7200,38.46153846,210,180,0
3600,62.5,190,170,0
3600,37.5,250,160,0
3600,38.46153846,210,160,0
5400,23.07692308,210,180,0
3600,38.46153846,180,200,0
5400,46.66666667,190,190,0
3600,53.33333333,140,170,0
5400,100,40,0,0
3600,53.84615385,40,0,0
1440,46.15384615,30,0,0
1800,50,40,0,0
966.3157895,50,30,0,0
833.6842105,45.45454545,40,0,0
600,54.54545455,30,0,0
207.6923077,55.55555556,30,0,0
207.6923077,44.44444444,30,0,0
184.6153846,55.55555556,40,0,0
207.6923077,44.44444444,70,0,0
184.6153846,44.44444444,110,0,0
207.6923077,55.55555556,90,10,0
139.8058252,33.33333333,100,260,0
5260.194175,44.44444444,110,180,0
1800,22.22222222,90,170,0
3600,30,100,170,0
1800,40,130,170,0
3600,30,150,190,0
3600,20,130,180,0
3600,20,140,180,0
3600,26.66666667,120,160,0
3600,33.33333333,110,170,0
3600,54.54545455,80,140,0
3600,45.45454545,30,0,0
3600,37.5,30,0,0
1800,62.5,30,0,0
1255.263158,50,30,0,0
544.7368421,50,30,0,0
159.8853868,30.76923077,30,0,0
51.57593123,30.76923077,30,0,0
41.26074499,38.46153846,30,0,0
46.41833811,30,20,0,0
46.41833811,30,20,0,0
41.26074499,40,30,0,0
180.5157593,27.27272727,30,0,0
1232.664756,36.36363636,30,0,0
1800,36.36363636,20,0,0
1800,55.55555556,30,0,0
1800,44.44444444,30,0,0
3600,41.66666667,60,0,0
3600,58.33333333,60,0,0
3600,35.71428571,60,0,0
3600,35.71428571,60,0,0
5400,28.57142857,30,0,0
3600,40,40,0,0
5400,60,40,0,0
5400,45.45454545,30,0,0
5400,54.54545455,30,0,0
5400,50,30,0,0
1800,50,30,0,0
218.3823529,35.71428571,30,0,0
132.3529412,28.57142857,30,0,0
119.1176471,35.71428571,30,0,0
59.55882353,60,20,0,0
59.55882353,40,30,0,0
59.55882353,50,30,0,0
52.94117647,50,30,0,0
59.55882353,50,20,0,0
59.55882353,50,30,0,0
979.4117647,45.45454545,30,0,0
712.5,54.54545455,30,0,0
212.5,100,30,0,0
350,53.84615385,30,0,0
262.5,46.15384615,40,0,0
262.5,50,40,0,0
304.6153846,50,40,0,0
332.3076923,50,50,0,0
318.4615385,50,40,0,0
290.7692308,30.76923077,30,0,0
276.9230769,38.46153846,40,0,0
276.9230769,30.76923077,40,0,0
200,40,30,0,0
190,60,30,0,0
200,50,30,0,0
380,50,30,0,0
450,100,30,0,0
380,30.76923077,30,0,0
59.50413223,30.76923077,20,0,0
66.94214876,38.46153846,30,0,0
66.94214876,50,20,0,0
59.50413223,50,30,0,0
66.94214876,44.44444444,90,0,0
1480.165289,55.55555556,120,0,0
1800,40,100,20,0
1800,60,110,170,0
3600,46.15384615,130,5.533201581,0
3600,53.84615385,150,134.4567984,0
3600,23.07692308,220,210.1,0
3600,38.46153846,220,200,0
3600,38.46153846,220,190,0
5400,55.55555556,240,200,0
3600,44.44444444,220,199.99,0
3600,54.54545455,200,200.1,0
5400,45.45454545,210,210,0
3600,45.45454545,160,180,0
5400,54.54545455,60,0,0
3600,50,40,0,0
1800,50,40,0,0
201.7699115,100,40,0,0
196.460177,54.54545455,40,0,0
95.57522124,45.45454545,30,0,0
47.78761062,44.44444444,30,0,0
47.78761062,55.55555556,40,0,0
42.47787611,50,30,0,0
47.78761062,50,30,0,0
47.78761062,30.76923077,70,0,0
1072.566372,38.46153846,120,0,0
1800,30.76923077,100,30,0
1800,50,120,270,0
1800,50,150,190,0
3600,50,180,190,0
3600,50,190,190,0
3600,28.57142857,220,190,0
3600,42.85714286,240,220,0
5400,28.57142857,240,210,0
3600,54.54545455,230,220,0
3600,45.45454545,240,230,0
1800,100,230,210,0
1800,54.54545455,190,190,0
1800,45.45454545,70,0,0
1800,46.15384615,60,0,0
1800,53.84615385,50,0,0
59.55882353,100,50,0,0
59.55882353,50,50,0,0
52.94117647,50,60,0,0
59.55882353,45.45454545,50,0,0
59.55882353,54.54545455,50,0,0
52.94117647,100,40,0,0
59.55882353,50,50,0,0
52.94117647,50,80,0,0
820.5882353,45.45454545,140,0,0
59.55882353,54.54545455,110,40,0
463.2352941,23.80952381,140,279.99,0
839.1891892,33.33333333,160,190.1,0
960.8108108,42.85714286,210,210,0
1800,100,220,200,0
1800,53.33333333,210,200,0
1800,46.66666667,230,210,0
1800,100,250,220,0
1800,100,250,230,0
3600,46.66666667,250,240,0
1800,53.33333333,220,240,0
3600,100,190,200,0
1800,100,60,0,0
1800,42.85714286,40,0,0
267.2489083,57.14285714,30,0,0
70.74235808,100,40,0,0
70.74235808,100,30,0,0
62.88209607,100,30,0,0
70.74235808,46.15384615,40,0,0
62.88209607,53.84615385,30,0,0
70.74235808,100,30,0,0
62.88209607,50,40,0,0
70.74235808,50,40,0,0
990.3930131,53.84615385,130,0,0
119.205298,46.15384615,110,30,0
941.7218543,46.66666667,140,280,0
739.0728477,53.33333333,160,200,0
1800,100,230,200,0
1800,100,220,110,0
1800,53.33333333,250,10,0
1800,46.66666667,240,10.9947644,0
1800,100,240,129.0052356,0
1800,46.15384615,220,250,0
3600,53.84615385,240,260,0
1800,100,230,260,0
1800,100,180,230,0
3600,53.84615385,50,0,0
1800,46.15384615,30,0,0
936,100,30,0,0
216,100,30,0,0
240,100,30,0,0
216,50,30,0,0
192,50,30,0,0
93.6416185,100,30,0,0
83.23699422,46.66666667,30,0,0
93.6416185,53.33333333,30,0,0
93.6416185,100,40,0,0
249.7109827,53.33333333,120,0,0
520.2312139,46.66666667,100,29.99,0
665.8959538,46.66666667,150,320.1,0
720,53.33333333,170,240,0
1080,100,180,230,0
1800,50,230,230,0
1800,50,220,210,0
1800,100,210,240,0
3600,46.15384615,210,230,0
1800,53.84615385,190,220,0
3600,100,180,230,0
1800,100,180,220,0
1800,100,150,180,0
3600,56.25,40,0,0
1800,43.75,40,0,0
1800,100,30,0,0
50.88339223,100,20,0,0
63.60424028,100,30,0,0
57.24381625,50,30,0,0
57.24381625,50,30,0,0
50.88339223,100,30,0,0
57.24381625,100,30,0,0
50.88339223,47.05882353,20,0,0
57.24381625,52.94117647,30,0,0
235.335689,100,30,0,0
623.3215548,52.94117647,30,0,0
496.1130742,47.05882353,30,0,0
1693.280632,100,30,0,0
1906.719368,100,60,0,0
1800,52.94117647,70,0,0
3600,47.05882353,80,0,0
3600,100,80,0,0
3600,100,70,0,0
1800,100,70,0,0
3600,100,50,0,0
3600,100,60,0,0
3600,100,50,0,0
3600,100,30,0,0
3600,100,30,0,0
486.2903226,100,30,0,0
58.06451613,100,30,0,0
72.58064516,100,30,0,0
58.06451613,100,20,0,0
65.32258065,44.44444444,30,0,0
65.32258065,55.55555556,20,0,0
58.06451613,100,30,0,0
65.32258065,100,30,0,0
58.06451613,100,20,0,0
65.32258065,52.94117647,30,0,0
747.5806452,47.05882353,20,0,0
37.69633508,100,30,0,0
42.40837696,100,40,0,0
42.40837696,100,60,0,0
42.40837696,100,70,0,0
42.40837696,100,70,0,0
37.69633508,100,80,0,0
42.40837696,100,80,0,0
42.40837696,200,60,0,0
37.69633508,100,50,0,0
42.40837696,100,50,0,0
42.40837696,100,50,0,0
42.40837696,100,40,0,0
37.69633508,100,30,0,0
42.40837696,100,30,0,0
42.40837696,100,30,0,0
42.40837696,100,20,0,0
42.40837696,100,30,0,0
37.69633508,100,20,0,0
42.40837696,100,30,0,0
37.69633508,100,30,0,0
42.40837696,52.94117647,20,0,0
37.69633508,47.05882353,60,0,0
900,100,170,0,0
351.7241379,45.83333333,130,50,0
1448.275862,54.16666667,160,310,0
1800,100,160,220,0
1800,100,200,220,0
1800,100,220,210,0
1800,50,240,220,0
3600,50,200,190,0
1800,100,220,220,0
1800,50,220,220,0
1800,50,200,220,0
3600,100,220,190,0
1800,100,180,179.99,0
1800,43.75,50,0,0
1800,56.25,40,0,0
1440,100,40,0,0
360,100,40,0,0
33.48837209,100,30,0,0
37.6744186,100,40,0,0
33.48837209,53.84615385,30,0,0
37.6744186,46.15384615,40,0,0
33.48837209,100,30,0,0
33.48837209,45.45454545,30,0,0
37.6744186,54.54545455,60,0,0
950.2325581,35.71428571,130,0,0
50.23255814,64.28571429,140,50.1,0
246.9767442,100,150,290,0
305.5813953,100,170,230,0
1800,52.94117647,180,230,0
1800,47.05882353,240,230,0
1800,100,230,230,0
1800,53.84615385,220,220,0
1800,46.15384615,210,220,0
1800,44.44444444,230,220,0
1800,55.55555556,210,189.99,0
1800,41.66666667,190,200.1,0
1800,58.33333333,130,160,0
1051.807229,50,40,0,0
748.1927711,50,20,0,0
1800,100,30,0,0
38.4,53.33333333,20,0,0
43.2,46.66666667,20,0,0
38.4,50,20,0,0
43.2,50,30,0,0
38.4,100,20,0,0
38.4,50,20,0,0
43.2,50,20,0,0
38.4,30.76923077,40,0,0
1022.4,30.76923077,140,0,0
57.6,38.46153846,150,50,0
398.4,35.71428571,180,280,0
1350,39.28571429,217.5,220,22.3
1350,75,217.5,220,22.2
1350,75,217.5,210,22.2
1350,75,217.5,220,22.3
2160,50,230,220,0
1800,50,230,190,0
2520,50,210,180,0
2520,50,210,20,0
1800,100,190,250,0
1620,50,75,210,0
1620,50,75,9.99,0
1800,100,20,0,0
1800,100,20,0,0
51.92307692,100,20,0,0
46.15384615,56.25,20,0,0
51.92307692,43.75,20,0,0
51.92307692,100,20,0,0
46.15384615,50,20,0,0
51.92307692,50,20,0,0
46.15384615,100,20,0,0
51.92307692,40,30,0,0
1309.615385,60,140,0,0
92.30769231,44.44444444,120,0,0
955.1020408,55.55555556,120,270.1,0
844.8979592,30.76923077,130,190,0
905.8823529,30.76923077,120,180,0
894.1176471,38.46153846,150,180,0
1800,27.27272727,160,180,0
1800,36.36363636,200,200,0
1800,36.36363636,220,200,0
1800,46.15384615,210,210,0
1800,53.84615385,220,210,0
3600,45.45454545,180,200,0
2520,54.54545455,130,190,0
2520,50,40,20,0
1800,50,10,0,0
215.0943396,100,20,0,0
50.94339623,100,20,0,0
45.28301887,47.05882353,20,0,0
50.94339623,52.94117647,20,0,0
45.28301887,100,10,0,0
50.94339623,46.15384615,20,0,0
45.28301887,53.84615385,20,0,0
50.94339623,100,20,0,0
45.28301887,50,30,0,0
175.4716981,50,120,0,0
1024.528302,40,130,0,0
690.2255639,60,150,260,0
1109.774436,50,180,180,0
1800,50,160,190,0
