ss_gv2_demand,ss_hsb_demand,ss_pfa_demand,ss_ser_demand,ss_fir_demand
611.6504854,36.36363636,20,13.9,0
576.6990291,18.18181818,20,13.9,0
241.5584416,36.36363636,20,14,0
436.3636364,18.18181818,30,13.9,0
561.038961,27.27272727,20,14,0
561.038961,18.18181818,10,13.9,0
438.0228137,18.18181818,10,13.9,0
561.21673,18.18181818,20,14,0
800.7604563,18.18181818,10,13.9,0
321.1267606,18.18181818,20,14,0
42.25352113,9.090909091,20,13.9,0
33.8028169,18.18181818,10,13.9,0
33.8028169,18.18181818,20,14,0
33.8028169,9.090909091,20,13.9,0
33.8028169,18.18181818,20,13.9,0
33.8028169,18.18181818,110,14,0
1267.605634,18.18181818,70,13.9,0
1800,2.315521628,80,14,0
1800,2.315521628,40,13.9,0
1800,2.315521628,80,13.9,0
1800,2.315521628,70,14,0
1800,4.631043257,80,13.9,0
1243.8,4.306870229,44.55,13.9,0
1243.4,18.2,44.55,14,0
1243.8,18.1,44.55,13.9,0
1243.4,18.2,44.55,14,0
1243.8,18.2,44.55,13.9,0
1243.4,18.2,44.55,13.9,0
1243.8,18.2,44.55,14,0
1243.4,18.2,44.55,13.9,0
1243.8,18.1,44.55,14,0
1243.4,18.2,44.55,13.9,0
1243.8,18.2,44.55,13.9,0
1243.8,18.2,44.55,14,0
1243.4,18.2,44.55,13.9,0
1243.8,18.1,44.55,13.9,0
1243.4,18.2,44.55,14,0
1243.8,18.2,44.55,13.9,0
1243.4,18.2,44.55,14,0
1243.8,18.2,44.55,13.9,0
1243.4,18.2,44.55,13.9,0
1243.8,18.1,44.55,14,0
1243.4,18.2,44.55,13.9,0
1243.8,18.2,44.55,13.9,0
1800,30.76923077,130,14,0
1800,23.07692308,150,13.9,0
1800,7.692307692,130,14,0
1800,15.38461538,130,13.9,0
1800,23.07692308,120,13.9,0
1800,15.38461538,70,14,0
3600,15.38461538,60,13.9,0
1800,23.07692308,50,14,0
1800,15.38461538,20,13.9,0
3600,7.692307692,30,13.9,0
500.591716,23.07692308,20,14,0
1299.408284,20,20,13.9,0
1577.922078,20,10,13.9,0
216.2337662,30,20,14,0
64.28571429,10,10,13.9,0
46.75324675,20,20,14,0
46.75324675,15.38461538,20,13.9,0
46.75324675,7.692307692,10,13.9,0
46.75324675,15.38461538,20,14,0
46.75324675,15.38461538,70,13.9,0
1507.792208,15.38461538,70,13.9,0
803.5714286,7.692307692,60,14,0
996.4285714,23.07692308,70,13.9,0
1800,33.33333333,110,14,0
1800,33.33333333,140,13.9,0
1800,33.33333333,130,13.9,500
3600,50,130,14,502
1800,50,120,13.9,1021
1800,50,120,14,500
3600,50,90,13.9,502
1800,33.33333333,70,13.9,0
1800,33.33333333,70,14,0
3600,33.33333333,40,13.9,0
1800,27.27272727,30,13.9,0
1800,18.18181818,30,14,0
920.9302326,27.27272727,30,13.9,0
879.0697674,27.27272727,30,14,0
253.125,16.66666667,20,13.9,0
67.5,25,20,13.9,0
45,16.66666667,20,14,0
45,16.66666667,20,13.9,0
45,25,30,14,0
45,20,30,13.9,0
1299.375,20,80,13.9,0
148.3146067,20,70,14,0
748.3146067,20,70,13.9,0
903.3707865,20,70,13.9,501
3600,27.27272727,80,14,0
1800,27.27272727,120,13.9,506
1800,45.45454545,120,14,501
1800,28.57142857,110,13.9,513
1800,35.71428571,110,13.9,501
1800,35.71428571,90,14,503
3600,30,80,13.9,501
1800,40,80,13.9,0
3600,30,50,14,0
1800,27.27272727,20,13.9,0
1800,18.18181818,20,14,0
1800,18.18181818,20,13.9,0
885.483871,18.18181818,20,13.9,0
914.516129,18.18181818,20,14,0
194.7368421,18.18181818,10,13.9,0
57.89473684,18.18181818,10,14,0
42.10526316,9.090909091,10,13.9,0
42.10526316,18.18181818,10,13.9,0
42.10526316,9.090909091,20,14,0
42.10526316,18.18181818,20,13.9,0
1378.947368,9.090909091,70,13.9,0
571.6981132,27.27272727,40,14,0
407.5471698,9.090909091,40,13.9,0
820.754717,18.18181818,60,14,0
1800,27.27272727,50,13.9,0
1800,18.18181818,30,13.9,0
1800,16.66666667,40,14,0
1800,25,50,13.9,0
3600,16.66666667,40,13.9,0
1800,16.66666667,50,14,0
3600,25,50,13.9,0
1800,18.18181818,40,14,0
3600,18.18181818,50,13.9,0
3600,36.36363636,20,13.9,0
1800,9.090909091,20,14,0
1800,18.18181818,20,13.9,0
1800,23.07692308,20,14,0
374.1339492,15.38461538,10,13.9,0
249.4226328,23.07692308,20,13.9,0
62.3556582,7.692307692,20,14,0
33.25635104,15.38461538,4.640522876,13.9,0
33.25635104,15.38461538,5.359477124,13.9,0
33.25635104,9.090909091,20,14,0
33.25635104,18.18181818,10,13.9,0
981.0623557,18.18181818,20,14,0
679.245283,9.090909091,20,13.9,0
1120.754717,27.27272727,10,13.9,0
1800,18.18181818,20,14,0
1800,25,30,13.9,0
3600,8.333333333,50,14,0
1800,25,40,13.9,0
3600,16.66666667,50,13.9,0
3600,25,30,14,0
1800,28.57142857,30,13.9,0
3600,14.28571429,30,13.9,0
3600,14.28571429,20,14,0
5400,21.42857143,10,13.9,0
3600,21.42857143,20,14,0
5400,18.18181818,10,13.9,0
1800,9.090909091,20,13.9,0
1731.778426,27.27272727,20,14,0
68.22157434,9.090909091,20,13.9,0
95.0310559,9.090909091,20,13.9,0
55.90062112,9.090909091,11.11111111,14,0
44.72049689,18.18181818,8.888888889,13.9,0
44.72049689,10,10,14,0
44.72049689,20,20,13.9,0
44.72049689,20,10,13.9,0
1470.186335,10,20,14,0
858.4615385,20,10,13.9,0
498.4615385,20,20,14,0
443.0769231,18.18181818,10,13.9,0
880.4347826,18.18181818,30,13.9,0
919.5652174,18.18181818,30,14,0
639.6694215,9.090909091,20,13.9,0
595.0413223,18.18181818,20,13.9,0
565.2892562,18.18181818,10,14,0
575.147929,16.66666667,20,13.9,0
1224.852071,16.66666667,30,14,0
704.6052632,16.66666667,10,13.9,0
562.5,8.333333333,10,13.9,0
532.8947368,16.66666667,10,14,0
1069.035533,8.333333333,10,13.9,0
374.6192893,16.66666667,20,13.9,0
356.3451777,7.692307692,10,14,0
232.6530612,15.38461538,20,13.9,0
171.4285714,15.38461538,30,14,0
110.2040816,15.38461538,20,13.9,0
97.95918367,15.38461538,10,13.9,0
97.95918367,7.692307692,20,14,0
97.95918367,23.07692308,20,13.9,0
110.2040816,8.333333333,20,14,0
97.95918367,8.333333333,90,13.9,0
783.6734694,25,40,13.9,0
380.5714286,8.333333333,50,14,0
185.1428571,25,50,13.9,0
1234.285714,25,60,13.9,0
3600,8.333333333,70,14,0
1800,16.66666667,60,13.9,0
3600,16.66666667,80,14,0
1800,25,90,13.9,0
3600,33.33333333,110,13.9,0
3600,27.27272727,100,14,0
1800,18.18181818,100,13.9,0
3600,27.27272727,90,14,0
3600,27.27272727,20,13.9,0
1800,20,20,13.9,0
1800,10,10,14,0
178.0434783,20,20,13.9,0
86.08695652,20,20,13.9,0
60.65217391,30,20,14,0
21.52173913,10,5.046153846,13.9,0
17.60869565,20,4.953846154,14,0
15.65217391,10,20,13.9,0
15.65217391,10,20,13.9,0
115.4347826,20,20,14,0
534.1304348,30,130,13.9,0
755.2173913,15.38461538,80,13.9,0
1800,15.38461538,90,14,0
3600,23.07692308,100,13.9,0
1800,15.38461538,100,14,0
1800,30.76923077,90,13.9,0
3600,5.873015873,80,13.9,0
3600,11.74603175,80,14,0
3240,15.68095238,66.67,13.9,67.7
3240,33.4,66.67,14,67.6
3240,33.3,66.67,13.9,67.7
3600,20,70,13.9,0
3600,20,50,14,0
3600,30,20,13.9,0
3600,30,10,13.9,0
1800,14.28571429,20,14,0
112.3439667,14.28571429,10,13.9,0
219.6948682,28.57142857,20,14,0
39.9445215,14.28571429,20,13.9,0
24.96532594,14.28571429,10,13.9,0
19.97226075,14.28571429,20,14,0
32.45492372,9.090909091,10,13.9,0
247.1567268,18.18181818,20,13.9,0
426.9070735,18.18181818,10,14,0
676.5603329,18.18181818,80,13.9,0
280.8510638,18.18181818,50,14,0
1519.148936,18.18181818,50,13.9,0
1800,25,50,13.9,0
3600,41.66666667,80,14,0
1800,33.33333333,100,13.9,0
3600,30.76923077,90,14,0
1800,23.07692308,90,13.9,0
1800,46.15384615,90,13.9,0
3600,55.55555556,70,14,0
3600,44.44444444,50,13.9,0
3600,27.27272727,50,13.9,0
3600,45.45454545,40,14,0
3600,27.27272727,10,13.9,0
1800,30,20,14,0
1800,40,10,13.9,0
1800,30,20,13.9,0
77.55102041,30,10,14,0
53.06122449,20,20,13.9,0
36.73469388,10,10,13.9,0
32.65306122,20,10,14,0
32.65306122,20,20,13.9,0
36.73469388,16.66666667,10,14,0
212.244898,8.333333333,20,13.9,0
1318.367347,25,70,13.9,0
910.4651163,16.66666667,30,14,0
889.5348837,16.66666667,40,13.9,0
1800,16.66666667,40,14,0
3600,30,60,13.9,0
1800,30,90,13.9,0
3600,40,90,14,0
1800,25,80,13.9,0
3600,25,70,13.9,0
3600,25,60,14,0
3600,25,60,13.9,0
3600,25,60,14,0
1800,25,40,13.9,0
3600,25,20,13.9,0
3600,25,20,14,0
1800,20,10,13.9,0
1800,30,20,14,0
412.7323944,20,20,13.9,0
310.3098592,20,10,13.9,0
15.21126761,10,20,14,0
8.112676056,10,10,13.9,0
11.15492958,20,20,13.9,0
112.5633803,20,10,14,0
351.8873239,10,20,13.9,0
413.7464789,20,70,14,0
164.2816901,20,40,13.9,0
1800,9.090909091,30,13.9,0
1800,18.18181818,50,14,0
3600,18.18181818,40,13.9,0
1800,9.090909091,30,13.9,0
3600,18.18181818,50,14,0
1800,27.27272727,30,13.9,0
3600,7.692307692,40,14,0
3600,15.38461538,40,13.9,0
3600,15.38461538,40,13.9,0
3600,23.07692308,30,14,0
3600,15.38461538,40,13.9,0
3600,23.07692308,20,14,0
3600,25,10,13.9,0
1800,25,20,13.9,0
600,25,20,14,0
764.1509434,25,20,13.9,0
435.8490566,21.42857143,20,13.9,0
26.55737705,21.42857143,20,14,0
11.80327869,21.42857143,20,13.9,0
30.98360656,21.42857143,10,14,0
270,14.28571429,20,13.9,0
565.0819672,22.22222222,20,13.9,0
600.4918033,22.22222222,20,14,0
295.0819672,11.11111111,20,13.9,0
1457.142857,22.22222222,20,13.9,0
2142.857143,22.22222222,20,14,0
1800,7.692307692,10,13.9,0
1800,23.07692308,40,14,0
3600,23.07692308,50,13.9,0
3600,23.07692308,40,13.9,0
3600,23.07692308,40,14,0
1800,25,30,13.9,0
1800,18.75,20,14,0
1800,12.5,10,13.9,0
3600,18.75,20,13.9,0
1800,25,20,14,0
3600,20,20,13.9,0
1092.23301,30,20,13.9,0
707.7669903,20,10,14,0
48.23222925,30,20,13.9,0
41.53330852,22.22222222,20,14,0
127.9493859,22.22222222,20,13.9,0
216.3751396,22.22222222,20,13.9,0
273.9858578,33.33333333,10,14,0
273.9858578,16.66666667,20,13.9,0
273.9858578,8.333333333,20,14,0
272.6460737,16.66666667,20,13.9,0
271.3062895,8.333333333,10,13.9,0
104.516129,16.66666667,20,14,0
69.67741935,33.33333333,20,13.9,0
363.8709677,8.333333333,20,13.9,0
309.6774194,16.66666667,20,14,0
89.03225806,16.66666667,30,13.9,0
321.2903226,16.66666667,30,14,0
255.483871,8.333333333,20,13.9,0
286.4516129,16.66666667,10,13.9,0
60.92307692,16.66666667,20,14,0
199.3846154,23.07692308,20,13.9,0
246.4615385,46.15384615,20,13.9,0
55.38461538,15.38461538,20,14,0
94.15384615,15.38461538,20,13.9,0
908.3076923,25,10,14,0
188.3076923,16.66666667,20,13.9,0
47.07692308,16.66666667,20,3.9,0
149.0066225,16.66666667,20,3.9,0
249.1390728,16.66666667,10,3.9,0
249.1390728,8.333333333,20,3.9,0
245.5629139,16.66666667,20,3.9,0
247.9470199,8.333333333,20,3.9,0
331.3907285,16.66666667,20,3.9,0
327.8145695,16.66666667,90,3.8,0
483.1168831,16.66666667,50,3.9,0
3116.883117,25,50,3.9,0
1800,14.28571429,80,3.9,0
3600,42.85714286,70,3.9,0
1800,42.85714286,90,3.9,0
3600,28.57142857,100,3.9,0
3600,42.85714286,90,3.9,0
1800,28.57142857,110,3.9,0
3600,38.46153846,100,3.9,0
3600,30.76923077,80,3.9,0
3600,30.76923077,70,3.9,0
3600,33.33333333,40,3.9,0
3600,33.33333333,20,3.9,0
3600,33.33333333,20,3.9,0
1800,30,10,3.9,0
1313.114754,30,20,3.8,0
250.8196721,20,20,3.9,0
236.0655738,20,10,3.9,0
31.88976378,18.18181818,20,3.9,0
28.34645669,9.090909091,20,3.9,0
31.88976378,18.18181818,10,3.9,0
38.97637795,9.090909091,20,3.9,0
418.1102362,18.18181818,20,3.9,0
1250.787402,9.090909091,80,3.9,0
1047.457627,18.18181818,40,3.9,0
752.5423729,14.28571429,40,3.9,0
1800,14.28571429,50,3.9,0
1800,28.57142857,90,3.9,0
3600,42.85714286,90,3.9,0
1800,57.14285714,80,3.9,0
3600,42.85714286,90,3.9,0
1800,25,80,3.8,0
3600,25,70,3.9,0
3600,25,60,3.9,0
3600,25,40,3.9,0
3600,36.36363636,50,3.9,0
3600,36.36363636,20,3.9,0
3600,27.27272727,10,3.9,0
1800,23.07692308,20,3.9,0
1800,23.07692308,20,3.9,0
443.8729198,15.38461538,20,3.9,0
223.2980333,15.38461538,20,3.9,0
23.14674735,7.692307692,20,3.9,0
10.89258699,15.38461538,20,3.9,0
17.70045386,16.66666667,20,3.9,0
191.9818457,8.333333333,10,3.9,0
520.1210287,16.66666667,20,3.9,0
368.9863843,16.66666667,80,3.8,0
232.9411765,8.333333333,40,3.9,0
1567.058824,16.66666667,50,3.9,0
1800,16.66666667,50,3.9,0
3600,20,50,3.9,0
1800,30,80,3.9,0
3600,20,100,3.9,0
1800,30,90,3.9,0
3600,30.76923077,90,3.9,0
3600,30.76923077,90,3.9,0
3600,15.38461538,70,3.9,0
3600,23.07692308,50,3.9,0
3600,15.38461538,50,3.9,0
3600,30.76923077,20,3.9,0
