0.000000000000000000e+00,2.821184750733137889e+02,2.899396480938416403e+02,2.732456317949813069e+02,1.273375954917735498e+03,2.751600000000000250e+02,2.891600000000000250e+02,1.000000000000000021e-02,1.000000000000000021e-02,1.004048990013512230e+05
1.000000000000000000e+00,2.823343401759530593e+02,2.901995307917889022e+02,2.731873430812307788e+02,1.271329565275441155e+03,2.751600000000000250e+02,2.989612903225806235e+02,1.000000000000000021e-02,3.300803298199836888e+01,1.004045768261685589e+05
2.000000000000000000e+00,2.780106891495601076e+02,2.947567595307917827e+02,1.329101964851111234e+03,1.435048730368539282e+03,2.784360703812316729e+02,2.916103225806451746e+02,4.776058622044540698e+02,5.637571516309799691e+00,9.779593855179308548e+02
3.000000000000000000e+00,2.822771994134897113e+02,2.905151026392962308e+02,2.396567604962195901e+02,1.435048730368539282e+03,2.784233724340176082e+02,2.916103225806451746e+02,4.776058622044540698e+02,2.202467607374600789e+01,8.886344268722161814e+02
4.000000000000000000e+00,2.820803812316715380e+02,2.909977419354838730e+02,2.731581987243554863e+02,1.109664783534177786e+03,2.784360703812316729e+02,2.891785630498533806e+02,5.150563607891905349e+02,5.438321229252735378e+01,8.643699250360427868e+02
5.000000000000000000e+00,2.823406891495600917e+02,2.897911436950146822e+02,2.748995740476535161e+02,3.184256233086521206e+03,2.795471407624633571e+02,2.923435630498534010e+02,4.818026495944945964e+02,4.662338952403840331e+00,8.642071786825301842e+02
6.000000000000000000e+00,2.828803519061583529e+02,2.905615102639296197e+02,2.443125715070457886e+02,1.150592576380067158e+03,2.784360703812316729e+02,2.903851612903226282e+02,7.649983653516032973e+02,1.198676808459504883e+02,8.541592913299035672e+02
7.000000000000000000e+00,2.860103958944281430e+02,2.919815835777126267e+02,1.617101780332796750e+02,1.109952557077625443e+03,2.784233724340176082e+02,2.891785630498533806e+02,5.300438463123040265e+02,2.891525369740942608e+01,8.260670787820977239e+02
8.000000000000000000e+00,2.863468914956011417e+02,2.929004545454545791e+02,1.306860101395426739e+02,5.436941606680322820e+02,2.794392082111436935e+02,2.898282697947214501e+02,4.849720984046814465e+02,6.227119794730356261e+02,8.246363111134614883e+02
9.000000000000000000e+00,2.855913636363636101e+02,2.892064076246334707e+02,1.609742830221788097e+02,1.439365333520254126e+03,2.784805131964809561e+02,2.891692815249267028e+02,5.135044237855818210e+02,3.675708275635816591e+01,7.994066369457408427e+02
1.000000000000000000e+01,2.856358064516128934e+02,2.892249706744868263e+02,1.609451386653035456e+02,1.439365333520254126e+03,2.785693988269794659e+02,2.896147947214076339e+02,5.131546915030784248e+02,5.314418731379436878e+01,8.026213455227675695e+02
1.100000000000000000e+01,2.862389589442815350e+02,2.893270674486803955e+02,1.634005507320459856e+02,3.503524992122620006e+03,2.794201612903225964e+02,2.892992228739003053e+02,5.300219880446475145e+02,2.243052890693247718e+03,7.747460120502794325e+02
1.200000000000000000e+01,2.862897507331377938e+02,2.893270674486803955e+02,1.634151229104836318e+02,3.638602695933135692e+03,2.794201612903225964e+02,2.892620967741935942e+02,5.298325497249581986e+02,3.648529663199092710e+01,7.739755541353083572e+02
1.300000000000000000e+01,2.880992082111436616e+02,2.901995307917889022e+02,1.302634169648511033e+02,3.446194107300214000e+03,2.793122287390029328e+02,2.893363489736070733e+02,5.406086756795934889e+02,3.620551679808347956e+01,7.645045106716867167e+02
1.400000000000000000e+01,2.880865102639295969e+02,2.896055131964809561e+02,1.302779891432887496e+02,3.446210094719294375e+03,2.794074633431085317e+02,2.893177859237537177e+02,5.395594788320833004e+02,3.607761744544007598e+01,7.558941323764202025e+02
1.500000000000000000e+01,2.869182991202345647e+02,2.896704838709677574e+02,1.526025665097542685e+02,3.376832689619787743e+03,2.794582551319647905e+02,2.892064076246334707e+02,5.737895259821012814e+02,1.671824476144699361e+02,7.665601864542857129e+02
1.600000000000000000e+01,2.879849266862169657e+02,2.894662903225806758e+02,1.275748500431064087e+02,3.511678575853637085e+03,2.793630205278592484e+02,2.894106011730205523e+02,6.129158250871665814e+02,3.599768035003795319e+01,7.571947150467627807e+02
1.700000000000000000e+01,2.872611436950146526e+02,2.895591055718475104e+02,1.322379471431514162e+02,3.227262390412866353e+03,2.792677859237536495e+02,2.893363489736070733e+02,6.203184917334880311e+02,3.583188164475114235e+00,7.658159439900235839e+02
1.800000000000000000e+01,2.879976246334310872e+02,2.894848533724340314e+02,1.270502516193513429e+02,2.985292802630625374e+03,2.795471407624633571e+02,2.899767741935484082e+02,5.305320142899649909e+02,2.553640481168675251e+03,7.617098236891112037e+02
1.900000000000000000e+01,2.879976246334310872e+02,2.894848533724340314e+02,1.275311335077934842e+02,2.461417054203240241e+03,2.795280938416422600e+02,2.894013196480938745e+02,5.230637728406741189e+02,5.690922450723459036e+01,7.555112646518508654e+02
2.000000000000000000e+01,2.875531964809383680e+02,2.892156891495601485e+02,1.305111439982909758e+02,3.637555519983367958e+03,2.796931671554252148e+02,2.893363489736070733e+02,5.088413266855368420e+02,5.652552644930437964e+01,7.550740112876020476e+02
