,T_evap_in,evap_flow,ss_gv2_demand,ss_hsb_demand,ss_pfa_demand,ss_ser_demand,T_WB,return_obj,temp_error
0,0.041930823710538016,-0.5535281490760703,-0.503271537622318,0.4800000000062399,-0.8052384150436535,-1.0,0.8567604536059521,-0.6460816487827332,0.01718364245754156
1,0.04515361046959488,-0.5535281490760703,-0.503271537622318,0.4800000000062399,-0.7622565480188046,-1.0,0.8567604536059521,-0.6455125585045258,0.017234042889219925
2,-0.017173148575834296,-0.7662564707337136,-0.8995467869719238,-0.03999999998752002,-0.8052384150436535,-1.0,0.8567604536059521,-0.8014999914134457,0.011621232530274028
3,-0.009857120862200808,-0.7662564707337136,-0.9878122717644856,0.4800000000062399,-0.8052384150436535,-1.0,0.8241173408270595,-0.8015144774672998,0.0115775298707943
4,-0.07150321785989,-0.7662564707337136,-0.9896511360376904,-0.03999999998752002,-0.8052384150436535,-1.0,0.6984180051421001,-0.8227022824294817,0.01194587826856841
5,-0.0643407082370967,-0.7662564707337136,-0.9878122717644856,-0.03999999998752002,-0.7622565480188046,-1.0,0.5739211817742509,-0.8274601965381123,0.011903081441232422
6,-0.07755695150114905,-0.7662564707337136,-0.9896511360376904,-0.03999999998752002,-0.8482202820685023,-1.0,0.5276185115236767,-0.8328811508138578,0.011982047755316527
7,0.18991599692070693,-0.7662564707337136,-0.9878122717644856,-0.03999999998752002,-0.8052384150436535,1.0,0.6045537160514785,-0.7688321469309206,0.01038379411263568
8,0.16683964588144162,-0.3186985924655509,-0.1860674516992491,0.4800000000062399,0.7850906648757556,0.6744186046511629,0.6416506014811496,-0.4350253096501079,0.016988687921753343
9,0.2127389530408028,-0.5535281490760703,-0.503271537622318,-0.03999999998752002,0.4412357286769644,0.5813953488372092,0.8255532882513971,-0.6141997917509023,0.019855425334844856
10,0.18222545034642068,-0.3186985924655509,-0.0021810250815453847,0.4800000000062399,0.570181329751511,0.3953488372093024,0.922828003293068,-0.39045215341847705,0.016038408831297923
11,0.0835549807544338,0.12240763767547147,0.4989094874592273,-0.03999999998752002,0.656145063801209,0.8139534883720929,0.922828003293068,-0.03615310077375322,-0.027745460997107174
12,0.09877017705927926,0.32868431228124884,1.0,0.4800000000062399,0.7850906648757556,0.6744186046511629,0.9643749051176264,0.17997478443684645,-0.6060853996194169
13,0.09882668206312584,0.12240763767547147,0.4989094874592273,0.4800000000062399,0.8280725319006044,0.7209302325581395,0.9643749051176264,-0.018449537664694815,-0.7585854089123473
14,0.08480474210931566,0.32868431228124884,1.0,-0.03999999998752002,0.6991269308260577,0.627906976744186,1.0,0.17280594515642633,-0.9877800413005957
15,0.10521576597382863,0.32868431228124884,1.0,0.4800000000062399,1.0,0.7209302325581395,1.0,0.1948472589291057,-0.7693323419686406
16,0.09554739030024018,0.32868431228124884,1.0,-0.03999999998752002,1.0,0.7674418604651163,0.9643749051176264,0.17651877693800833,-0.7941857736697215
17,0.09984444957659756,0.32868431228124884,1.0,0.4800000000062399,0.7850906648757556,0.7209302325581395,0.9643749051176264,0.18112617541577092,-0.7693605636018106
18,0.09017605850654677,0.32868431228124884,1.0,-0.03999999998752002,0.8710543989254533,0.6744186046511629,0.9643749051176264,0.17075251550943937,-0.9875957099804736
19,0.09246347959968948,0.12240763767547147,0.4989094874592273,0.4800000000062399,0.7421087978509067,0.5813953488372092,0.9643749051176264,-0.022677506174102025,-0.7586249900985195
20,0.09662164742109614,0.32868431228124884,1.0,1.0,0.4412357286769644,0.4883720930232558,0.935931481108884,0.17135619473528574,-0.7941801373430962
21,0.06180552732870859,0.12240763767547147,1.0,-0.03999999998752002,-0.6333109469442579,-0.9069767441860466,0.935931481108884,-0.04432037003693845,-0.47071831125116437
22,0.07071402617398181,0.12240763767547147,1.0,0.4800000000062399,-0.6762928139691068,-1.0,0.935931481108884,-0.03838923436922759,-0.13745970464685797
23,0.05393325635103706,-0.3186985924655509,-0.0021810250815453847,0.4800000000062399,-0.7622565480188046,-1.0,0.935931481108884,-0.4484442609698597,-0.03436874735820106
24,-0.055107544264819015,-0.5567539728708221,-0.9919894449152944,-0.03999999998752002,-0.6730544541141705,-1.0,0.5276185115236767,-0.6846528160866168,0.12021978041352677
25,0.010937829099306516,-0.32192441626030244,0.4989094874592273,-0.03999999998752002,0.61316319677636,0.8139534883720929,0.480155648184764,-0.5088052266545267,-0.37424700104182884
26,-0.02424307929176306,-0.5567539728708221,0.4989094874592273,-0.5599999999812799,0.3982538616521154,0.7674418604651163,0.480155648184764,-0.6690870227101013,-0.835961682185598
27,0.0007186759045452185,-0.32192441626030244,0.4989094874592273,-0.5599999999812799,0.5271994627266623,0.7209302325581395,0.4868778615597256,-0.5118984090686904,-0.29502655134458555
28,-0.035233641262503064,-0.5567539728708221,-0.0021810250815453847,-0.03999999998752002,0.35527199462726666,0.7674418604651163,0.5276185115236767,-0.6750320495599045,-0.5011663339815755
29,-0.03899356428021007,-0.5567539728708221,0.4989094874592273,-0.5599999999812799,0.14036265950302207,0.7209302325581395,0.540075006982264,-0.6675253562824812,-0.6192374159723272
30,-0.04815704387990838,-0.5567539728708221,0.4989094874592273,-0.03999999998752002,0.011417058428475402,0.627906976744186,0.540075006982264,-0.6689953981037009,-0.8183152950225576
31,-0.05779319476520784,-0.5567539728708221,0.4989094874592273,-0.03999999998752002,-0.590329079919409,-0.8604651162790697,0.540075006982264,-0.6705476675549502,-0.5132264839517688
32,-0.011495781370289948,-0.32192441626030244,-0.0021810250815453847,-0.03999999998752002,-0.9934923287554064,-1.0,0.540075006982264,-0.5162919306360849,-0.08092928089314444
33,0.14669464203232918,-0.5567539728708221,-0.9089422028379504,-0.9854545454401744,-0.6333109469442579,-0.9818604651162792,-0.9768919327380574,-0.673081583186945,0.41817021969865165
34,0.14938586605080162,-0.5567539728708221,-0.5574434849674389,-0.9854545454401744,-0.7622565480188046,-0.9818604651162792,-0.7708461826848689,-0.6727241792438563,0.2883082585057877
35,0.0721012009237949,0.11918181388071993,-0.7560875968423754,-0.99333333329208,-0.7622565480188046,-0.9818604651162792,-0.6714579656851186,-0.1781994926606989,-0.15654349233556097
36,0.06701062355658349,0.11918181388071993,-0.7515459909430335,-0.86333333329364,-0.6333109469442579,-0.9818604651162792,-0.6250360780730033,-0.1809797886004182,0.07085209811534687
37,0.08228234026173786,0.11918181388071993,-0.0021810250815453847,-0.86333333329364,-0.5473472128945601,-0.9818604651162792,-0.5292411664609967,-0.16815398910399304,-0.5569269590623663
38,0.06573798306389622,0.11918181388071993,-0.7624562854743868,-0.95999999996048,-0.33243787777031564,-0.9818604651162792,-0.5752618807905518,-0.18167565917415907,0.4549604427339773
39,0.07899296381832778,-0.11564774229968974,-0.745177302311022,-0.95999999996048,-0.5473472128945601,-0.9818604651162792,-0.5100500156842089,-0.352026303766523,0.02856574594659378
40,0.061920061585834414,0.11918181388071993,-0.503271537622318,-0.91999999997296,-0.5473472128945601,-0.9818604651162792,-0.5752618807905518,-0.1834038821166859,-0.8919590461870825
41,0.06446534257120895,0.11918181388071993,-0.0021810250815453847,-0.95999999996048,-0.6762928139691068,-0.9818604651162792,-0.5969856752408577,-0.1779195237377884,-0.9231136316717994
42,0.16750340261740027,-0.32192441626030244,-0.503271537622318,-0.99333333329208,-0.6333109469442579,-0.9818604651162792,-0.6447522014389597,-0.4898843259126613,0.2838864519767186
