0.000000000000000000e+00,2.810201026392961694e+02,6.131833022941764284e+02,7.146725608182053975e+02
1.000000000000000000e+00,2.810201026392961694e+02,6.113952733632917216e+02,7.329005409110030769e+02
2.000000000000000000e+00,2.810201026392961694e+02,6.113810826574909925e+02,7.330845783145207406e+02
3.000000000000000000e+00,2.863151466275659800e+02,1.825663347727567327e+02,6.897689035764948358e+02
4.000000000000000000e+00,2.862897507331377938e+02,1.826230975959594218e+02,6.844442645369118736e+02
5.000000000000000000e+00,2.861881671554252193e+02,1.831339630047836522e+02,6.964621792412995092e+02
6.000000000000000000e+00,2.866452932551319464e+02,2.016954061920638139e+02,6.789725524898062758e+02
7.000000000000000000e+00,2.862135630498533487e+02,1.832971561214913834e+02,6.803394327711008600e+02
8.000000000000000000e+00,2.865881524926685984e+02,2.029087115380213504e+02,6.770602001720601493e+02
9.000000000000000000e+00,2.877881085043987923e+02,1.825734301256570689e+02,6.524160236042508814e+02
1.000000000000000000e+01,2.878008064516128570e+02,1.825734301256570689e+02,6.470395118165747590e+02
1.100000000000000000e+01,2.873817741935483809e+02,1.884980497974380285e+02,6.728389438496376442e+02
1.200000000000000000e+01,2.874262170087976074e+02,1.884980497974380285e+02,6.540225239225453606e+02
1.300000000000000000e+01,2.873944721407624456e+02,1.880155658002151426e+02,6.794521695807328570e+02
1.400000000000000000e+01,2.873944721407624456e+02,1.884980497974380285e+02,6.674628246461593335e+02
1.500000000000000000e+01,2.854897800586510357e+02,2.278772583943053576e+02,6.708098418626780131e+02
1.600000000000000000e+01,2.856992961876832737e+02,2.224280273668469761e+02,6.725961106653235220e+02
1.700000000000000000e+01,2.855088269794721327e+02,2.271251509868696985e+02,6.713829969909684223e+02
1.800000000000000000e+01,2.855024780058651004e+02,2.271748184571720515e+02,6.732225989409273552e+02
1.900000000000000000e+01,2.855024780058651004e+02,2.271748184571720515e+02,6.732225989409273552e+02
2.000000000000000000e+01,2.853818475073313721e+02,2.319428956061981637e+02,6.969603079359267213e+02
2.100000000000000000e+01,2.864357771260997083e+02,1.808492593708753020e+02,6.911846915311700741e+02
2.200000000000000000e+01,2.855024780058651004e+02,2.269619578701619673e+02,6.768550991918750697e+02
2.300000000000000000e+01,2.881182551319648155e+02,1.772519154504047378e+02,6.574659864906478788e+02
2.400000000000000000e+01,2.855024780058651004e+02,2.270683881636670094e+02,6.750379946002562974e+02
2.500000000000000000e+01,2.855024780058651004e+02,2.275224907492885507e+02,6.698508686029696264e+02
2.600000000000000000e+01,2.856992961876832737e+02,1.950399651715482321e+02,7.258831897261433141e+02
2.700000000000000000e+01,2.801820381231671604e+02,5.253215473293100786e+02,7.273398478629766259e+02
2.800000000000000000e+01,2.801820381231671604e+02,5.253215473293100786e+02,7.273398478629766259e+02
2.900000000000000000e+01,2.801756891495601280e+02,5.323601374064437550e+02,7.336446448866454375e+02
3.000000000000000000e+01,2.853945454545454368e+02,2.000421889662854369e+02,7.155409928594826852e+02
