0.000000000000000000e+00,2.768742228739002940e+02,4.506287673474681696e+02,1.000000000000000000e+00,7.458702365365334117e+02
1.000000000000000000e+00,2.753441202346041337e+02,6.503132840216371733e+02,1.000000000000000000e+00,8.619184429320008576e+02
2.000000000000000000e+00,2.765885190615836109e+02,5.161046839117730087e+02,1.000000000000000000e+00,7.275582274775817950e+02
3.000000000000000000e+00,2.764043988269795022e+02,8.755552618428180267e+02,1.000000000000000000e+00,7.726965447469656283e+02
4.000000000000000000e+00,2.768615249266862293e+02,5.257543638562306114e+02,2.000000000000000000e+00,7.562212275059317790e+02
5.000000000000000000e+00,2.777313343108504569e+02,6.400179269632488968e+02,2.000000000000000000e+00,8.624053120632884202e+02
6.000000000000000000e+00,2.753568181818181984e+02,8.983597260644994549e+02,2.000000000000000000e+00,8.773399075409280385e+02
7.000000000000000000e+00,2.751726979472140897e+02,6.658592022262743058e+02,2.000000000000000000e+00,8.551545037282783142e+02
8.000000000000000000e+00,2.767408944281525010e+02,4.792939930648274185e+02,4.000000000000000000e+00,8.174268092221454935e+02
9.000000000000000000e+00,2.751790469208211221e+02,9.711793328806523959e+02,1.000000000000000000e+00,8.494566784578075840e+02
1.000000000000000000e+01,2.753441202346041337e+02,6.804543431422664526e+02,1.000000000000000000e+00,8.520977224295876340e+02
1.100000000000000000e+01,2.767535923753665656e+02,4.793862326525318167e+02,4.000000000000000000e+00,8.197585476920111205e+02
1.200000000000000000e+01,2.761504398826979809e+02,6.244223412883094397e+02,1.000000000000000000e+00,8.342713696562205996e+02
1.300000000000000000e+01,2.766647067448680559e+02,6.235921849989700831e+02,4.000000000000000000e+00,7.966631883184237495e+02
1.400000000000000000e+01,2.767472434017595333e+02,4.789321300669103039e+02,1.000000000000000000e+00,7.137177994416657612e+02
1.500000000000000000e+01,2.752615835777126563e+02,8.171250307085473423e+02,2.000000000000000000e+00,8.329301855136208133e+02
1.600000000000000000e+01,2.775980058651026638e+02,6.811567830793997018e+02,2.000000000000000000e+00,8.074888319622908739e+02
1.700000000000000000e+01,2.751853958944281544e+02,7.128588198381030452e+02,1.000000000000000000e+00,8.193838828224173767e+02
1.800000000000000000e+01,2.751600000000000250e+02,7.489032125718122188e+02,1.000000000000000000e+00,8.072200295273702295e+02
1.900000000000000000e+01,2.751726979472140897e+02,7.735311824888800629e+02,2.000000000000000000e+00,8.285975608264544690e+02
2.000000000000000000e+01,2.756425219941349383e+02,8.150815690732504208e+02,1.000000000000000000e+00,8.565974200087872532e+02
2.100000000000000000e+01,2.753504692082111660e+02,8.186363408763189682e+02,1.000000000000000000e+00,8.181834343249785206e+02
2.200000000000000000e+01,2.763472580645161543e+02,6.618219464259829010e+02,1.000000000000000000e+00,7.574099573057707175e+02
2.300000000000000000e+01,2.755028445747800561e+02,7.867072528248048684e+02,1.000000000000000000e+00,8.474979756555308086e+02
2.400000000000000000e+01,2.752171407624633730e+02,8.139675986678976187e+02,2.000000000000000000e+00,8.273350804487395180e+02
2.500000000000000000e+01,2.751790469208211221e+02,7.611426963248925404e+02,2.000000000000000000e+00,8.320255469968290072e+02
2.600000000000000000e+01,2.753822140762463846e+02,7.688766309862593289e+02,1.000000000000000000e+00,8.345332013268738365e+02
2.700000000000000000e+01,2.751790469208211221e+02,7.886726655781980071e+02,1.000000000000000000e+00,8.018948754280927460e+02
2.800000000000000000e+01,2.751790469208211221e+02,7.886726655781980071e+02,1.000000000000000000e+00,8.018948754280927460e+02
2.900000000000000000e+01,2.755028445747800561e+02,7.997414161027229511e+02,1.000000000000000000e+00,8.447560352316062335e+02
3.000000000000000000e+01,2.771345307917888476e+02,9.137992139756315737e+02,2.000000000000000000e+00,8.494175398112240600e+02
