0.000000000000000000e+00,2.779027565982405008e+02,4.641596053284097820e+02,4.000000000000000000e+00,1.625654506630001606e+03
1.000000000000000000e+00,2.766647067448680559e+02,1.266069294771536079e+03,1.000000000000000000e+00,1.466186040495359066e+03
2.000000000000000000e+00,2.754774486803519267e+02,1.295224099839018663e+03,3.000000000000000000e+00,1.595509298369846192e+03
3.000000000000000000e+00,2.795407917888563247e+02,8.336359169076303033e+02,2.000000000000000000e+00,1.444655329739189483e+03
4.000000000000000000e+00,2.761821847507331427e+02,5.926990184709051164e+02,4.000000000000000000e+00,1.421538265769317150e+03
5.000000000000000000e+00,2.755599853372434040e+02,5.849296070450367324e+02,1.000000000000000000e+00,1.326571150463699723e+03
6.000000000000000000e+00,2.752234897360704053e+02,9.495597925933273018e+02,3.000000000000000000e+00,1.313940569979367638e+03
7.000000000000000000e+00,2.752234897360704053e+02,9.465442676106843010e+02,1.000000000000000000e+00,1.253235845707332373e+03
8.000000000000000000e+00,2.754076099706745140e+02,5.855185213357646035e+02,4.000000000000000000e+00,1.427551123363080478e+03
9.000000000000000000e+00,2.768615249266862293e+02,6.148578055786558707e+02,4.000000000000000000e+00,1.439024658215731961e+03
1.000000000000000000e+01,2.754012609970674816e+02,9.623385231668331699e+02,4.000000000000000000e+00,1.391409800609121021e+03
1.100000000000000000e+01,2.754076099706745140e+02,9.624520488132386618e+02,4.000000000000000000e+00,1.393542100548726467e+03
1.200000000000000000e+01,2.754012609970674816e+02,9.873070700231172623e+02,2.000000000000000000e+00,1.294620647688246208e+03
1.300000000000000000e+01,2.754076099706745140e+02,9.623030464023315744e+02,2.000000000000000000e+00,1.313167455586730966e+03
1.400000000000000000e+01,2.754012609970674816e+02,9.618489438167100616e+02,2.000000000000000000e+00,1.306123004641712669e+03
1.500000000000000000e+01,2.754012609970674816e+02,9.618489438167100616e+02,2.000000000000000000e+00,1.306123004641712669e+03
1.600000000000000000e+01,2.754012609970674816e+02,9.691074898337542436e+02,2.000000000000000000e+00,1.307814648814754491e+03
1.700000000000000000e+01,2.753123753665689151e+02,9.910037488841925324e+02,4.000000000000000000e+00,1.348983360609454849e+03
1.800000000000000000e+01,2.753123753665689151e+02,9.822551787580777045e+02,3.000000000000000000e+00,1.329819807771060823e+03
1.900000000000000000e+01,2.752044428152493083e+02,1.338285796591160533e+03,3.000000000000000000e+00,1.513392310625099299e+03
2.000000000000000000e+01,2.756615689149560353e+02,9.914010886466113561e+02,2.000000000000000000e+00,1.281143629729318491e+03
2.100000000000000000e+01,2.751790469208211221e+02,1.354619298967734949e+03,2.000000000000000000e+00,1.498711777030193389e+03
2.200000000000000000e+01,2.751790469208211221e+02,1.354619298967734949e+03,2.000000000000000000e+00,1.498711777030193389e+03
2.300000000000000000e+01,2.751663489736070574e+02,1.339768725347330928e+03,3.000000000000000000e+00,1.489732158124445959e+03
2.400000000000000000e+01,2.751600000000000250e+02,1.287483069824751510e+03,3.000000000000000000e+00,1.515694407538972428e+03
2.500000000000000000e+01,2.765948680351906432e+02,1.170395556263399385e+03,4.000000000000000000e+00,1.438509372230850886e+03
2.600000000000000000e+01,2.751600000000000250e+02,1.339811297464732888e+03,3.000000000000000000e+00,1.488113727918192126e+03
2.700000000000000000e+01,2.751600000000000250e+02,1.338910187646390114e+03,3.000000000000000000e+00,1.507059387009908050e+03
2.800000000000000000e+01,2.752361876832844700e+02,9.574569203714017931e+02,2.000000000000000000e+00,1.257234032639283214e+03
2.900000000000000000e+01,2.765186803519061982e+02,1.303972669965133491e+03,4.000000000000000000e+00,1.453298087841514416e+03
3.000000000000000000e+01,2.751726979472140897e+02,4.299741950545887335e+02,1.000000000000000000e+00,1.461383453772624762e+03
