Day of week;Date;Month;Year ;Hour;Gv2_load;Gv2_delt;Gv2_flow;Hsb_load;Hsb_delt;Hsb_flow;Pfa_load;Pfa_delt;Pfa_flow;Ser_load;Ser_delt;Ser_flow;Fir_load;Fir_delt;Fir_flow
6;5;3;2016;17;998,2;4,043126685;212;23,07692308;6,605296126;3;40;3,947993087;8,7;35,4;4,647946907;6,54;0;0;0
6;5;3;2016;18;998,2;3,792667509;226;23,07692308;6,605296126;3;30;3,903129529;6,6;35,3;4,634817114;6,54;0;0;0
6;5;3;2016;19;998,2;3,710575139;231;20;8,586884964;2;30;4,519413139;5,7;35,4;4,647946907;6,54;0;0;0
6;5;3;2016;20;1497,3;5,247813411;245;20;8,586884964;2;30;4,770491647;5,4;35,4;4,647946907;6,54;0;0;0
6;5;3;2016;21;998,2;3,663003663;234;30;8,586884964;3;20;3,180327765;5,4;35,3;4,634817114;6,54;0;0;0
6;5;3;2016;22;998,2;3,742981909;229;30;8,586884964;3;30;4,600116945;5,6;35,4;4,647946907;6,54;0;0;0
6;5;3;2016;23;499,1;2,915451895;147;40;8,586884964;4;30;4,293442482;6;35,3;4,634817114;6,54;0;0;0
7;6;3;2016;0;499,1;1,778304683;241;60;8,586884964;6;20;3,180327765;5,4;35,4;4,647946907;6,54;0;0;0
7;6;3;2016;1;23,99519231;1,373626374;15;33,33333333;7,15573747;4;30;4,600116945;5,6;35,4;4,647946907;6,54;0;0;0
7;6;3;2016;2;44,79102564;1,373626374;28;25;7,15573747;3;20;3,180327765;5,4;35,3;4,634817114;6,54;0;0;0
7;6;3;2016;3;20,79583333;1,373626373;13;25;7,15573747;3;30;4,293442482;6;35,4;4,647946907;6,54;0;0;0
7;6;3;2016;4;14,39711538;1,373626373;9;16,66666667;7,15573747;2;30;5,051108803;5,1;35,3;4,634817114;6,54;0;0;0
7;6;3;2016;5;12,7974359;1,373626374;8;33,33333333;9,540983294;3;20;3,122503623;5,5;35,4;4,647946907;6,54;0;0;0
7;6;3;2016;6;12,7974359;1,373626374;8;22,22222222;9,540983294;2;20;3,06674463;5,6;35,3;4,634817114;6,54;0;0;0
7;6;3;2016;7;14,39711538;1,373626373;9;22,22222222;9,540983294;2;30;3,434753986;7,5;35,4;4,647946907;6,54;0;0;0
7;6;3;2016;8;14,39711538;1,373626373;9;22,22222222;9,540983294;2;20;2,201765375;7,8;35,4;4,647946907;6,54;0;0;0
7;6;3;2016;9;340,7317308;1,373626374;213;20;5,724589976;3;30;3,260842392;7,9;35,3;4,634817114;6,54;0;0;0
7;6;3;2016;10;499,1;3,792667509;113;20;5,724589976;3;30;3,180327765;8,1;35,4;4,647946907;6,54;0;0;0
7;6;3;2016;11;268,2079439;2,002670227;115;26,66666667;5,724589976;4;40;2,986742596;11,5;35,3;4,634817114;6,54;0;0;0
7;6;3;2016;12;230,8920561;2,002670227;99;33,33333333;5,724589976;5;50;2,425673719;17,7;35,4;4,647946907;6,54;0;0;0
7;6;3;2016;13;145,651751;1,667593108;75;54,54545455;7,806259059;6;70;3,474462124;17,3;35,4;4,647946907;6,54;0;0;0
7;6;3;2016;14;178,6661479;1,667593108;92;45,45454545;7,806259059;5;60;3,122503623;16,5;35,3;4,634817114;6,54;0;0;0
7;6;3;2016;15;174,7821012;1,667593108;90;33,33333333;7,15573747;4;70;3,710382392;16,2;35,4;4,647946907;6,54;0;0;0
7;6;3;2016;16;304,3292683;2,613240418;100;33,33333333;7,15573747;4;40;3,180327765;10,8;35,3;4,634817114;6,54;0;0;0
7;6;3;2016;17;194,7707317;2,613240418;64;33,33333333;7,15573747;4;30;3,220081862;8;35,4;4,647946907;6,54;0;0;0
7;6;3;2016;18;230,6072607;1,414427157;140;27,27272727;7,806259059;3;30;3,14154328;8,2;35,4;4,647946907;6,54;0;0;0
7;6;3;2016;19;130,1283828;1,414427157;79;27,27272727;7,806259059;3;30;3,103693361;8,3;35,3;4,634817114;6,54;0;0;0
7;6;3;2016;20;138,3643564;1,414427157;84;45,45454545;7,806259059;5;30;3,14154328;8,2;35,4;4,647946907;6,54;0;0;0
7;6;3;2016;21;217,1656489;1,635768812;114;33,33333333;9,540983294;3;30;3,48116958;7,4;35,3;4,634817114;6,54;0;0;0
7;6;3;2016;22;156,2068702;1,635768811;82;44,44444444;9,540983294;4;20;2,04449642;8,4;35,4;4,647946907;6,54;0;0;0
7;6;3;2016;23;125,7274809;1,635768811;66;22,22222222;9,540983294;2;30;2,711647883;9,5;35,4;4,647946907;6,54;0;0;0
1;7;3;2016;0;116,6121495;1,335113484;75;25;7,15573747;3;20;1,996949992;8,6;35,3;4,634817114;6,54;0;0;0
1;7;3;2016;1;68,41246106;1,335113485;44;25;7,15573747;3;30;2,740495201;9,4;35,4;4,647946907;6,54;0;0;0
1;7;3;2016;2;31,09657321;1,335113485;20;25;7,15573747;3;30;2,711647883;9,5;35,3;4,634817114;6,54;0;0;0
1;7;3;2016;3;20,21277259;1,335113485;13;16,66666667;7,15573747;2;20;1,996949992;8,6;35,4;4,647946907;6,54;0;0;0
1;7;3;2016;4;13,99345794;1,335113484;9;8,333333333;7,15573747;1;30;3,030665282;8,5;35,3;4,634817114;6,54;0;0;0
1;7;3;2016;5;13,99345794;1,335113484;9;21,42857143;6,13348926;3;20;1,951564765;8,8;35,4;4,647946907;6,54;0;0;0
1;7;3;2016;6;12,43862928;1,335113484;8;14,28571429;6,13348926;2;30;2,995424988;8,6;35,4;4,647946907;6,54;0;0;0
1;7;3;2016;7;13,99345794;1,335113484;9;14,28571429;6,13348926;2;50;3,328249986;12,9;35,3;4,634817114;6,54;0;0;0
1;7;3;2016;8;12,43862928;1,335113484;8;14,28571429;6,13348926;2;130;3,521435474;31,7;35,4;4,647946907;6,54;0;0;0
1;7;3;2016;9;195,9084112;1,335113485;126;14,28571429;6,13348926;2;80;2,153450775;31,9;35,3;4,634817114;6,54;0;0;0
1;7;3;2016;10;73,66395722;2,750190986;23;21,42857143;6,13348926;3;90;2,400061015;32,2;35,4;4,647946907;6,54;0;0;0
1;7;3;2016;11;525,2560428;2,750190986;164;33,33333333;7,15573747;4;120;3,08510837;33,4;35,4;4,647946907;6,54;104;893,0360363;0,1
1;7;3;2016;12;499,1;2,782931354;154;33,33333333;7,15573747;4;190;4,078770358;40;35,3;4,634817114;6,54;0;0;0
1;7;3;2016;13;998,2;5,494505495;156;33,33333333;7,15573747;4;210;5,257276509;34,3;35,4;4,647946907;6,54;0;0;0
1;7;3;2016;14;499,1;2,712477396;158;40;8,586884964;4;220;5,794830344;32,6;35,3;4,634817114;6,54;0;0;0
1;7;3;2016;15;499,1;2,782931354;154;60;8,586884964;6;220;5,622365155;33,6;35,4;4,647946907;6,54;0;0;0
1;7;3;2016;16;499,1;2,876318313;149;42,85714286;6,13348926;6;210;5,912281451;30,5;35,4;4,647946907;6,54;0;0;0
1;7;3;2016;17;998,2;4,608294931;186;35,71428571;6,13348926;5;210;5,724589976;31,5;35,3;4,634817114;6,54;0;0;0
1;7;3;2016;18;998,2;4,264392324;201;21,42857143;6,13348926;3;200;5,841418343;29,4;35,4;4,647946907;6,54;0;0;0
1;7;3;2016;19;499,1;2,186588921;196;27,27272727;7,806259059;3;180;5,832601108;26,5;35,3;4,634817114;6,54;0;0;0
1;7;3;2016;20;998,2;4,373177843;196;36,36363636;7,806259059;4;130;5,290497845;21,1;35,4;4,647946907;6,54;0;0;0
1;7;3;2016;21;998,2;4,264392324;201;36,36363636;7,806259059;4;20;3,577868735;4,8;35,4;4,647946907;6,54;0;0;0
1;7;3;2016;22;499,1;2,354788069;182;25;7,15573747;3;20;3,993899983;4,3;35,3;4,634817114;6,54;0;0;0
1;7;3;2016;23;499,1;3,826530612;112;16,66666667;7,15573747;2;20;3,504851006;4,9;35,4;4,647946907;6,54;0;0;0
2;8;3;2016;0;499,1;2,915451895;147;25;7,15573747;3;20;3,903129529;4,4;35,3;4,634817114;6,54;0;0;0
2;8;3;2016;1;174,517195;0,411692054;364;33,33333333;7,15573747;4;20;3,903129529;4,4;35,4;4,647946907;6,54;0;0;0
2;8;3;2016;2;126,0934678;0,411692054;263;30;8,586884964;3;20;3,653993602;4,7;35,3;4,634817114;6,54;0;0;0
2;8;3;2016;3;5,753314121;0,411692054;12;30;8,586884964;3;30;4,683755435;5,5;35,4;4,647946907;6,54;0;0;0
2;8;3;2016;4;4,314985591;0,411692054;9;40;8,586884964;4;10;3,06674463;2,8;35,4;4,647946907;6,54;0;0;0
2;8;3;2016;5;3,835542747;0,411692054;8;33,33333333;9,540983294;3;20;3,733428245;4,6;35,3;4,634817114;6,54;0;0;0
2;8;3;2016;6;3,835542747;0,411692054;8;33,33333333;9,540983294;3;20;3,816393317;4,5;35,4;4,647946907;6,54;0;0;0
2;8;3;2016;7;4,314985591;0,411692054;9;33,33333333;9,540983294;3;30;4,293442482;6;35,3;4,634817114;6,54;0;0;0
2;8;3;2016;8;112,6690682;0,411692054;235;33,33333333;7,15573747;4;120;4,121704783;25;35,4;4,647946907;6,54;0;0;0
2;8;3;2016;9;63,76589817;0,411692054;133;16,66666667;7,15573747;2;90;3,788331602;20,4;35,4;4,647946907;6,54;0;0;0
2;8;3;2016;10;499,1;3,222341568;133;25;7,15573747;3;100;2,586411134;33,2;35,3;4,634817114;6,54;0;0;0
2;8;3;2016;11;499,1;3,456221198;124;25;7,15573747;3;140;2,70757634;44,4;35,4;4,647946907;6,54;0;0;0
2;8;3;2016;12;499,1;2,976190476;144;25;4,293442482;5;150;3,903129529;33;35,3;4,634817114;6,54;0;0;0
2;8;3;2016;13;598,92;3,781512605;136;25;4,293442482;5;175;5,137452543;29,25;35,4;4,647946907;6,54;0;0;0
2;8;3;2016;14;598,92;3,781512605;136;50;8,586884964;5;175;5,137452543;29,25;130;3,434753986;32,5;0;0;0
2;8;3;2016;15;499,1;2,876318313;149;14,8;3,177147437;4;150;5,724589976;22,5;130;4,501189699;24,8;0;0;0
2;8;3;2016;16;998,2;5,194805195;165;7,4;3,177147437;2;150;5,457765867;23,6;130;5,02835606;22,2;0;0;0
2;8;3;2016;17;798,56;3,565300711;192,33;11,1;3,177147437;3;140;5,439655634;22,1;140;5,342950644;22,5;0;0;0
2;8;3;2016;18;798,56;3,565300711;192,33;33,4;9,56006526;3;140;5,439655634;22,1;130;5,074068388;22;0;0;0
2;8;3;2016;19;798,56;3,565300711;192,33;33,3;9,53144231;3;140;5,439655634;22,1;130;5,120619474;21,8;0;0;0
2;8;3;2016;20;998,2;4,395604396;195;28,57142857;12,26697852;2;110;5,366803103;17,6;120;4,815075681;21,4;0;0;0
2;8;3;2016;21;499,1;2,209131075;194;28,57142857;12,26697852;2;30;3,963177676;6,5;10;8,586884964;1;0;0;0
2;8;3;2016;22;998,2;4,608294931;186;42,85714286;12,26697852;3;30;4,519413139;5,7;0;0;0;0;0;0
2;8;3;2016;23;499,1;3,083247688;139;25;7,15573747;3;30;4,860500923;5,3;0;0;0;0;0;0
3;9;3;2016;0;180,5356938;0,4101162;378;16,66666667;7,15573747;2;30;4,293442482;6;0;0;0;0;0;0
3;9;3;2016;1;193,9087081;0,4101162;406;16,66666667;7,15573747;2;20;3,122503623;5,5;0;0;0;0;0;0
3;9;3;2016;2;124,6555981;0,4101162;261;16,66666667;7,15573747;2;30;4,953972095;5,2;0;0;0;0;0;0
3;9;3;2016;3;22,59300412;1,763668431;11;25;7,15573747;3;20;3,122503623;5,5;0;0;0;0;0;0
3;9;3;2016;4;16,43127572;1,76366843;8;9,090909091;7,806259059;1;30;5,152130979;5;0;0;0;0;0;0
3;9;3;2016;5;18,48518519;1,763668431;9;18,18181818;7,806259059;2;20;2,960994815;5,8;0;0;0;0;0;0
3;9;3;2016;6;16,43127572;1,76366843;8;9,090909091;7,806259059;1;30;3,903129529;6,6;0;0;0;0;0;0
3;9;3;2016;7;16,43127572;1,76366843;8;18,18181818;7,806259059;2;30;2,341877718;11;0;0;0;0;0;0
3;9;3;2016;8;408,7279835;1,76366843;199;18,18181818;7,806259059;2;110;4,216773866;22,4;0;0;0;0;0;0
3;9;3;2016;9;50,16080402;2,153625269;20;27,27272727;7,806259059;3;70;3,302648063;18,2;0;0;0;0;0;0
3;9;3;2016;10;448,939196;2,153625269;179;18,18181818;7,806259059;2;80;1,892426438;36,3;160;5,366803103;25,6;0;0;0
3;9;3;2016;11;475,1579336;3,162888772;129;18,18181818;7,806259059;2;100;3,277437009;26,2;100;4,543325378;18,9;0;0;0
3;9;3;2016;12;523,0420664;3,162888772;142;27,27272727;7,806259059;3;100;3,133899622;27,4;100;4,449163194;19,3;0;0;0
3;9;3;2016;13;499,1;3,06122449;140;18,18181818;7,806259059;2;90;3,419555959;22,6;100;3,782768707;22,7;0;0;0
3;9;3;2016;14;499,1;3,541912633;121;18,18181818;7,806259059;2;100;4,96351732;17,3;100;3,328249986;25,8;0;0;0
3;9;3;2016;15;499,1;3,322259136;129;15,38461538;6,605296126;2;100;4,934991359;17,4;110;3,855336106;24,5;0;0;0
3;9;3;2016;16;499,1;3,271537623;131;7,692307692;6,605296126;1;100;5,141847284;16,7;110;4,434541531;21,3;0;0;0
3;9;3;2016;17;499,1;3,039513678;141;15,38461538;6,605296126;2;110;4,971354453;19;110;4,746519327;19,9;0;0;0
3;9;3;2016;18;499,1;2,857142857;150;30,76923077;6,605296126;4;170;5,426655925;26,9;110;4,72278673;20;0;0;0
3;9;3;2016;19;998,2;5,714285714;150;30,76923077;6,605296126;4;130;5,192069978;21,5;110;4,819170133;19,6;0;0;0
3;9;3;2016;20;499,1;2,535925613;169;27,27272727;7,806259059;3;110;5,189875528;18,2;110;4,843883826;19,5;0;0;0
3;9;3;2016;21;499,1;2,645502646;162;36,36363636;7,806259059;4;20;3,993899983;4,3;5,583941606;5,327629357;0,9;0;0;0
3;9;3;2016;22;998,2;5,565862709;154;18,18181818;7,806259059;2;20;4,293442482;4;0;0;0;0;0;0
3;9;3;2016;23;499,1;4,511278195;95;18,18181818;7,806259059;2;20;3,903129529;4,4;0;0;0;0;0;0
4;10;3;2016;0;87,73033226;0,459347726;164;25;7,15573747;3;20;3,733428245;4,6;0;0;0;0;0;0
4;10;3;2016;1;189,3691318;0,459347726;354;25;7,15573747;3;20;4,293442482;4;0;0;0;0;0;0
4;10;3;2016;2;87,73033226;0,459347726;164;16,66666667;7,15573747;2;10;1,908196659;4,5;0;0;0;0;0;0
4;10;3;2016;3;6,954233655;0,459347726;13;16,66666667;7,15573747;2;20;4,906791408;3,5;0;0;0;0;0;0
4;10;3;2016;4;4,279528403;0,459347726;8;16,66666667;7,15573747;2;20;3,733428245;4,6;0;0;0;0;0;0
4;10;3;2016;5;4,814469453;0,459347726;9;9,090909091;7,806259059;1;20;4,293442482;4;0;0;0;0;0;0
4;10;3;2016;6;4,279528403;0,459347726;8;18,18181818;7,806259059;2;20;3,903129529;4,4;0;0;0;0;0;0
4;10;3;2016;7;4,814469453;0,459347726;9;18,18181818;7,806259059;2;20;3,122503623;5,5;0;0;0;0;0;0
4;10;3;2016;8;109,1279743;0,459347726;204;18,18181818;7,806259059;2;90;3,788331602;20,4;0;0;0;0;0;0
4;10;3;2016;9;53,475;2,551020408;18;18,18181818;7,806259059;2;60;3,412007271;15,1;0;0;0;0;0;0
4;10;3;2016;10;445,625;2,551020408;150;18,18181818;7,806259059;2;80;2,642118451;26;164,4160584;5,327629357;26,5;0;0;0
4;10;3;2016;11;499,1;3,759398496;114;33,33333333;7,15573747;4;110;3,027427391;31,2;90;4,046176161;19,1;0;0;0
4;10;3;2016;12;499,1;3,571428571;120;33,33333333;7,15573747;4;140;3,484533029;34,5;100;4,591917093;18,7;0;0;0
4;10;3;2016;13;499,1;3,456221198;124;33,33333333;7,15573747;4;150;3,903129529;33;100;3,653993602;23,5;0;0;0
4;10;3;2016;14;499,1;3,246753247;132;41,66666667;7,15573747;5;160;5,051108803;27,2;120;3,719950165;27,7;0;0;0
4;10;3;2016;15;499,1;3,018108652;142;33,33333333;7,15573747;4;160;5,430441084;25,3;110;3,498360541;27;0;0;0
4;10;3;2016;16;499,1;2,764976959;155;25;7,15573747;3;170;5,4065572;27;120;4,620745272;22,3;0;0;0
4;10;3;2016;17;998,2;4,897959184;175;38,46153846;6,605296126;5;160;5,3459206;25,7;120;4,79267998;21,5;0;0;0
4;10;3;2016;18;499,1;2,435064935;176;7,692307692;6,605296126;1;150;5,575899328;23,1;130;5,240821809;21,3;0;0;0
4;10;3;2016;19;998,2;4,285714286;200;30,76923077;6,605296126;4;130;5,168032617;21,6;120;4,815075681;21,4;0;0;0
4;10;3;2016;20;998,2;4,683840749;183;23,07692308;6,605296126;3;110;5,133463837;18,4;120;4,883536473;21,1;0;0;0
4;10;3;2016;21;499,1;2,367797948;181;18,18181818;7,806259059;2;30;4,366212694;5,9;10;9,540983294;0,9;0;0;0
4;10;3;2016;22;998,2;4,788507582;179;18,18181818;7,806259059;2;30;4,600116945;5,6;0;0;0;0;0;0
4;10;3;2016;23;499,1;4,201680672;102;36,36363636;7,806259059;4;20;3,122503623;5,5;0;0;0;0;0;0
5;11;3;2016;0;156,7500963;0,825763831;163;27,27272727;7,806259059;3;30;4,223058179;6,1;0;0;0;0;0;0
5;11;3;2016;1;381,777842;0,825763832;397;33,33333333;9,540983294;3;30;4,293442482;6;0;0;0;0;0;0
5;11;3;2016;2;122,1304432;0,825763832;127;33,33333333;9,540983294;3;20;3,06674463;5,6;0;0;0;0;0;0
5;11;3;2016;3;7,693256262;0,825763832;8;33,33333333;9,540983294;3;30;4,441492223;5,8;0;0;0;0;0;0
5;11;3;2016;4;8,654913295;0,825763832;9;18,18181818;7,806259059;2;30;4,683755435;5,5;0;0;0;0;0;0
5;11;3;2016;5;7,693256262;0,825763832;8;18,18181818;7,806259059;2;20;3,122503623;5,5;0;0;0;0;0;0
5;11;3;2016;6;8,654913295;0,825763832;9;18,18181818;7,806259059;2;30;3,577868735;7,2;0;0;0;0;0;0
5;11;3;2016;7;8,654913295;0,825763832;9;18,18181818;7,806259059;2;60;3,628261253;14,2;0;0;0;0;0;0
5;11;3;2016;8;49,04450867;0,825763832;51;27,27272727;7,806259059;3;80;3,46944847;19,8;0;0;0;0;0;0
5;11;3;2016;9;247,1458574;0,825763831;257;20;5,724589976;3;70;2,946480135;20,4;3,763837638;5,386606804;0,6;0;0;0
5;11;3;2016;10;172,5;1,974983542;75;20;5,724589976;3;90;2,220746111;34,8;166,2361624;5,386606804;26,5;0;0;0
5;11;3;2016;11;326,6;1,974983542;142;26,66666667;5,724589976;4;140;2,862294988;42;120;4,79267998;21,5;0;0;0
5;11;3;2016;12;499,1;2,857142857;150;33,33333333;5,724589976;5;170;4,477823448;32,6;110;4,124704568;22,9;0;0;0
5;11;3;2016;13;998,2;5,529953917;155;50;8,586884964;5;180;5,404333194;28,6;130;3,745956528;29,8;0;0;0
5;11;3;2016;14;499,1;2,597402597;165;50;8,586884964;5;210;5,724589976;31,5;120;3,873782691;26,6;0;0;0
5;11;3;2016;15;499,1;2,521008403;170;33,33333333;7,15573747;4;180;5,442391879;28,4;130;4,770491647;23,4;0;0;0
5;11;3;2016;16;998,2;5,042016807;170;25;7,15573747;3;190;5,826814797;28;130;5,074068388;22;0;0;0
5;11;3;2016;17;998,2;4,285714286;200;41,66666667;7,15573747;5;160;5,387849389;25,5;140;5,51451328;21,8;0;0;0
5;11;3;2016;18;798,56;3,288797533;208,5;31,81818182;7,806259059;3,5;160;5,506619616;24,95;120;4,953972095;20,8;0;0;0
5;11;3;2016;19;798,56;3,288797533;208,5;31,81818182;7,806259059;3,5;160;5,506619616;24,95;120;5,051108803;20,4;0;0;0
5;11;3;2016;20;998,2;4,201680672;204;36,36363636;7,806259059;4;100;4,906791408;17,5;110;4,770491647;19,8;0;0;0
5;11;3;2016;21;998,2;4,005340454;214;23,07692308;6,605296126;3;40;4,906791408;7;10;9,540983294;0,9;0;0;0
5;11;3;2016;22;499,1;2,175489485;197;23,07692308;6,605296126;3;30;3,628261253;7,1;0;0;0;0;0;0
5;11;3;2016;23;499,1;3,826530612;112;23,07692308;6,605296126;3;30;4,154944338;6,2;0;0;0;0;0;0
6;12;3;2016;0;499,1;1,735106998;247;30,76923077;6,605296126;4;30;4,08899284;6,3;0;0;0;0;0;0
6;12;3;2016;1;257,6;0,813228517;272;44,44444444;9,540983294;4;30;4,293442482;6;0;0;0;0;0;0
6;12;3;2016;2;8,523529412;0,813228517;9;22,22222222;9,540983294;2;30;4,293442482;6;0;0;0;0;0;0
6;12;3;2016;3;9,470588235;0,813228517;10;33,33333333;9,540983294;3;20;3,06674463;5,6;0;0;0;0;0;0
6;12;3;2016;4;7,576470588;0,813228517;8;22,22222222;9,540983294;2;30;4,366212694;5,9;0;0;0;0;0;0
6;12;3;2016;5;8,523529412;0,813228517;9;33,33333333;9,540983294;3;30;4,223058179;6,1;0;0;0;0;0;0
6;12;3;2016;6;7,576470588;0,813228517;8;22,22222222;9,540983294;2;30;3,434753986;7,5;0;0;0;0;0;0
6;12;3;2016;7;8,523529412;0,813228517;9;22,22222222;9,540983294;2;30;2,628638254;9,8;0;0;0;0;0;0
6;12;3;2016;8;9,470588235;0,813228517;10;25;7,15573747;3;20;2,069128907;8,3;0;0;0;0;0;0
6;12;3;2016;9;181,8352941;0,813228517;192;16,66666667;7,15573747;2;30;3,302648063;7,8;0;0;0;0;0;0
6;12;3;2016;10;499,1;3,198294243;134;25;7,15573747;3;30;2,960994815;8,7;0;0;0;0;0;0
6;12;3;2016;11;499,1;3,151260504;136;33,33333333;7,15573747;4;40;2,602086353;13,2;0;0;0;0;0;0
6;12;3;2016;12;499,1;3,296703297;130;30,76923077;6,605296126;4;80;3,039605297;22,6;0;0;0;0;0;0
6;12;3;2016;13;499,1;2,629272568;163;38,46153846;6,605296126;5;100;4,250933151;20,2;0;0;0;0;0;0
6;12;3;2016;14;998,2;4,633204633;185;30,76923077;6,605296126;4;80;3,487059884;19,7;0;0;0;0;0;0
6;12;3;2016;15;499,1;2,175489485;197;40;8,586884964;4;60;4,121704783;12,5;0;0;0;0;0;0
6;12;3;2016;16;998,2;4,222378607;203;30;8,586884964;3;60;5,101119781;10,1;0;0;0;0;0;0
6;12;3;2016;17;998,2;3,968253968;216;30;8,586884964;3;40;4,347789855;7,9;0;0;0;0;0;0
6;12;3;2016;18;998,2;3,826530612;224;25;7,15573747;3;40;4,403530751;7,8;0;0;0;0;0;0
6;12;3;2016;19;998,2;3,913894325;219;16,66666667;7,15573747;2;40;4,403530751;7,8;0;0;0;0;0;0
6;12;3;2016;20;998,2;3,541912633;242;33,33333333;7,15573747;4;30;3,628261253;7,1;0;0;0;0;0;0
6;12;3;2016;21;998,2;3,541912633;242;25;7,15573747;3;30;4,025102327;6,4;0;0;0;0;0;0
6;12;3;2016;22;998,2;3,678724709;233;30;8,586884964;3;30;4,683755435;5,5;0;0;0;0;0;0
6;12;3;2016;23;998,2;6,166495375;139;40;8,586884964;4;30;4,293442482;6;0;0;0;0;0;0
7;13;3;2016;0;315,3192523;0,801068091;338;30;8,586884964;3;30;3,844873865;6,7;0;0;0;0;0;0
7;13;3;2016;1;183,7807477;0,801068091;197;27,27272727;7,806259059;3;20;3,180327765;5,4;0;0;0;0;0;0
7;13;3;2016;2;106,7774443;0,414880376;221;27,27272727;7,806259059;3;30;4,860500923;5,3;0;0;0;0;0;0
7;13;3;2016;3;195,678122;0,414880376;405;27,27272727;7,806259059;3;20;2,815372119;6,1;0;0;0;0;0;0
7;13;3;2016;4;196,6444337;0,414880376;407;18,18181818;7,806259059;2;30;4,293442482;6;0;0;0;0;0;0
7;13;3;2016;5;243,9592668;0,872854233;240;30;8,586884964;3;30;4,683755435;5,5;0;0;0;0;0;0
7;13;3;2016;6;48,79185336;0,872854233;48;20;8,586884964;2;20;2,769962892;6,2;0;0;0;0;0;0
7;13;3;2016;7;206,3488798;0,872854233;203;30;8,586884964;3;30;2,628638254;9,8;0;0;0;0;0;0
7;13;3;2016;8;203,0651961;2,100840336;83;20;8,586884964;2;30;2,453395704;10,5;0;0;0;0;0;0
7;13;3;2016;9;173,7063725;2,100840336;71;18,75;5,366803103;3;20;1,362997613;12,6;0;0;0;0;0;0
7;13;3;2016;10;122,3284314;2,100840337;50;18,75;5,366803103;3;40;3,122503623;11;0;0;0;0;0;0
7;13;3;2016;11;234,0412429;2,421307506;83;25;5,366803103;4;20;1,846641928;9,3;0;0;0;0;0;0
7;13;3;2016;12;135,3491525;2,421307505;48;37,5;5,366803103;6;80;3,053114654;22,5;0;0;0;0;0;0
7;13;3;2016;13;129,7096045;2,421307506;46;54,54545455;7,806259059;6;60;3,08510837;16,7;0;0;0;0;0;0
7;13;3;2016;14;124,0537572;2,477291494;43;45,45454545;7,806259059;5;70;4,623707289;13;0;0;0;0;0;0
7;13;3;2016;15;124,0537572;2,477291494;43;36,36363636;7,806259059;4;70;3,733428245;16,1;0;0;0;0;0;0
7;13;3;2016;16;250,9924855;2,477291494;87;27,27272727;7,806259059;3;50;4,128310079;10,4;0;0;0;0;0;0
7;13;3;2016;17;335,7399598;0,860585198;335;36,36363636;7,806259059;4;40;4,347789855;7,9;0;0;0;0;0;0
7;13;3;2016;18;163,3600402;0,860585198;163;27,27272727;7,806259059;3;40;4,460719462;7,7;0;0;0;0;0;0
7;13;3;2016;19;80,67349138;0,92364532;75;36,36363636;7,806259059;4;40;5,126498486;6,7;0;0;0;0;0;0
7;13;3;2016;20;337,7530172;0,92364532;314;36,36363636;7,806259059;4;30;4,154944338;6,2;0;0;0;0;0;0
7;13;3;2016;21;80,67349138;0,92364532;75;33,33333333;7,15573747;4;30;3,48116958;7,4;0;0;0;0;0;0
7;13;3;2016;22;154,2357639;1,488095238;89;33,33333333;7,15573747;4;20;1,734724235;9,9;0;0;0;0;0;0
7;13;3;2016;23;140,371875;1,488095238;81;33,33333333;7,15573747;4;30;2,40753784;10,7;0;0;0;0;0;0
1;14;3;2016;0;204,4923611;1,488095238;118;37,5;10,73360621;3;30;2,927347147;8,8;0;0;0;0;0;0
1;14;3;2016;1;224,3429293;2,164502165;89;25;10,73360621;2;30;2,32077972;11,1;0;0;0;0;0;0
1;14;3;2016;2;95,78686869;2,164502165;38;37,5;10,73360621;3;30;2,341877718;11;0;0;0;0;0;0
1;14;3;2016;3;178,970202;2,164502164;71;25;7,15573747;3;30;2,711647883;9,5;0;0;0;0;0;0
1;14;3;2016;4;204,8707424;1,871490955;94;16,66666667;7,15573747;2;20;2,769962892;6,2;0;0;0;0;0;0
1;14;3;2016;5;178,7170306;1,871490955;82;25;7,15573747;3;20;2,453395704;7;0;0;0;0;0;0
1;14;3;2016;6;115,5122271;1,871490955;53;16,66666667;7,15573747;2;30;2,740495201;9,4;0;0;0;0;0;0
1;14;3;2016;7;300,7262156;0,906070673;285;16,66666667;7,15573747;2;60;4,683755435;11;0;0;0;0;0;0
1;14;3;2016;8;91,80063425;0,906070674;87;20;5,724589976;3;120;4,223058179;24,4;0;0;0;0;0;0
1;14;3;2016;9;106,5731501;0,906070673;101;20;5,724589976;3;90;3,496921479;22,1;0;0;0;0;0;0
1;14;3;2016;10;184,9605882;2,521008403;63;20;5,724589976;3;110;2,960994815;31,9;179,99;4,712053124;32,8;0;0;0
1;14;3;2016;11;314,1394118;2,521008404;107;40;5,724589976;6;130;3,600951759;31;100,1;3,280714446;26,2;0;0;0
1;14;3;2016;12;499,1;3,631961259;118;44,44444444;9,540983294;4;180;5,423295767;28,5;110;3,245901533;29,1;0;0;0
1;14;3;2016;13;499,1;2,915451895;147;55,55555556;9,540983294;5;150;5,235905466;24,6;110;3,60518071;26,2;0;0;0
1;14;3;2016;14;499,1;2,997002997;143;25;7,15573747;3;130;5,315690692;21;110;4,72278673;20;0;0;0
