Day of week;Date;Month;Year ;Hour;ch1_cooling;ch2_cooling;ch3_cooling
3;30;3;2016;14;0;0;1219,3
3;30;3;2016;15;0;0;1182,1
3;30;3;2016;16;0;0;1267,9
3;30;3;2016;17;0;0;1199,7
3;30;3;2016;18;0;0;1326,6
3;30;3;2016;19;0;0;1249,7
3;30;3;2016;20;0;0;1278,9
3;30;3;2016;21;0;0;1201,2
3;30;3;2016;22;0;0;1064,6
3;30;3;2016;23;0;0;466,1
4;31;3;2016;0;0;0;0
4;31;3;2016;1;0;0;0
4;31;3;2016;2;0;0;0
4;31;3;2016;3;0;0;0
4;31;3;2016;4;0;0;0
4;31;3;2016;5;0;0;0
4;31;3;2016;6;192;0;0
4;31;3;2016;7;490;0;0
4;31;3;2016;8;365;0;0
4;31;3;2016;9;0;0;494,7
4;31;3;2016;10;0;0;332,4
4;31;3;2016;11;0;0;664,4
4;31;3;2016;12;0;0;822,8
4;31;3;2016;13;0;0;695,1
4;31;3;2016;14;0;0;912
4;31;3;2016;15;0;0;1244,3
4;31;3;2016;16;0;0;1144
4;31;3;2016;17;0;0;705,5
4;31;3;2016;18;0;0;428,3
4;31;3;2016;19;0;0;772,5
4;31;3;2016;20;0;0;770,3
4;31;3;2016;21;0;0;821,4
4;31;3;2016;22;0;0;611,7
4;31;3;2016;23;0;0;404,4
5;1;4;2016;0;0;0;184,4
5;1;4;2016;1;0;0;135,6
5;1;4;2016;2;0;0;0
5;1;4;2016;3;0;0;0
5;1;4;2016;4;0;0;0
5;1;4;2016;5;0;0;0
5;1;4;2016;6;0;0;258,4
5;1;4;2016;7;0;0;0
5;1;4;2016;8;0;0;274,7
5;1;4;2016;9;0;0;329,4
5;1;4;2016;10;0;0;92,6
5;1;4;2016;11;0;0;120,9
5;1;4;2016;12;0;0;0
5;1;4;2016;13;0;0;254,8
5;1;4;2016;14;0;0;34,7
5;1;4;2016;15;0;0;96,4
5;1;4;2016;16;0;0;137,4
5;1;4;2016;17;0;0;224,4
5;1;4;2016;18;0;0;85,3
5;1;4;2016;19;0;0;131,7
5;1;4;2016;20;0;447;0
5;1;4;2016;21;0;0;0
5;1;4;2016;22;0;126;0
5;1;4;2016;23;0;51;0
6;2;4;2016;0;0;319;0
6;2;4;2016;1;0;0;0
6;2;4;2016;2;0;0;0
6;2;4;2016;3;0;0;0
6;2;4;2016;4;0;0;0
6;2;4;2016;5;0;0;0
6;2;4;2016;6;0;0;0
6;2;4;2016;7;0;512;0
6;2;4;2016;8;0;1262;0
6;2;4;2016;9;0;872;0
6;2;4;2016;10;0;427;1185,5
6;2;4;2016;11;0;1236;261,3
6;2;4;2016;12;0;1757;0
6;2;4;2016;13;0;1758;0
6;2;4;2016;14;0;1758;0
6;2;4;2016;15;0;1757;0
6;2;4;2016;16;0;1758;0
6;2;4;2016;17;0;1758;0
6;2;4;2016;18;0;1758;0
6;2;4;2016;19;0;1758;0
6;2;4;2016;20;0;1758;0
6;2;4;2016;21;0;1758;0
6;2;4;2016;22;0;1758;0
6;2;4;2016;23;171;685;0
7;3;4;2016;0;543;0;0
7;3;4;2016;1;31;0;0
7;3;4;2016;2;0;0;0
7;3;4;2016;3;0;0;0
7;3;4;2016;4;0;0;0
7;3;4;2016;5;0;0;0
7;3;4;2016;6;0;0;0
7;3;4;2016;7;0;0;0
7;3;4;2016;8;494;0;0
7;3;4;2016;9;458;0;0
7;3;4;2016;10;679;0;0
7;3;4;2016;11;664;363;0
7;3;4;2016;12;531;520;0
7;3;4;2016;13;880;0;0
7;3;4;2016;14;718;331;0
7;3;4;2016;15;0;1758;0
7;3;4;2016;16;0;1758;0
7;3;4;2016;17;0;1758;0
7;3;4;2016;18;0;1758;0
7;3;4;2016;19;0;1758;0
7;3;4;2016;20;0;1757;0
7;3;4;2016;21;0;1758;0
7;3;4;2016;22;0;1758;0
7;3;4;2016;23;0;913;0
1;4;4;2016;0;41;0;0
1;4;4;2016;1;0;0;0
1;4;4;2016;2;0;0;0
1;4;4;2016;3;0;0;0
1;4;4;2016;4;0;0;0
1;4;4;2016;5;0;0;0
1;4;4;2016;6;0;0;0
1;4;4;2016;7;0;0;0
1;4;4;2016;8;0;1017;0
1;4;4;2016;9;0;0;0
1;4;4;2016;10;0;602;0
1;4;4;2016;11;0;1283;0
1;4;4;2016;12;149;1367;0
1;4;4;2016;13;0;1707;0
1;4;4;2016;14;0;1757;0
1;4;4;2016;15;0;1758;0
1;4;4;2016;16;0;1758;0
1;4;4;2016;17;0;1758;0
1;4;4;2016;18;0;1758;0
1;4;4;2016;19;0;1757;0
1;4;4;2016;20;0;1759;0
1;4;4;2016;21;0;1757;0
1;4;4;2016;22;0;1758;0
1;4;4;2016;23;0;1004;0
2;5;4;2016;0;0;0;0
2;5;4;2016;1;0;0;0
2;5;4;2016;2;0;0;0
2;5;4;2016;3;0;0;0
2;5;4;2016;4;0;0;0
2;5;4;2016;5;0;0;0
2;5;4;2016;6;0;240;0
2;5;4;2016;7;0;264;0
2;5;4;2016;8;0;704;0
2;5;4;2016;9;0;0;0
2;5;4;2016;10;0;1102;0
2;5;4;2016;11;0;1735;0
2;5;4;2016;12;0;1758;0
2;5;4;2016;13;0;1758;0
2;5;4;2016;14;0;1758;0
2;5;4;2016;15;0;1757;0
2;5;4;2016;16;0;1758;0
2;5;4;2016;17;0;1759;0
2;5;4;2016;18;0;1757;0
2;5;4;2016;19;0;1758;0
2;5;4;2016;20;0;1758;0
2;5;4;2016;21;0;1757;0
2;5;4;2016;22;0;1759;0
2;5;4;2016;23;0;866;0
3;6;4;2016;0;0;0;0
3;6;4;2016;1;0;0;0
3;6;4;2016;2;0;0;0
3;6;4;2016;3;0;0;0
3;6;4;2016;4;0;0;0
3;6;4;2016;5;0;0;0
3;6;4;2016;6;0;0;0
3;6;4;2016;7;0;0;0
3;6;4;2016;8;0;0;0
3;6;4;2016;9;0;731;0
3;6;4;2016;10;0;649;0
3;6;4;2016;11;0;1491;0
3;6;4;2016;12;0;1758;0
3;6;4;2016;13;0;1758;0
3;6;4;2016;14;0;1757;0
3;6;4;2016;15;0;1758;0
3;6;4;2016;16;0;1758;0
3;6;4;2016;17;0;1758;0
3;6;4;2016;18;0;1758;0
3;6;4;2016;19;0;1757;0
3;6;4;2016;20;0;1758;0
3;6;4;2016;21;0;1758;0
3;6;4;2016;22;0;1758;0
3;6;4;2016;23;0;1005;0
4;7;4;2016;0;0;0;0
4;7;4;2016;1;0;0;0
4;7;4;2016;2;0;0;0
4;7;4;2016;3;0;0;0
4;7;4;2016;4;0;0;0
4;7;4;2016;5;0;0;0
4;7;4;2016;6;0;112;0
4;7;4;2016;7;0;45;0
4;7;4;2016;8;0;0;0
4;7;4;2016;9;0;803;0
4;7;4;2016;10;0;519;0
4;7;4;2016;11;0;1504;0
4;7;4;2016;12;0;1758;0
4;7;4;2016;13;0;1757;0
4;7;4;2016;14;0;1759;0
4;7;4;2016;15;0;1757;0
4;7;4;2016;16;0;1759;0
4;7;4;2016;17;0;1758;0
4;7;4;2016;18;0;1757;0
4;7;4;2016;19;0;1758;0
4;7;4;2016;20;0;1758;0
4;7;4;2016;21;0;1757;0
4;7;4;2016;22;0;1758;0
4;7;4;2016;23;0;1228;0
5;8;4;2016;0;0;0;0
5;8;4;2016;1;0;0;0
5;8;4;2016;2;0;0;0
5;8;4;2016;3;0;0;0
5;8;4;2016;4;0;0;0
5;8;4;2016;5;0;0;0
5;8;4;2016;6;0;421;0
5;8;4;2016;7;0;24;0
5;8;4;2016;8;0;0;0
5;8;4;2016;9;0;328;0
5;8;4;2016;10;0;198;0
5;8;4;2016;11;0;54;0
5;8;4;2016;12;0;66;0
5;8;4;2016;13;0;384;0
5;8;4;2016;14;0;61;0
5;8;4;2016;15;0;0;0
5;8;4;2016;16;0;432;0
5;8;4;2016;17;0;124;0
5;8;4;2016;18;0;267;0
5;8;4;2016;19;0;0;0
5;8;4;2016;20;0;359;0
5;8;4;2016;21;0;57;0
5;8;4;2016;22;0;295;0
5;8;4;2016;23;0;0;0
6;9;4;2016;0;0;110;0
6;9;4;2016;1;0;289;0
6;9;4;2016;2;0;0;0
6;9;4;2016;3;0;45;0
6;9;4;2016;4;0;43;0
6;9;4;2016;5;0;45;0
6;9;4;2016;6;0;0;0
6;9;4;2016;7;0;0;0
6;9;4;2016;8;0;1402;0
6;9;4;2016;9;0;0;0
6;9;4;2016;10;0;1399;0
6;9;4;2016;11;0;1757;0
6;9;4;2016;12;0;1758;0
6;9;4;2016;13;0;1758;0
6;9;4;2016;14;0;1758;0
6;9;4;2016;15;0;1758;0
6;9;4;2016;16;0;1757;0
6;9;4;2016;17;0;1759;0
6;9;4;2016;18;0;1758;0
6;9;4;2016;19;0;1757;0
6;9;4;2016;20;0;1758;0
6;9;4;2016;21;0;1757;0
6;9;4;2016;22;0;1707;0
6;9;4;2016;23;0;604;0
7;10;4;2016;0;0;0;0
7;10;4;2016;1;0;0;0
7;10;4;2016;2;0;0;0
7;10;4;2016;3;0;0;0
7;10;4;2016;4;0;0;0
7;10;4;2016;5;0;0;0
7;10;4;2016;6;0;0;0
7;10;4;2016;7;0;0;0
7;10;4;2016;8;0;755;0
7;10;4;2016;9;0;0;0
7;10;4;2016;10;0;670;0
7;10;4;2016;11;0;1419;0
7;10;4;2016;12;0;1759;0
7;10;4;2016;13;0;1757;0
7;10;4;2016;14;0;1758;0
7;10;4;2016;15;0;1757;0
7;10;4;2016;16;0;1758;0
7;10;4;2016;17;0;1759;0
7;10;4;2016;18;0;1757;0
7;10;4;2016;19;0;1758;0
7;10;4;2016;20;0;1758;0
7;10;4;2016;21;0;1758;0
7;10;4;2016;22;0;1758;0
7;10;4;2016;23;0;933;0
1;11;4;2016;0;0;0;0
1;11;4;2016;1;0;0;0
1;11;4;2016;2;0;0;0
1;11;4;2016;3;0;0;0
1;11;4;2016;4;0;0;0
1;11;4;2016;5;0;0;0
1;11;4;2016;6;0;0;0
1;11;4;2016;7;0;0;0
1;11;4;2016;8;0;763;0
1;11;4;2016;9;0;415;0
1;11;4;2016;10;0;1307;0
1;11;4;2016;11;0;1756;0
1;11;4;2016;12;0;1760;0
1;11;4;2016;13;0;1624;0
1;11;4;2016;14;463;782;0
1;11;4;2016;15;0;1758;0
1;11;4;2016;16;0;1758;0
1;11;4;2016;17;0;1757;0
1;11;4;2016;18;0;1758;0
1;11;4;2016;19;0;1759;0
1;11;4;2016;20;0;1756;0
1;11;4;2016;21;0;1759;0
1;11;4;2016;22;0;1288;0,1
1;11;4;2016;23;0;1288;0,1
2;12;4;2016;0;0;0;0
2;12;4;2016;1;0;0;0
2;12;4;2016;2;0;0;0
2;12;4;2016;3;0;0;0
2;12;4;2016;4;0;0;0
2;12;4;2016;5;0;0;0
2;12;4;2016;6;0;0;0
2;12;4;2016;7;0;0;0
2;12;4;2016;8;0;855;0
2;12;4;2016;9;0;169;0
2;12;4;2016;10;0;689;0
2;12;4;2016;11;0;1572;0
2;12;4;2016;12;0;1758;0
2;12;4;2016;13;0;1758;0
2;12;4;2016;14;0;1757;0
2;12;4;2016;15;0;1758;0
2;12;4;2016;16;0;1758;0
2;12;4;2016;17;0;1758;0
2;12;4;2016;18;0;1758;0
2;12;4;2016;19;0;1758;0
2;12;4;2016;20;0;1757;0
2;12;4;2016;21;0;1758;0
2;12;4;2016;22;0;1758;0
2;12;4;2016;23;0;1221;0
3;13;4;2016;0;0;0;0
3;13;4;2016;1;0;0;0
3;13;4;2016;2;0;0;0
3;13;4;2016;3;0;0;0
3;13;4;2016;4;0;0;0
3;13;4;2016;5;0;0;0
3;13;4;2016;6;0;0;0
3;13;4;2016;7;0;0;0
3;13;4;2016;8;0;0;0
3;13;4;2016;9;0;498;0
3;13;4;2016;10;0;156;0
3;13;4;2016;11;0;234;0
3;13;4;2016;12;0;1334;0
3;13;4;2016;13;0;445;0
3;13;4;2016;14;364;225;0
3;13;4;2016;15;0;367;0
3;13;4;2016;16;767;0;0
3;13;4;2016;17;507;0;0
3;13;4;2016;18;543;0;0
3;13;4;2016;19;569;0;0
3;13;4;2016;20;518;0;0
3;13;4;2016;21;439;0;0
3;13;4;2016;22;440;0;0
3;13;4;2016;23;252;0;0
4;14;4;2016;0;0;0;0
4;14;4;2016;1;0;0;0
4;14;4;2016;2;0;0;0
4;14;4;2016;3;0;0;0
4;14;4;2016;4;0;0;0
4;14;4;2016;5;0;0;0
4;14;4;2016;6;0;0;0
4;14;4;2016;7;0;0;0
4;14;4;2016;8;0;0;0
4;14;4;2016;9;0;1535;0
4;14;4;2016;10;0;362;0
4;14;4;2016;11;0;1508;0
4;14;4;2016;12;0;1758;0
4;14;4;2016;13;0;1757;0
4;14;4;2016;14;0;1759;0
4;14;4;2016;15;0;1757;0
4;14;4;2016;16;0;1758;0
4;14;4;2016;17;0;1759;0
4;14;4;2016;18;0;1757;0
4;14;4;2016;19;0;1758;0
4;14;4;2016;20;0;1757;0
4;14;4;2016;21;0;1758;0
4;14;4;2016;22;0;1758;0
4;14;4;2016;23;0;1343;0
5;15;4;2016;0;0;0;0
5;15;4;2016;1;0;0;0
5;15;4;2016;2;0;0;0
5;15;4;2016;3;0;0;0
5;15;4;2016;4;0;0;0
5;15;4;2016;5;0;0;0
5;15;4;2016;6;0;0;0
5;15;4;2016;7;0;0;0
5;15;4;2016;8;0;0;0
5;15;4;2016;9;0;0;0
5;15;4;2016;10;0;571;0
5;15;4;2016;11;9;0;0
5;15;4;2016;12;295;0;0
5;15;4;2016;13;485;0;0
5;15;4;2016;14;587;0;0
5;15;4;2016;15;650;0;0
5;15;4;2016;16;464;0;0
5;15;4;2016;17;439;0;0
5;15;4;2016;18;76;0;0
5;15;4;2016;19;0;0;0
5;15;4;2016;20;0;0;0
5;15;4;2016;21;0;0;0
5;15;4;2016;22;0;0;0
5;15;4;2016;23;0;0;0
6;16;4;2016;0;11;0;0
6;16;4;2016;1;0;0;0
6;16;4;2016;2;0;431;0
6;16;4;2016;3;0;139;0
6;16;4;2016;4;0;0;0
6;16;4;2016;5;0;0;0
6;16;4;2016;6;0;0;0
6;16;4;2016;7;0;0;0
6;16;4;2016;8;0;1220;0
6;16;4;2016;9;0;91;0
6;16;4;2016;10;0;1757;0
6;16;4;2016;11;0;1758;0
6;16;4;2016;12;0;1772;0
6;16;4;2016;13;0;2767;0
6;16;4;2016;14;742;389;0
6;16;4;2016;15;615;204;0
6;16;4;2016;16;374;778;0
6;16;4;2016;17;4;1758;0
6;16;4;2016;18;0;1758;0
6;16;4;2016;19;0;1759;0
6;16;4;2016;20;127;1432;0
6;16;4;2016;21;0;1758;0
6;16;4;2016;22;0;1586;0
6;16;4;2016;23;0;2;0
7;17;4;2016;0;0;0;0
7;17;4;2016;1;0;0;0
7;17;4;2016;2;0;0;0
7;17;4;2016;3;0;0;0
7;17;4;2016;4;0;0;0
7;17;4;2016;5;0;0;0
7;17;4;2016;6;0;0;0
7;17;4;2016;7;0;492;0
7;17;4;2016;8;137;398;0
7;17;4;2016;9;183;0;0
7;17;4;2016;10;784;0;0
7;17;4;2016;11;680;239;0
7;17;4;2016;12;0;1824;0
7;17;4;2016;13;0;1758;0
7;17;4;2016;14;0;1755;0
7;17;4;2016;15;0;1757;0
7;17;4;2016;16;0;1759;0
7;17;4;2016;17;0;1757;0
7;17;4;2016;18;0;1759;0
7;17;4;2016;19;0;1757;0
7;17;4;2016;20;0;1758;0
7;17;4;2016;21;0;1758;0
7;17;4;2016;22;0;1757;0
7;17;4;2016;23;0;1013;0
1;18;4;2016;0;0;0;0
1;18;4;2016;1;0;0;0
1;18;4;2016;2;0;0;0
1;18;4;2016;3;0;0;0
1;18;4;2016;4;0;0;0
1;18;4;2016;5;0;0;0
1;18;4;2016;6;0;0;0
1;18;4;2016;7;0;0;0
1;18;4;2016;8;0;992;0
1;18;4;2016;9;0;0;0
1;18;4;2016;10;0;500;0
1;18;4;2016;11;318;555;0
1;18;4;2016;12;1071;0;0
1;18;4;2016;13;356;918;0
1;18;4;2016;14;0;1378;0
1;18;4;2016;15;0;1758;0
1;18;4;2016;16;0;1758;0
1;18;4;2016;17;0;1758;0
1;18;4;2016;18;0;1758;0
1;18;4;2016;19;0;1757;0
1;18;4;2016;20;0;1758;0
1;18;4;2016;21;0;1756;0
1;18;4;2016;22;0;1757;0
1;18;4;2016;23;0;654;0
2;19;4;2016;0;0;0;0
2;19;4;2016;1;0;0;0
2;19;4;2016;2;0;0;0
2;19;4;2016;3;0;0;0
2;19;4;2016;4;0;0;0
2;19;4;2016;5;0;0;0
2;19;4;2016;6;0;0;0
2;19;4;2016;7;0;61;0
2;19;4;2016;8;0;660;0
2;19;4;2016;9;0;0;0
2;19;4;2016;10;0;677;0
2;19;4;2016;11;0;1156;0
2;19;4;2016;12;0;1758;0
2;19;4;2016;13;0;1758;0
2;19;4;2016;14;0;1758;0
2;19;4;2016;15;0;1758;0
2;19;4;2016;16;0;1754;0
2;19;4;2016;17;0;1758;0
2;19;4;2016;18;0;1758;0
2;19;4;2016;19;0;1758;0
2;19;4;2016;20;0;1758;0
2;19;4;2016;21;0;1758;0
2;19;4;2016;22;0;1757;0
2;19;4;2016;23;0;966;0
3;20;4;2016;0;0;0;0
3;20;4;2016;1;0;0;0
3;20;4;2016;2;0;0;0
3;20;4;2016;3;0;0;0
3;20;4;2016;4;0;0;0
3;20;4;2016;5;0;0;0
3;20;4;2016;6;0;0;0
3;20;4;2016;7;0;56;0
3;20;4;2016;8;0;0;0
3;20;4;2016;9;0;816;0
3;20;4;2016;10;0;485;0
3;20;4;2016;11;0;1295;0
3;20;4;2016;12;0;1679;0
3;20;4;2016;13;0;1758;0
3;20;4;2016;14;0;1758;0
3;20;4;2016;15;0;1757;0
3;20;4;2016;16;0;1758;0
3;20;4;2016;17;0;1730;0
3;20;4;2016;18;0;1381;0
3;20;4;2016;19;0;1758;0
3;20;4;2016;20;0;1758;0
3;20;4;2016;21;0;1758;0
3;20;4;2016;22;0;1758;0
3;20;4;2016;23;0;1066;0
4;21;4;2016;0;0;0;0
4;21;4;2016;1;0;0;0
4;21;4;2016;2;0;0;0
4;21;4;2016;3;0;0;0
4;21;4;2016;4;0;0;0
4;21;4;2016;5;0;0;0
4;21;4;2016;6;0;138;0
4;21;4;2016;7;0;516;0
4;21;4;2016;8;0;552;0
4;21;4;2016;9;0;1150;0
4;21;4;2016;10;0;407;0
4;21;4;2016;11;0;1253;0
4;21;4;2016;12;0;1743;0
4;21;4;2016;13;0;1759;0
4;21;4;2016;14;0;1723;0
4;21;4;2016;15;0;1758;0
4;21;4;2016;16;0;1362;0
4;21;4;2016;17;0;1557;0
4;21;4;2016;18;0;1758;0
4;21;4;2016;19;0;1758;0
4;21;4;2016;20;0;1757;0
4;21;4;2016;21;0;1758;0
4;21;4;2016;22;0;1759;0
4;21;4;2016;23;0;870;0
5;22;4;2016;0;0;0;0
5;22;4;2016;1;0;0;0
5;22;4;2016;2;0;0;0
5;22;4;2016;3;0;0;0
5;22;4;2016;4;0;0;0
5;22;4;2016;5;0;0;0
5;22;4;2016;6;0;0;0
5;22;4;2016;7;0;0;0
5;22;4;2016;8;0;0;0
5;22;4;2016;9;0;298;0
5;22;4;2016;10;0;170;0
5;22;4;2016;11;0;0;0
5;22;4;2016;12;0;480;0
5;22;4;2016;13;0;50;0
5;22;4;2016;14;0;152;0
5;22;4;2016;15;0;51;0
5;22;4;2016;16;0;241;0
5;22;4;2016;17;0;153;0
5;22;4;2016;18;0;412;0
5;22;4;2016;19;0;0;0
5;22;4;2016;20;0;441;0
5;22;4;2016;21;0;0;0
5;22;4;2016;22;0;290;0
5;22;4;2016;23;0;68;0
6;23;4;2016;0;0;0;0
6;23;4;2016;1;0;419;0
6;23;4;2016;2;0;3;0
6;23;4;2016;3;0;132;0
6;23;4;2016;4;0;2467;0
6;23;4;2016;5;0;740;0
6;23;4;2016;6;0;0;0
6;23;4;2016;7;0;449;0
6;23;4;2016;8;0;0;1220,8
6;23;4;2016;9;0;0;1917,8
6;23;4;2016;10;0;0;1917,8
6;23;4;2016;11;0;0;2022,4
6;23;4;2016;12;0;0;2814,5
6;23;4;2016;13;0;0;3420,7
6;23;4;2016;14;0;0;3207,9
6;23;4;2016;15;0;0;3614
6;23;4;2016;16;0;0;3609,5
6;23;4;2016;17;0;0;3607,6
6;23;4;2016;18;0;0;3058,9
6;23;4;2016;19;0;0;3297,6
6;23;4;2016;20;0;0;3050,8
6;23;4;2016;21;0;0;2474,4
6;23;4;2016;22;0;0;2331,2
6;23;4;2016;23;0;0;1727
7;24;4;2016;0;0;0;1220,2
7;24;4;2016;1;0;0;1091,2
7;24;4;2016;2;0;0;1066,6
7;24;4;2016;3;0;0;1020,9
7;24;4;2016;4;0;0;894,7
7;24;4;2016;5;0;0;891,2
7;24;4;2016;6;0;0;898,3
7;24;4;2016;7;0;0;822,4
7;24;4;2016;8;0;0;586,6
7;24;4;2016;9;0;0;0
7;24;4;2016;10;0;0;574,8
7;24;4;2016;11;0;0;825,2
7;24;4;2016;12;0;0;2859,8
7;24;4;2016;13;0;0;2210
7;24;4;2016;14;0;1230;1165
7;24;4;2016;15;0;3247;3149
7;24;4;2016;16;0;3515;2502
7;24;4;2016;17;0;4776;350
7;24;4;2016;18;0;4984;0
7;24;4;2016;19;0;3371;0
7;24;4;2016;20;0;1868;0
7;24;4;2016;21;0;1757;0
7;24;4;2016;22;0;1758;0
7;24;4;2016;23;0;972;0
1;25;4;2016;0;0;821;0
1;25;4;2016;1;0;0;0
1;25;4;2016;2;0;380;0
1;25;4;2016;3;0;0;0
1;25;4;2016;4;0;459;0
1;25;4;2016;5;0;78;0
1;25;4;2016;6;0;601;0
1;25;4;2016;7;0;0;447
1;25;4;2016;8;0;0;822
1;25;4;2016;9;0;0;252
1;25;4;2016;10;0;0;3930
1;25;4;2016;11;0;0;2790
1;25;4;2016;12;0;2279;2651
1;25;4;2016;13;0;2683;2521
1;25;4;2016;14;0;2738;2010
1;25;4;2016;15;0;1798;1827
1;25;4;2016;16;0;544;2940
1;25;4;2016;17;0;0;3176
1;25;4;2016;18;0;0;4497
1;25;4;2016;19;0;0;3305
1;25;4;2016;20;0;0;2616
1;25;4;2016;21;0;0;1880
1;25;4;2016;22;0;0;1595
1;25;4;2016;23;0;0;547
2;26;4;2016;0;0;0;0
2;26;4;2016;1;0;0;0
2;26;4;2016;2;0;0;0
2;26;4;2016;3;0;0;0
2;26;4;2016;4;0;0;154
2;26;4;2016;5;0;0;247
2;26;4;2016;6;0;0;300
2;26;4;2016;7;0;0;351
2;26;4;2016;8;0;0;1064
2;26;4;2016;9;0;0;543
2;26;4;2016;10;0;0;1578
2;26;4;2016;11;0;0;4092
2;26;4;2016;12;0;2659;2166
2;26;4;2016;13;0;3011;2157
2;26;4;2016;14;0;1912;1935
2;26;4;2016;15;0;2669;2138
2;26;4;2016;16;0;0;4080
2;26;4;2016;17;0;0;1373
2;26;4;2016;18;0;0;1368
2;26;4;2016;19;0;0;1349
2;26;4;2016;20;0;0;1465
2;26;4;2016;21;0;0;1321
2;26;4;2016;22;0;0;1237
2;26;4;2016;23;0;0;450
3;27;4;2016;0;0;0;354
3;27;4;2016;1;0;0;0
3;27;4;2016;2;0;0;0
3;27;4;2016;3;0;0;0
3;27;4;2016;4;0;0;0
3;27;4;2016;5;0;0;0
3;27;4;2016;6;0;0;0
3;27;4;2016;7;0;0;0
3;27;4;2016;8;0;0;0
3;27;4;2016;9;0;0;729
3;27;4;2016;10;0;0;588
3;27;4;2016;11;0;0;1274
3;27;4;2016;12;0;0;1337
3;27;4;2016;13;0;0;1324
3;27;4;2016;14;0;0;1319
3;27;4;2016;15;0;0;1278
3;27;4;2016;16;0;0;1314
3;27;4;2016;17;0;0;1258
3;27;4;2016;18;0;0;1318
3;27;4;2016;19;0;0;1318
3;27;4;2016;20;0;0;1318
3;27;4;2016;21;0;0;1249
3;27;4;2016;22;0;0;1166
3;27;4;2016;23;0;0;459
4;28;4;2016;0;0;0;0
4;28;4;2016;1;0;0;0
4;28;4;2016;2;0;0;0
4;28;4;2016;3;0;0;0
4;28;4;2016;4;0;0;0
4;28;4;2016;5;0;0;0
4;28;4;2016;6;0;0;0
4;28;4;2016;7;0;0;0
4;28;4;2016;8;0;0;31
4;28;4;2016;9;0;0;740
4;28;4;2016;10;0;0;318
4;28;4;2016;11;0;0;976
4;28;4;2016;12;0;0;983
4;28;4;2016;13;0;0;1258
4;28;4;2016;14;0;0;1062
4;28;4;2016;15;0;0;974
4;28;4;2016;16;0;0;1066
4;28;4;2016;17;0;0;885
4;28;4;2016;18;0;0;901
4;28;4;2016;19;0;0;946
4;28;4;2016;20;0;0;1127
4;28;4;2016;21;0;0;1267
4;28;4;2016;22;0;0;971
4;28;4;2016;23;0;0;467
5;29;4;2016;0;0;0;321
5;29;4;2016;1;0;0;0
5;29;4;2016;2;0;0;0
5;29;4;2016;3;0;0;0
5;29;4;2016;4;0;0;0
5;29;4;2016;5;0;0;0
5;29;4;2016;6;0;0;0
5;29;4;2016;7;0;0;0
5;29;4;2016;8;0;0;0
5;29;4;2016;9;0;0;335
5;29;4;2016;10;0;0;100
5;29;4;2016;11;0;0;106
5;29;4;2016;12;0;0;121
5;29;4;2016;13;0;0;235
5;29;4;2016;14;0;0;182
5;29;4;2016;15;0;0;179
5;29;4;2016;16;0;0;200
5;29;4;2016;17;0;61;91
5;29;4;2016;18;0;356;0
5;29;4;2016;19;0;0;0
5;29;4;2016;20;0;378;0
5;29;4;2016;21;0;0;0
5;29;4;2016;22;0;415;0
5;29;4;2016;23;0;0;0
6;30;4;2016;0;0;399;0
6;30;4;2016;1;0;0;0
6;30;4;2016;2;0;196;0
6;30;4;2016;3;0;43;0
6;30;4;2016;4;0;0;0
6;30;4;2016;5;0;0;0
6;30;4;2016;6;0;0;0
6;30;4;2016;7;0;0;0
6;30;4;2016;8;0;1166;0
6;30;4;2016;9;0;66;0
6;30;4;2016;10;0;1452;0
6;30;4;2016;11;0;1758;0
6;30;4;2016;12;0;1758;0
6;30;4;2016;13;0;1757;0
6;30;4;2016;14;0;1759;0
6;30;4;2016;15;0;1757;0
6;30;4;2016;16;0;1757;0
6;30;4;2016;17;0;1759;0
6;30;4;2016;18;0;1757;0
6;30;4;2016;19;0;1759;0
6;30;4;2016;20;0;1758;0
6;30;4;2016;21;0;1757;0
6;30;4;2016;22;0;1758;0
6;30;4;2016;23;0;1035;0
7;1;5;2016;0;0;0;0
7;1;5;2016;1;0;0;0
7;1;5;2016;2;0;0;0
7;1;5;2016;3;0;0;0
7;1;5;2016;4;0;0;0
7;1;5;2016;5;0;0;0
7;1;5;2016;6;0;0;0
7;1;5;2016;7;0;75;0
7;1;5;2016;8;0;1068;0
7;1;5;2016;9;0;0;0
7;1;5;2016;10;0;654;0
7;1;5;2016;11;0;1748;0
7;1;5;2016;12;0;1758;0
7;1;5;2016;13;0;1758;0
7;1;5;2016;14;0;1758;0
7;1;5;2016;15;0;1757;0
7;1;5;2016;16;0;1759;0
7;1;5;2016;17;0;1757;0
7;1;5;2016;18;0;1758;0
7;1;5;2016;19;0;1757;0
7;1;5;2016;20;0;1759;0
7;1;5;2016;21;0;1758;0
7;1;5;2016;22;0;1757;0
7;1;5;2016;23;0;1026;0
1;2;5;2016;0;0;0;0
1;2;5;2016;1;0;0;0
1;2;5;2016;2;0;0;0
1;2;5;2016;3;0;0;0
1;2;5;2016;4;0;0;0
1;2;5;2016;5;0;0;0
1;2;5;2016;6;0;0;0
1;2;5;2016;7;0;0;0
1;2;5;2016;8;0;1103;0
1;2;5;2016;9;0;0;0
1;2;5;2016;10;0;1467;0
1;2;5;2016;11;0;1759;0
1;2;5;2016;12;0;1758;0
1;2;5;2016;13;0;1757;0
