Day of week;Date;Month;Year ;Hour;ch1_cooling;ch2_cooling;ch3_cooling
6;9;7;2016;18;0;0;1185
6;9;7;2016;19;0;0;1189
6;9;7;2016;20;0;0;1062
6;9;7;2016;21;0;0;939
6;9;7;2016;22;0;0;879
6;9;7;2016;23;0;0;210
7;10;7;2016;0;0;0;0
7;10;7;2016;1;0;0;0
7;10;7;2016;2;0;0;0
7;10;7;2016;3;0;0;0
7;10;7;2016;4;0;0;0
7;10;7;2016;5;0;0;0
7;10;7;2016;6;0;0;0
7;10;7;2016;7;0;0;0
7;10;7;2016;8;0;0;0
7;10;7;2016;9;0;0;1011
7;10;7;2016;10;799;0;0
7;10;7;2016;11;1117;0;0
7;10;7;2016;12;1319;0;0
7;10;7;2016;13;896;0;0
7;10;7;2016;14;879;0;0
7;10;7;2016;15;879;0;0
7;10;7;2016;16;884;0;0
7;10;7;2016;17;878;0;0
7;10;7;2016;18;270;0;1172
7;10;7;2016;19;0;0;1437
7;10;7;2016;20;0;0;1488
7;10;7;2016;21;355;0;744
7;10;7;2016;22;921;0;192
7;10;7;2016;23;583;0;0
1;11;7;2016;0;0;0;0
1;11;7;2016;1;0;0;0
1;11;7;2016;2;0;0;0
1;11;7;2016;3;0;0;0
1;11;7;2016;4;0;0;0
1;11;7;2016;5;0;0;0
1;11;7;2016;6;0;0;0
1;11;7;2016;7;186;0;0
1;11;7;2016;8;250;0;354
1;11;7;2016;9;301;0;0
1;11;7;2016;10;809;0;0
1;11;7;2016;11;891;0;0
1;11;7;2016;12;879;0;0
1;11;7;2016;13;879;0;0
1;11;7;2016;14;879;0;0
1;11;7;2016;15;879;0;0
1;11;7;2016;16;879;0;0
1;11;7;2016;17;769;0;393
1;11;7;2016;18;852;0;491
1;11;7;2016;19;1075;0;144
1;11;7;2016;20;0;0;1512
1;11;7;2016;21;0;0;1239
1;11;7;2016;22;0;0;1221
1;11;7;2016;23;129;0;306
2;12;7;2016;0;440;0;0
2;12;7;2016;1;33;0;0
2;12;7;2016;2;0;0;0
2;12;7;2016;3;0;0;0
2;12;7;2016;4;0;0;0
2;12;7;2016;5;0;0;0
2;12;7;2016;6;0;0;0
2;12;7;2016;7;0;0;0
2;12;7;2016;8;114;0;394
2;12;7;2016;9;360;0;0
2;12;7;2016;10;808;0;0
2;12;7;2016;11;692;0;132
2;12;7;2016;12;0;0;1315,2
2;12;7;2016;13;0;0;1315,3
2;12;7;2016;14;0;0;1315,3
2;12;7;2016;15;0;0;1315,2
2;12;7;2016;16;0;0;1319
2;12;7;2016;17;0;0;1318
2;12;7;2016;18;0;0;1318
2;12;7;2016;19;0;0;1317
2;12;7;2016;20;0;0;1312
2;12;7;2016;21;282;0;591
2;12;7;2016;22;878;0;0
2;12;7;2016;23;621;0;0
3;13;7;2016;0;440;0;0
3;13;7;2016;1;439;0;0
3;13;7;2016;2;54;0;0
3;13;7;2016;3;0;0;0
3;13;7;2016;4;0;0;0
3;13;7;2016;5;0;0;0
3;13;7;2016;6;0;0;0
3;13;7;2016;7;0;0;0
3;13;7;2016;8;48;0;331
3;13;7;2016;9;270;0;0
3;13;7;2016;10;808;0;0
3;13;7;2016;11;879;0;0
3;13;7;2016;12;765;0;9
3;13;7;2016;13;0;0;1400
3;13;7;2016;14;0;0;1318
3;13;7;2016;15;0;0;1318
3;13;7;2016;16;0;0;1329
3;13;7;2016;17;0;0;1321
3;13;7;2016;18;0;0;1319
3;13;7;2016;19;0;0;1318
3;13;7;2016;20;0;0;1317
3;13;7;2016;21;389;0;564
3;13;7;2016;22;516;0;546
3;13;7;2016;23;174;0;338
4;14;7;2016;0;10;0;0
4;14;7;2016;1;0;0;0
4;14;7;2016;2;0;0;0
4;14;7;2016;3;0;0;0
4;14;7;2016;4;0;0;0
4;14;7;2016;5;0;0;0
4;14;7;2016;6;0;0;0
4;14;7;2016;7;378;0;0
4;14;7;2016;8;481;0;0
4;14;7;2016;9;638;0;0
4;14;7;2016;10;879;0;0
4;14;7;2016;11;879;0;0
4;14;7;2016;12;879;0;0
4;14;7;2016;13;878;0;0
4;14;7;2016;14;433;0;526
4;14;7;2016;15;0;0;551
4;14;7;2016;16;0;0;880
4;14;7;2016;17;0;0;753
4;14;7;2016;18;0;0;972
4;14;7;2016;19;0;0;1282
4;14;7;2016;20;0;0;1275
4;14;7;2016;21;0;0;1314
4;14;7;2016;22;0;0;971
4;14;7;2016;23;0;0;240
5;15;7;2016;0;48;0;0
5;15;7;2016;1;0;0;0
5;15;7;2016;2;0;0;0
5;15;7;2016;3;0;0;0
5;15;7;2016;4;0;0;0
5;15;7;2016;5;0;0;0
5;15;7;2016;6;0;0;0
5;15;7;2016;7;163;0;0
5;15;7;2016;8;463;0;0
5;15;7;2016;9;673;0;0
5;15;7;2016;10;577;0;0
5;15;7;2016;11;447;0;0
5;15;7;2016;12;767;0;0
5;15;7;2016;13;442;0;0
5;15;7;2016;14;440;0;0
5;15;7;2016;15;42;0;0
5;15;7;2016;16;158;0;0
5;15;7;2016;17;213;0;0
5;15;7;2016;18;0;0;0
5;15;7;2016;19;0;0;0
5;15;7;2016;20;232;0;0
5;15;7;2016;21;496;0;0
5;15;7;2016;22;346;0;0
5;15;7;2016;23;331;0;0
6;16;7;2016;0;439;0;0
6;16;7;2016;1;440;0;0
6;16;7;2016;2;171;0;0
6;16;7;2016;3;0;0;0
6;16;7;2016;4;0;0;0
6;16;7;2016;5;0;0;0
6;16;7;2016;6;0;0;0
6;16;7;2016;7;0;0;0
6;16;7;2016;8;26;0;0
6;16;7;2016;9;644;0;0
6;16;7;2016;10;879;0;0
6;16;7;2016;11;1058;0;0
6;16;7;2016;12;980;0;0
6;16;7;2016;13;879;0;0
6;16;7;2016;14;840;0;0
6;16;7;2016;15;878;0;0
6;16;7;2016;16;795;0;0
6;16;7;2016;17;853;0;0
6;16;7;2016;18;848;0;0
6;16;7;2016;19;846;0;0
6;16;7;2016;20;852;0;0
6;16;7;2016;21;522;0;0
6;16;7;2016;22;440;0;0
6;16;7;2016;23;260;0;0
7;17;7;2016;0;0;0;0
7;17;7;2016;1;0;0;0
7;17;7;2016;2;0;0;0
7;17;7;2016;3;0;0;0
7;17;7;2016;4;0;0;0
7;17;7;2016;5;0;0;0
7;17;7;2016;6;0;0;0
7;17;7;2016;7;0;0;0
7;17;7;2016;8;372;0;0
7;17;7;2016;9;603;0;0
7;17;7;2016;10;763;0;0
7;17;7;2016;11;376;0;1271
7;17;7;2016;12;0;0;1488
7;17;7;2016;13;0;0;1374
7;17;7;2016;14;0;0;1454
7;17;7;2016;15;0;0;1561
7;17;7;2016;16;0;0;1320
7;17;7;2016;17;0;0;1315
7;17;7;2016;18;0;0;1325
7;17;7;2016;19;0;0;1319
7;17;7;2016;20;0;0;1318
7;17;7;2016;21;0;0;1166
7;17;7;2016;22;0;0;984
7;17;7;2016;23;0;0;399
1;18;7;2016;0;430;0;0
1;18;7;2016;1;440;0;0
1;18;7;2016;2;101;0;0
1;18;7;2016;3;0;0;0
1;18;7;2016;4;0;0;0
1;18;7;2016;5;0;0;0
1;18;7;2016;6;456;0;0
1;18;7;2016;7;0;0;0
1;18;7;2016;8;153;0;0
1;18;7;2016;9;877;0;0
1;18;7;2016;10;876;0;0
1;18;7;2016;11;124;0;862
1;18;7;2016;12;0;0;1308
1;18;7;2016;13;0;0;1341
1;18;7;2016;14;0;0;1323
1;18;7;2016;15;0;0;1375
1;18;7;2016;16;0;0;1328
1;18;7;2016;17;0;0;1347
1;18;7;2016;18;0;0;1426
1;18;7;2016;19;0;0;1338
1;18;7;2016;20;0;0;1347
1;18;7;2016;21;0;0;1312
1;18;7;2016;22;0;0;1230
1;18;7;2016;23;310;0;249
2;19;7;2016;0;440;0;0
2;19;7;2016;1;439;0;0
2;19;7;2016;2;440;0;0
2;19;7;2016;3;439;0;0
2;19;7;2016;4;70;0;0
2;19;7;2016;5;0;0;0
2;19;7;2016;6;0;0;0
2;19;7;2016;7;0;0;0
2;19;7;2016;8;208;0;0
2;19;7;2016;9;0;0;0
2;19;7;2016;10;0;0;661
2;19;7;2016;11;0;0;1183
2;19;7;2016;12;0;0;1729
2;19;7;2016;13;0;0;1664
2;19;7;2016;14;0;0;1429
2;19;7;2016;15;0;0;1319
2;19;7;2016;16;0;0;1330
2;19;7;2016;17;0;0;1387
2;19;7;2016;18;0;0;1465
2;19;7;2016;19;0;0;1427
2;19;7;2016;20;0;0;1355
2;19;7;2016;21;0;0;1279
2;19;7;2016;22;0;0;1198
2;19;7;2016;23;49;0;244
3;20;7;2016;0;0;0;0
3;20;7;2016;1;0;0;0
3;20;7;2016;2;0;0;0
3;20;7;2016;3;0;0;0
3;20;7;2016;4;0;0;0
3;20;7;2016;5;0;0;0
3;20;7;2016;6;0;0;185
3;20;7;2016;7;0;0;291
3;20;7;2016;8;0;0;620
3;20;7;2016;9;0;0;798
3;20;7;2016;10;87,6;0;1172
3;20;7;2016;11;95,4;0;1172
3;20;7;2016;12;0;0;1581
3;20;7;2016;13;0;0;1563
3;20;7;2016;14;0;0;1513
3;20;7;2016;15;0;0;1433
3;20;7;2016;16;0;0;1609
3;20;7;2016;17;0;0;1624
3;20;7;2016;18;0;0;1573
3;20;7;2016;19;0;0;1659
3;20;7;2016;20;0;0;1554
3;20;7;2016;21;0;0;1324
3;20;7;2016;22;0;0;1265
3;20;7;2016;23;0;0;392
4;21;7;2016;0;0;0;0
4;21;7;2016;1;0;0;0
4;21;7;2016;2;0;0;0
4;21;7;2016;3;0;0;0
4;21;7;2016;4;0;0;39
4;21;7;2016;5;0;0;267
4;21;7;2016;6;0;0;312
4;21;7;2016;7;0;0;276
4;21;7;2016;8;0;0;286
4;21;7;2016;9;0;0;571
4;21;7;2016;10;0;0;444
4;21;7;2016;11;0;0;981
4;21;7;2016;12;0;0;1313
4;21;7;2016;13;0;0;1318
4;21;7;2016;14;0;0;1320
4;21;7;2016;15;0;0;1317
4;21;7;2016;16;0;0;1171
4;21;7;2016;17;0;0;1251
4;21;7;2016;18;0;0;1276
4;21;7;2016;19;0;0;1319
4;21;7;2016;20;0;0;1321
4;21;7;2016;21;0;0;1321
4;21;7;2016;22;0;0;1274
4;21;7;2016;23;0;0;366
5;22;7;2016;0;0;0;0
5;22;7;2016;1;0;0;0
5;22;7;2016;2;0;0;0
5;22;7;2016;3;0;0;0
5;22;7;2016;4;0;0;43
5;22;7;2016;5;0;0;213
5;22;7;2016;6;0;0;227
5;22;7;2016;7;391;0;94
5;22;7;2016;8;565;0;0
5;22;7;2016;9;675;0;0
5;22;7;2016;10;440;0;0
5;22;7;2016;11;439;0;0
5;22;7;2016;12;365;0;0
5;22;7;2016;13;0;0;0
5;22;7;2016;14;0;0;0
5;22;7;2016;15;0;0;0
5;22;7;2016;16;0;0;0
5;22;7;2016;17;0;0;0
5;22;7;2016;18;372;0;0
5;22;7;2016;19;444;0;0
5;22;7;2016;20;439;0;0
5;22;7;2016;21;440;0;0
5;22;7;2016;22;445;0;0
5;22;7;2016;23;439;0;0
6;23;7;2016;0;440;0;0
6;23;7;2016;1;168;0;0
6;23;7;2016;2;0;0;0
6;23;7;2016;3;0;0;0
6;23;7;2016;4;0;0;0
6;23;7;2016;5;0;0;0
6;23;7;2016;6;0;0;0
6;23;7;2016;7;0;0;0
6;23;7;2016;8;0;0;0
6;23;7;2016;9;241;0;0
6;23;7;2016;10;0;0;1223
6;23;7;2016;11;0;0;1706
6;23;7;2016;12;0;0;1570,5
6;23;7;2016;13;0;0;1570,5
6;23;7;2016;14;0;0;1319
6;23;7;2016;15;0;0;1318
6;23;7;2016;16;0;0;1318
6;23;7;2016;17;0;0;1318
6;23;7;2016;18;0;0;1319
6;23;7;2016;19;0;0;1318
6;23;7;2016;20;0;0;1319
6;23;7;2016;21;0;0;1153
6;23;7;2016;22;687;0;183
6;23;7;2016;23;626;0;0
7;24;7;2016;0;440;0;0
7;24;7;2016;1;439;0;0
7;24;7;2016;2;440;0;0
7;24;7;2016;3;234;0;0
7;24;7;2016;4;417;0;0
7;24;7;2016;5;31;0;0
7;24;7;2016;6;0;0;0
7;24;7;2016;7;0;0;0
7;24;7;2016;8;0;0;341
7;24;7;2016;9;0;0;0
7;24;7;2016;10;0;0;622
7;24;7;2016;11;0;0;1110
7;24;7;2016;12;0;0;1575
7;24;7;2016;13;0;0;1660
7;24;7;2016;14;0;0;1319
7;24;7;2016;15;0;0;1315
7;24;7;2016;16;0;0;1318
7;24;7;2016;17;0;0;1433
7;24;7;2016;18;0;0;1318
7;24;7;2016;19;0;0;1322
7;24;7;2016;20;0;0;1320
7;24;7;2016;21;0;0;1316
7;24;7;2016;22;302;0;734
7;24;7;2016;23;664;0;0
1;25;7;2016;0;439;0;0
1;25;7;2016;1;440;0;0
1;25;7;2016;2;439;0;0
1;25;7;2016;3;438;0;0
1;25;7;2016;4;205;0;0
1;25;7;2016;5;439;0;0
1;25;7;2016;6;440;0;0
1;25;7;2016;7;439;0;0
1;25;7;2016;8;507;0;0
1;25;7;2016;9;439;0;0
1;25;7;2016;10;471;0;0
1;25;7;2016;11;1171;0;751,1
1;25;7;2016;12;0;0;1139,7
1;25;7;2016;13;0;0;1168,4
1;25;7;2016;14;0;0;1152,8
1;25;7;2016;15;0;0;1772
1;25;7;2016;16;0;0;1570
1;25;7;2016;17;0;0;1715
1;25;7;2016;18;0;0;1713
1;25;7;2016;19;0;0;1516
1;25;7;2016;20;0;0;1457
1;25;7;2016;21;90;0;1060
1;25;7;2016;22;1017;0;0
1;25;7;2016;23;693;0;0
2;26;7;2016;0;72;0;0
2;26;7;2016;1;0;0;0
2;26;7;2016;2;0;0;0
2;26;7;2016;3;74;0;0
2;26;7;2016;4;0;0;0
2;26;7;2016;5;0;0;0
2;26;7;2016;6;0;0;0
2;26;7;2016;7;0;0;0
2;26;7;2016;8;576;0;0
2;26;7;2016;9;850;0;0
2;26;7;2016;10;1083;0;0
2;26;7;2016;11;1313;0;444
2;26;7;2016;12;313;0;1126
2;26;7;2016;13;0;0;1692
2;26;7;2016;14;0;0;1758
2;26;7;2016;15;0;0;1735
2;26;7;2016;16;0;0;1534
2;26;7;2016;17;0;0;1490
2;26;7;2016;18;0;0;1697
2;26;7;2016;19;0;0;1754
2;26;7;2016;20;0;0;1628
2;26;7;2016;21;0;0;1348
2;26;7;2016;22;670;0;247
2;26;7;2016;23;602;0;0
3;27;7;2016;0;0;0;0
3;27;7;2016;1;0;0;0
3;27;7;2016;2;0;0;0
3;27;7;2016;3;0;0;0
3;27;7;2016;4;0;0;0
3;27;7;2016;5;0;0;0
3;27;7;2016;6;0;0;0
3;27;7;2016;7;0;0;0
3;27;7;2016;8;0;0;0
3;27;7;2016;9;812;0;0
3;27;7;2016;10;1319;0;0
3;27;7;2016;11;1318;0;0
3;27;7;2016;12;98;0;2305
3;27;7;2016;13;0;0;2037
3;27;7;2016;14;0;0;2106
3;27;7;2016;15;0;0;1765
3;27;7;2016;16;0;0;1703
3;27;7;2016;17;0;0;1757
3;27;7;2016;18;0;0;1753
3;27;7;2016;19;0;0;1759
3;27;7;2016;20;0;0;1832,6
3;27;7;2016;21;0;0;1561,4
3;27;7;2016;22;0;0;1381
3;27;7;2016;23;31;0;443
4;28;7;2016;0;440;0;0
4;28;7;2016;1;439;0;0
4;28;7;2016;2;318;0;0
4;28;7;2016;3;0;0;0
4;28;7;2016;4;0;0;0
4;28;7;2016;5;0;0;0
4;28;7;2016;6;0;0;0
4;28;7;2016;7;0;0;0
4;28;7;2016;8;0;0;0
4;28;7;2016;9;649;0;0
4;28;7;2016;10;878;0;0
4;28;7;2016;11;1145;0;0
4;28;7;2016;12;894;0;0
4;28;7;2016;13;894;0;0
4;28;7;2016;14;585;0;1117
4;28;7;2016;15;0;0;1309
4;28;7;2016;16;0;0;1457
4;28;7;2016;17;0;0;1751
4;28;7;2016;18;0;0;1749
4;28;7;2016;19;0;0;1614
4;28;7;2016;20;0;0;1388
4;28;7;2016;21;0;0;1350
4;28;7;2016;22;0;0;1318
4;28;7;2016;23;0;0;463
5;29;7;2016;0;398;0;0
5;29;7;2016;1;440;0;0
5;29;7;2016;2;439;0;0
5;29;7;2016;3;112;0;0
5;29;7;2016;4;0;0;0
5;29;7;2016;5;0;0;0
5;29;7;2016;6;0;0;0
5;29;7;2016;7;0;0;0
5;29;7;2016;8;0;0;0
5;29;7;2016;9;302;0;0
5;29;7;2016;10;524;0;0
5;29;7;2016;11;503;0;0
5;29;7;2016;12;439;0;0
5;29;7;2016;13;440;0;0
5;29;7;2016;14;447;0;0
5;29;7;2016;15;440;0;0
5;29;7;2016;16;436;0;0
5;29;7;2016;17;0;0;0
5;29;7;2016;18;0;0;0
5;29;7;2016;19;0;0;0
5;29;7;2016;20;0;0;0
5;29;7;2016;21;0;0;0
5;29;7;2016;22;276;0;0
5;29;7;2016;23;439;0;0
6;30;7;2016;0;448;0;0
6;30;7;2016;1;446;0;0
6;30;7;2016;2;440;0;0
6;30;7;2016;3;44;0;0
6;30;7;2016;4;0;0;0
6;30;7;2016;5;0;0;0
6;30;7;2016;6;0;0;0
6;30;7;2016;7;0;0;0
6;30;7;2016;8;38;0;511
6;30;7;2016;9;0;0;114
6;30;7;2016;10;0;0;1358
6;30;7;2016;11;0;0;1893
6;30;7;2016;12;0;0;2160
6;30;7;2016;13;0;0;1776
6;30;7;2016;14;0;0;1757
6;30;7;2016;15;0;0;1758
6;30;7;2016;16;0;0;1758
6;30;7;2016;17;0;0;1761
6;30;7;2016;18;0;0;1757
6;30;7;2016;19;0;0;1758
6;30;7;2016;20;0;0;1751
6;30;7;2016;21;0;0;1485
6;30;7;2016;22;0;0;1318
6;30;7;2016;23;0;0;403
7;31;7;2016;0;0;0;0
7;31;7;2016;1;268;0;0
7;31;7;2016;2;439;0;0
7;31;7;2016;3;80;0;0
7;31;7;2016;4;0;0;0
7;31;7;2016;5;0;0;0
7;31;7;2016;6;0;0;0
7;31;7;2016;7;0;0;0
7;31;7;2016;8;0;0;697
7;31;7;2016;9;0;0;137
7;31;7;2016;10;0;0;1376
7;31;7;2016;11;0;0;1573
7;31;7;2016;12;0;0;1902
7;31;7;2016;13;0;0;1822
7;31;7;2016;14;0;0;1754
7;31;7;2016;15;0;0;1709
7;31;7;2016;16;0;0;1726
7;31;7;2016;17;0;0;1749
7;31;7;2016;18;0;0;1755
7;31;7;2016;19;0;0;1755
7;31;7;2016;20;0;0;1727
7;31;7;2016;21;0;0;1363
7;31;7;2016;22;0;0;1273
7;31;7;2016;23;0;0;325
1;1;8;2016;0;67;0;0
1;1;8;2016;1;440;0;0
1;1;8;2016;2;439;0;0
1;1;8;2016;3;76;0;0
1;1;8;2016;4;0;0;0
1;1;8;2016;5;0;0;0
1;1;8;2016;6;0;0;0
1;1;8;2016;7;0;0;0
1;1;8;2016;8;0;0;568
1;1;8;2016;9;0;0;198
1;1;8;2016;10;0;0;1373
1;1;8;2016;11;0;0;1394
1;1;8;2016;12;0;0;1670
1;1;8;2016;13;0;0;1799
1;1;8;2016;14;0;0;1665
1;1;8;2016;15;0;0;1626
1;1;8;2016;16;0;0;1601
1;1;8;2016;17;0;0;1756
1;1;8;2016;18;0;0;1735
1;1;8;2016;19;0;0;1725
1;1;8;2016;20;0;0;1744
1;1;8;2016;21;0;0;1371
1;1;8;2016;22;0;0;1324
1;1;8;2016;23;0;0;429
2;2;8;2016;0;200;0;0
2;2;8;2016;1;439;0;0
2;2;8;2016;2;425;0;0
2;2;8;2016;3;0;0;0
2;2;8;2016;4;0;0;0
2;2;8;2016;5;0;0;0
2;2;8;2016;6;0;0;0
2;2;8;2016;7;0;0;0
2;2;8;2016;8;0;0;590
2;2;8;2016;9;0;0;252
2;2;8;2016;10;0;0;1295
2;2;8;2016;11;0;0;1577
2;2;8;2016;12;0;0;1827
2;2;8;2016;13;0;0;1834
2;2;8;2016;14;0;0;1758
2;2;8;2016;15;0;0;1757
2;2;8;2016;16;0;0;1758
2;2;8;2016;17;0;0;1760
2;2;8;2016;18;0;0;1829
2;2;8;2016;19;0;0;1841
2;2;8;2016;20;0;0;1756
2;2;8;2016;21;0;0;1490
2;2;8;2016;22;0;0;1348
2;2;8;2016;23;0;0;409
3;3;8;2016;0;0;0;0
3;3;8;2016;1;37;0;0
3;3;8;2016;2;0;0;0
3;3;8;2016;3;0;0;0
3;3;8;2016;4;0;0;0
3;3;8;2016;5;0;0;0
3;3;8;2016;6;0;0;0
3;3;8;2016;7;0;0;139
3;3;8;2016;8;0;0;541
3;3;8;2016;9;0;0;884
3;3;8;2016;10;0;0;1327
3;3;8;2016;11;0;0;1861
3;3;8;2016;12;0;0;2194
3;3;8;2016;13;0;0;2101
3;3;8;2016;14;0;0;2089
3;3;8;2016;15;0;0;2099
3;3;8;2016;16;0;0;1948
3;3;8;2016;17;0;0;2044
3;3;8;2016;18;0;0;1967
3;3;8;2016;19;0;0;2099
3;3;8;2016;20;0;0;2007
3;3;8;2016;21;0;0;1747
3;3;8;2016;22;0;0;1633
3;3;8;2016;23;0;0;491
4;4;8;2016;0;0;0;0
4;4;8;2016;1;0;0;0
4;4;8;2016;2;0;0;283
4;4;8;2016;3;0;0;0
4;4;8;2016;4;0;0;0
4;4;8;2016;5;0;0;0
4;4;8;2016;6;0;0;0
4;4;8;2016;7;0;0;155
4;4;8;2016;8;0;0;344
4;4;8;2016;9;0;0;698
4;4;8;2016;10;0;0;948
4;4;8;2016;11;0;0;1490
4;4;8;2016;12;0;0;1727
4;4;8;2016;13;0;0;1724
4;4;8;2016;14;0;0;1678
4;4;8;2016;15;0;0;1322
4;4;8;2016;16;0;0;1464
4;4;8;2016;17;0;0;1663
4;4;8;2016;18;0;0;1722
4;4;8;2016;19;0;0;1758
4;4;8;2016;20;0;0;1762
4;4;8;2016;21;0;0;1757
4;4;8;2016;22;0;0;1758
4;4;8;2016;23;0;0;637
5;5;8;2016;0;0;0;0
5;5;8;2016;1;0;0;0
5;5;8;2016;2;0;0;0
5;5;8;2016;3;0;0;0
5;5;8;2016;4;0;0;0
5;5;8;2016;5;0;0;0
5;5;8;2016;6;0;0;0
5;5;8;2016;7;0;0;327
5;5;8;2016;8;0;0;383
5;5;8;2016;9;0;0;921
5;5;8;2016;10;0;0;301
5;5;8;2016;11;0;0;340
5;5;8;2016;12;0;0;255
5;5;8;2016;13;0;0;209
5;5;8;2016;14;0;0;134
5;5;8;2016;15;0;0;199
5;5;8;2016;16;0;0;177
5;5;8;2016;17;0;0;223
5;5;8;2016;18;0;0;245
5;5;8;2016;19;0;0;283
5;5;8;2016;20;0;0;287
5;5;8;2016;21;0;0;309
5;5;8;2016;22;0;0;263
5;5;8;2016;23;0;0;258
6;6;8;2016;0;0;0;279
6;6;8;2016;1;0;0;301
6;6;8;2016;2;0;0;243
6;6;8;2016;3;0;0;13
6;6;8;2016;4;0;0;0
6;6;8;2016;5;0;0;0
6;6;8;2016;6;0;0;0
6;6;8;2016;7;0;0;0
6;6;8;2016;8;0;0;532
6;6;8;2016;9;0;0;2025
6;6;8;2016;10;0;0;1810
6;6;8;2016;11;0;0;2092
6;6;8;2016;12;0;0;2390
6;6;8;2016;13;0;0;2092
6;6;8;2016;14;0;0;2172
6;6;8;2016;15;0;0;2192
6;6;8;2016;16;0;0;2176
6;6;8;2016;17;0;0;2240
6;6;8;2016;18;0;0;2231
6;6;8;2016;19;0;0;2306
6;6;8;2016;20;0;0;2235
6;6;8;2016;21;0;0;1870
6;6;8;2016;22;0;0;1711
6;6;8;2016;23;0;0;547
7;7;8;2016;0;0;0;0
7;7;8;2016;1;163;0;174
7;7;8;2016;2;460;0;0
7;7;8;2016;3;440;0;0
7;7;8;2016;4;445;0;0
7;7;8;2016;5;547;0;0
7;7;8;2016;6;448;0;0
7;7;8;2016;7;440;0;0
7;7;8;2016;8;161;0;422
7;7;8;2016;9;0;0;346
7;7;8;2016;10;0;0;1255
7;7;8;2016;11;0;0;2097
7;7;8;2016;12;0;0;2225
7;7;8;2016;13;0;0;2192
7;7;8;2016;14;0;0;2417
7;7;8;2016;15;0;0;2475
7;7;8;2016;16;0;0;2332
7;7;8;2016;17;0;0;2283
7;7;8;2016;18;0;0;2423
7;7;8;2016;19;0;0;2428
7;7;8;2016;20;0;0;2380
7;7;8;2016;21;0;0;2001
7;7;8;2016;22;0;0;1765
7;7;8;2016;23;0;0;570
1;8;8;2016;0;0;0;0
1;8;8;2016;1;432;0;0
1;8;8;2016;2;508;0;0
1;8;8;2016;3;439;0;0
1;8;8;2016;4;439;0;0
1;8;8;2016;5;462;0;0
1;8;8;2016;6;441;0;0
1;8;8;2016;7;16;0;0
1;8;8;2016;8;26;0;0
1;8;8;2016;9;0;0;0
1;8;8;2016;10;663;183;467
1;8;8;2016;11;6;3287;0
1;8;8;2016;12;0;3514;0
1;8;8;2016;13;0;3491;0
1;8;8;2016;14;0;3415;0
1;8;8;2016;15;0;2530;0
1;8;8;2016;16;0;3375;0
1;8;8;2016;17;0;3492;0
1;8;8;2016;18;0;3510;0
1;8;8;2016;19;0;3485;0
1;8;8;2016;20;0;3445;0
1;8;8;2016;21;0;1879;0
1;8;8;2016;22;0;1758;0
1;8;8;2016;23;0;703;0
2;9;8;2016;0;106;0;0
2;9;8;2016;1;482;0;0
2;9;8;2016;2;460;0;0
2;9;8;2016;3;440;0;0
2;9;8;2016;4;439;0;0
2;9;8;2016;5;451;0;0
2;9;8;2016;6;279;0;0
2;9;8;2016;7;0;0;0
2;9;8;2016;8;0;412;0
2;9;8;2016;9;160;0;0
2;9;8;2016;10;0;2012;0
2;9;8;2016;11;0;2844;0
2;9;8;2016;12;0;2015;0
2;9;8;2016;13;0;1758;0
2;9;8;2016;14;0;1762,5;0
2;9;8;2016;15;0;1762,5;0
2;9;8;2016;16;0;1758;0
2;9;8;2016;17;0;478;1523
2;9;8;2016;18;0;0;2302
2;9;8;2016;19;0;0;2537
2;9;8;2016;20;0;0;2476
2;9;8;2016;21;0;0;1995
2;9;8;2016;22;0;0;1756
2;9;8;2016;23;0;0;569
3;10;8;2016;0;0;0;72
3;10;8;2016;1;0;0;195
3;10;8;2016;2;0;0;53
3;10;8;2016;3;0;0;0
3;10;8;2016;4;71;0;38
3;10;8;2016;5;661;0;0
3;10;8;2016;6;441;0;0
3;10;8;2016;7;566;0;0
3;10;8;2016;8;851;0;0
3;10;8;2016;9;760;0;290
3;10;8;2016;10;879;0;333
3;10;8;2016;11;879;0;1070
3;10;8;2016;12;879;0;1693
3;10;8;2016;13;932;0;1420
3;10;8;2016;14;919;0;1307
3;10;8;2016;15;879;0;1053
3;10;8;2016;16;879;0;1323
3;10;8;2016;17;878;0;1478
3;10;8;2016;18;882;0;1326
3;10;8;2016;19;879;0;1396
3;10;8;2016;20;882;0;1182
3;10;8;2016;21;879;0;1086
3;10;8;2016;22;877;0;1007
3;10;8;2016;23;587;0;398
4;11;8;2016;0;191;0;0
4;11;8;2016;1;180;0;0
4;11;8;2016;2;277;0;0
4;11;8;2016;3;316;0;0
4;11;8;2016;4;335;0;0
4;11;8;2016;5;336;0;0
4;11;8;2016;6;439;0;0
4;11;8;2016;7;440;0;0
4;11;8;2016;8;439;0;0
4;11;8;2016;9;440;0;0
4;11;8;2016;10;439;0;0
4;11;8;2016;11;213;0;0
4;11;8;2016;12;0;0;979
4;11;8;2016;13;0;0;2731
4;11;8;2016;14;0;0;1844
4;11;8;2016;15;0;0;2112
4;11;8;2016;16;0;0;2277
4;11;8;2016;17;0;0;2261
4;11;8;2016;18;0;0;1757
4;11;8;2016;19;0;0;1758
4;11;8;2016;20;0;0;1758
4;11;8;2016;21;0;0;1758
4;11;8;2016;22;0;0;1758
4;11;8;2016;23;0;0;704
5;12;8;2016;0;0;0;0
5;12;8;2016;1;0;0;0
