Day of week,Date,Month,Year ,Hour,T_db,Hum_r,T_wb
5,1,1,2016,0,11,81,8.760731228
5,1,1,2016,1,11,81,8.760731228
5,1,1,2016,2,10,81,7.79801812
5,1,1,2016,3,9,87,7.294715347
5,1,1,2016,4,9,87,7.294715347
5,1,1,2016,5,9,87,7.294715347
5,1,1,2016,6,9,81,6.835302359
5,1,1,2016,7,8,87,6.31685545
5,1,1,2016,8,9,81,6.835302359
5,1,1,2016,9,9,81,6.835302359
5,1,1,2016,10,10,81,7.79801812
5,1,1,2016,11,12,76,9.300428343
5,1,1,2016,12,15,82,12.70369122
5,1,1,2016,13,15,82,12.70369122
5,1,1,2016,14,16,77,13.19296557
5,1,1,2016,15,15,82,12.70369122
5,1,1,2016,16,14,87,12.18398227
5,1,1,2016,17,14,87,12.18398227
5,1,1,2016,18,13,87,11.20613301
5,1,1,2016,19,12,93,10.73139799
5,1,1,2016,20,11,100,10.31060645
5,1,1,2016,21,13,93,11.72330203
5,1,1,2016,22,13,93,11.72330203
5,1,1,2016,23,14,87,12.18398227
6,2,1,2016,0,14,87,12.18398227
6,2,1,2016,1,14,87,12.18398227
6,2,1,2016,2,14,87,12.18398227
6,2,1,2016,3,14,93,12.7152044
6,2,1,2016,4,14,93,12.7152044
6,2,1,2016,5,13,93,11.72330203
6,2,1,2016,6,12,93,10.73139799
6,2,1,2016,7,12,87,10.22828175
6,2,1,2016,8,12,81,9.723441767
6,2,1,2016,9,14,76,11.19872077
6,2,1,2016,10,14,67,10.37476523
6,2,1,2016,11,15,58,10.41661325
6,2,1,2016,12,15,51,9.702790074
6,2,1,2016,13,16,48,10.23789051
6,2,1,2016,14,16,41,9.43712914
6,2,1,2016,15,17,39,10.00605324
6,2,1,2016,16,16,41,9.43712914
6,2,1,2016,17,15,44,8.953704927
6,2,1,2016,18,14,41,7.800666776
6,2,1,2016,19,14,41,7.800666776
6,2,1,2016,20,12,46,6.645262026
6,2,1,2016,21,13,43,7.186871138
6,2,1,2016,22,10,53,5.548966972
6,2,1,2016,23,9,61,5.301123034
7,3,1,2016,0,9,61,5.301123034
7,3,1,2016,1,8,65,4.694077351
7,3,1,2016,2,8,65,4.694077351
7,3,1,2016,3,8,65,4.694077351
7,3,1,2016,4,8,65,4.694077351
7,3,1,2016,5,8,65,4.694077351
7,3,1,2016,6,7,70,4.130564192
7,3,1,2016,7,6,75,3.537476074
7,3,1,2016,8,8,65,4.694077351
7,3,1,2016,9,11,53,6.421165064
7,3,1,2016,10,12,50,7.018731134
7,3,1,2016,11,13,47,7.586259822
7,3,1,2016,12,14,44,8.12078383
7,3,1,2016,13,14,47,8.433020371
7,3,1,2016,14,14,50,8.738376105
7,3,1,2016,15,14,58,9.525237242
7,3,1,2016,16,14,54,9.136290092
7,3,1,2016,17,14,54,9.136290092
7,3,1,2016,18,14,58,9.525237242
7,3,1,2016,19,13,62,9.001043607
7,3,1,2016,20,13,66,9.362827893
7,3,1,2016,21,13,66,9.362827893
7,3,1,2016,22,13,66,9.362827893
7,3,1,2016,23,14,58,9.525237242
1,4,1,2016,0,13,62,9.001043607
1,4,1,2016,1,12,71,8.874278598
1,4,1,2016,2,12,71,8.874278598
1,4,1,2016,3,13,66,9.362827893
1,4,1,2016,4,13,71,9.808900366
1,4,1,2016,5,13,71,9.808900366
1,4,1,2016,6,13,71,9.808900366
1,4,1,2016,7,11,81,8.760731228
1,4,1,2016,8,13,71,9.808900366
1,4,1,2016,9,13,71,9.808900366
1,4,1,2016,10,13,76,10.24957598
1,4,1,2016,11,15,58,10.41661325
1,4,1,2016,12,15,58,10.41661325
1,4,1,2016,13,15,62,10.81230178
1,4,1,2016,14,15,67,11.29698187
1,4,1,2016,15,14,76,11.19872077
1,4,1,2016,16,13,76,10.24957598
1,4,1,2016,17,13,82,10.77307074
1,4,1,2016,18,12,87,10.22828175
1,4,1,2016,19,12,87,10.22828175
1,4,1,2016,20,12,93,10.73139799
1,4,1,2016,21,12,87,10.22828175
1,4,1,2016,22,11,93,9.739492213
1,4,1,2016,23,11,93,9.739492213
2,5,1,2016,0,11,87,9.250428431
2,5,1,2016,1,10,87,8.272572984
2,5,1,2016,2,10,87,8.272572984
2,5,1,2016,3,10,81,7.79801812
2,5,1,2016,4,9,87,7.294715347
2,5,1,2016,5,10,81,7.79801812
2,5,1,2016,6,10,76,7.402124169
2,5,1,2016,7,9,81,6.835302359
2,5,1,2016,8,9,81,6.835302359
2,5,1,2016,9,9,87,7.294715347
2,5,1,2016,10,12,71,8.874278598
2,5,1,2016,11,14,62,9.906674971
2,5,1,2016,12,15,54,10.01243455
2,5,1,2016,13,15,41,8.618903651
2,5,1,2016,14,15,41,8.618903651
2,5,1,2016,15,14,44,8.12078383
2,5,1,2016,16,13,47,7.586259822
2,5,1,2016,17,11,53,6.421165064
2,5,1,2016,18,11,50,6.158896261
2,5,1,2016,19,10,53,5.548966972
2,5,1,2016,20,10,53,5.548966972
2,5,1,2016,21,10,53,5.548966972
2,5,1,2016,22,9,61,5.301123034
2,5,1,2016,23,9,61,5.301123034
3,6,1,2016,0,8,65,4.694077351
3,6,1,2016,1,9,61,5.301123034
3,6,1,2016,2,8,61,4.398941304
3,6,1,2016,3,9,57,4.99034591
3,6,1,2016,4,10,49,5.215059707
3,6,1,2016,5,9,49,4.359476569
3,6,1,2016,6,9,49,4.359476569
3,6,1,2016,7,8,57,4.102643983
3,6,1,2016,8,9,53,4.676760884
3,6,1,2016,9,10,53,5.548966972
3,6,1,2016,10,11,46,5.803001729
3,6,1,2016,11,12,43,6.358723349
3,6,1,2016,12,13,40,6.878865003
3,6,1,2016,13,13,43,7.186871138
3,6,1,2016,14,14,41,7.800666776
3,6,1,2016,15,14,41,7.800666776
3,6,1,2016,16,13,43,7.186871138
3,6,1,2016,17,13,40,6.878865003
3,6,1,2016,18,12,46,6.645262026
3,6,1,2016,19,12,43,6.358723349
3,6,1,2016,20,12,46,6.645262026
3,6,1,2016,21,12,50,7.018731134
3,6,1,2016,22,12,50,7.018731134
3,6,1,2016,23,12,54,7.3839818
4,7,1,2016,0,11,53,6.421165064
4,7,1,2016,1,12,50,7.018731134
4,7,1,2016,2,12,54,7.3839818
4,7,1,2016,3,11,57,6.765729207
4,7,1,2016,4,11,62,7.189766467
4,7,1,2016,5,11,66,7.524807973
4,7,1,2016,6,10,66,6.605791527
4,7,1,2016,7,10,66,6.605791527
4,7,1,2016,8,13,66,9.362827893
4,7,1,2016,9,16,55,10.99440152
4,7,1,2016,10,17,55,11.87444068
4,7,1,2016,11,18,52,12.41101199
4,7,1,2016,12,17,63,12.72814296
4,7,1,2016,13,18,59,13.2013257
4,7,1,2016,14,19,59,14.09633343
4,7,1,2016,15,18,63,13.63717947
4,7,1,2016,16,18,63,13.63717947
4,7,1,2016,17,18,59,13.2013257
4,7,1,2016,18,19,55,13.63450315
4,7,1,2016,19,19,55,13.63450315
4,7,1,2016,20,18,59,13.2013257
4,7,1,2016,21,19,55,13.63450315
4,7,1,2016,22,17,63,12.72814296
4,7,1,2016,23,16,72,12.71023249
5,8,1,2016,0,17,67,13.1414044
5,8,1,2016,1,15,77,12.24104015
5,8,1,2016,2,18,55,12.75447449
5,8,1,2016,3,18,59,13.2013257
5,8,1,2016,4,17,72,13.64782987
5,8,1,2016,5,16,72,12.71023249
5,8,1,2016,6,16,77,13.19296557
5,8,1,2016,7,16,67,12.21919489
5,8,1,2016,8,15,77,12.24104015
5,8,1,2016,9,18,59,13.2013257
5,8,1,2016,10,19,63,14.54621223
5,8,1,2016,11,19,63,14.54621223
5,8,1,2016,12,19,59,14.09633343
5,8,1,2016,13,20,56,14.63504769
5,8,1,2016,14,18,67,14.06361054
5,8,1,2016,15,18,67,14.06361054
5,8,1,2016,16,20,56,14.63504769
5,8,1,2016,17,18,67,14.06361054
5,8,1,2016,18,16,77,13.19296557
5,8,1,2016,19,16,82,13.66899815
5,8,1,2016,20,15,87,13.16182959
5,8,1,2016,21,14,93,12.7152044
5,8,1,2016,22,13,82,10.77307074
5,8,1,2016,23,13,82,10.77307074
6,9,1,2016,0,14,82,11.73838211
6,9,1,2016,1,15,87,13.16182959
6,9,1,2016,2,15,87,13.16182959
6,9,1,2016,3,15,82,12.70369122
6,9,1,2016,4,14,82,11.73838211
6,9,1,2016,5,14,76,11.19872077
6,9,1,2016,6,15,82,12.70369122
6,9,1,2016,7,14,82,11.73838211
6,9,1,2016,8,13,82,10.77307074
6,9,1,2016,9,15,87,13.16182959
6,9,1,2016,10,15,72,11.77263217
6,9,1,2016,11,18,63,13.63717947
6,9,1,2016,12,17,67,13.1414044
6,9,1,2016,13,17,67,13.1414044
6,9,1,2016,14,18,55,12.75447449
6,9,1,2016,15,18,55,12.75447449
6,9,1,2016,16,17,59,12.30631358
6,9,1,2016,17,18,45,11.57611948
6,9,1,2016,18,17,51,11.43077956
6,9,1,2016,19,16,55,10.99440152
6,9,1,2016,20,15,58,10.41661325
6,9,1,2016,21,15,58,10.41661325
6,9,1,2016,22,14,67,10.37476523
6,9,1,2016,23,14,62,9.906674971
7,10,1,2016,0,15,47,9.27977211
7,10,1,2016,1,15,47,9.27977211
7,10,1,2016,2,15,47,9.27977211
7,10,1,2016,3,12,71,8.874278598
7,10,1,2016,4,14,54,9.136290092
7,10,1,2016,5,13,62,9.001043607
7,10,1,2016,6,13,66,9.362827893
7,10,1,2016,7,13,62,9.001043607
7,10,1,2016,8,14,62,9.906674971
7,10,1,2016,9,15,62,10.81230178
7,10,1,2016,10,15,62,10.81230178
7,10,1,2016,11,16,59,11.41129691
7,10,1,2016,12,17,63,12.72814296
7,10,1,2016,13,17,63,12.72814296
7,10,1,2016,14,17,63,12.72814296
7,10,1,2016,15,17,63,12.72814296
7,10,1,2016,16,17,67,13.1414044
7,10,1,2016,17,17,63,12.72814296
7,10,1,2016,18,17,67,13.1414044
7,10,1,2016,19,16,72,12.71023249
7,10,1,2016,20,16,77,13.19296557
7,10,1,2016,21,15,82,12.70369122
7,10,1,2016,22,16,72,12.71023249
7,10,1,2016,23,16,72,12.71023249
1,11,1,2016,0,16,77,13.19296557
1,11,1,2016,1,16,72,12.71023249
1,11,1,2016,2,16,72,12.71023249
1,11,1,2016,3,16,72,12.71023249
1,11,1,2016,4,16,72,12.71023249
1,11,1,2016,5,17,67,13.1414044
1,11,1,2016,6,17,67,13.1414044
1,11,1,2016,7,17,67,13.1414044
1,11,1,2016,8,17,59,12.30631358
1,11,1,2016,9,16,72,12.71023249
1,11,1,2016,10,17,45,10.73852408
1,11,1,2016,11,17,55,11.87444068
1,11,1,2016,12,17,42,10.37798046
1,11,1,2016,13,17,48,11.08906167
1,11,1,2016,14,19,25,9.505094152
1,11,1,2016,15,18,27,9.102673389
1,11,1,2016,16,17,31,8.945422548
1,11,1,2016,17,15,33,7.673122658
1,11,1,2016,18,15,38,8.274109319
1,11,1,2016,19,14,41,7.800666776
1,11,1,2016,20,14,38,7.471505601
1,11,1,2016,21,14,38,7.471505601
1,11,1,2016,22,13,40,6.878865003
1,11,1,2016,23,13,40,6.878865003
2,12,1,2016,0,13,43,7.186871138
2,12,1,2016,1,13,40,6.878865003
2,12,1,2016,2,13,43,7.186871138
2,12,1,2016,3,12,46,6.645262026
2,12,1,2016,4,12,46,6.645262026
2,12,1,2016,5,11,50,6.158896261
2,12,1,2016,6,11,50,6.158896261
2,12,1,2016,7,11,50,6.158896261
2,12,1,2016,8,11,46,5.803001729
2,12,1,2016,9,12,43,6.358723349
2,12,1,2016,10,13,40,6.878865003
2,12,1,2016,11,14,38,7.471505601
2,12,1,2016,12,16,31,8.183692198
2,12,1,2016,13,16,33,8.447231951
2,12,1,2016,14,15,35,7.917847415
2,12,1,2016,15,16,33,8.447231951
2,12,1,2016,16,15,33,7.673122658
2,12,1,2016,17,14,35,7.131937462
2,12,1,2016,18,13,37,6.562368288
2,12,1,2016,19,13,35,6.346010516
2,12,1,2016,20,12,40,6.065702472
2,12,1,2016,21,12,43,6.358723349
2,12,1,2016,22,12,43,6.358723349
2,12,1,2016,23,12,43,6.358723349
3,13,1,2016,0,11,46,5.803001729
3,13,1,2016,1,10,53,5.548966972
3,13,1,2016,2,10,53,5.548966972
3,13,1,2016,3,9,53,4.676760884
3,13,1,2016,4,8,57,4.102643983
3,13,1,2016,5,7,65,3.778311474
3,13,1,2016,6,7,61,3.496753488
3,13,1,2016,7,7,61,3.496753488
3,13,1,2016,8,7,65,3.778311474
3,13,1,2016,9,8,61,4.398941304
3,13,1,2016,10,8,61,4.398941304
3,13,1,2016,11,11,50,6.158896261
3,13,1,2016,12,12,50,7.018731134
3,13,1,2016,13,14,47,8.433020371
3,13,1,2016,14,13,54,8.26013927
3,13,1,2016,15,13,54,8.26013927
3,13,1,2016,16,13,58,8.633855878
3,13,1,2016,17,12,62,8.095407504
3,13,1,2016,18,10,71,7.005024441
3,13,1,2016,19,11,62,7.189766467
3,13,1,2016,20,11,57,6.765729207
3,13,1,2016,21,10,71,7.005024441
3,13,1,2016,22,11,66,7.524807973
3,13,1,2016,23,11,66,7.524807973
4,14,1,2016,0,11,71,7.939653333
4,14,1,2016,1,9,76,6.45296742
4,14,1,2016,2,9,70,5.99377977
4,14,1,2016,3,10,76,7.402124169
4,14,1,2016,4,10,81,7.79801812
4,14,1,2016,5,11,81,8.760731228
4,14,1,2016,6,11,76,8.351277774
4,14,1,2016,7,11,76,8.351277774
4,14,1,2016,8,11,71,7.939653333
4,14,1,2016,9,14,58,9.525237242
4,14,1,2016,10,13,71,9.808900366
4,14,1,2016,11,13,71,9.808900366
4,14,1,2016,12,14,62,9.906674971
4,14,1,2016,13,14,58,9.525237242
4,14,1,2016,14,16,48,10.23789051
4,14,1,2016,15,15,54,10.01243455
4,14,1,2016,16,15,54,10.01243455
4,14,1,2016,17,14,58,9.525237242
4,14,1,2016,18,13,62,9.001043607
4,14,1,2016,19,12,66,8.44382004
4,14,1,2016,20,11,71,7.939653333
4,14,1,2016,21,11,71,7.939653333
4,14,1,2016,22,11,71,7.939653333
4,14,1,2016,23,11,71,7.939653333
5,15,1,2016,0,11,71,7.939653333
5,15,1,2016,1,11,76,8.351277774
5,15,1,2016,2,10,87,8.272572984
5,15,1,2016,3,10,81,7.79801812
5,15,1,2016,4,10,76,7.402124169
5,15,1,2016,5,9,70,5.99377977
5,15,1,2016,6,9,70,5.99377977
5,15,1,2016,7,9,70,5.99377977
5,15,1,2016,8,9,70,5.99377977
5,15,1,2016,9,9,70,5.99377977
5,15,1,2016,10,9,70,5.99377977
5,15,1,2016,11,10,66,6.605791527
5,15,1,2016,12,11,62,7.189766467
5,15,1,2016,13,11,66,7.524807973
5,15,1,2016,14,11,76,8.351277774
5,15,1,2016,15,11,76,8.351277774
5,15,1,2016,16,11,76,8.351277774
5,15,1,2016,17,10,76,7.402124169
5,15,1,2016,18,10,76,7.402124169
5,15,1,2016,19,8,87,6.31685545
5,15,1,2016,20,9,49,4.359476569
5,15,1,2016,21,9,31,2.850959805
5,15,1,2016,22,8,31,2.089031907
5,15,1,2016,23,7,33,1.479483754
6,16,1,2016,0,7,36,1.704666056
6,16,1,2016,1,7,36,1.704666056
6,16,1,2016,2,6,41,1.25427477
6,16,1,2016,3,6,41,1.25427477
6,16,1,2016,4,5,52,1.125084066
6,16,1,2016,5,6,41,1.25427477
6,16,1,2016,6,6,45,1.524312469
6,16,1,2016,7,5,44,0.623957565
6,16,1,2016,8,6,38,1.050082602
6,16,1,2016,9,7,33,1.479483754
6,16,1,2016,10,9,22,2.00598937
6,16,1,2016,11,10,19,2.374039035
6,16,1,2016,12,11,19,3.046423741
6,16,1,2016,13,13,12,3.340810199
6,16,1,2016,14,13,12,3.340810199
6,16,1,2016,15,13,12,3.340810199
6,16,1,2016,16,12,18,3.587147813
6,16,1,2016,17,10,23,2.81025125
6,16,1,2016,18,9,24,2.201794027
6,16,1,2016,19,9,24,2.201794027
6,16,1,2016,20,8,28,1.836639602
6,16,1,2016,21,8,28,1.836639602
6,16,1,2016,22,7,33,1.479483754
6,16,1,2016,23,7,36,1.704666056
7,17,1,2016,0,6,41,1.25427477
7,17,1,2016,1,5,44,0.623957565
7,17,1,2016,2,5,48,0.874409359
7,17,1,2016,3,5,48,0.874409359
7,17,1,2016,4,4,55,0.433414603
7,17,1,2016,5,3,55,-0.446721119
7,17,1,2016,6,3,55,-0.446721119
7,17,1,2016,7,2,59,-1.119540193
7,17,1,2016,8,2,59,-1.119540193
7,17,1,2016,9,4,55,0.433414603
7,17,1,2016,10,7,45,2.362028848
7,17,1,2016,11,9,39,3.542458634
7,17,1,2016,12,11,34,4.675789854
7,17,1,2016,13,11,40,5.252525723
7,17,1,2016,14,11,50,6.158896261
7,17,1,2016,15,11,53,6.421165064
7,17,1,2016,16,11,53,6.421165064
7,17,1,2016,17,10,57,5.878040883
7,17,1,2016,18,9,61,5.301123034
7,17,1,2016,19,8,61,4.398941304
7,17,1,2016,20,8,57,4.102643983
7,17,1,2016,21,8,53,3.804546407
7,17,1,2016,22,8,53,3.804546407
7,17,1,2016,23,8,53,3.804546407
1,18,1,2016,0,8,53,3.804546407
1,18,1,2016,1,7,56,3.144379165
1,18,1,2016,2,6,60,2.5276793
1,18,1,2016,3,6,56,2.260434447
1,18,1,2016,4,7,52,2.861474075
1,18,1,2016,5,6,60,2.5276793
1,18,1,2016,6,6,60,2.5276793
1,18,1,2016,7,6,60,2.5276793
1,18,1,2016,8,7,56,3.144379165
1,18,1,2016,9,7,56,3.144379165
1,18,1,2016,10,8,53,3.804546407
1,18,1,2016,11,10,49,5.215059707
1,18,1,2016,12,12,43,6.358723349
1,18,1,2016,13,12,54,7.3839818
1,18,1,2016,14,12,54,7.3839818
1,18,1,2016,15,13,62,9.001043607
1,18,1,2016,16,13,66,9.362827893
1,18,1,2016,17,12,71,8.874278598
1,18,1,2016,18,12,71,8.874278598
1,18,1,2016,19,11,71,7.939653333
1,18,1,2016,20,10,66,6.605791527
1,18,1,2016,21,10,66,6.605791527
1,18,1,2016,22,10,71,7.005024441
1,18,1,2016,23,10,81,7.79801812
2,19,1,2016,0,9,81,6.835302359
2,19,1,2016,1,6,87,4.361128582
2,19,1,2016,2,6,81,3.947138239
2,19,1,2016,3,6,81,3.947138239
2,19,1,2016,4,6,75,3.537476074
2,19,1,2016,5,6,75,3.537476074
2,19,1,2016,6,6,75,3.537476074
2,19,1,2016,7,6,75,3.537476074
2,19,1,2016,8,6,75,3.537476074
2,19,1,2016,9,8,65,4.694077351
2,19,1,2016,10,9,61,5.301123034
2,19,1,2016,11,10,61,6.203298935
2,19,1,2016,12,12,54,7.3839818
2,19,1,2016,13,12,66,8.44382004
2,19,1,2016,14,12,58,7.742468927
2,19,1,2016,15,12,58,7.742468927
2,19,1,2016,16,12,66,8.44382004
2,19,1,2016,17,11,71,7.939653333
2,19,1,2016,18,9,76,6.45296742
2,19,1,2016,19,9,76,6.45296742
2,19,1,2016,20,8,81,5.872583855
2,19,1,2016,21,8,81,5.872583855
2,19,1,2016,22,8,81,5.872583855
2,19,1,2016,23,8,81,5.872583855
3,20,1,2016,0,8,75,5.430158964
3,20,1,2016,1,7,75,4.483819332
3,20,1,2016,2,7,75,4.483819332
3,20,1,2016,3,6,75,3.537476074
3,20,1,2016,4,6,75,3.537476074
3,20,1,2016,5,5,80,2.918487764
3,20,1,2016,6,5,80,2.918487764
3,20,1,2016,7,5,75,2.591129053
3,20,1,2016,8,5,75,2.591129053
3,20,1,2016,9,6,70,3.198949916
3,20,1,2016,10,7,70,4.130564192
3,20,1,2016,11,12,54,7.3839818
3,20,1,2016,12,13,50,7.878557618
3,20,1,2016,13,15,44,8.953704927
3,20,1,2016,14,14,54,9.136290092
3,20,1,2016,15,14,62,9.906674971
3,20,1,2016,16,14,62,9.906674971
3,20,1,2016,17,13,71,9.808900366
3,20,1,2016,18,12,71,8.874278598
3,20,1,2016,19,10,76,7.402124169
3,20,1,2016,20,10,76,7.402124169
3,20,1,2016,21,9,76,6.45296742
3,20,1,2016,22,8,75,5.430158964
3,20,1,2016,23,8,75,5.430158964
4,21,1,2016,0,7,75,4.483819332
4,21,1,2016,1,7,75,4.483819332
4,21,1,2016,2,6,75,3.537476074
4,21,1,2016,3,6,75,3.537476074
4,21,1,2016,4,6,75,3.537476074
4,21,1,2016,5,6,75,3.537476074
4,21,1,2016,6,4,80,1.958396609
4,21,1,2016,7,4,80,1.958396609
4,21,1,2016,8,5,75,2.591129053
4,21,1,2016,9,6,70,3.198949916
4,21,1,2016,10,7,70,4.130564192
4,21,1,2016,11,12,54,7.3839818
4,21,1,2016,12,14,58,9.525237242
4,21,1,2016,13,14,62,9.906674971
4,21,1,2016,14,14,67,10.37476523
4,21,1,2016,15,14,67,10.37476523
4,21,1,2016,16,13,71,9.808900366
4,21,1,2016,17,12,71,8.874278598
4,21,1,2016,18,11,81,8.760731228
4,21,1,2016,19,9,87,7.294715347
4,21,1,2016,20,8,87,6.31685545
4,21,1,2016,21,8,87,6.31685545
4,21,1,2016,22,7,93,5.771850811
4,21,1,2016,23,7,93,5.771850811
5,22,1,2016,0,7,87,5.338993219
5,22,1,2016,1,6,87,4.361128582
5,22,1,2016,2,7,81,4.909862514
5,22,1,2016,3,6,81,3.947138239
5,22,1,2016,4,6,81,3.947138239
5,22,1,2016,5,6,75,3.537476074
5,22,1,2016,6,6,75,3.537476074
5,22,1,2016,7,6,75,3.537476074
5,22,1,2016,8,6,75,3.537476074
5,22,1,2016,9,7,70,4.130564192
5,22,1,2016,10,8,70,5.062174088
5,22,1,2016,11,9,70,5.99377977
5,22,1,2016,12,12,71,8.874278598
5,22,1,2016,13,14,76,11.19872077
5,22,1,2016,14,14,82,11.73838211
5,22,1,2016,15,14,82,11.73838211
5,22,1,2016,16,13,87,11.20613301
5,22,1,2016,17,13,87,11.20613301
5,22,1,2016,18,13,87,11.20613301
5,22,1,2016,19,13,87,11.20613301
5,22,1,2016,20,12,87,10.22828175
5,22,1,2016,21,11,93,9.739492213
5,22,1,2016,22,11,93,9.739492213
5,22,1,2016,23,11,87,9.250428431
6,23,1,2016,0,11,76,8.351277774
6,23,1,2016,1,10,81,7.79801812
6,23,1,2016,2,10,81,7.79801812
6,23,1,2016,3,10,76,7.402124169
6,23,1,2016,4,10,76,7.402124169
6,23,1,2016,5,10,76,7.402124169
6,23,1,2016,6,9,81,6.835302359
6,23,1,2016,7,9,76,6.45296742
6,23,1,2016,8,8,81,5.872583855
6,23,1,2016,9,10,76,7.402124169
6,23,1,2016,10,13,66,9.362827893
6,23,1,2016,11,14,67,10.37476523
6,23,1,2016,12,16,63,11.81910254
6,23,1,2016,13,16,67,12.21919489
6,23,1,2016,14,16,77,13.19296557
6,23,1,2016,15,15,82,12.70369122
6,23,1,2016,16,15,77,12.24104015
6,23,1,2016,17,14,82,11.73838211
6,23,1,2016,18,14,76,11.19872077
6,23,1,2016,19,13,82,10.77307074
6,23,1,2016,20,13,82,10.77307074
6,23,1,2016,21,11,87,9.250428431
6,23,1,2016,22,10,93,8.747584662
6,23,1,2016,23,10,87,8.272572984
7,24,1,2016,0,10,87,8.272572984
7,24,1,2016,1,10,81,7.79801812
7,24,1,2016,2,10,76,7.402124169
7,24,1,2016,3,9,81,6.835302359
7,24,1,2016,4,9,81,6.835302359
7,24,1,2016,5,8,81,5.872583855
7,24,1,2016,6,8,87,6.31685545
7,24,1,2016,7,10,81,7.79801812
7,24,1,2016,8,9,87,7.294715347
7,24,1,2016,9,10,81,7.79801812
7,24,1,2016,10,11,81,8.760731228
7,24,1,2016,11,12,81,9.723441767
7,24,1,2016,12,14,76,11.19872077
7,24,1,2016,13,14,76,11.19872077
7,24,1,2016,14,14,82,11.73838211
7,24,1,2016,15,14,82,11.73838211
7,24,1,2016,16,14,76,11.19872077
7,24,1,2016,17,14,76,11.19872077
7,24,1,2016,18,14,76,11.19872077
7,24,1,2016,19,14,76,11.19872077
7,24,1,2016,20,14,82,11.73838211
7,24,1,2016,21,13,87,11.20613301
7,24,1,2016,22,13,87,11.20613301
7,24,1,2016,23,13,87,11.20613301
1,25,1,2016,0,13,87,11.20613301
1,25,1,2016,1,13,87,11.20613301
1,25,1,2016,2,13,87,11.20613301
1,25,1,2016,3,13,87,11.20613301
1,25,1,2016,4,13,87,11.20613301
1,25,1,2016,5,13,87,11.20613301
1,25,1,2016,6,13,87,11.20613301
1,25,1,2016,7,13,87,11.20613301
1,25,1,2016,8,13,93,11.72330203
1,25,1,2016,9,14,87,12.18398227
1,25,1,2016,10,15,82,12.70369122
1,25,1,2016,11,15,82,12.70369122
1,25,1,2016,12,16,77,13.19296557
1,25,1,2016,13,16,77,13.19296557
1,25,1,2016,14,16,72,12.71023249
1,25,1,2016,15,16,72,12.71023249
1,25,1,2016,16,15,77,12.24104015
1,25,1,2016,17,14,76,11.19872077
1,25,1,2016,18,13,87,11.20613301
1,25,1,2016,19,13,87,11.20613301
1,25,1,2016,20,13,87,11.20613301
1,25,1,2016,21,13,87,11.20613301
1,25,1,2016,22,13,82,10.77307074
1,25,1,2016,23,12,81,9.723441767
2,26,1,2016,0,12,81,9.723441767
2,26,1,2016,1,12,81,9.723441767
2,26,1,2016,2,11,87,9.250428431
2,26,1,2016,3,12,81,9.723441767
2,26,1,2016,4,12,81,9.723441767
2,26,1,2016,5,12,81,9.723441767
2,26,1,2016,6,11,87,9.250428431
2,26,1,2016,7,12,81,9.723441767
2,26,1,2016,8,12,81,9.723441767
2,26,1,2016,9,13,76,10.24957598
2,26,1,2016,10,13,76,10.24957598
2,26,1,2016,11,15,72,11.77263217
2,26,1,2016,12,16,72,12.71023249
2,26,1,2016,13,15,82,12.70369122
2,26,1,2016,14,15,82,12.70369122
2,26,1,2016,15,15,87,13.16182959
2,26,1,2016,16,15,87,13.16182959
2,26,1,2016,17,14,87,12.18398227
2,26,1,2016,18,14,87,12.18398227
2,26,1,2016,19,13,93,11.72330203
2,26,1,2016,20,13,93,11.72330203
2,26,1,2016,21,12,87,10.22828175
2,26,1,2016,22,11,87,9.250428431
2,26,1,2016,23,11,81,8.760731228
3,27,1,2016,0,10,87,8.272572984
3,27,1,2016,1,10,87,8.272572984
3,27,1,2016,2,10,87,8.272572984
3,27,1,2016,3,9,87,7.294715347
3,27,1,2016,4,9,87,7.294715347
3,27,1,2016,5,9,87,7.294715347
3,27,1,2016,6,8,93,6.763764017
3,27,1,2016,7,8,93,6.763764017
3,27,1,2016,8,9,87,7.294715347
3,27,1,2016,9,10,81,7.79801812
3,27,1,2016,10,12,76,9.300428343
3,27,1,2016,11,15,72,11.77263217
3,27,1,2016,12,15,72,11.77263217
3,27,1,2016,13,16,67,12.21919489
3,27,1,2016,14,16,63,11.81910254
3,27,1,2016,15,15,72,11.77263217
3,27,1,2016,16,15,77,12.24104015
3,27,1,2016,17,14,82,11.73838211
3,27,1,2016,18,13,87,11.20613301
3,27,1,2016,19,13,87,11.20613301
3,27,1,2016,20,13,87,11.20613301
3,27,1,2016,21,13,87,11.20613301
3,27,1,2016,22,13,87,11.20613301
3,27,1,2016,23,11,93,9.739492213
4,28,1,2016,0,11,93,9.739492213
4,28,1,2016,1,10,93,8.747584662
4,28,1,2016,2,10,87,8.272572984
4,28,1,2016,3,9,93,7.755675282
4,28,1,2016,4,9,87,7.294715347
4,28,1,2016,5,9,87,7.294715347
4,28,1,2016,6,9,87,7.294715347
4,28,1,2016,7,8,87,6.31685545
4,28,1,2016,8,9,87,7.294715347
4,28,1,2016,9,10,87,8.272572984
4,28,1,2016,10,12,81,9.723441767
4,28,1,2016,11,15,77,12.24104015
4,28,1,2016,12,16,72,12.71023249
4,28,1,2016,13,16,67,12.21919489
4,28,1,2016,14,16,72,12.71023249
4,28,1,2016,15,15,77,12.24104015
