Day of week,Date,Month,Year ,Hour,T_db,Hum_r,T_wb
2,1,3,2016,0,10,46,4.960730637
2,1,3,2016,1,9,46,4.118448159
2,1,3,2016,2,8,49,3.503883184
2,1,3,2016,3,8,45,3.199731008
2,1,3,2016,4,7,52,2.861474075
2,1,3,2016,5,7,52,2.861474075
2,1,3,2016,6,7,52,2.861474075
2,1,3,2016,7,7,56,3.144379165
2,1,3,2016,8,8,53,3.804546407
2,1,3,2016,9,10,46,4.960730637
2,1,3,2016,10,13,37,6.562368288
2,1,3,2016,11,13,40,6.878865003
2,1,3,2016,12,15,35,7.917847415
2,1,3,2016,13,17,31,8.945422548
2,1,3,2016,14,18,25,8.784502398
2,1,3,2016,15,19,25,9.505094152
2,1,3,2016,16,17,29,8.661146493
2,1,3,2016,17,17,29,8.661146493
2,1,3,2016,18,16,33,8.447231951
2,1,3,2016,19,14,58,9.525237242
2,1,3,2016,20,14,54,9.136290092
2,1,3,2016,21,12,71,8.874278598
2,1,3,2016,22,12,71,8.874278598
2,1,3,2016,23,12,62,8.095407504
3,2,3,2016,0,12,54,7.3839818
3,2,3,2016,1,12,50,7.018731134
3,2,3,2016,2,12,50,7.018731134
3,2,3,2016,3,11,57,6.765729207
3,2,3,2016,4,10,57,5.878040883
3,2,3,2016,5,10,61,6.203298935
3,2,3,2016,6,9,61,5.301123034
3,2,3,2016,7,10,57,5.878040883
3,2,3,2016,8,10,57,5.878040883
3,2,3,2016,9,12,50,7.018731134
3,2,3,2016,10,14,47,8.433020371
3,2,3,2016,11,16,38,9.076699607
3,2,3,2016,12,15,47,9.27977211
3,2,3,2016,13,15,51,9.702790074
3,2,3,2016,14,15,54,10.01243455
3,2,3,2016,15,16,51,10.56678814
3,2,3,2016,16,17,55,11.87444068
3,2,3,2016,17,20,37,12.14232625
3,2,3,2016,18,19,29,10.15856984
3,2,3,2016,19,19,27,9.837696537
3,2,3,2016,20,18,27,9.102673389
3,2,3,2016,21,16,33,8.447231951
3,2,3,2016,22,15,44,8.953704927
3,2,3,2016,23,13,58,8.633855878
4,3,3,2016,0,13,43,7.186871138
4,3,3,2016,1,12,46,6.645262026
4,3,3,2016,2,11,50,6.158896261
4,3,3,2016,3,11,46,5.803001729
4,3,3,2016,4,10,49,5.215059707
4,3,3,2016,5,10,49,5.215059707
4,3,3,2016,6,9,53,4.676760884
4,3,3,2016,7,10,49,5.215059707
4,3,3,2016,8,11,50,6.158896261
4,3,3,2016,9,11,50,6.158896261
4,3,3,2016,10,13,40,6.878865003
4,3,3,2016,11,14,38,7.471505601
4,3,3,2016,12,16,41,9.43712914
4,3,3,2016,13,16,44,9.786616289
4,3,3,2016,14,18,29,9.409867795
4,3,3,2016,15,18,29,9.409867795
4,3,3,2016,16,18,29,9.409867795
4,3,3,2016,17,17,31,8.945422548
4,3,3,2016,18,16,36,8.829561824
4,3,3,2016,19,15,38,8.274109319
4,3,3,2016,20,14,47,8.433020371
4,3,3,2016,21,13,47,7.586259822
4,3,3,2016,22,12,54,7.3839818
4,3,3,2016,23,11,57,6.765729207
5,4,3,2016,0,10,66,6.605791527
5,4,3,2016,1,10,66,6.605791527
5,4,3,2016,2,9,70,5.99377977
5,4,3,2016,3,8,70,5.062174088
5,4,3,2016,4,9,66,5.686770524
5,4,3,2016,5,8,70,5.062174088
5,4,3,2016,6,8,75,5.430158964
5,4,3,2016,7,7,81,4.909862514
5,4,3,2016,8,10,71,7.005024441
5,4,3,2016,9,12,62,8.095407504
5,4,3,2016,10,14,54,9.136290092
5,4,3,2016,11,14,58,9.525237242
5,4,3,2016,12,15,58,10.41661325
5,4,3,2016,13,15,62,10.81230178
5,4,3,2016,14,15,67,11.29698187
5,4,3,2016,15,15,67,11.29698187
5,4,3,2016,16,14,76,11.19872077
5,4,3,2016,17,14,76,11.19872077
5,4,3,2016,18,13,87,11.20613301
5,4,3,2016,19,13,87,11.20613301
5,4,3,2016,20,13,87,11.20613301
5,4,3,2016,21,12,93,10.73139799
5,4,3,2016,22,13,87,11.20613301
5,4,3,2016,23,12,87,10.22828175
6,5,3,2016,0,12,81,9.723441767
6,5,3,2016,1,14,58,9.525237242
6,5,3,2016,2,14,58,9.525237242
6,5,3,2016,3,13,50,7.878557618
6,5,3,2016,4,12,46,6.645262026
6,5,3,2016,5,12,46,6.645262026
6,5,3,2016,6,9,57,4.99034591
6,5,3,2016,7,9,57,4.99034591
6,5,3,2016,8,10,53,5.548966972
6,5,3,2016,9,11,50,6.158896261
6,5,3,2016,10,13,37,6.562368288
6,5,3,2016,11,14,38,7.471505601
6,5,3,2016,12,15,33,7.673122658
6,5,3,2016,13,16,33,8.447231951
6,5,3,2016,14,16,33,8.447231951
6,5,3,2016,15,16,33,8.447231951
6,5,3,2016,16,16,33,8.447231951
6,5,3,2016,17,15,35,7.917847415
6,5,3,2016,18,14,35,7.131937462
6,5,3,2016,19,13,40,6.878865003
6,5,3,2016,20,12,40,6.065702472
6,5,3,2016,21,12,43,6.358723349
6,5,3,2016,22,10,49,5.215059707
6,5,3,2016,23,10,49,5.215059707
7,6,3,2016,0,9,53,4.676760884
7,6,3,2016,1,9,57,4.99034591
7,6,3,2016,2,8,61,4.398941304
7,6,3,2016,3,8,61,4.398941304
7,6,3,2016,4,7,65,3.778311474
7,6,3,2016,5,7,65,3.778311474
7,6,3,2016,6,7,65,3.778311474
7,6,3,2016,7,7,65,3.778311474
7,6,3,2016,8,8,61,4.398941304
7,6,3,2016,9,9,61,5.301123034
7,6,3,2016,10,10,57,5.878040883
7,6,3,2016,11,12,46,6.645262026
7,6,3,2016,12,12,50,7.018731134
7,6,3,2016,13,12,54,7.3839818
7,6,3,2016,14,13,50,7.878557618
7,6,3,2016,15,12,62,8.095407504
7,6,3,2016,16,13,58,8.633855878
7,6,3,2016,17,13,47,7.586259822
7,6,3,2016,18,13,40,6.878865003
7,6,3,2016,19,11,43,5.530563542
7,6,3,2016,20,11,50,6.158896261
7,6,3,2016,21,10,49,5.215059707
7,6,3,2016,22,10,49,5.215059707
7,6,3,2016,23,9,53,4.676760884
1,7,3,2016,0,8,61,4.398941304
1,7,3,2016,1,8,61,4.398941304
1,7,3,2016,2,7,65,3.778311474
1,7,3,2016,3,7,61,3.496753488
1,7,3,2016,4,8,57,4.102643983
1,7,3,2016,5,7,65,3.778311474
1,7,3,2016,6,7,65,3.778311474
1,7,3,2016,7,7,65,3.778311474
1,7,3,2016,8,8,61,4.398941304
1,7,3,2016,9,9,57,4.99034591
1,7,3,2016,10,11,50,6.158896261
1,7,3,2016,11,12,46,6.645262026
1,7,3,2016,12,12,50,7.018731134
1,7,3,2016,13,13,54,8.26013927
1,7,3,2016,14,13,50,7.878557618
1,7,3,2016,15,13,54,8.26013927
1,7,3,2016,16,13,50,7.878557618
1,7,3,2016,17,13,58,8.633855878
1,7,3,2016,18,12,58,7.742468927
1,7,3,2016,19,12,58,7.742468927
1,7,3,2016,20,12,58,7.742468927
1,7,3,2016,21,12,58,7.742468927
1,7,3,2016,22,11,62,7.189766467
1,7,3,2016,23,10,66,6.605791527
2,8,3,2016,0,10,66,6.605791527
2,8,3,2016,1,10,76,7.402124169
2,8,3,2016,2,10,71,7.005024441
2,8,3,2016,3,9,81,6.835302359
2,8,3,2016,4,9,76,6.45296742
2,8,3,2016,5,8,75,5.430158964
2,8,3,2016,6,8,75,5.430158964
2,8,3,2016,7,8,65,4.694077351
2,8,3,2016,8,9,57,4.99034591
2,8,3,2016,9,10,53,5.548966972
2,8,3,2016,10,12,50,7.018731134
2,8,3,2016,11,13,54,8.26013927
2,8,3,2016,12,13,62,9.001043607
2,8,3,2016,13,13,62,9.001043607
2,8,3,2016,14,12,66,8.44382004
2,8,3,2016,15,12,71,8.874278598
2,8,3,2016,16,12,71,8.874278598
2,8,3,2016,17,12,71,8.874278598
2,8,3,2016,18,12,76,9.300428343
2,8,3,2016,19,12,66,8.44382004
2,8,3,2016,20,11,81,8.760731228
2,8,3,2016,21,11,76,8.351277774
2,8,3,2016,22,10,76,7.402124169
2,8,3,2016,23,9,81,6.835302359
3,9,3,2016,0,9,81,6.835302359
3,9,3,2016,1,8,81,5.872583855
3,9,3,2016,2,7,81,4.909862514
3,9,3,2016,3,6,81,3.947138239
3,9,3,2016,4,5,75,2.591129053
3,9,3,2016,5,5,70,2.267331085
3,9,3,2016,6,5,60,1.629009224
3,9,3,2016,7,5,56,1.376481339
3,9,3,2016,8,6,56,2.260434447
3,9,3,2016,9,8,61,4.398941304
3,9,3,2016,10,9,61,5.301123034
3,9,3,2016,11,11,53,6.421165064
3,9,3,2016,12,11,57,6.765729207
3,9,3,2016,13,10,71,7.005024441
3,9,3,2016,14,10,76,7.402124169
3,9,3,2016,15,11,71,7.939653333
3,9,3,2016,16,12,66,8.44382004
3,9,3,2016,17,11,71,7.939653333
3,9,3,2016,18,11,71,7.939653333
3,9,3,2016,19,10,76,7.402124169
3,9,3,2016,20,10,76,7.402124169
3,9,3,2016,21,9,76,6.45296742
3,9,3,2016,22,8,81,5.872583855
3,9,3,2016,23,7,81,4.909862514
4,10,3,2016,0,6,87,4.361128582
4,10,3,2016,1,6,81,3.947138239
4,10,3,2016,2,5,86,3.316384195
4,10,3,2016,3,5,75,2.591129053
4,10,3,2016,4,5,70,2.267331085
4,10,3,2016,5,5,70,2.267331085
4,10,3,2016,6,4,75,1.644778126
4,10,3,2016,7,4,75,1.644778126
4,10,3,2016,8,6,65,2.86254024
4,10,3,2016,9,8,57,4.102643983
4,10,3,2016,10,10,46,4.960730637
4,10,3,2016,11,13,32,6.012311542
4,10,3,2016,12,15,24,6.481553507
4,10,3,2016,13,14,38,7.471505601
4,10,3,2016,14,13,37,6.562368288
4,10,3,2016,15,13,37,6.562368288
4,10,3,2016,16,13,37,6.562368288
4,10,3,2016,17,14,38,7.471505601
4,10,3,2016,18,13,43,7.186871138
4,10,3,2016,19,11,50,6.158896261
4,10,3,2016,20,10,49,5.215059707
4,10,3,2016,21,10,49,5.215059707
4,10,3,2016,22,9,53,4.676760884
4,10,3,2016,23,8,57,4.102643983
5,11,3,2016,0,8,57,4.102643983
5,11,3,2016,1,7,61,3.496753488
5,11,3,2016,2,7,61,3.496753488
5,11,3,2016,3,6,65,2.86254024
5,11,3,2016,4,6,65,2.86254024
5,11,3,2016,5,6,65,2.86254024
5,11,3,2016,6,5,70,2.267331085
5,11,3,2016,7,6,65,2.86254024
5,11,3,2016,8,7,65,3.778311474
5,11,3,2016,9,10,53,5.548966972
5,11,3,2016,10,12,46,6.645262026
5,11,3,2016,11,12,54,7.3839818
5,11,3,2016,12,13,54,8.26013927
5,11,3,2016,13,13,54,8.26013927
5,11,3,2016,14,13,50,7.878557618
5,11,3,2016,15,14,50,8.738376105
5,11,3,2016,16,14,54,9.136290092
5,11,3,2016,17,13,58,8.633855878
5,11,3,2016,18,13,62,9.001043607
5,11,3,2016,19,12,66,8.44382004
5,11,3,2016,20,13,66,9.362827893
5,11,3,2016,21,12,76,9.300428343
5,11,3,2016,22,10,71,7.005024441
5,11,3,2016,23,10,71,7.005024441
6,12,3,2016,0,9,76,6.45296742
6,12,3,2016,1,9,76,6.45296742
6,12,3,2016,2,9,76,6.45296742
6,12,3,2016,3,8,70,5.062174088
6,12,3,2016,4,7,70,4.130564192
6,12,3,2016,5,7,65,3.778311474
6,12,3,2016,6,6,70,3.198949916
6,12,3,2016,7,7,65,3.778311474
6,12,3,2016,8,8,61,4.398941304
6,12,3,2016,9,10,53,5.548966972
6,12,3,2016,10,12,50,7.018731134
6,12,3,2016,11,14,44,8.12078383
6,12,3,2016,12,13,50,7.878557618
6,12,3,2016,13,13,50,7.878557618
6,12,3,2016,14,13,58,8.633855878
6,12,3,2016,15,13,54,8.26013927
6,12,3,2016,16,13,50,7.878557618
6,12,3,2016,17,13,50,7.878557618
6,12,3,2016,18,12,58,7.742468927
6,12,3,2016,19,11,66,7.524807973
6,12,3,2016,20,11,66,7.524807973
6,12,3,2016,21,10,71,7.005024441
6,12,3,2016,22,10,71,7.005024441
6,12,3,2016,23,8,75,5.430158964
7,13,3,2016,0,7,81,4.909862514
7,13,3,2016,1,7,75,4.483819332
7,13,3,2016,2,7,75,4.483819332
7,13,3,2016,3,7,70,4.130564192
7,13,3,2016,4,6,70,3.198949916
7,13,3,2016,5,6,70,3.198949916
7,13,3,2016,6,6,65,2.86254024
7,13,3,2016,7,6,65,2.86254024
7,13,3,2016,8,7,61,3.496753488
7,13,3,2016,9,8,57,4.102643983
7,13,3,2016,10,10,49,5.215059707
7,13,3,2016,11,13,43,7.186871138
7,13,3,2016,12,14,41,7.800666776
7,13,3,2016,13,13,47,7.586259822
7,13,3,2016,14,13,50,7.878557618
7,13,3,2016,15,13,58,8.633855878
7,13,3,2016,16,13,58,8.633855878
7,13,3,2016,17,13,62,9.001043607
7,13,3,2016,18,13,62,9.001043607
7,13,3,2016,19,13,62,9.001043607
7,13,3,2016,20,13,58,8.633855878
7,13,3,2016,21,12,62,8.095407504
7,13,3,2016,22,12,62,8.095407504
7,13,3,2016,23,12,62,8.095407504
1,14,3,2016,0,8,75,5.430158964
1,14,3,2016,1,8,75,5.430158964
1,14,3,2016,2,8,75,5.430158964
1,14,3,2016,3,8,75,5.430158964
1,14,3,2016,4,7,81,4.909862514
1,14,3,2016,5,7,81,4.909862514
1,14,3,2016,6,7,75,4.483819332
1,14,3,2016,7,7,81,4.909862514
1,14,3,2016,8,9,70,5.99377977
1,14,3,2016,9,12,58,7.742468927
1,14,3,2016,10,14,58,9.525237242
1,14,3,2016,11,15,58,10.41661325
1,14,3,2016,12,14,62,9.906674971
1,14,3,2016,13,14,62,9.906674971
1,14,3,2016,14,13,66,9.362827893
1,14,3,2016,15,10,93,8.747584662
1,14,3,2016,16,11,87,9.250428431
1,14,3,2016,17,12,76,9.300428343
1,14,3,2016,18,12,76,9.300428343
1,14,3,2016,19,12,76,9.300428343
1,14,3,2016,20,12,81,9.723441767
1,14,3,2016,21,12,81,9.723441767
1,14,3,2016,22,11,81,8.760731228
1,14,3,2016,23,11,81,8.760731228
2,15,3,2016,0,10,81,7.79801812
2,15,3,2016,1,9,87,7.294715347
2,15,3,2016,2,9,87,7.294715347
2,15,3,2016,3,9,81,6.835302359
2,15,3,2016,4,8,87,6.31685545
2,15,3,2016,5,8,87,6.31685545
2,15,3,2016,6,8,87,6.31685545
2,15,3,2016,7,8,87,6.31685545
2,15,3,2016,8,9,81,6.835302359
2,15,3,2016,9,10,76,7.402124169
2,15,3,2016,10,12,66,8.44382004
2,15,3,2016,11,13,62,9.001043607
2,15,3,2016,12,13,66,9.362827893
2,15,3,2016,13,13,71,9.808900366
2,15,3,2016,14,12,62,8.095407504
2,15,3,2016,15,11,76,8.351277774
2,15,3,2016,16,11,81,8.760731228
2,15,3,2016,17,12,76,9.300428343
2,15,3,2016,18,11,76,8.351277774
2,15,3,2016,19,10,81,7.79801812
2,15,3,2016,20,10,76,7.402124169
2,15,3,2016,21,10,71,7.005024441
2,15,3,2016,22,9,81,6.835302359
2,15,3,2016,23,10,71,7.005024441
3,16,3,2016,0,9,76,6.45296742
3,16,3,2016,1,9,76,6.45296742
3,16,3,2016,2,9,76,6.45296742
3,16,3,2016,3,9,76,6.45296742
3,16,3,2016,4,8,75,5.430158964
3,16,3,2016,5,8,75,5.430158964
3,16,3,2016,6,8,75,5.430158964
3,16,3,2016,7,8,75,5.430158964
3,16,3,2016,8,9,70,5.99377977
3,16,3,2016,9,10,66,6.605791527
3,16,3,2016,10,11,62,7.189766467
3,16,3,2016,11,13,54,8.26013927
3,16,3,2016,12,13,62,9.001043607
3,16,3,2016,13,13,58,8.633855878
3,16,3,2016,14,13,66,9.362827893
3,16,3,2016,15,13,62,9.001043607
3,16,3,2016,16,13,62,9.001043607
3,16,3,2016,17,13,62,9.001043607
3,16,3,2016,18,13,71,9.808900366
3,16,3,2016,19,9,93,7.755675282
3,16,3,2016,20,9,87,7.294715347
3,16,3,2016,21,9,81,6.835302359
3,16,3,2016,22,9,81,6.835302359
3,16,3,2016,23,9,76,6.45296742
4,17,3,2016,0,8,81,5.872583855
4,17,3,2016,1,8,87,6.31685545
4,17,3,2016,2,8,81,5.872583855
4,17,3,2016,3,8,81,5.872583855
4,17,3,2016,4,8,81,5.872583855
4,17,3,2016,5,7,87,5.338993219
4,17,3,2016,6,7,87,5.338993219
4,17,3,2016,7,7,87,5.338993219
4,17,3,2016,8,8,81,5.872583855
4,17,3,2016,9,9,76,6.45296742
4,17,3,2016,10,10,81,7.79801812
4,17,3,2016,11,11,81,8.760731228
4,17,3,2016,12,12,66,8.44382004
4,17,3,2016,13,12,66,8.44382004
4,17,3,2016,14,12,66,8.44382004
4,17,3,2016,15,12,66,8.44382004
4,17,3,2016,16,12,66,8.44382004
4,17,3,2016,17,12,66,8.44382004
4,17,3,2016,18,12,66,8.44382004
4,17,3,2016,19,11,71,7.939653333
4,17,3,2016,20,11,71,7.939653333
4,17,3,2016,21,9,76,6.45296742
4,17,3,2016,22,9,81,6.835302359
4,17,3,2016,23,8,87,6.31685545
5,18,3,2016,0,8,81,5.872583855
5,18,3,2016,1,8,81,5.872583855
5,18,3,2016,2,7,87,5.338993219
5,18,3,2016,3,7,87,5.338993219
5,18,3,2016,4,7,87,5.338993219
5,18,3,2016,5,7,87,5.338993219
5,18,3,2016,6,7,87,5.338993219
5,18,3,2016,7,7,87,5.338993219
5,18,3,2016,8,8,81,5.872583855
5,18,3,2016,9,11,71,7.939653333
5,18,3,2016,10,13,66,9.362827893
5,18,3,2016,11,13,71,9.808900366
5,18,3,2016,12,13,71,9.808900366
5,18,3,2016,13,13,71,9.808900366
5,18,3,2016,14,13,71,9.808900366
5,18,3,2016,15,14,67,10.37476523
5,18,3,2016,16,13,71,9.808900366
5,18,3,2016,17,13,76,10.24957598
5,18,3,2016,18,12,76,9.300428343
5,18,3,2016,19,12,76,9.300428343
5,18,3,2016,20,12,76,9.300428343
5,18,3,2016,21,12,76,9.300428343
5,18,3,2016,22,12,76,9.300428343
5,18,3,2016,23,11,81,8.760731228
6,19,3,2016,0,11,81,8.760731228
6,19,3,2016,1,11,81,8.760731228
6,19,3,2016,2,11,81,8.760731228
6,19,3,2016,3,11,87,9.250428431
6,19,3,2016,4,11,87,9.250428431
6,19,3,2016,5,11,87,9.250428431
6,19,3,2016,6,10,93,8.747584662
6,19,3,2016,7,11,87,9.250428431
6,19,3,2016,8,12,81,9.723441767
6,19,3,2016,9,13,82,10.77307074
6,19,3,2016,10,13,87,11.20613301
6,19,3,2016,11,13,93,11.72330203
6,19,3,2016,12,14,87,12.18398227
6,19,3,2016,13,14,87,12.18398227
6,19,3,2016,14,15,82,12.70369122
6,19,3,2016,15,15,82,12.70369122
6,19,3,2016,16,15,82,12.70369122
6,19,3,2016,17,15,82,12.70369122
6,19,3,2016,18,15,82,12.70369122
6,19,3,2016,19,15,82,12.70369122
6,19,3,2016,20,15,82,12.70369122
6,19,3,2016,21,15,82,12.70369122
6,19,3,2016,22,15,82,12.70369122
6,19,3,2016,23,15,82,12.70369122
7,20,3,2016,0,12,93,10.73139799
7,20,3,2016,1,12,93,10.73139799
7,20,3,2016,2,12,93,10.73139799
7,20,3,2016,3,13,93,11.72330203
7,20,3,2016,4,13,93,11.72330203
7,20,3,2016,5,13,93,11.72330203
7,20,3,2016,6,10,93,8.747584662
7,20,3,2016,7,10,93,8.747584662
7,20,3,2016,8,10,93,8.747584662
7,20,3,2016,9,10,93,8.747584662
7,20,3,2016,10,10,93,8.747584662
7,20,3,2016,11,10,93,8.747584662
7,20,3,2016,12,10,93,8.747584662
7,20,3,2016,13,16,77,13.19296557
7,20,3,2016,14,16,72,12.71023249
7,20,3,2016,15,16,72,12.71023249
7,20,3,2016,16,16,72,12.71023249
7,20,3,2016,17,15,72,11.77263217
7,20,3,2016,18,14,87,12.18398227
7,20,3,2016,19,14,87,12.18398227
7,20,3,2016,20,13,93,11.72330203
7,20,3,2016,21,13,93,11.72330203
7,20,3,2016,22,12,87,10.22828175
7,20,3,2016,23,11,93,9.739492213
1,21,3,2016,0,11,93,9.739492213
1,21,3,2016,1,11,87,9.250428431
1,21,3,2016,2,10,93,8.747584662
1,21,3,2016,3,10,93,8.747584662
1,21,3,2016,4,10,93,8.747584662
1,21,3,2016,5,10,93,8.747584662
1,21,3,2016,6,10,93,8.747584662
1,21,3,2016,7,10,93,8.747584662
1,21,3,2016,8,12,87,10.22828175
1,21,3,2016,9,14,76,11.19872077
1,21,3,2016,10,14,76,11.19872077
1,21,3,2016,11,14,76,11.19872077
1,21,3,2016,12,14,76,11.19872077
1,21,3,2016,13,14,76,11.19872077
1,21,3,2016,14,15,67,11.29698187
1,21,3,2016,15,15,62,10.81230178
1,21,3,2016,16,15,62,10.81230178
1,21,3,2016,17,14,71,10.74351876
1,21,3,2016,18,13,76,10.24957598
1,21,3,2016,19,13,71,9.808900366
1,21,3,2016,20,12,76,9.300428343
1,21,3,2016,21,11,81,8.760731228
1,21,3,2016,22,11,81,8.760731228
1,21,3,2016,23,11,81,8.760731228
2,22,3,2016,0,11,81,8.760731228
2,22,3,2016,1,11,81,8.760731228
2,22,3,2016,2,10,87,8.272572984
2,22,3,2016,3,10,87,8.272572984
2,22,3,2016,4,9,87,7.294715347
2,22,3,2016,5,9,87,7.294715347
2,22,3,2016,6,9,87,7.294715347
2,22,3,2016,7,9,87,7.294715347
2,22,3,2016,8,9,81,6.835302359
2,22,3,2016,9,11,71,7.939653333
2,22,3,2016,10,13,66,9.362827893
2,22,3,2016,11,15,58,10.41661325
2,22,3,2016,12,15,67,11.29698187
2,22,3,2016,13,15,62,10.81230178
2,22,3,2016,14,15,72,11.77263217
2,22,3,2016,15,14,76,11.19872077
2,22,3,2016,16,14,76,11.19872077
2,22,3,2016,17,14,82,11.73838211
2,22,3,2016,18,15,77,12.24104015
2,22,3,2016,19,14,82,11.73838211
2,22,3,2016,20,13,87,11.20613301
2,22,3,2016,21,13,82,10.77307074
2,22,3,2016,22,12,81,9.723441767
2,22,3,2016,23,12,76,9.300428343
3,23,3,2016,0,13,58,8.633855878
3,23,3,2016,1,12,58,7.742468927
3,23,3,2016,2,11,53,6.421165064
3,23,3,2016,3,11,50,6.158896261
3,23,3,2016,4,9,57,4.99034591
3,23,3,2016,5,9,57,4.99034591
3,23,3,2016,6,9,57,4.99034591
3,23,3,2016,7,9,53,4.676760884
3,23,3,2016,8,9,57,4.99034591
3,23,3,2016,9,10,57,5.878040883
3,23,3,2016,10,12,50,7.018731134
3,23,3,2016,11,15,41,8.618903651
3,23,3,2016,12,14,54,9.136290092
3,23,3,2016,13,15,47,9.27977211
3,23,3,2016,14,15,47,9.27977211
3,23,3,2016,15,17,42,10.37798046
3,23,3,2016,16,17,51,11.43077956
3,23,3,2016,17,16,59,11.41129691
3,23,3,2016,18,14,67,10.37476523
3,23,3,2016,19,14,58,9.525237242
3,23,3,2016,20,14,67,10.37476523
3,23,3,2016,21,14,67,10.37476523
3,23,3,2016,22,13,71,9.808900366
3,23,3,2016,23,11,66,7.524807973
4,24,3,2016,0,11,62,7.189766467
4,24,3,2016,1,10,61,6.203298935
4,24,3,2016,2,8,70,5.062174088
4,24,3,2016,3,9,61,5.301123034
4,24,3,2016,4,9,57,4.99034591
4,24,3,2016,5,8,61,4.398941304
4,24,3,2016,6,7,65,3.778311474
4,24,3,2016,7,9,57,4.99034591
4,24,3,2016,8,11,50,6.158896261
4,24,3,2016,9,12,50,7.018731134
4,24,3,2016,10,14,62,9.906674971
4,24,3,2016,11,15,58,10.41661325
4,24,3,2016,12,15,58,10.41661325
4,24,3,2016,13,15,62,10.81230178
4,24,3,2016,14,15,62,10.81230178
4,24,3,2016,15,15,58,10.41661325
4,24,3,2016,16,15,62,10.81230178
4,24,3,2016,17,14,67,10.37476523
4,24,3,2016,18,14,71,10.74351876
4,24,3,2016,19,13,76,10.24957598
4,24,3,2016,20,13,76,10.24957598
4,24,3,2016,21,12,81,9.723441767
4,24,3,2016,22,12,81,9.723441767
4,24,3,2016,23,11,81,8.760731228
5,25,3,2016,0,11,87,9.250428431
5,25,3,2016,1,11,87,9.250428431
5,25,3,2016,2,10,81,7.79801812
5,25,3,2016,3,10,76,7.402124169
5,25,3,2016,4,9,81,6.835302359
5,25,3,2016,5,9,81,6.835302359
5,25,3,2016,6,9,76,6.45296742
5,25,3,2016,7,8,81,5.872583855
5,25,3,2016,8,10,76,7.402124169
5,25,3,2016,9,12,71,8.874278598
5,25,3,2016,10,14,62,9.906674971
5,25,3,2016,11,15,62,10.81230178
5,25,3,2016,12,15,58,10.41661325
5,25,3,2016,13,15,67,11.29698187
5,25,3,2016,14,15,67,11.29698187
5,25,3,2016,15,16,67,12.21919489
5,25,3,2016,16,14,71,10.74351876
5,25,3,2016,17,14,82,11.73838211
5,25,3,2016,18,13,87,11.20613301
5,25,3,2016,19,13,82,10.77307074
5,25,3,2016,20,13,82,10.77307074
5,25,3,2016,21,13,82,10.77307074
5,25,3,2016,22,12,87,10.22828175
5,25,3,2016,23,13,82,10.77307074
6,26,3,2016,0,12,87,10.22828175
6,26,3,2016,1,12,87,10.22828175
6,26,3,2016,2,11,93,9.739492213
6,26,3,2016,3,11,87,9.250428431
6,26,3,2016,4,10,93,8.747584662
6,26,3,2016,5,10,93,8.747584662
6,26,3,2016,6,9,93,7.755675282
6,26,3,2016,7,10,93,8.747584662
6,26,3,2016,8,13,82,10.77307074
6,26,3,2016,9,14,82,11.73838211
6,26,3,2016,10,14,76,11.19872077
6,26,3,2016,11,15,77,12.24104015
6,26,3,2016,12,15,72,11.77263217
6,26,3,2016,13,15,77,12.24104015
6,26,3,2016,14,16,72,12.71023249
6,26,3,2016,15,16,72,12.71023249
6,26,3,2016,16,16,72,12.71023249
6,26,3,2016,17,16,67,12.21919489
6,26,3,2016,18,15,72,11.77263217
6,26,3,2016,19,14,82,11.73838211
6,26,3,2016,20,15,72,11.77263217
6,26,3,2016,21,14,82,11.73838211
6,26,3,2016,22,14,82,11.73838211
6,26,3,2016,23,14,82,11.73838211
7,27,3,2016,0,13,76,10.24957598
7,27,3,2016,1,13,76,10.24957598
7,27,3,2016,2,12,81,9.723441767
7,27,3,2016,3,12,81,9.723441767
7,27,3,2016,4,11,81,8.760731228
7,27,3,2016,5,11,81,8.760731228
7,27,3,2016,6,11,81,8.760731228
7,27,3,2016,7,12,76,9.300428343
7,27,3,2016,8,13,71,9.808900366
7,27,3,2016,9,16,72,12.71023249
7,27,3,2016,10,15,77,12.24104015
7,27,3,2016,11,16,72,12.71023249
7,27,3,2016,12,16,67,12.21919489
7,27,3,2016,13,14,71,10.74351876
7,27,3,2016,14,15,67,11.29698187
7,27,3,2016,15,15,67,11.29698187
7,27,3,2016,16,15,67,11.29698187
7,27,3,2016,17,15,67,11.29698187
7,27,3,2016,18,14,71,10.74351876
7,27,3,2016,19,14,71,10.74351876
7,27,3,2016,20,13,76,10.24957598
7,27,3,2016,21,13,71,9.808900366
7,27,3,2016,22,13,76,10.24957598
7,27,3,2016,23,13,76,10.24957598
1,28,3,2016,0,13,82,10.77307074
1,28,3,2016,1,12,87,10.22828175
1,28,3,2016,2,12,81,9.723441767
1,28,3,2016,3,11,87,9.250428431
1,28,3,2016,4,10,87,8.272572984
1,28,3,2016,5,10,87,8.272572984
1,28,3,2016,6,10,87,8.272572984
1,28,3,2016,7,10,81,7.79801812
1,28,3,2016,8,11,71,7.939653333
1,28,3,2016,9,13,71,9.808900366
1,28,3,2016,10,16,51,10.56678814
1,28,3,2016,11,17,51,11.43077956
1,28,3,2016,12,18,52,12.41101199
1,28,3,2016,13,18,55,12.75447449
1,28,3,2016,14,17,59,12.30631358
1,28,3,2016,15,17,63,12.72814296
1,28,3,2016,16,19,45,12.41370688
