2.763409090909091219e+02,2.930396774193548595e+02,1.627860767179620098e+03,5.285300936702485615e+02,2.763409090909091219e+02,2.930396774193548595e+02,1.627860767179620098e+03,5.285300936702485615e+02,2.763409090909091219e+02,2.930396774193548595e+02,1.627860767179620098e+03,5.285300936702485615e+02,1.673152678480929353e+03
2.763409090909091219e+02,2.930396774193548595e+02,1.627860767179620098e+03,5.285300936702485615e+02,2.763409090909091219e+02,2.930396774193548595e+02,1.627860767179620098e+03,5.285300936702485615e+02,2.763409090909091219e+02,2.930396774193548595e+02,1.627860767179620098e+03,5.285300936702485615e+02,1.673152678480929353e+03
2.765377272727272953e+02,2.908585190615835927e+02,1.824111580288545838e+03,1.367118186695811119e+03,2.767535923753665656e+02,2.892064076246334707e+02,1.881358383280817179e+03,1.351226692129868070e+03,2.757250586510264156e+02,2.892249706744868263e+02,1.825415790258714878e+03,1.356854263646177742e+03,1.526578996382924515e+03
2.753949120234604493e+02,2.907100146627566346e+02,1.598381250200273143e+03,1.367238092338914157e+03,2.766456598240469589e+02,2.895591055718475104e+02,1.583036746305437418e+03,1.311977578287423285e+03,2.786455865102639677e+02,2.920929618768328737e+02,1.205000574116318717e+02,5.295911201138309155e-01,1.026413167312088490e+03
2.753949120234604493e+02,2.904315689149560171e+02,1.552682898619832031e+03,1.367238092338914157e+03,2.766456598240469589e+02,2.895591055718475104e+02,1.582803591450435079e+03,1.311977578287423285e+03,2.786455865102639677e+02,2.922414662756598318e+02,1.195674379916228673e+02,1.702860761111301713e+01,1.025184381924444097e+03
2.753949120234604493e+02,2.904501319648094295e+02,1.552653754262956681e+03,1.350866975200558272e+03,2.766456598240469589e+02,2.907378592375366679e+02,1.582840021896529379e+03,1.311977578287423285e+03,2.786582844574780324e+02,2.898282697947214501e+02,1.205000574116318717e+02,5.079403670897181655e+01,1.021024523967595769e+03
2.753949120234604493e+02,2.904501319648094295e+02,1.552653754262956681e+03,1.350866975200558272e+03,2.766456598240469589e+02,2.907378592375366679e+02,1.582840021896529379e+03,1.311977578287423285e+03,2.786582844574780324e+02,2.898282697947214501e+02,1.205000574116318717e+02,5.079403670897181655e+01,1.021024523967595769e+03
2.755917302052786226e+02,2.902459384164222911e+02,1.793699443889189979e+03,1.872032856093811233e+03,2.760742521994135359e+02,2.907378592375366679e+02,1.821116997619610856e+03,1.064748129627722165e+03,2.756996627565982863e+02,2.893549120234604288e+02,1.791673911086357748e+03,1.082606076740557683e+03,1.010097994033451869e+03
2.755917302052786226e+02,2.902459384164222911e+02,1.793699443889189979e+03,1.872032856093811233e+03,2.760742521994135359e+02,2.907378592375366679e+02,1.821116997619610856e+03,1.064748129627722165e+03,2.756996627565982863e+02,2.893549120234604288e+02,1.791673911086357748e+03,1.082606076740557683e+03,1.010097994033451869e+03
2.755917302052786226e+02,2.902459384164222911e+02,1.793699443889189979e+03,1.872032856093811233e+03,2.760742521994135359e+02,2.907378592375366679e+02,1.821116997619610856e+03,1.064748129627722165e+03,2.756996627565982863e+02,2.893549120234604288e+02,1.791673911086357748e+03,1.082606076740557683e+03,1.010097994033451869e+03
2.753314222873900690e+02,2.891878445747800583e+02,1.702922058311907449e+03,1.547232450055885465e+03,2.759980645161290340e+02,2.910534310850439965e+02,1.852126593334910012e+03,1.108161966140617778e+03,2.754139589442815463e+02,2.901716862170088120e+02,7.269576935401423725e+02,1.528497264088684062e+02,9.898344588667682729e+02
2.752806304985337533e+02,2.892620967741935942e+02,1.701865575375178423e+03,1.481747981502462380e+03,2.759980645161290340e+02,2.892713782991202720e+02,1.852126593334910012e+03,1.370099840354310345e+03,2.754203079178885787e+02,2.901902492668621676e+02,7.269358352724858605e+02,2.314276842696543554e+03,9.703751673577153269e+02
2.752806304985337533e+02,2.892620967741935942e+02,1.701865575375178423e+03,1.481747981502462380e+03,2.759980645161290340e+02,2.892713782991202720e+02,1.852126593334910012e+03,1.370099840354310345e+03,2.754203079178885787e+02,2.901902492668621676e+02,7.269358352724858605e+02,2.314276842696543554e+03,9.703751673577153269e+02
2.755536363636363717e+02,2.894755718475073536e+02,1.710288294512134826e+03,1.162279379727858213e+03,2.759663196480938723e+02,2.900695894428152997e+02,1.819725354578815995e+03,1.632901035198345653e+03,2.752869794721407857e+02,2.898375513196481279e+02,1.491749334482837412e+03,8.324050373269551528e+01,9.684903222743137121e+02
2.755536363636363717e+02,2.894755718475073536e+02,1.710288294512134826e+03,1.162279379727858213e+03,2.759663196480938723e+02,2.900695894428152997e+02,1.819725354578815995e+03,1.632901035198345653e+03,2.752869794721407857e+02,2.898375513196481279e+02,1.491749334482837412e+03,8.324050373269551528e+01,9.684903222743137121e+02
