0.000000000000000000e+00,2.763409090909091219e+02,2.930396774193548595e+02,1.627860767179620098e+03,5.285300936702485615e+02,2.763409090909091219e+02,2.930396774193548595e+02,1.627860767179620098e+03,5.285300936702485615e+02,2.763409090909091219e+02,2.930396774193548595e+02,1.627860767179620098e+03,5.285300936702485615e+02,1.673152678480929353e+03
1.000000000000000000e+00,2.763409090909091219e+02,2.930396774193548595e+02,1.627773334108994277e+03,5.941424615763150996e+02,2.762774193548387416e+02,2.931139296187683385e+02,1.627809764555088350e+03,5.244213269665792723e+02,2.763409090909091219e+02,2.936429765395894833e+02,1.627860767179620098e+03,5.285300936702485615e+02,1.679017844332716322e+03
2.000000000000000000e+00,2.765377272727272953e+02,2.908585190615835927e+02,1.824111580288545838e+03,1.367118186695811119e+03,2.767535923753665656e+02,2.892064076246334707e+02,1.881358383280817179e+03,1.351226692129868070e+03,2.757250586510264156e+02,2.892249706744868263e+02,1.825415790258714878e+03,1.356854263646177742e+03,1.526578996382924515e+03
3.000000000000000000e+00,2.753949120234604493e+02,2.907100146627566346e+02,1.598381250200273143e+03,1.367238092338914157e+03,2.766456598240469589e+02,2.895591055718475104e+02,1.583036746305437418e+03,1.311977578287423285e+03,2.786455865102639677e+02,2.920929618768328737e+02,1.205000574116318717e+02,5.295911201138309155e-01,1.026413167312088490e+03
4.000000000000000000e+00,2.753949120234604493e+02,2.904315689149560171e+02,1.552682898619832031e+03,1.367238092338914157e+03,2.766456598240469589e+02,2.895591055718475104e+02,1.582803591450435079e+03,1.311977578287423285e+03,2.786455865102639677e+02,2.922414662756598318e+02,1.195674379916228673e+02,1.702860761111301713e+01,1.025184381924444097e+03
5.000000000000000000e+00,2.753949120234604493e+02,2.904501319648094295e+02,1.552653754262956681e+03,1.350866975200558272e+03,2.766456598240469589e+02,2.907378592375366679e+02,1.582840021896529379e+03,1.311977578287423285e+03,2.786582844574780324e+02,2.898282697947214501e+02,1.205000574116318717e+02,5.079403670897181655e+01,1.021024523967595769e+03
6.000000000000000000e+00,2.756933137829911971e+02,2.902459384164222911e+02,1.793714016067627426e+03,1.872032856093811233e+03,2.765059824046920767e+02,2.895312609970674771e+02,1.821000420192109686e+03,1.064748129627722165e+03,2.756806158357771324e+02,2.895034164222873869e+02,1.791907065941360088e+03,1.052150043392347015e+03,1.045736309180198077e+03
7.000000000000000000e+00,2.755917302052786226e+02,2.902459384164222911e+02,1.793699443889189979e+03,1.872032856093811233e+03,2.760742521994135359e+02,2.907378592375366679e+02,1.821116997619610856e+03,1.064748129627722165e+03,2.756996627565982863e+02,2.893549120234604288e+02,1.791673911086357748e+03,1.082606076740557683e+03,1.010097994033451869e+03
8.000000000000000000e+00,2.755917302052786226e+02,2.900881524926686552e+02,1.554948872366885098e+03,1.838259433286412104e+03,2.763028152492668710e+02,2.907378592375366679e+02,1.821102425441173182e+03,1.064748129627722165e+03,2.756996627565982863e+02,2.894477272727273203e+02,1.791673911086357748e+03,1.082606076740557683e+03,1.015085068401366243e+03
9.000000000000000000e+00,2.754076099706745140e+02,2.902273753665689355e+02,1.797874373011573880e+03,1.873287868491624522e+03,2.760996480938416653e+02,2.909142082111437162e+02,1.717581669820173829e+03,1.064892016399445993e+03,2.756933137829911971e+02,2.917588269794721327e+02,1.810566740430758955e+03,1.091303232720309097e+03,1.019137824980304799e+03
1.000000000000000000e+01,2.753314222873900690e+02,2.891878445747800583e+02,1.702922058311907449e+03,1.547232450055885465e+03,2.759980645161290340e+02,2.910534310850439965e+02,1.852126593334910012e+03,1.108161966140617778e+03,2.754139589442815463e+02,2.901716862170088120e+02,7.269576935401423725e+02,1.528497264088684062e+02,9.898344588667682729e+02
1.100000000000000000e+01,2.752806304985337533e+02,2.892620967741935942e+02,1.701865575375178423e+03,1.481747981502462380e+03,2.759980645161290340e+02,2.892713782991202720e+02,1.852126593334910012e+03,1.370099840354310345e+03,2.754203079178885787e+02,2.901902492668621676e+02,7.269358352724858605e+02,2.314276842696543554e+03,9.703751673577153269e+02
1.200000000000000000e+01,2.752996774193548504e+02,2.895498240469208326e+02,1.705712630482715667e+03,1.481747981502462380e+03,2.760488563049853497e+02,2.892713782991202720e+02,1.852112021156472565e+03,1.359867892142837945e+03,2.758266422287390469e+02,2.901902492668621676e+02,7.269358352724858605e+02,2.183307905589697384e+03,9.776162831667561477e+02
1.300000000000000000e+01,2.755536363636363717e+02,2.894755718475073536e+02,1.710288294512134826e+03,1.162279379727858213e+03,2.759663196480938723e+02,2.900695894428152997e+02,1.819725354578815995e+03,1.632901035198345653e+03,2.752869794721407857e+02,2.898375513196481279e+02,1.491749334482837412e+03,8.324050373269551528e+01,9.684903222743137121e+02
1.400000000000000000e+01,2.755282404692082423e+02,2.894755718475073536e+02,1.710208147530727729e+03,1.162279379727858213e+03,2.757631524926686666e+02,2.900788709677419774e+02,1.819667065865065524e+03,1.632925016326966443e+03,2.752933284457478180e+02,2.902088123167155800e+02,1.491749334482837412e+03,8.323251002315529945e+01,9.724299668822545755e+02
1.500000000000000000e+01,2.755282404692082423e+02,2.894848533724340314e+02,1.714062488727483696e+03,1.252832121399388825e+03,2.766012170087976756e+02,2.904408504398826949e+02,7.831115831495906150e+02,1.071478833060581337e+03,2.753187243401760043e+02,2.894384457478005857e+02,1.691847202699300396e+03,9.684079422490776778e+02,9.716861909289482355e+02
1.600000000000000000e+01,2.754774486803519267e+02,2.894848533724340314e+02,1.728758530681844377e+03,1.252704222046745372e+03,2.766012170087976756e+02,2.907564222873900235e+02,7.831698718633412000e+02,1.071478833060581337e+03,2.753123753665689151e+02,2.894384457478005857e+02,1.691963780126801566e+03,9.354898463624814440e+02,9.709272221023572911e+02
1.700000000000000000e+01,2.753123753665689151e+02,2.896333577712610463e+02,1.704903874579426429e+03,1.840849395177441011e+03,2.758075953079178930e+02,2.908492375366569149e+02,1.290441975456050614e+03,1.171608038761286707e+03,2.752742815249267210e+02,2.896797653958944352e+02,1.689923675145531888e+03,1.794527917586965486e+02,9.818465493017993140e+02
1.800000000000000000e+01,2.754330058651026434e+02,2.901067155425220108e+02,1.899508031524898797e+03,1.477391409803046372e+03,2.755980791788856550e+02,2.892713782991202720e+02,1.384723969947585601e+03,2.555279191624418672e+03,2.757187096774193833e+02,2.923806891495601121e+02,1.042285062752248677e+03,1.052765559026943265e+03,9.900849683633559835e+02
1.900000000000000000e+01,2.753822140762463846e+02,2.895126979472141215e+02,1.839805816465884845e+03,1.477391409803046372e+03,2.755980791788856550e+02,2.892713782991202720e+02,1.377263014587513680e+03,2.557461474328897111e+03,2.757441055718475127e+02,2.917681085043988674e+02,1.044135729413829040e+03,1.081734762400674299e+03,9.860249429221242963e+02
2.000000000000000000e+01,2.753504692082111660e+02,2.898561143695014835e+02,1.829787443790007046e+03,1.873719528806796006e+03,2.755917302052786226e+02,2.909606158357771619e+02,1.658141753973037339e+03,1.138058439821013508e+03,2.757631524926686666e+02,2.895405425219941549e+02,7.434679717099892287e+02,1.183830420648271911e+03,9.888149465946921737e+02
