,ch1_enwk_4nc_1_m_perc,ch1_enwk_4nc_2_m_perc,ch1_enwk_4nc_3_m_perc,ch1_enwk_4nc_4_m_perc,ch2_enwk_4nc_1_m_perc,ch2_enwk_4nc_2_m_perc,ch2_enwk_4nc_3_m_perc,ch2_enwk_4nc_4_m_perc,ch3_enwk_4nc_1_m_perc,ch3_enwk_4nc_2_m_perc,ch3_enwk_4nc_3_m_perc,ch3_enwk_4nc_4_m_perc,ch1_ep_4nc_1_m_flow,ch1_ep_4nc_1_delp,ch1_ep_4nc_2_m_flow,ch1_ep_4nc_2_delp,ch1_ep_4nc_3_m_flow,ch1_ep_4nc_3_delp,ch1_ep_4nc_4_m_flow,ch1_ep_4nc_4_delp,ch2_ep_4nc_1_m_flow,ch2_ep_4nc_1_delp,ch2_ep_4nc_2_m_flow,ch2_ep_4nc_2_delp,ch2_ep_4nc_3_m_flow,ch2_ep_4nc_3_delp,ch2_ep_4nc_4_m_flow,ch2_ep_4nc_4_delp,ch3_ep_4nc_1_m_flow,ch3_ep_4nc_1_delp,ch3_ep_4nc_2_m_flow,ch3_ep_4nc_2_delp,ch3_ep_4nc_3_m_flow,ch3_ep_4nc_3_delp,ch3_ep_4nc_4_m_flow,ch3_ep_4nc_4_delp,sp1_temp_4nc_t_inout,ice_nwk_4nc_1_m_perc,ice_nwk_4nc_2_m_perc,ice_nwk_4nc_3_m_perc,ice_nwk_4nc_4_m_perc,gv2_nwk_4nc_1_m_perc,gv2_nwk_4nc_2_m_perc,gv2_nwk_4nc_3_m_perc,gv2_nwk_4nc_4_m_perc,hsb_nwk_4nc_1_m_perc,hsb_nwk_4nc_2_m_perc,hsb_nwk_4nc_3_m_perc,hsb_nwk_4nc_4_m_perc,tro_nwk_4nc_1_m_perc,tro_nwk_4nc_2_m_perc,tro_nwk_4nc_3_m_perc,tro_nwk_4nc_4_m_perc,pfa_nwk_4nc_1_m_perc,pfa_nwk_4nc_2_m_perc,pfa_nwk_4nc_3_m_perc,pfa_nwk_4nc_4_m_perc,ser_nwk_4nc_1_m_perc,ser_nwk_4nc_2_m_perc,ser_nwk_4nc_3_m_perc,ser_nwk_4nc_4_m_perc,para_nwk_con_4nc_delp,dist_np_4nc_combi_0_0_m_flow,dist_np_4nc_combi_0_0_delp,dist_np_4nc_combi_0_1_m_flow,dist_np_4nc_combi_0_1_delp,dist_np_4nc_combi_0_2_m_flow,dist_np_4nc_combi_0_2_delp,dist_np_4nc_combi_0_3_m_flow,dist_np_4nc_combi_0_3_delp,dist_np_4nc_combi_1_0_m_flow,dist_np_4nc_combi_1_0_delp,dist_np_4nc_combi_1_1_m_flow,dist_np_4nc_combi_1_1_delp,dist_np_4nc_combi_1_2_m_flow,dist_np_4nc_combi_1_2_delp,dist_np_4nc_combi_1_3_m_flow,dist_np_4nc_combi_1_3_delp,dist_np_4nc_combi_2_0_m_flow,dist_np_4nc_combi_2_0_delp,dist_np_4nc_combi_2_1_m_flow,dist_np_4nc_combi_2_1_delp,dist_np_4nc_combi_2_2_m_flow,dist_np_4nc_combi_2_2_delp,dist_np_4nc_combi_2_3_m_flow,dist_np_4nc_combi_2_3_delp,dist_np_4nc_combi_3_0_m_flow,dist_np_4nc_combi_3_0_delp,dist_np_4nc_combi_3_1_m_flow,dist_np_4nc_combi_3_1_delp,dist_np_4nc_combi_3_2_m_flow,dist_np_4nc_combi_3_2_delp,dist_np_4nc_combi_3_3_m_flow,dist_np_4nc_combi_3_3_delp,dist_np_4nc_combi_4_0_m_flow,dist_np_4nc_combi_4_0_delp,dist_np_4nc_combi_4_1_m_flow,dist_np_4nc_combi_4_1_delp,dist_np_4nc_combi_4_2_m_flow,dist_np_4nc_combi_4_2_delp,dist_np_4nc_combi_4_3_m_flow,dist_np_4nc_combi_4_3_delp,dist_np_4nc_combi_5_0_m_flow,dist_np_4nc_combi_5_0_delp,dist_np_4nc_combi_5_1_m_flow,dist_np_4nc_combi_5_1_delp,dist_np_4nc_combi_5_2_m_flow,dist_np_4nc_combi_5_2_delp,dist_np_4nc_combi_5_3_m_flow,dist_np_4nc_combi_5_3_delp,dist_np_4nc_combi_6_0_m_flow,dist_np_4nc_combi_6_0_delp,dist_np_4nc_combi_6_1_m_flow,dist_np_4nc_combi_6_1_delp,dist_np_4nc_combi_6_2_m_flow,dist_np_4nc_combi_6_2_delp,dist_np_4nc_combi_6_3_m_flow,dist_np_4nc_combi_6_3_delp,sp2_temp_4nc_t_inout,ch1_cnwk_4nc_1_m_perc,ch1_cnwk_4nc_2_m_perc,ch1_cnwk_4nc_3_m_perc,ch1_cnwk_4nc_4_m_perc,ch2_cnwk_4nc_1_m_perc,ch2_cnwk_4nc_2_m_perc,ch2_cnwk_4nc_3_m_perc,ch2_cnwk_4nc_4_m_perc,ch3_cnwk_4nc_1_m_perc,ch3_cnwk_4nc_2_m_perc,ch3_cnwk_4nc_3_m_perc,ch3_cnwk_4nc_4_m_perc,ch1_cp_4nc_1_m_flow,ch1_cp_4nc_1_delp,ch1_cp_4nc_2_m_flow,ch1_cp_4nc_2_delp,ch1_cp_4nc_3_m_flow,ch1_cp_4nc_3_delp,ch1_cp_4nc_4_m_flow,ch1_cp_4nc_4_delp,ch2_cp_4nc_1_m_flow,ch2_cp_4nc_1_delp,ch2_cp_4nc_2_m_flow,ch2_cp_4nc_2_delp,ch2_cp_4nc_3_m_flow,ch2_cp_4nc_3_delp,ch2_cp_4nc_4_m_flow,ch2_cp_4nc_4_delp,ch3_cp_4nc_1_m_flow,ch3_cp_4nc_1_delp,ch3_cp_4nc_2_m_flow,ch3_cp_4nc_2_delp,ch3_cp_4nc_3_m_flow,ch3_cp_4nc_3_delp,ch3_cp_4nc_4_m_flow,ch3_cp_4nc_4_delp,ch1_4nc_1_evap_m_perc,ch1_4nc_1_evap_t_out,ch1_4nc_2_evap_m_perc,ch1_4nc_2_evap_t_out,ch1_4nc_3_evap_m_perc,ch1_4nc_3_evap_t_out,ch1_4nc_4_evap_m_perc,ch1_4nc_4_evap_t_out,ch2_4nc_1_evap_m_perc,ch2_4nc_1_evap_t_out,ch2_4nc_2_evap_m_perc,ch2_4nc_2_evap_t_out,ch2_4nc_3_evap_m_perc,ch2_4nc_3_evap_t_out,ch2_4nc_4_evap_m_perc,ch2_4nc_4_evap_t_out,ch3_4nc_1_evap_m_perc,ch3_4nc_1_evap_t_out,ch3_4nc_2_evap_m_perc,ch3_4nc_2_evap_t_out,ch3_4nc_3_evap_m_perc,ch3_4nc_3_evap_t_out,ch3_4nc_4_evap_m_perc,ch3_4nc_4_evap_t_out,cp_nwk_4nc_m_perc,cp_nwk_4nc_tinout,gv2_ss_4nc_m_perc,gv2_ss_4nc_t_in,hsb_ss_4nc_m_perc,hsb_ss_4nc_t_in,pfa_ss_4nc_m_perc,pfa_ss_4nc_t_in,ser_ss_4nc_m_perc,ser_ss_4nc_t_in,ch1_4nc_cond_m_perc,ch1_4nc_cond_t_out,ch2_4nc_cond_m_perc,ch2_4nc_cond_t_out,ch3_4nc_cond_m_perc,ch3_4nc_cond_t_out,ch_e_f_c_4nc_m_perc,ch_evap_ret_4nc_t_in,ch_c_f_c_4nc_m_perc,obj
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.11836748800005,2.7874044441882457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333213166,0.18809152683909852,0.0,0.0,0.0,0.18349585818098918,0.0,0.0,0.0,0.0045956686581093255,0.0,0.0,0.0,0.0404459303995871,0.0,0.0,0.0,0.035193737647462156,0.0,0.0,0.0,0.005252192752124942,0.0,0.0,0.0,0.4823327920745027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.7540439351934,0.4823327920745027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06742326490000133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1476.0,13.609513902839405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999996,4.440892098500626e-16,0.0,0.0,0.0,0.0,1.5126788710517758e-15,8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.2004286453759505e-15,5.759281940243e-16,0.7714625427613144,0.033333333321316494,0.18349585818098918,-9.012551815956726e-11,0.0045956686581093255,-9.012552943526986e-11,0.035193737647462156,-9.012553203735507e-11,0.005252192752124943,-9.012552683318464e-11,0.0,0.0,0.99,0.18399999999999994,0.0,0.0,1.0,1.0,1.0,540.1475430953338
1,0.0,0.0,0.0,0.9999999999999732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.74331541699428,5.350705106398523,9.663381206337363e-13,0.0,9.663381206337363e-13,0.0,9.663381206337363e-13,0.0,0.0,0.0,9.663381206337363e-13,0.0,9.663381206337363e-13,0.0,9.663381206337363e-13,0.0,0.0,0.0,0.04048911579775796,0.2330124211377829,0.0,0.0,0.0,0.17934405265484923,0.0,0.0,0.0,0.053668368482933645,0.0,0.0,0.0,0.10733673696586729,0.0,0.0,0.0,0.053668368482933645,0.0,0.0,0.0,0.053668368482933645,0.0,0.0,0.0,1.1943079311533675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.74735745245881,1.1943079311533675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07610019550000023,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,9.115510770411934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000046516,0.1673207264870235,0.0,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-15,0.0,2.220446049250313e-15,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-15,0.0,2.220446049250313e-15,0.0,0.0,0.0,0.0,0.0,0.6596508418994363,0.040489115797757935,0.1793440526556883,0.05366836848318475,0.053668368483184736,0.053668368483184736,0.053668368483184736,0.053668368483184736,0.053668368483184736,0.053668368483184736,0.99,0.867,8.104628079763643e-15,7.771561172376096e-16,8.104628079763643e-15,7.771561172376096e-16,1.0,1.0,1.0,112.0576507654867
2,0.0,0.0,0.0,0.9999999999999919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.48966174799818,5.558717340809778,2.8421709430404007e-13,0.0,2.8421709430404007e-13,0.0,2.8421709430404007e-13,0.0,0.0,0.0,2.8421709430404007e-13,0.0,2.8421709430404007e-13,0.0,2.8421709430404007e-13,0.0,0.0,0.0,0.04894541105112566,0.23802451931568583,0.0,0.0,0.0,0.12093393643224343,0.0,0.0,0.0,0.11709058288344243,0.0,0.0,0.0,0.23418116576688486,0.0,0.0,0.0,0.11709058288344243,0.0,0.0,0.0,0.11709058288344243,0.0,0.0,0.0,2.6724402182569573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.69985472409101,2.6724402182569573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0907028348000002,0.0,0.0,0.0,0.989999999999916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.99999999999704,9.115510770410555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999918,0.27213200965168305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5277943149174289,0.07220568508257111,0.12093393643224343,0.11709058288344237,0.11709058288344243,0.11709058288344243,0.11709058288344243,0.11709058288344243,0.11709058288344243,0.11709058288344243,0.9899999999998967,0.13299999999989676,8.104628079763643e-15,7.771561172376096e-16,8.104628079763643e-15,7.771561172376096e-16,1.0,1.0,1.0,111.12006457289893
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636.080006104,7.004937964186179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03384973539981581,0.007746030997237146,0.0,0.0,0.0,0.0038730154986185705,0.0,0.0,0.0,0.0038730154986185753,0.0,0.0,0.0,0.007746030997237141,0.0,0.0,0.0,0.0038730154986185705,0.0,0.0,0.0,0.0038730154986185705,0.0,0.0,0.0,0.6450005440808276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.854190888008759,0.6450005440808276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11631036166666793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9900000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1475.9999999999868,13.609513902839408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.006223434295637598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9845079380055257,0.11476262563966566,0.0038730154986185705,0.0038730154986185705,0.0038730154986185753,0.0038730154986185753,0.0038730154986185705,0.0038730154986185705,0.0038730154986185705,0.0038730154986185705,0.0,0.0,0.9900000000000004,0.3059999999999996,0.0,0.0,1.0,1.0,1.0,588.5359932187818
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.69666993499993,3.382475579595706,0.0,0.0,0.033850778816896895,0.0077616822534406415,0.0,0.0,0.0,0.0038808411267218135,0.0,0.0,0.0,0.003880841126718829,0.0,0.0,0.0,0.009979305755417776,0.0,0.0,0.0,0.004989652877708888,0.0,0.0,0.0,0.004989652877708888,0.0,0.0,0.0,0.401195725793537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.72318472531245,0.401195725793537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11969648093333377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1476.0,13.609513902839405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000020337,0.005991507484555569,0.0,0.0,0.0,0.0,0.0,0.0,0.9822590119931391,0.11774098800686095,0.003880841126729706,0.003880841126729706,0.0038808411267267215,0.0038808411267267215,0.004989652877719035,0.004989652877719035,0.004989652877719035,0.004989652877719035,0.0,0.0,0.0,0.0,0.99,0.5409999999999999,1.0,1.0,1.0,565.0697463611127
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,667.852996391,7.830672905352946,0.033714294746272536,0.0057144211940966284,0.0,0.0,0.0,0.002857210597048302,0.0,0.0,0.0,0.0028572105970483264,0.0,0.0,0.0,0.007347112964573457,0.0,0.0,0.0,0.0036735564822867797,0.0,0.0,0.0,0.0036735564822866773,0.0,0.0,0.0,0.5207848416185882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.72318472533118,0.5207848416185882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10826832843333326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7760169941581738,53.52783399999953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1829.4721660000005,13.889062402487397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999985026,0.005083891912591176,0.0,0.0,0.0,0.0,0.0,0.0,0.9869384658398522,0.10652535136559804,0.0028572105970440242,0.0028572105970440242,0.002857210597044048,0.002857210597044048,0.00367355648228128,0.00367355648228128,0.003673556482281177,0.003673556482281177,0.0,0.0,0.0,0.0,0.7760169941582581,0.6952968667020581,1.0,1.0,1.0,612.3223422911738
6,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.74729745699997,4.96270506853115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03434019973868207,0.015102996080304087,0.0,0.0,0.0,0.0075514980401520364,0.0,0.0,0.0,0.00755149804015205,0.0,0.0,0.0,0.015102996080304073,0.0,0.0,0.0,0.0075514980401520364,0.0,0.0,0.0,0.0075514980401520364,0.0,0.0,0.0,0.1569042817290885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.245007246213065,0.1569042817290885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07504203323333437,0.0,0.0,0.0,0.989999999999916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.99999999999704,9.115510770410555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999951631,0.02414044264908133,0.0,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-15,0.0,2.220446049250313e-15,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-15,0.0,2.220446049250313e-15,0.0,0.0,0.0,0.0,0.0,0.9697940078347012,0.06945654323767952,0.007551498040115512,0.007551498040115512,0.007551498040115525,0.007551498040115525,0.007551498040115512,0.007551498040115512,0.007551498040115512,0.007551498040115512,0.99,0.15300000000000002,8.104628079763643e-15,7.771561172376096e-16,8.104628079763643e-15,7.771561172376096e-16,1.0,1.0,1.0,98.73221463436363
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.932130067,3.072634884336235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03376798136619159,0.006519720492860225,0.0,0.0,0.0,0.0032598602464301235,0.0,0.0,0.0,0.003259860246430102,0.0,0.0,0.0,0.01024527506123368,0.0,0.0,0.0,0.005122637530616963,0.0,0.0,0.0,0.0051226375306167166,0.0,0.0,0.0,0.3209766763863812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.02929503128598,0.3209766763863812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11990811340000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9899999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1475.999999999986,13.609513902839401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000020879,0.005020492300003898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9832350044479592,0.1179953813862889,0.0032598602464369297,0.0032598602464369297,0.003259860246436908,0.003259860246436908,0.005122637530627659,0.0032598602464369297,0.005122637530627412,0.005122637530627412,0.0,0.0,0.99,0.9690000000000005,0.0,0.0,1.0,1.0,1.0,558.7876820811158
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.1740663079997,7.943756196184129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03552329795149951,0.04070726805285907,0.0,0.0,0.0,0.024282533416612736,0.0,0.0,0.0,0.01642473463624633,0.0,0.0,0.0,0.03284946927249267,0.0,0.0,0.0,0.016424734636246337,0.0,0.0,0.0,0.016424734636246337,0.0,0.0,0.0,3.034047540296947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.44293123233126,3.034047540296947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08329569893333352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.776016994158258,0.0,0.0,0.0,0.0,53.52783399999952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1829.4721660000005,13.889062402489902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999997,0.043832284656031395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9264432626746479,0.07397399317500492,0.024282533416612732,0.01642473463624633,0.01642473463624633,0.01642473463624633,0.016424734636246337,0.016424734636246337,0.016424734636246337,0.016424734636246337,0.0,0.0,0.7760169941582581,0.49216144450325816,0.0,0.0,1.0,1.0,1.0,590.4046453750334
9,0.23072382451926868,0.0,0.0,0.0,0.0,0.0,0.0,0.7692761754807312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.39031350000005,7.54665139203183,0.0,0.0,0.0,0.0,0.0,0.0,728.1539541109998,11.509571852992108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03419731676867655,0.016269602018808397,0.0,0.0,0.0,0.009789726253741105,0.0,0.0,0.0,0.006479875765067294,0.0,0.0,0.0,0.012959751530141003,0.0,0.0,0.0,0.006479875765073732,0.0,0.0,0.0,0.006479875765067272,0.0,0.0,0.0,2.2565734311699335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.66687704773325,2.2565734311699335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0691163245333333,0.0,0.2729878048780488,0.0,0.0,0.0,0.0,0.0,0.9899999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402.93,7.001316087786866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1461.2399999999998,13.609513902839401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2307238245195124,0.10429081674190911,0.0,0.0,0.0,0.0,0.0,0.0,0.7692761754815439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9707706464520762,0.06395040920215611,0.009789726253751446,0.006479875765080577,0.006479875765074139,0.006479875765074139,0.006479875765080578,0.006479875765080578,0.006479875765074118,0.006479875765074118,0.27298780487804875,0.24586382113824876,0.99,0.9690000000000001,0.0,0.0,1.0,1.0,1.0,668.4333273798538
