Day of week,Date,Month,Year ,Hour,ar1_power,ar2_power,ar3_power,af1_power,af2_power,af3_power,af11_power,af12_power,af21_power,af22_power,af31_power,af32_power,af33_power
3,24,2,2016,18,0,0,83,0,0,36,0,0,0,0,0,35,36
3,24,2,2016,19,0,0,82,0,0,23,0,0,0,0,0,29,29
3,24,2,2016,20,0,0,83,0,0,15,0,0,0,0,0,26,26
3,24,2,2016,21,0,0,83,0,0,12,0,0,0,0,0,24,26
3,24,2,2016,22,0,0,83,0,0,10,0,0,0,0,0,23,24
3,24,2,2016,23,0,0,83,0,0,9,0,0,0,0,0,9,23
4,25,2,2016,0,0,0,83,0,0,12,0,0,0,0,0,0,35
4,25,2,2016,1,0,0,84,0,0,16,0,0,0,0,0,0,40
4,25,2,2016,2,0,0,84,0,0,14,0,0,0,0,0,0,39
4,25,2,2016,3,0,0,84,0,0,11,0,0,0,0,0,0,23
4,25,2,2016,4,0,0,84,0,0,9,0,0,0,0,0,0,21
4,25,2,2016,5,0,0,84,0,0,10,0,0,0,0,0,0,21
4,25,2,2016,6,0,0,83,0,0,10,0,0,0,0,0,0,21
4,25,2,2016,7,0,0,84,0,0,10,0,0,0,0,0,0,21
4,25,2,2016,8,0,0,83,0,0,11,0,0,0,0,0,0,30
4,25,2,2016,9,0,0,83,0,0,10,0,0,0,0,0,0,25
4,25,2,2016,10,0,0,83,0,0,14,0,0,0,0,0,0,35
4,25,2,2016,11,0,0,85,0,1,24,0,0,0,0,0,0,51
4,25,2,2016,12,0,0,86,0,11,10,0,0,0,0,0,0,61
4,25,2,2016,13,0,0,85,0,11,10,0,0,0,0,0,0,54
4,25,2,2016,14,0,0,86,0,11,10,0,0,0,0,0,0,51
4,25,2,2016,15,0,0,86,0,10,9,0,0,0,0,0,0,53
4,25,2,2016,16,0,0,83,0,1,36,0,0,0,0,0,28,50
4,25,2,2016,17,0,0,83,0,0,15,0,0,0,0,2,11,32
4,25,2,2016,18,0,0,83,0,0,10,0,0,0,0,0,0,31
4,25,2,2016,19,0,0,83,0,0,10,0,0,0,0,0,22,9
4,25,2,2016,20,0,0,82,0,0,9,0,0,0,0,0,32,0
4,25,2,2016,21,0,0,83,0,0,10,0,0,0,0,0,29,0
4,25,2,2016,22,0,0,83,0,0,10,0,0,0,0,0,27,0
4,25,2,2016,23,0,0,83,0,0,10,0,0,0,0,0,26,0
5,26,2,2016,0,0,0,84,0,0,11,0,0,0,0,0,30,0
5,26,2,2016,1,0,0,83,0,0,10,0,0,0,0,0,20,0
5,26,2,2016,2,0,0,84,0,0,9,0,0,0,0,0,20,0
5,26,2,2016,3,0,0,83,0,0,10,0,0,0,0,0,21,0
5,26,2,2016,4,0,0,85,0,0,10,0,0,0,0,0,20,0
5,26,2,2016,5,0,0,39,0,0,5,0,0,0,0,0,15,0
5,26,2,2016,6,0,0,0,0,0,0,0,0,0,0,0,12,0
5,26,2,2016,7,0,0,0,0,0,0,0,0,0,0,0,12,0
5,26,2,2016,8,0,0,78,0,0,11,0,0,0,0,0,19,0
5,26,2,2016,9,0,0,84,0,0,11,0,0,0,0,0,30,0
5,26,2,2016,10,0,0,84,0,0,10,0,0,0,0,0,27,0
5,26,2,2016,11,0,0,83,0,0,10,0,0,0,0,0,29,0
5,26,2,2016,12,0,0,84,0,0,9,0,0,0,0,0,30,0
5,26,2,2016,13,0,0,82,0,0,10,0,0,0,0,0,30,0
5,26,2,2016,14,0,0,83,0,0,10,0,0,0,0,0,29,0
5,26,2,2016,15,0,0,83,0,0,10,0,0,0,0,0,30,0
5,26,2,2016,16,0,0,83,0,0,10,0,0,0,0,0,29,0
5,26,2,2016,17,0,0,83,0,0,10,0,0,0,0,0,29,0
5,26,2,2016,18,0,0,82,0,0,9,0,0,0,0,0,30,0
5,26,2,2016,19,0,0,83,0,0,10,0,0,0,0,0,30,0
5,26,2,2016,20,0,0,83,0,0,10,0,0,0,0,0,30,0
5,26,2,2016,21,0,0,83,0,0,10,0,0,0,0,0,26,3
5,26,2,2016,22,0,0,83,0,0,10,0,0,0,0,0,0,28
5,26,2,2016,23,0,0,83,0,0,10,0,0,0,0,0,0,24
6,27,2,2016,0,0,0,83,0,0,10,0,0,0,0,0,0,33
6,27,2,2016,1,0,0,84,0,0,13,0,0,0,0,0,0,38
6,27,2,2016,2,0,0,84,0,0,10,0,0,0,0,0,0,24
6,27,2,2016,3,0,0,69,0,0,8,0,0,0,0,0,0,19
6,27,2,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,11
6,27,2,2016,5,0,0,0,0,0,0,0,0,0,0,0,0,12
6,27,2,2016,6,0,0,0,0,0,0,0,0,0,0,0,0,12
6,27,2,2016,7,0,0,0,0,0,0,0,0,0,0,0,0,12
6,27,2,2016,8,0,0,77,0,0,19,0,0,0,0,4,0,13
6,27,2,2016,9,0,0,84,0,0,11,0,0,0,0,0,0,31
6,27,2,2016,10,0,0,83,0,0,9,0,0,0,0,0,0,24
6,27,2,2016,11,0,0,83,0,0,10,0,0,0,0,0,0,29
6,27,2,2016,12,0,0,83,0,0,10,0,0,0,0,0,0,26
6,27,2,2016,13,0,0,83,0,0,10,0,0,0,0,0,0,28
6,27,2,2016,14,0,0,83,0,0,10,0,0,0,0,0,0,28
6,27,2,2016,15,0,0,83,0,0,10,0,0,0,0,0,0,28
6,27,2,2016,16,0,0,83,0,0,9,0,0,0,0,0,0,28
6,27,2,2016,17,0,0,82,0,0,10,0,0,0,0,0,0,28
6,27,2,2016,18,0,0,83,0,0,10,0,0,0,0,0,0,28
6,27,2,2016,19,0,0,83,0,0,10,0,0,0,0,0,0,29
6,27,2,2016,20,0,0,83,0,0,10,0,0,0,0,0,0,30
6,27,2,2016,21,0,0,82,0,0,9,0,0,0,0,0,0,30
6,27,2,2016,22,0,0,83,0,0,10,0,0,0,0,0,0,29
6,27,2,2016,23,0,0,83,0,0,10,0,0,0,0,0,0,26
7,28,2,2016,0,0,0,83,0,0,11,0,0,0,0,0,0,32
7,28,2,2016,1,0,0,84,0,0,10,0,0,0,0,0,0,20
7,28,2,2016,2,0,0,84,0,0,10,0,0,0,0,0,18,3
7,28,2,2016,3,0,0,84,0,0,10,0,0,0,0,0,20,0
7,28,2,2016,4,0,0,84,0,0,10,0,0,0,0,0,20,0
7,28,2,2016,5,0,0,33,0,0,4,0,0,0,0,0,15,0
7,28,2,2016,6,0,0,0,0,0,0,0,0,0,0,0,12,0
7,28,2,2016,7,0,0,0,0,0,0,0,0,0,0,0,12,0
7,28,2,2016,8,0,0,81,0,0,39,0,0,0,0,0,17,0
7,28,2,2016,9,0,0,85,0,0,33,0,0,0,0,0,25,0
7,28,2,2016,10,0,0,85,0,0,10,0,0,0,0,0,21,0
7,28,2,2016,11,0,0,84,0,0,9,0,0,0,0,0,22,0
7,28,2,2016,12,0,0,85,0,0,10,0,0,0,0,0,23,0
7,28,2,2016,13,0,0,85,0,0,10,0,0,0,0,0,24,0
7,28,2,2016,14,0,0,84,0,0,10,0,0,0,0,0,22,0
7,28,2,2016,15,0,0,84,0,0,10,0,0,0,0,0,22,0
7,28,2,2016,16,0,0,85,0,0,10,0,0,0,0,0,23,0
7,28,2,2016,17,0,0,63,0,3,7,0,0,0,0,0,22,0
7,28,2,2016,18,0,0,0,0,10,0,0,0,0,0,0,24,0
7,28,2,2016,19,0,0,0,0,10,0,0,0,0,0,0,20,0
7,28,2,2016,20,0,1000,0,0,10,0,0,0,0,0,0,23,0
7,28,2,2016,21,0,0,0,0,10,0,0,0,0,0,0,21,0
7,28,2,2016,22,0,0,0,0,10,0,0,0,0,0,0,23,0
7,28,2,2016,23,0,0,0,0,9,0,0,0,0,0,0,22,0
1,29,2,2016,0,0,0,0,0,10,0,0,0,0,0,0,22,0
1,29,2,2016,1,0,0,0,0,10,0,0,0,0,0,0,21,0
1,29,2,2016,2,0,0,0,0,10,0,0,0,0,0,0,21,0
1,29,2,2016,3,0,0,0,0,8,0,0,0,0,0,0,18,0
1,29,2,2016,4,0,0,0,0,0,0,0,0,0,0,0,12,0
1,29,2,2016,5,0,0,0,0,0,0,0,0,0,0,0,12,0
1,29,2,2016,6,0,0,0,0,0,0,0,0,0,0,0,12,0
1,29,2,2016,7,0,0,0,0,6,0,0,0,0,0,5,6,0
1,29,2,2016,8,0,0,0,0,11,0,0,0,0,0,8,15,7
1,29,2,2016,9,0,0,0,0,10,0,0,0,0,0,0,0,20
1,29,2,2016,10,0,0,0,0,10,0,0,0,0,0,0,0,29
1,29,2,2016,11,0,0,0,0,9,0,0,0,0,0,0,0,25
1,29,2,2016,12,0,1000,0,0,10,0,0,0,0,0,0,0,28
1,29,2,2016,13,0,0,0,0,10,0,0,0,0,0,0,0,29
1,29,2,2016,14,0,0,0,0,10,0,0,0,0,0,0,0,27
1,29,2,2016,15,0,0,0,0,10,0,0,0,0,0,0,0,28
1,29,2,2016,16,0,0,0,0,10,0,0,0,0,0,0,0,29
1,29,2,2016,17,0,0,0,0,9,0,0,0,0,0,0,0,30
1,29,2,2016,18,0,0,0,0,10,0,0,0,0,0,0,0,31
1,29,2,2016,19,0,0,0,0,10,0,0,0,0,0,0,0,30
1,29,2,2016,20,0,0,0,0,10,0,0,0,0,0,0,0,30
1,29,2,2016,21,0,0,0,0,10,0,0,0,0,0,0,0,29
1,29,2,2016,22,0,0,0,0,10,0,0,0,0,0,0,0,28
1,29,2,2016,23,0,0,0,0,9,0,0,0,0,0,0,0,24
2,1,3,2016,0,0,1000,0,0,11,0,0,0,0,0,0,0,29
2,1,3,2016,1,0,0,0,0,13,0,0,0,0,0,0,0,39
2,1,3,2016,2,0,0,0,0,10,0,0,0,0,0,0,0,34
2,1,3,2016,3,0,0,0,0,10,0,0,0,0,0,0,0,20
2,1,3,2016,4,0,0,0,0,3,0,0,0,0,0,5,0,6
2,1,3,2016,5,0,0,0,0,0,0,0,0,0,0,7,0,0
2,1,3,2016,6,0,0,0,0,0,0,0,0,0,0,8,0,0
2,1,3,2016,7,0,0,0,0,6,0,0,0,0,0,2,7,0
2,1,3,2016,8,0,0,0,0,10,0,0,0,0,0,0,29,0
2,1,3,2016,9,0,0,0,0,10,0,0,0,0,0,0,21,0
2,1,3,2016,10,0,0,0,0,11,0,0,0,0,0,0,31,0
2,1,3,2016,11,0,0,0,0,10,0,0,0,0,0,0,29,0
2,1,3,2016,12,0,0,0,0,10,0,0,0,0,0,0,2,27
2,1,3,2016,13,0,0,0,0,10,0,0,0,0,0,0,0,29
2,1,3,2016,14,0,0,0,0,10,0,0,0,0,0,0,0,30
2,1,3,2016,15,0,1000,0,0,10,0,0,0,0,0,0,0,29
2,1,3,2016,16,0,0,0,0,9,0,0,0,0,0,0,0,30
2,1,3,2016,17,0,0,0,0,10,0,0,0,0,0,0,0,30
2,1,3,2016,18,0,0,0,0,10,0,0,0,0,0,0,0,31
2,1,3,2016,19,0,0,0,0,10,0,0,0,0,0,0,0,30
2,1,3,2016,20,0,0,0,0,10,0,0,0,0,0,0,0,29
2,1,3,2016,21,0,0,0,0,9,0,0,0,0,0,0,0,28
2,1,3,2016,22,0,0,0,0,10,0,0,0,0,0,0,0,27
2,1,3,2016,23,0,0,0,0,10,0,0,0,0,0,0,0,24
3,2,3,2016,0,0,0,0,0,11,0,0,0,0,0,0,0,30
3,2,3,2016,1,0,0,0,0,13,0,0,0,0,0,0,0,39
3,2,3,2016,2,0,0,0,0,11,0,0,0,0,0,0,0,35
3,2,3,2016,3,0,1000,0,0,5,0,0,0,0,0,1,6,11
3,2,3,2016,4,0,0,0,0,0,0,0,0,0,0,0,17,0
3,2,3,2016,5,0,0,0,0,0,0,0,0,0,0,0,17,0
3,2,3,2016,6,0,0,0,0,0,0,0,0,0,0,0,18,0
3,2,3,2016,7,0,0,0,0,3,0,0,0,0,0,0,16,2
3,2,3,2016,8,0,0,0,0,11,0,0,0,0,0,0,0,27
3,2,3,2016,9,0,0,0,0,10,0,0,0,0,0,0,0,22
3,2,3,2016,10,0,0,0,0,10,0,0,0,0,0,0,0,26
3,2,3,2016,11,0,0,0,0,9,0,0,0,0,0,0,0,28
3,2,3,2016,12,0,0,0,0,10,0,0,0,0,0,0,0,28
3,2,3,2016,13,0,0,0,0,10,0,0,0,0,0,0,0,30
3,2,3,2016,14,0,0,0,0,10,0,0,0,0,0,0,0,30
3,2,3,2016,15,0,0,0,0,10,0,0,0,0,0,0,0,30
3,2,3,2016,16,0,0,0,0,9,0,0,0,0,0,0,14,15
3,2,3,2016,17,0,0,0,0,10,0,0,0,0,0,0,31,0
3,2,3,2016,18,0,0,0,0,10,0,0,0,0,0,0,31,0
3,2,3,2016,19,0,0,0,0,10,0,0,0,0,0,0,32,0
3,2,3,2016,20,0,1000,0,0,9,0,0,0,0,0,0,30,0
3,2,3,2016,21,0,0,0,0,10,0,0,0,0,0,0,29,0
3,2,3,2016,22,0,0,0,0,10,0,0,0,0,0,0,29,0
3,2,3,2016,23,0,0,0,0,9,0,0,0,0,0,0,26,0
4,3,3,2016,0,0,0,0,0,13,0,0,0,0,0,0,38,0
4,3,3,2016,1,0,0,0,0,14,0,0,0,0,0,0,39,0
4,3,3,2016,2,0,0,0,0,13,0,0,0,0,0,0,39,0
4,3,3,2016,3,0,0,0,0,10,0,0,0,0,0,0,22,0
4,3,3,2016,4,0,0,0,0,10,0,0,0,0,0,0,20,0
4,3,3,2016,5,0,0,0,0,1,0,0,0,0,0,0,17,0
4,3,3,2016,6,0,0,0,0,0,0,0,0,0,0,0,18,0
4,3,3,2016,7,0,0,0,0,0,0,0,0,0,0,0,17,0
4,3,3,2016,8,0,0,0,0,8,0,0,0,0,0,0,30,0
4,3,3,2016,9,5,0,0,1,8,0,0,0,0,0,0,22,0
4,3,3,2016,10,8,0,44,4,0,8,0,0,0,0,0,29,0
4,3,3,2016,11,0,0,83,0,0,10,0,0,0,0,0,26,0
4,3,3,2016,12,0,0,83,0,0,10,0,0,0,0,0,28,0
4,3,3,2016,13,0,0,83,0,0,10,0,0,0,0,0,28,0
4,3,3,2016,14,0,0,83,0,0,10,0,0,0,0,0,28,0
4,3,3,2016,15,0,0,83,0,0,9,0,0,0,0,0,29,0
4,3,3,2016,16,0,0,84,0,0,10,0,0,0,0,0,30,0
4,3,3,2016,17,0,0,83,0,0,10,0,0,0,0,0,30,0
4,3,3,2016,18,0,0,84,0,0,10,0,0,0,0,0,31,0
4,3,3,2016,19,0,0,83,0,0,10,0,0,0,0,0,28,3
4,3,3,2016,20,0,0,84,0,0,10,0,0,0,0,0,0,31
4,3,3,2016,21,0,0,83,0,0,9,0,0,0,0,0,0,28
4,3,3,2016,22,0,0,84,0,0,10,0,0,0,0,0,0,27
4,3,3,2016,23,0,0,83,0,0,10,0,0,0,0,0,0,25
5,4,3,2016,0,0,0,84,0,0,12,0,0,0,0,0,0,33
5,4,3,2016,1,0,0,84,0,0,9,0,0,0,0,0,0,20
5,4,3,2016,2,0,0,84,0,0,10,0,0,0,0,0,0,20
5,4,3,2016,3,0,0,47,0,0,6,0,0,0,0,0,7,10
5,4,3,2016,4,0,0,0,0,0,0,0,0,0,0,0,18,0
5,4,3,2016,5,0,0,0,0,0,0,0,0,0,0,0,17,0
5,4,3,2016,6,0,0,0,0,0,0,0,0,0,0,0,17,0
5,4,3,2016,7,0,0,38,0,0,18,0,0,0,0,0,9,9
5,4,3,2016,8,0,0,83,0,0,21,0,0,0,0,0,0,28
5,4,3,2016,9,0,0,84,0,0,9,0,0,0,0,0,0,21
5,4,3,2016,10,0,0,83,0,0,10,0,0,0,0,0,0,26
5,4,3,2016,11,0,0,83,0,0,10,0,0,0,0,0,0,28
5,4,3,2016,12,0,0,82,0,0,10,0,0,0,0,0,0,29
5,4,3,2016,13,0,0,83,0,0,10,0,0,0,0,0,0,31
5,4,3,2016,14,0,0,82,0,0,10,0,0,0,0,0,0,30
5,4,3,2016,15,0,0,83,0,0,9,0,0,0,0,0,0,29
5,4,3,2016,16,0,0,82,0,0,10,0,0,0,0,0,0,30
5,4,3,2016,17,0,0,83,0,0,10,0,0,0,0,0,0,31
5,4,3,2016,18,0,0,83,0,0,10,0,0,0,0,0,0,31
5,4,3,2016,19,0,0,82,0,0,10,0,0,0,0,0,0,31
5,4,3,2016,20,0,0,83,0,0,9,0,0,0,0,0,0,32
5,4,3,2016,21,0,0,82,0,0,10,0,0,0,0,0,0,29
5,4,3,2016,22,0,0,83,0,0,10,0,0,0,0,0,0,30
5,4,3,2016,23,0,0,82,0,0,10,0,0,0,0,0,3,22
6,5,3,2016,0,0,0,83,0,0,10,0,0,0,0,0,29,0
6,5,3,2016,1,0,0,83,0,0,10,0,0,0,0,0,21,0
6,5,3,2016,2,0,0,83,0,0,10,0,0,0,0,0,20,0
6,5,3,2016,3,0,0,29,0,0,3,0,0,0,0,0,18,0
6,5,3,2016,4,0,0,0,0,0,0,0,0,0,0,0,18,0
6,5,3,2016,5,0,0,0,0,0,0,0,0,0,0,0,17,0
6,5,3,2016,6,0,0,0,0,0,0,0,0,0,0,0,17,0
6,5,3,2016,7,0,0,73,0,0,36,0,0,0,0,0,18,0
6,5,3,2016,8,0,0,84,0,0,41,0,0,0,0,0,19,0
6,5,3,2016,9,0,0,83,0,0,12,0,0,0,0,0,31,0
6,5,3,2016,10,0,0,84,0,0,10,0,0,0,0,0,24,0
6,5,3,2016,11,0,0,83,0,0,10,0,0,0,0,0,28,0
6,5,3,2016,12,0,0,83,0,0,10,0,0,0,0,0,27,0
6,5,3,2016,13,0,0,82,0,0,10,0,0,0,0,0,28,0
6,5,3,2016,14,0,0,83,0,0,9,0,0,0,0,0,28,0
6,5,3,2016,15,0,0,82,0,0,10,0,0,0,0,0,28,0
6,5,3,2016,16,0,0,83,0,0,10,0,0,0,0,0,28,0
6,5,3,2016,17,0,0,83,0,0,10,0,0,0,0,0,29,0
6,5,3,2016,18,0,0,82,0,0,10,0,0,0,0,0,30,0
6,5,3,2016,19,0,0,83,0,0,9,0,0,0,0,0,30,0
6,5,3,2016,20,0,0,83,0,0,10,0,0,0,0,0,30,0
6,5,3,2016,21,0,0,82,0,0,10,0,0,0,0,0,30,0
6,5,3,2016,22,0,0,83,0,0,10,0,0,0,0,0,30,0
6,5,3,2016,23,0,0,84,0,0,10,0,0,0,0,0,26,0
7,6,3,2016,0,0,0,83,0,0,10,0,0,0,0,0,31,0
7,6,3,2016,1,0,0,84,0,0,10,0,0,0,0,0,20,0
7,6,3,2016,2,0,0,84,0,0,10,0,0,0,0,0,21,0
7,6,3,2016,3,0,0,41,0,0,5,0,0,0,0,0,18,0
7,6,3,2016,4,0,0,0,0,0,0,0,0,0,0,0,18,0
7,6,3,2016,5,0,0,0,0,0,0,0,0,0,0,0,17,0
7,6,3,2016,6,0,0,0,0,0,0,0,0,0,0,0,17,0
7,6,3,2016,7,0,0,6,0,0,2,0,0,0,0,0,17,0
7,6,3,2016,8,0,0,84,0,0,41,0,0,0,0,0,3,16
7,6,3,2016,9,0,0,84,0,0,12,0,0,0,0,0,0,29
7,6,3,2016,10,0,0,84,0,0,10,0,0,0,0,0,0,24
7,6,3,2016,11,0,0,84,0,0,10,0,0,0,0,0,0,25
7,6,3,2016,12,0,0,83,0,0,10,0,0,0,0,0,0,24
7,6,3,2016,13,0,0,84,0,0,10,0,0,0,0,0,0,22
7,6,3,2016,14,0,0,83,0,0,10,0,0,0,0,0,0,24
7,6,3,2016,15,0,0,83,0,0,9,0,0,0,0,0,0,23
7,6,3,2016,16,0,0,83,0,0,10,0,0,0,0,0,0,24
7,6,3,2016,17,0,0,83,0,0,10,0,0,0,0,0,0,22
7,6,3,2016,18,0,0,83,0,0,10,0,0,0,0,0,0,25
7,6,3,2016,19,0,0,84,0,0,10,0,0,0,0,0,0,23
7,6,3,2016,20,0,0,83,0,0,10,0,0,0,0,0,0,22
7,6,3,2016,21,0,0,83,0,0,10,0,0,0,0,0,0,25
7,6,3,2016,22,0,0,83,0,0,9,0,0,0,0,0,0,22
7,6,3,2016,23,0,0,60,0,4,7,0,0,0,0,0,0,22
1,7,3,2016,0,0,0,0,0,10,0,0,0,0,0,0,0,22
1,7,3,2016,1,0,1000,0,0,10,0,0,0,0,0,0,0,22
1,7,3,2016,2,0,0,0,0,9,0,0,0,0,0,0,0,20
1,7,3,2016,3,0,0,0,0,5,0,0,0,0,0,0,8,9
1,7,3,2016,4,0,0,0,0,0,0,0,0,0,0,0,17,0
1,7,3,2016,5,0,0,0,0,0,0,0,0,0,0,0,18,0
1,7,3,2016,6,0,0,0,0,0,0,0,0,0,0,0,17,0
1,7,3,2016,7,0,0,0,0,0,0,0,0,0,0,0,17,0
1,7,3,2016,8,0,0,0,0,12,0,0,0,0,0,0,2,17
1,7,3,2016,9,0,0,0,0,10,0,0,0,0,0,0,0,27
1,7,3,2016,10,0,0,0,0,10,0,0,0,0,0,0,0,22
1,7,3,2016,11,0,0,0,0,10,0,0,0,0,0,0,0,29
1,7,3,2016,12,0,0,0,0,10,0,0,0,0,0,0,8,22
1,7,3,2016,13,0,0,0,0,10,0,0,0,0,0,0,29,0
1,7,3,2016,14,0,0,0,0,10,0,0,0,0,0,0,29,0
1,7,3,2016,15,0,0,0,0,9,0,0,0,0,0,0,28,0
1,7,3,2016,16,0,0,0,0,10,0,0,0,0,0,0,28,0
1,7,3,2016,17,0,0,0,0,10,0,0,0,0,0,0,30,0
1,7,3,2016,18,0,1000,0,0,10,0,0,0,0,0,0,31,0
1,7,3,2016,19,0,0,0,0,10,0,0,0,0,0,0,30,0
1,7,3,2016,20,0,0,0,0,9,0,0,0,0,0,0,30,0
1,7,3,2016,21,0,0,0,0,10,0,0,0,0,0,0,28,0
1,7,3,2016,22,0,0,0,0,10,0,0,0,0,0,0,27,0
1,7,3,2016,23,0,0,0,0,10,0,0,0,0,0,0,24,0
2,8,3,2016,0,0,0,0,0,10,0,0,0,0,0,0,26,0
2,8,3,2016,1,0,0,0,0,11,0,0,0,0,0,0,36,0
2,8,3,2016,2,0,0,0,0,9,0,0,0,0,0,0,32,0
2,8,3,2016,3,0,0,0,0,3,0,0,0,0,0,1,10,0
2,8,3,2016,4,0,0,0,0,0,0,0,0,0,0,0,17,0
2,8,3,2016,5,0,0,0,0,0,0,0,0,0,0,0,18,0
2,8,3,2016,6,0,0,0,0,0,0,0,0,0,0,0,17,0
2,8,3,2016,7,0,0,0,0,0,0,0,0,0,0,0,17,0
2,8,3,2016,8,0,0,0,0,5,0,0,0,0,0,0,24,0
2,8,3,2016,9,0,0,0,0,10,0,0,0,0,0,0,26,0
2,8,3,2016,10,0,0,0,0,10,0,0,0,0,0,0,28,0
2,8,3,2016,11,0,1000,0,0,10,0,0,0,0,0,0,27,0
2,8,3,2016,12,0,0,0,0,10,0,0,0,0,0,0,28,0
2,8,3,2016,13,0,0,0,0,10,0,0,0,0,0,0,28,0
2,8,3,2016,14,0,0,0,0,10,0,0,0,0,0,0,28,0
2,8,3,2016,15,0,0,0,0,10,0,0,0,0,0,0,28,0
2,8,3,2016,16,0,0,0,0,9,0,0,0,0,0,0,28,0
2,8,3,2016,17,0,0,0,0,10,0,0,0,0,0,0,12.33,17.33
2,8,3,2016,18,0,0,0,0,10,0,0,0,0,0,0,12.33,17.33
2,8,3,2016,19,0,0,0,0,10,0,0,0,0,0,0,12.33,17.33
2,8,3,2016,20,0,0,0,0,9,0,0,0,0,0,0,0,30
2,8,3,2016,21,0,0,0,0,10,0,0,0,0,0,0,0,28
2,8,3,2016,22,0,0,0,0,10,0,0,0,0,0,0,0,27
2,8,3,2016,23,0,0,0,0,10,0,0,0,0,0,0,0,25
3,9,3,2016,0,0,1000,0,0,12,0,0,0,0,0,0,0,37
3,9,3,2016,1,0,0,0,0,13,0,0,0,0,0,0,0,39
3,9,3,2016,2,0,0,0,0,10,0,0,0,0,0,0,0,31
3,9,3,2016,3,0,0,0,0,3,0,0,0,0,0,1,10,5
3,9,3,2016,4,0,0,0,0,0,0,0,0,0,0,0,17,0
3,9,3,2016,5,0,0,0,0,0,0,0,0,0,0,0,17,0
3,9,3,2016,6,0,0,0,0,0,0,0,0,0,0,0,18,0
3,9,3,2016,7,0,0,0,0,0,0,0,0,0,0,0,17,0
3,9,3,2016,8,0,0,0,0,13,0,0,0,0,0,0,0,28
3,9,3,2016,9,0,0,0,0,10,0,0,0,0,0,0,0,21
3,9,3,2016,10,0,0,0,0,10,0,0,0,0,0,0,0,30
3,9,3,2016,11,0,0,0,0,10,0,0,0,0,0,0,0,26
3,9,3,2016,12,0,0,0,0,10,0,0,0,0,0,0,0,27
3,9,3,2016,13,0,0,0,0,10,0,0,0,0,0,0,0,27
3,9,3,2016,14,0,0,0,0,10,0,0,0,0,0,0,0,26
3,9,3,2016,15,0,0,0,0,10,0,0,0,0,0,0,0,26
3,9,3,2016,16,0,1000,0,0,9,0,0,0,0,0,0,0,26
3,9,3,2016,17,0,0,0,0,10,0,0,0,0,0,0,0,27
3,9,3,2016,18,0,0,0,0,10,0,0,0,0,0,0,0,27
3,9,3,2016,19,0,0,0,0,10,0,0,0,0,0,0,0,28
3,9,3,2016,20,0,0,0,0,10,0,0,0,0,0,0,0,28
3,9,3,2016,21,0,0,0,0,9,0,0,0,0,0,0,0,26
3,9,3,2016,22,0,0,0,0,10,0,0,0,0,0,0,0,25
3,9,3,2016,23,0,0,0,0,10,0,0,0,0,0,0,24,0
4,10,3,2016,0,0,0,0,0,10,0,0,0,0,0,0,26,0
4,10,3,2016,1,0,0,0,0,10,0,0,0,0,0,0,36,0
4,10,3,2016,2,0,0,0,0,10,0,0,0,0,0,0,26,0
4,10,3,2016,3,0,0,0,0,1,0,0,0,0,0,10,2,0
4,10,3,2016,4,0,0,0,0,0,0,0,0,0,0,7,6,0
4,10,3,2016,5,0,0,0,0,0,0,0,0,0,0,0,17,0
4,10,3,2016,6,0,0,0,0,0,0,0,0,0,0,0,17,0
4,10,3,2016,7,0,0,0,0,0,0,0,0,0,0,0,18,0
4,10,3,2016,8,0,0,0,0,13,0,0,0,0,0,0,29,0
4,10,3,2016,9,0,1000,0,0,10,0,0,0,0,0,0,21,0
4,10,3,2016,10,0,0,0,0,10,0,0,0,0,0,0,28,0
4,10,3,2016,11,0,0,0,0,10,0,0,0,0,0,0,26,0
4,10,3,2016,12,0,0,0,0,10,0,0,0,0,0,0,27,0
4,10,3,2016,13,0,0,0,0,9,0,0,0,0,0,0,27,0
4,10,3,2016,14,0,0,0,0,10,0,0,0,0,0,0,27,0
4,10,3,2016,15,0,0,0,0,10,0,0,0,0,0,0,28,0
4,10,3,2016,16,0,0,0,0,10,0,0,0,0,0,0,28,0
4,10,3,2016,17,0,0,0,0,10,0,0,0,0,0,0,29,0
4,10,3,2016,18,0,0,0,0,9,0,0,0,0,0,0,29,0
4,10,3,2016,19,0,0,0,0,10,0,0,0,0,0,0,30,0
4,10,3,2016,20,0,0,0,0,11,0,0,0,0,0,0,33,0
4,10,3,2016,21,0,0,0,0,9,0,0,0,0,0,0,24,0
4,10,3,2016,22,0,1000,0,0,10,0,0,0,0,0,0,27,0
4,10,3,2016,23,0,0,0,0,10,0,0,0,0,0,0,23,0
5,11,3,2016,0,0,0,0,0,9,0,0,0,0,0,0,27,0
5,11,3,2016,1,0,0,0,0,12,0,0,0,0,0,0,41,0
5,11,3,2016,2,0,0,0,0,10,0,0,0,0,0,0,25,0
5,11,3,2016,3,0,0,0,0,10,0,0,0,0,0,0,16,4
5,11,3,2016,4,0,0,0,0,7,0,0,0,0,0,0,0,19
5,11,3,2016,5,0,0,0,0,0,0,0,0,0,0,0,0,17
5,11,3,2016,6,0,0,0,0,0,0,0,0,0,0,0,0,17
5,11,3,2016,7,0,0,0,0,2,0,0,0,0,0,0,0,17
5,11,3,2016,8,0,0,0,0,11,0,0,0,0,0,0,0,23
