ch1_cooling,ch2_cooling,ch3_cooling
0,0,0
0,0,0
0,0,0
51,0,0
15,0,0
371,0,0
684,0,0
878,0,0
879,0,0
879,0,0
868,0,0
879,0,0
19,807,0
0,1715,0
0,1758,0
0,1758,0
0,1758,0
0,1757,0
0,1758,0
0,1758,0
0,791,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
620,0,105.2
515,0,0
720,0,0
375,0,511.4
0,0,908.5
0,0,884.3
0,0,882.1
0,0,882
0,0,881.4
0,0,880.8
0,0,982
0,0,1115.1
0,0,1196.7
0,0,1294.3
0,0,1205
0,0,540.3
0,0,296.4
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
469,0,0
596,0,0
491,0,0
834,0,0
453,0,0
674,0,0
439,0,0
440,0,0
291,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
447,0,0
439,0,0
440,0,0
439,0,0
440,0,0
218,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
532,0,0
849,0,0
439,0,0
333,435,0
0,1852,0
0,1757,0
0,1758,0
0,1758,0
0,1757,0
0,1759,0
0,1758,0
0,1757,0
0,1758,0
0,1758,0
0,483,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,359,0
0,2114,0
0,1758,0
0,1758,0
0,1757,0
0,1759,0
0,1758,0
0,1755.7,0
0,1755.6,0
0,1755.7,0
0,1757,0
0,1759,0
0,1758,0
0,1757,0
0,765,0
48,0,0
0,324,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,650,0
0,69,0
0,1266,0
0,1757,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,1757,0
0,1759,0
0,1757,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
39,796,0
452,0,0
123,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
469,0,0
613,0,0
844,0,0
813,0,0
0,1752,0
0,1759,0
0,1757,0
0,1758,0
0,1757,0
0,1758,0
0,1759,0
0,1757,0
0,1758,0
0,1758,0
0,1757,0
0,689,0
0,0,0
21,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,452,0
0,5,0
0,673,0
0,627,0
66,1457,0
463,0,612
0,0,1064.6
0,0,1219.3
0,0,1182.1
0,0,1267.9
0,0,1199.7
0,0,1326.6
0,0,1249.7
0,0,1278.9
0,0,1201.2
0,0,1064.6
0,0,466.1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
192,0,0
490,0,0
365,0,0
0,0,494.7
0,0,332.4
0,0,664.4
0,0,822.8
0,0,695.1
0,0,912
0,0,1244.3
0,0,1144
0,0,705.5
0,0,428.3
0,0,772.5
0,0,770.3
0,0,821.4
0,0,611.7
0,0,404.4
0,0,184.4
0,0,135.6
0,0,0
0,0,0
0,0,0
0,0,0
0,0,258.4
0,0,0
0,0,274.7
0,0,329.4
0,0,92.6
0,0,120.9
0,0,0
0,0,254.8
0,0,34.7
0,0,96.4
0,0,137.4
0,0,224.4
0,0,85.3
0,0,131.7
0,447,0
0,0,0
0,126,0
0,51,0
0,319,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,512,0
0,1262,0
0,872,0
0,427,1185.5
0,1236,261.3
0,1757,0
0,1758,0
0,1758,0
0,1757,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
171,685,0
543,0,0
31,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
494,0,0
458,0,0
679,0,0
664,363,0
531,520,0
880,0,0
718,331,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,1757,0
0,1758,0
0,1758,0
0,913,0
41,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,1017,0
0,0,0
0,602,0
0,1283,0
149,1367,0
0,1707,0
0,1757,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,1757,0
0,1759,0
0,1757,0
0,1758,0
0,1004,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,240,0
0,264,0
0,704,0
0,0,0
0,1102,0
0,1735,0
0,1758,0
0,1758,0
0,1758,0
0,1757,0
0,1758,0
0,1759,0
0,1757,0
0,1758,0
0,1758,0
0,1757,0
0,1759,0
0,866,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,731,0
0,649,0
0,1491,0
0,1758,0
0,1758,0
0,1757,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,1757,0
0,1758,0
0,1758,0
0,1758,0
0,1005,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,112,0
0,45,0
0,0,0
0,803,0
0,519,0
0,1504,0
0,1758,0
0,1757,0
0,1759,0
0,1757,0
0,1759,0
0,1758,0
0,1757,0
0,1758,0
0,1758,0
0,1757,0
0,1758,0
0,1228,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,421,0
0,24,0
0,0,0
0,328,0
0,198,0
0,54,0
0,66,0
0,384,0
0,61,0
0,0,0
0,432,0
0,124,0
0,267,0
0,0,0
0,359,0
0,57,0
0,295,0
0,0,0
0,110,0
0,289,0
0,0,0
0,45,0
0,43,0
0,45,0
0,0,0
0,0,0
0,1402,0
0,0,0
0,1399,0
0,1757,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,1757,0
0,1759,0
0,1758,0
0,1757,0
0,1758,0
0,1757,0
0,1707,0
0,604,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,755,0
0,0,0
0,670,0
0,1419,0
0,1759,0
0,1757,0
0,1758,0
0,1757,0
0,1758,0
0,1759,0
0,1757,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,933,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,763,0
0,415,0
0,1307,0
0,1756,0
0,1760,0
0,1624,0
463,782,0
0,1758,0
0,1758,0
0,1757,0
0,1758,0
0,1759,0
0,1756,0
0,1759,0
0,1288,0.1
0,1288,0.1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,855,0
0,169,0
0,689,0
0,1572,0
0,1758,0
0,1758,0
0,1757,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,1757,0
0,1758,0
0,1758,0
0,1221,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,498,0
0,156,0
0,234,0
0,1334,0
0,445,0
364,225,0
0,367,0
767,0,0
507,0,0
543,0,0
569,0,0
518,0,0
439,0,0
440,0,0
252,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,1535,0
0,362,0
0,1508,0
0,1758,0
0,1757,0
0,1759,0
0,1757,0
0,1758,0
0,1759,0
0,1757,0
0,1758,0
0,1757,0
0,1758,0
0,1758,0
0,1343,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,571,0
9,0,0
295,0,0
485,0,0
587,0,0
650,0,0
464,0,0
439,0,0
76,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
11,0,0
0,0,0
0,431,0
0,139,0
0,0,0
0,0,0
0,0,0
0,0,0
0,1220,0
0,91,0
0,1757,0
0,1758,0
0,1772,0
0,2767,0
742,389,0
615,204,0
374,778,0
4,1758,0
0,1758,0
0,1759,0
127,1432,0
0,1758,0
0,1586,0
0,2,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,492,0
137,398,0
183,0,0
784,0,0
680,239,0
0,1824,0
0,1758,0
0,1755,0
0,1757,0
0,1759,0
0,1757,0
0,1759,0
0,1757,0
0,1758,0
0,1758,0
0,1757,0
0,1013,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,992,0
0,0,0
0,500,0
318,555,0
1071,0,0
356,918,0
0,1378,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,1757,0
0,1758,0
0,1756,0
0,1757,0
0,654,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,61,0
0,660,0
0,0,0
0,677,0
0,1156,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,1754,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,1757,0
0,966,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,56,0
0,0,0
0,816,0
0,485,0
0,1295,0
0,1679,0
0,1758,0
0,1758,0
0,1757,0
0,1758,0
0,1730,0
0,1381,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,1066,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,138,0
0,516,0
0,552,0
0,1150,0
0,407,0
0,1253,0
0,1743,0
0,1759,0
0,1723,0
0,1758,0
0,1362,0
0,1557,0
0,1758,0
0,1758,0
0,1757,0
0,1758,0
0,1759,0
0,870,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,298,0
0,170,0
0,0,0
0,480,0
0,50,0
0,152,0
0,51,0
0,241,0
0,153,0
0,412,0
0,0,0
0,441,0
0,0,0
0,290,0
0,68,0
0,0,0
0,419,0
0,3,0
0,132,0
0,2467,0
0,740,0
0,0,0
0,449,0
0,0,1220.8
0,0,1917.8
0,0,1917.8
0,0,2022.4
0,0,2814.5
0,0,3420.7
0,0,3207.9
0,0,3614
0,0,3609.5
0,0,3607.6
0,0,3058.9
0,0,3297.6
0,0,3050.8
0,0,2474.4
0,0,2331.2
0,0,1727
0,0,1220.2
0,0,1091.2
0,0,1066.6
0,0,1020.9
0,0,894.7
0,0,891.2
0,0,898.3
0,0,822.4
0,0,586.6
0,0,0
0,0,574.8
0,0,825.2
0,0,2859.8
0,0,2210
0,1230,1165
0,3247,3149
0,3515,2502
0,4776,350
0,4984,0
0,3371,0
0,1868,0
0,1757,0
0,1758,0
0,972,0
0,821,0
0,0,0
0,380,0
0,0,0
0,459,0
0,78,0
0,601,0
0,0,447
0,0,822
0,0,252
0,0,3930
0,0,2790
0,2279,2651
0,2683,2521
0,2738,2010
0,1798,1827
0,544,2940
0,0,3176
0,0,4497
0,0,3305
0,0,2616
0,0,1880
0,0,1595
0,0,547
0,0,0
0,0,0
0,0,0
0,0,0
0,0,154
0,0,247
0,0,300
0,0,351
0,0,1064
0,0,543
0,0,1578
0,0,4092
0,2659,2166
0,3011,2157
0,1912,1935
0,2669,2138
0,0,4080
0,0,1373
0,0,1368
0,0,1349
0,0,1465
0,0,1321
0,0,1237
0,0,450
0,0,354
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,729
0,0,588
0,0,1274
0,0,1337
0,0,1324
0,0,1319
0,0,1278
0,0,1314
0,0,1258
0,0,1318
0,0,1318
0,0,1318
0,0,1249
0,0,1166
0,0,459
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,31
0,0,740
0,0,318
0,0,976
0,0,983
0,0,1258
0,0,1062
0,0,974
0,0,1066
0,0,885
0,0,901
0,0,946
0,0,1127
0,0,1267
0,0,971
0,0,467
0,0,321
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,335
0,0,100
0,0,106
0,0,121
0,0,235
0,0,182
0,0,179
0,0,200
0,61,91
0,356,0
0,0,0
0,378,0
0,0,0
0,415,0
0,0,0
0,399,0
0,0,0
0,196,0
0,43,0
0,0,0
0,0,0
0,0,0
0,0,0
0,1166,0
0,66,0
0,1452,0
0,1758,0
0,1758,0
0,1757,0
0,1759,0
0,1757,0
0,1757,0
0,1759,0
0,1757,0
0,1759,0
0,1758,0
0,1757,0
0,1758,0
0,1035,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,75,0
0,1068,0
0,0,0
0,654,0
0,1748,0
0,1758,0
0,1758,0
0,1758,0
0,1757,0
0,1759,0
0,1757,0
0,1758,0
0,1757,0
0,1759,0
0,1758,0
0,1757,0
0,1026,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,1103,0
0,0,0
0,1467,0
0,1759,0
0,1758,0
0,1757,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,1757,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,705,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,1062,0
128,152,0
342,0,779
0,0,1091
0,0,1291
0,0,1187
0,0,1116
0,0,1228
0,0,1319
0,0,1318
0,0,1319
0,0,1318
0,0,1319
0,0,1299
0,0,1147
0,0,430
0,0,314
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,578
0,0,0
0,0,628
0,0,1067
0,0,1318
0,0,1323
0,0,1318
0,0,1308
0,0,1317
0,0,1318
0,0,1319
0,0,1318
0,0,1320
0,0,1317
0,0,1316
0,0,608
0,0,248
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,748
0,0,319
0,0,966
0,0,881
0,0,1056
0,0,1056
0,0,1041
0,0,967
0,0,1037
0,0,1164
0,0,1180
0,0,1301
0,0,1274
0,0,1152
0,0,597
0,0,286
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,675
0,0,322
0,0,463
0,0,451
0,0,401
0,0,326
0,0,373
0,0,308
0,0,102
0,0,376
0,0,182
0,0,148
0,0,289
0,0,243
0,247,44
0,358,0
0,295,0
0,88,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,89,0
0,509,0
0,823,0
0,1164,0
0,1758,0
0,1758,0
0,1757,0
0,1759,0
0,1757,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,1757,0
0,850,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,176,0
0,758,0
0,663,0
0,1758,0
0,1758,0
0,1764,0
0,1764,0
0,1758,0
0,1758,0
0,1757.7,0
0,1757.6,0
0,1757.7,0
0,1759,0
0,1757,0
0,1757,0
0,656,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,848,0
0,0,0
0,971,0
0,1751,0
0,1759,0
0,1757,0
0,1758,0
0,1759,0
0,1757,0
0,1758,0
0,1758,0
0,1757,0
0,1758,0
0,1758,0
0,1758,0
0,910,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,861,0
0,0,0
0,520,0
0,1640,0
0,1757,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,1757,0
0,1758,0
0,1992,0
0,1524,0
0,1758,0
0,977,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,1068,0
0,776,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,1757,0
0,1758,0
0,1758,0
0,1758,0
0,1757,0
0,1758,0
0,1759,0
0,996,0
0,0,0
0,488,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,500,0
0,553,0
0,1506,0
0,1757,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,1757,0
0,1759,0
0,1757,0
0,1758,0
0,1757,0
0,1758,0
0,1064,0
0,0,0
0,526,0
0,0,0
0,0,0
0,0,0
0,601,0
0,117,0
0,391,0
0,460,0
0,623,0
0,35,0
0,603,0
0,50,0
0,1,0
0,0,0
0,0,0
0,442,0
0,0,0
0,556,0
0,0,0
0,350,0
0,130,0
0,603,0
0,552,0
0,428,0
0,752,0
0,80,0
0,521,0
0,425,0
0,414,0
0,56,0
0,163,0
0,325,0
0,637,0
0,679,0
0,1758,0
0,1758,0
0,1758,0
0,1757,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,1757,0
0,1758,0
0,1758,0
0,1758,0
0,667,0
0,0,0
0,528,0
0,0,0
0,0,0
0,0,0
0,587,0
0,0,0
0,0,0
0,776,0
0,475,0
0,1052,0
0,1758,0
0,1758,0
0,1758,0
0,1757,0
0,1758,0
0,1758,0
0,1757,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,814,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,699,0
0,0,0
0,1119,0
0,1753,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,1757,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,777,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,818,0
0,119,0
0,1416,0
0,1758,0
0,1541,0
0,1765,0
0,1757,0
0,1759,0
0,1444,0
0,1758,0
0,1758,0
0,1757,0
0,1759,0
0,1757,0
0,1758,0
0,745,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,488,0
0,1698,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,1757,0
0,1758,0
0,1758,0
0,1758,0
0,1757,0
0,1758,0
0,1758,0
0,1758,0
0,846,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,509,0
0,707,0
0,1451,0
0,1758,0
0,1758,0
0,1758,0
0,1757,0
0,1758,0
0,1759,0
0,1757,0
0,1758,0
0,1758,0
0,1757,0
0,1758,0
0,941,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,82,0
0,415,0
0,40,0
0,545,0
0,107,0
0,85,0
0,463,0
0,481,0
0,13,0
0,386,0
0,130,0
0,502,0
0,49,0
0,423,0
0,245,0
0,419,0
0,0,0
0,45,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,1616,0
0,196,0
0,1673,0
0,1758,0
0,1758,0
0,1757,0
0,1758,0
0,1758,0
0,1758,0
0,1757,0
0,1759,0
0,1758,0
0,1758,0
0,1757,0
0,1758,0
0,799,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,833,0
0,0,0
0,1434,0
0,1759,0
34,817,0
196,830,0
0,1758,0
0,1757,0
0,1758,0
391,936,0
483,1420,0
355,775,0
0,1987,0
336,1054,0
118,1310,0
150,523,0
262,0,0
439,0,0
440,0,0
138,0,0
0,0,0
0,0,0
0,0,0
0,0,0
86,602,0
227,0,0
804,0,0
879,0,0
747,247,0
557,577,0
177,1486,0
257,1219,0
0,1757,0
0,1758,0
0,1759,0
0,1757,0
0,1758,0
0,1758,0
0,1758,0
0,819,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
180,0,0
754,0,0
531,0,0
819,0,0
879,0,0
104,1416,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,1757,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,1757,0
0,873,0
0,0,0
332,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
164,230,0
0,270,0
493,0,0
522,0,0
757,0,0
642,0,0
710,0,0
440,0,0
439,0,0
440,0,0
439,0,0
351,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
58,0,0
0,0,0
0,0,0
0,0,0
0,0,0
162,0,0
890,0,0
269,995,0
0,1356,0
0,1756,0
0,1759,0
0,1758,0
0,1758,0
0,1758,0
0,1757,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,1757,0
0,974,0
176,0,0
256,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
137,300,0
0,154,0
85,0,0
588,0,0
440,0,0
439,0,0
439,0,0
440,0,0
325,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
420,0,0
120,0,0
446,0,0
65,0,0
0,0,0
0,0,0
0,0,0
0,0,0
96,0,0
577,0,0
562,0,0
485,0,0
450,0,0
440,0,0
439,0,0
440,0,0
439,0,0
440,0,0
439,0,0
440,0,0
439,0,0
382,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
109,1184,0
0,48,0
599,537,0
0,1487,0
0,1757,0
0,1757,0
0,1759,0
0,1757,0
0,1759,0
0,1757,0
0,1758,0
0,1758,0
0,1757,0
0,1759,0
0,1758,0
0,856,0
331,0,0
440,0,0
439,0,0
68,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
411,0,0
607,539,0
0,1302,0
0,1758,0
0,1757,0
0,1758,0
0,1759,0
0,1757,0
0,1759,0
0,1757,0
0,1757,0
0,1758,0
0,1758,0
0,1757,0
27,450,0
495,0,0
440,0,0
439,0,0
439,0,0
440,0,0
327,0,0
0,0,0
0,0,0
0,0,0
381,0,0
443,0,0
876.8,0,0
876.7,0,0
876.7,0,0
876.8,0,0
879,0,0
1081,0,0
260,2685.5,0
260,2685.5,0
0,2100.5,0
0,2100.5,0
0,1758,0
0,1758,0
208,1031,0
681,0,0
439,0,0
440,0,0
439,0,0
440,0,0
439,0,0
439,0,0
440,0,0
440,0,0
439,0,0
439,0,0
635,0,81
118,0,1066
0,0,1208
0,0,1282
0,0,1310
0,0,1218
0,0,1317
0,0,1318
0,0,1319
0,0,1319
0,0,1318
0,0,1306
194,0,491
440,0,0
439,0,0
440,0,0
57,0,0
0,0,0
0,0,0
0,0,0
0,0,0
146,0,578
436,0,0
767,0,0
879,0,0
51,0,912
0,0,1257
0,0,1292
0,0,1103
0,0,1067
0,0,1318
0,0,1318
0,0,1320
0,0,1348
0,0,1321
0,0,1318
0,0,524
3,0,0
458,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
610,0,0
588,0,0
794,0,0
687,0,0
875,0,0
879,0,0
625,0,0
439,0,0
440,0,0
439,0,0
439,0,0
440,0,0
439,0,0
440,0,0
439,0,0
440,0,0
439,0,0
396,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
657,0,0
742,0,0
285,0,908
0,0,1318.3
0,0,1318.4
0,0,1318.3
0,0,1568.5
0,0,1568.5
0,0,1568.5
0,0,1568.5
0,0,1568.5
0,0,1568.5
0,0,1325
0,0,1318
0,0,555
215,0,0
439,0,0
440,0,0
439,0,0
44,0,0
0,0,0
0,0,0
0,0,0
0,0,0
435,0,0
208,0,648
0,0,1281
0,0,1320
0,0,1380
0,0,1442
0,0,1318
0,0,1318
0,0,1319
0,0,1323
0,0,1380
0,0,1319
0,0,1318
0,0,1311
84,0,571
466,0,0
440,0,0
439,0,0
73,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
107,0,55
0,0,395
417,0,682
0,0,1578
0,0,1561
0,0,1754
0,0,1753
0,0,1731
0,0,1758
0,0,1760
0,0,1764
0,0,1714
0,0,1582
0,0,1403
71,0,567
439,0,0
440,0,0
439,0,0
352,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,35
0,0,248
647,0,79
0,0,2829
0,0,1971
0,0,1997
0,0,2060
0,0,1758
0,0,1757
0,0,1758
0,0,1726
0,0,1585
0,0,1446
228,0,575
492,0,0
439,0,0
440,0,0
245,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
453,0,0
371,0,1447
0,0,1420
0,0,1319
0,0,1294
0,0,1396
0,0,1287
0,0,1319
0,0,1319
0,0,1342
0,0,1319
0,0,1318
0,0,1319
0,0,486
387,0,0
58,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,678
0,0,552
194,0,375
0,0,971
0,0,1088
0,0,1318
0,0,1319
0,0,1330
0,0,1356
0,0,1394
0,0,1550
0,0,1568
0,0,1631
0,0,1402
97,0,620
440,0,0
439,0,0
435,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
211,0,45
0,0,212
357,0,0
440,0,0
439,0,0
440,0,0
439,0,0
440,0,0
439,0,0
439,0,0
440,0,0
439,0,0
440,0,0
166,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,1085
0,0,0
0,0,1282
0,0,1458
0,0,1748
0,0,1728
0,0,1758
0,0,1757
0,0,1739
0,0,1758
0,0,1757
0,0,1758
0,0,1758
0,0,1524
0,0,1346
0,0,493
99,0,0
447,0,0
17,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,693
0,0,181
0,0,922
0,0,1443
0,0,1601
0,0,1751
0,0,1733
0,0,1607
0,0,1758
0,0,1757
0,0,1318
0,0,1310
0,0,1205
0,0,879
0,0,724
137,0,157
27,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,17
0,0,64
0,0,600
0,0,35
0,0,826
0,0,968
0,0,1122
0,0,1170
0,0,907
0,0,1060
0,0,1027
0,0,1233
0,0,1309
0,0,1318
0,0,1316
0,0,971
0,0,876
246,0,135
118,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,580
0,0,0
0,0,844
0,0,1075
0,0,1234
0,0,1145
0,0,882
0,0,880
0,0,885
0,0,1040
0,0,1317
0,0,1314
0,0,1317
0,0,1055
0,0,879
0,0,163
122,0,0
0,0,0
0,0,0
0,0,0
64,0,0
327,0,0
297,0,0
439,0,0
460,0,0
566,0,0
638,0,0
755,0,0
879,0,0
60,0,870
0,0,888
0,0,1215
0,0,1318
0,0,1309
0,0,1311
0,0,1317
0,0,1294
0,0,997
0,0,888
0,0,223
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,60
0,0,433
0,0,321
0,0,858
0,0,1183
0,0,1318
0,0,1258
0,0,1316
0,0,1094
0,0,1037
0,0,1054
0,0,1169
0,0,1284
0,0,1256
0,0,1052
0,0,306
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,42
0,0,80
0,0,112
0,0,77
0,0,530
0,0,0
0,0,188
0,0,203
0,0,177
0,0,188
0,0,292
0,0,204
0,0,203
0,0,179
0,0,200
0,0,181
0,0,131
0,0,160
0,0,157
0,0,186
0,0,173
0,0,100
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,901
0,0,765
0,0,1315
655,0,408
289,0,998
0,0,1316
0,0,1326
0,0,1339
0,0,1286
0,0,1293
0,0,1285
0,0,1275
0,0,974
699,0,0
881,0,0
632,0,0
99,0,0
0,0,0
279,0,0
60,0,0
0,0,0
0,0,0
0,0,0
0,0,0
482,0,0
314,0,0
234,0,449
0,0,1064
0,0,1091
0,0,985
0,0,982
0,0,987
644,0,105
879,0,0
879,0,0
880,0,0
895,0,0
984,0,0
879,0,0
634,0,0
439,0,0
440,0,0
220,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
218,0,0
0,0,0
591,0,0
1012.5,0,0
1012.5,0,0
1012.5,0,0
1012.5,0,0
877,0,0
881,0,0
879,0,0
879,0,0
880,0,0
