,T_evap_in,evap_flow,ss_gv2_demand,ss_hsb_demand,ss_pfa_demand,ss_ser_demand,T_WB,return_obj,temp_error
41,281.6596678,630.6169025,1497.3,100.0,360.0,370.0,17.95255691,1220.253977328274,1762.433621638536
42,281.42615750000004,412.226589,998.2,200.0,320.0,380.0,18.45060888,812.4198761002388,1247.0841650460613
43,281.40173680000004,412.226589,1497.3,100.0,270.0,370.0,18.60288878,831.1866092937969,951.906460069182
44,281.34222,412.226589,1497.3,200.0,240.0,350.0,18.60288878,827.5115047407479,454.21176244360595
45,281.2796332,412.226589,1497.3,200.0,100.0,30.0,18.60288878,823.6308311126245,1216.933790120578
46,281.58033489999997,630.6169025,998.2,200.0,6.201550387999999,0.0,18.60288878,1209.2701734097875,2297.676797767139
47,281.1621092,220.3903135,499.1,200.0,73.79844961,0.0,17.51007834,5000.0,5000.0
48,281.3023485,220.3903135,499.1,25.0,20.0,3.9,2.362028848,5000.0,5000.0
49,281.0544373,220.3903135,223.21011969999998,25.0,10.0,3.9,1.725689478,5000.0,5000.0
50,281.0214355,220.3903135,153.151469,33.33333333,20.0,3.9,0.874409359,5000.0,5000.0
51,281.00572239999997,220.3903135,9.232535365,22.22222222,20.0,3.9,0.43341460299999995,5000.0,5000.0
52,281.30544289999995,220.3903135,4.88781284,22.22222222,20.0,3.8,0.43341460299999995,5000.0,5000.0
53,281.00385950000003,220.3903135,4.344722524,22.22222222,20.0,3.9,0.43341460299999995,5000.0,5000.0
54,280.6179948999999,220.3903135,4.344722524,18.18181818,10.0,3.9,-0.22443459,5000.0,5000.0
55,281.02415319999994,220.3903135,4.88781284,18.18181818,20.0,3.9,-0.22443459,5000.0,5000.0
56,282.6077817,412.226589,95.04080522,18.18181818,90.0,3.9,0.058060127999999996,817.2960420326375,3545.42554924663
57,283.478659,220.3903135,53.95675676,27.27272727,50.0,3.9,1.3764813390000001,5000.0,5000.0
58,282.62526119999995,412.226589,445.14324320000003,18.18181818,60.0,3.9,2.576956901,818.1895518903592,3220.770646264469
59,282.12329730000005,1040.843491,247.28821749999997,16.66666667,60.0,3.9,3.7919718139999996,2054.501268348253,2108.6412691610976
60,282.090234,1040.843491,251.81178250000002,41.66666667,90.0,3.9,4.359476569,2047.5505284989542,2677.1302452883674
61,282.1894238,1040.843491,998.2,41.66666667,110.0,3.9,5.530563542,2079.6150272400173,1107.6826023440844
62,282.0819682,1040.843491,240.9448276,23.07692308,160.0,3.9,4.967963106,2045.810852064602,3637.401106834943
63,282.16805930000004,822.4531779,258.15517239999997,23.07692308,110.0,3.9,5.765174194,1619.9342405836924,2571.4143648664844
64,282.0571708,1040.843491,499.1,30.76923077,110.0,3.9,4.967963106,2041.4902947082853,270.1023845322936
65,282.0737024,1040.843491,998.2,23.07692308,80.0,3.9,4.702391039,2055.201190655529,192.21592082050165
66,282.7429346,630.6169025,499.1,16.66666667,90.0,3.9,4.118448159,1275.2891852183468,3209.716129941796
67,282.4915642,822.4531779,499.1,25.0,70.0,3.9,3.8045464069999997,1679.21929824154,366.0469047330537
68,282.5438943,822.4531779,499.1,16.66666667,50.0,3.8,3.8045464069999997,1687.1331309391283,2838.379351871424
69,282.0624571000001,822.4531779,499.1,16.66666667,20.0,3.9,3.8045464069999997,1597.082876169958,3290.591675024558
70,281.7952083,630.6169025,998.2,25.0,20.0,3.9,2.5276793,1160.151085947012,2512.2094471894343
71,281.7678352,412.226589,218.1251852,15.38461538,20.0,3.9,1.9932841940000001,772.8845515406178,3073.076953120278
