,v0,v1,objective_func,v0_real,v1_real,objective_func_real
0,277.7585882949829,829.4700682163239,19752.06140365655,277.67241530816966,829.4700682163239,761.0872898933391
1,278.21023155212396,515.8902794122696,14144.183219365672,277.7694894755329,515.8902794122696,594.9216391577395
2,277.3473399925232,939.3672227859496,6923.8159131099765,281.54346039999996,217.3903135,381.2211563
3,278.35934211730955,746.0629347711803,16226.401516724542,281.590978,217.3903135,629.2221135
4,275.5868520355225,883.6779400706291,6891.987297016851,281.1905866,217.3903135,452.56873719999993
5,275.16,617.2672890126705,1165.8107759642055,281.23710710000006,217.3903135,432.5041433
6,275.85462890625,691.0222016274928,8042.460542399626,281.15126760000004,217.3903135,453.2240625
7,277.37722572326663,707.2793859988451,3721.9835074687135,277.37722572326663,707.2793859988451,729.8833444097777
8,278.82868446350096,560.2291762828827,9159.170846923891,278.60686540583174,560.2291762828827,693.9881855773364
9,276.58941736221317,739.1956841573118,3980.0320853106678,276.5849036455972,739.1956841573118,637.4195360882264
10,278.697638053894,676.0985419154167,12112.781527922663,278.6301515652369,676.0985419154167,778.0710030188453
11,279.0,957.0525586605072,10229.680179857249,279.0065894613984,957.0525586605072,1237.760165994045
12,277.7575981521606,584.2589855194093,100000.0,282.2965123,1235.679767,1951.5619960000001
13,278.14957695007325,980.6876331567764,2818.1901910548468,277.096908029414,980.6876331567764,1248.6340924938122
14,278.0821839523316,731.103603541851,1159.0245428789874,277.94578664965286,731.103603541851,940.4807161871609
15,278.9615701675415,724.0193262696266,6352.581340161029,278.8853718108738,724.0193262696266,984.2994491045235
16,279.0,924.1389393806458,3405.222412417557,278.4071198416849,924.1389393806458,1352.3876390119733
17,278.9263700866699,1000.0,4065.620535889253,278.2953129528185,1000.0,1424.382310376849
18,278.8201987838745,723.4186187386513,5221.3123521736625,278.6888689993562,723.4186187386513,965.357955017538
19,278.7345235061646,1000.0,3829.991089156245,282.2555503,1043.843491,1351.444573
20,278.3435627746582,953.5031586885452,1719.320524013588,277.7546531186792,953.5031586885452,1281.5845175729808
21,279.0,802.3169502615929,13720.757236709189,278.71511080689885,802.3169502615929,933.9799320109723
22,279.0,1000.0,10910.441152011248,278.59751429471936,1000.0,1284.9385878751946
23,279.0,575.7302924990654,19557.269134214217,278.8135891227278,575.7302924990654,649.9548554620377
