,gv2_demand,hsb_demand,pfa_demand,ser_demand,T_WB,v0,v1,obj_func
0,491.3120246458761,207.69230769,15.50872093023255,0.0,16.811543060092337,275.16,1312.3598967462779,1987.0823841786348
1,491.3120246458761,207.69230769,26.3299418604651,0.0,16.811543060092337,280.3939620642364,1823.102672586441,100000.0
2,94.55794675659224,15.38461538,15.50872093023255,0.0,16.811543060092337,277.003819539249,761.630068039596,7222.3395689354475
3,6.185808739392964,207.69230769,15.50872093023255,0.0,15.121976132788827,275.16,1015.594979275167,5947.658293928086
4,4.344722524,15.38461538,15.50872093023255,0.0,8.615934818779893,275.16,1369.783147444725,9076.788962530716
5,6.185808739392964,15.38461538,26.3299418604651,0.0,2.1721340470386687,275.16,328.79128908514974,100000.0
6,4.344722524,15.38461538,4.6875,0.0,-0.22443459,275.78835035026077,1855.8798486971855,100000.0
7,6.185808739392964,15.38461538,15.50872093023255,430.0,3.7576359311531173,275.42986402720214,1049.588915976435,6959.7371137858845
8,808.8993955949257,207.69230769,415.8938953488372,360.0,5.67772459281003,275.16,568.0868086998165,100000.0
9,491.3120246458761,15.38461538,329.32412790697674,340.0,15.19629898594137,275.16,725.6247527179122,100000.0
10,993.008016430584,207.69230769,361.78779069767444,300.0,20.231117280094747,276.9651051610708,894.0274561211467,4925.571007311751
11,1494.704008215292,15.38461538,383.43023255813955,390.0,20.231117280094747,278.9720060616732,143.6119180431962,100000.0
12,1996.4,207.69230769,415.8938953488372,360.0,22.38153325697085,281.91189103469253,0.01,100000.0
13,1494.704008215292,207.69230769,426.7151162790697,370.0,22.38153325697085,283.9564631858468,186.35277831166982,100000.0
14,1996.4,15.38461538,394.25145348837214,350.0,24.22544387,277.2747597938776,554.5317947255074,100000.0
15,1996.4,207.69230769,470.0,370.0,24.22544387,284.2253982894122,184.8814461618662,100000.0
16,1996.4,15.38461538,470.0,380.0,22.38153325697085,277.31831680834296,0.01,100000.0
17,1996.4,207.69230769,415.8938953488372,370.0,22.38153325697085,275.16,1221.4248847866058,100000.0
18,1996.4,15.38461538,437.5363372093023,360.0,22.38153325697085,282.7525116627663,316.4282298716903,100000.0
19,1494.704008215292,207.69230769,405.07267441860466,340.0,22.38153325697085,284.8544930948317,134.891906722486,100000.0
20,1996.4,400.0,329.32412790697674,320.0,20.90933699830044,275.6443685415387,1172.5699556817115,100000.0
21,1996.4,15.38461538,58.79360465116278,19.99999999999999,20.90933699830044,276.4419297167659,1632.1460099554063,100000.0
22,1996.4,207.69230769,47.97238372093023,0.0,20.90933699830044,278.81740889534353,1860.0,100000.0
23,993.008016430584,207.69230769,26.3299418604651,0.0,20.90933699830044,278.522057441175,1860.0,100000.0
