Day of week,Date,Month,Year ,Hour,tcond_in,tcond_out,mcond,tevap_in,tevap_out,mevap,elect,qe,qc,qe-qc,cop
5,15,1,2016,7,292.95,294.35,320.2,279.75,277.95,207.4,434.756028,522.0519453,87.29591733,130,3.344277138
5,15,1,2016,10,294.95,297.55,323.7,280.95,277.75,206.8,770.6636373,980.122598,209.4589607,217,3.551445333
5,15,1,2016,11,294.95,297.05,324.6,280.95,277.75,210.7,785.1974293,793.838514,8.641084667,205,3.830231363
6,16,1,2016,11,293.15,295.75,326.2,281.45,277.85,207.6,870.350544,987.6922813,117.3417373,171,5.089769263
6,16,1,2016,12,294.65,297.25,327.3,281.45,277.85,207.1,868.254324,991.022942,122.768618,213,4.07631138
6,16,1,2016,13,294.65,297.25,327.6,281.45,277.85,205.2,860.288688,991.931304,131.642616,212,4.057965509
6,16,1,2016,14,294.65,297.25,326.7,281.45,277.85,203.8,854.419272,989.206218,134.786946,228,3.747452947
6,16,1,2016,15,294.65,296.75,324.8,280.95,277.85,206.6,745.8583673,794.327632,48.46926467,200,3.729291837
6,16,1,2016,16,294.65,296.75,325.5,280.95,277.85,206.6,745.8583673,796.039545,50.18117767,191,3.90501763
6,16,1,2016,17,294.15,296.25,325.2,280.45,277.85,208.8,632.219952,795.305868,163.085916,179,3.531955039
7,17,1,2016,12,294.15,295.65,326.2,279.95,277.85,203.1,496.699329,569.82247,73.123141,132,3.762873705
7,17,1,2016,13,294.65,296.15,329.5,279.95,277.85,201.5,492.786385,575.587075,82.80069,147,3.352288333
7,17,1,2016,17,294.65,295.65,323.7,278.95,277.35,199.6,371.9160107,376.97023,5.054219333,122,3.048491891
7,17,1,2016,18,294.65,295.65,325.3,278.95,277.35,200.6,373.7793173,378.8335367,5.054219333,123,3.038856238
4,21,1,2016,8,293.15,294.65,324.1,279.85,277.25,174.8,529.2722587,566.154085,36.88182633,98,5.400737333
5,22,1,2016,9,292.85,294.85,325.7,280.85,277.85,204.5,714.46165,758.5987267,44.13707667,139,5.140011871
5,22,1,2016,10,294.85,297.35,326.6,281.35,277.95,204.5,809.7232033,950.8686833,141.14548,190,4.26170107
5,22,1,2016,11,294.85,297.35,328.3,281.85,277.95,204.7,929.708507,955.8180917,26.10958467,225,4.132037809
6,23,1,2016,9,294.85,296.15,323.3,279.35,277.45,203.8,450.9435047,489.4557243,38.51221967,134,3.365250035
7,24,1,2016,11,295.05,296.85,328.1,280.25,277.65,204.8,620.1084587,687.769782,67.66132333,171,3.626365255
7,24,1,2016,23,294.55,295.95,324.8,279.75,277.65,204,498.90036,529.5517547,30.65139467,141,3.538300426
1,25,1,2016,1,294.55,295.95,326.5,279.75,277.65,203.3,497.188447,532.3234233,35.13497633,132,3.766579144
1,25,1,2016,2,294.55,295.95,323.8,279.75,277.65,203.1,496.699329,527.9213613,31.22203233,131,3.791597931
1,25,1,2016,10,295.15,296.75,323.2,279.95,277.85,203.2,496.943888,602.2207147,105.2768267,213,2.333069897
4,28,1,2016,9,294.45,296.65,323,280.85,277.85,201.9,705.37803,827.5410733,122.1630433,149,4.734080738
4,28,1,2016,10,294.95,297.55,323.7,281.35,277.85,203,827.4246167,980.122598,152.6979813,206,4.016624353
6,30,1,2016,7,294.05,295.45,327.2,279.65,277.75,207.6,459.351676,533.4646987,74.11302267,131,3.506501344
2,2,2,2016,12,294.95,297.65,323.8,281.85,278.05,208.3,921.8010993,1018.134054,96.33295467,137,6.728475178
2,2,2,2016,13,294.95,297.65,324.3,281.35,277.55,208.8,924.013776,1019.706219,95.692443,239,3.866166427
5,12,2,2016,16,296.05,298.05,329.7,280.55,277.75,201.9,658.352828,767.91526,109.562432,174,3.783636943
5,12,2,2016,17,296.55,298.05,323,280.05,277.75,202.6,542.6647753,564.23255,21.56777467,172,3.155027764
5,12,2,2016,19,296.55,298.05,329.3,280.05,277.75,202.9,543.4683263,575.237705,31.76937867,174,3.123381186
7,14,2,2016,16,295.45,297.15,329.2,280.15,277.65,203.9,593.6378583,651.7380893,58.100231,162,3.664431224
2,16,2,2016,10,294.15,296.55,327.5,281.35,277.85,201.2,820.0878467,915.3494,95.26155333,162,5.062270658
3,23,3,2016,11,297.05,299.55,327.8,281.65,277.65,203.3,947.0256133,954.3623833,7.33677,223,4.246751629
3,23,3,2016,13,296.65,298.65,318.6,281.65,277.85,154.1,681.9469487,742.06188,60.11493133,141,4.836503182
4,24,3,2016,8,295.55,297.65,326.5,280.65,277.85,203.1,662.265772,798.485135,136.219363,171,3.872899251
5,25,3,2016,11,294.85,296.65,328.6,280.35,277.45,203.6,687.6067427,688.817892,1.211149333,113,6.085015422
6,26,3,2016,9,296.35,299.35,329.2,282.05,277.65,207.6,1063.761776,1150.12604,86.364264,196,5.427356
7,27,3,2016,12,296.05,297.25,322.7,279.35,277.75,203.2,378.6239147,450.966796,72.34288133,157,2.411617291
7,27,3,2016,14,296.55,298.15,324,279.85,277.95,205.4,454.4837873,603.71136,149.2275727,151,3.009826406
1,28,3,2016,2,295.55,296.95,324.8,279.85,277.85,204.4,476.0748533,529.5517547,53.47690133,129,3.690502739
1,28,3,2016,9,296.45,298.85,327.3,281.55,277.85,206.8,891.0798307,914.790408,23.71057733,163,5.466747427
1,28,3,2016,10,296.45,297.85,325.5,279.95,277.85,204.9,501.101391,530.69303,29.591639,173,2.896539832
4,31,3,2016,0,296.65,297.55,320.2,278.85,277.55,202.4,306.4207813,335.604822,29.18404067,140,2.188719867
4,31,3,2016,1,296.65,297.55,329.7,278.85,277.55,203.9,308.6916863,345.561867,36.87018067,125,2.469533491
4,31,3,2016,2,296.65,297.55,326.3,278.85,277.55,204.5,309.6000483,341.998293,32.39824467,124,2.496774583
4,31,3,2016,9,295.15,296.25,327.6,279.25,277.55,204.3,404.465649,419.663244,15.197595,110,3.676960445
4,31,3,2016,14,297.05,299.55,324.1,281.55,277.85,207.9,895.819617,943.5901417,47.77052467,228.5,3.920435961
4,31,3,2016,16,296.95,300.25,324.8,282.25,277.85,209,1070.935507,1248.229136,177.2936293,274,3.908523747
5,1,4,2016,0,296.55,298.45,326.7,280.45,277.85,202.2,612.235988,722.881467,110.645479,182,3.363934
5,1,4,2016,1,296.55,297.95,323.2,279.95,277.85,202.9,496.210211,526.9431253,30.73291433,165,3.007334612
5,1,4,2016,2,296.55,298.05,324,279.95,277.85,203.2,496.943888,565.9794,69.035512,154,3.226908364
5,1,4,2016,3,296.55,298.05,325.7,279.95,277.85,202.3,494.742857,568.949045,74.206188,146,3.388649705
5,1,4,2016,5,296.55,298.05,324.3,279.95,277.95,204.1,475.3761133,566.503455,91.12734167,156,3.047282778
5,1,4,2016,6,296.55,297.55,324.8,279.45,277.95,203.3,355.134605,378.2512533,23.11664833,140,2.53667575
5,1,4,2016,7,296.55,297.55,323.7,279.45,277.95,205,358.10425,376.97023,18.86598,128,2.797689453
5,1,4,2016,8,296.55,297.75,322.3,279.45,277.95,203.4,355.30929,450.407804,95.098514,131,2.712284656
7,3,4,2016,8,295.25,297.35,330.2,280.95,277.65,205.1,788.213657,807.533818,19.320161,136,5.795688654
7,3,4,2016,10,296.75,299.25,325.3,280.95,277.55,204.5,809.7232033,947.0838417,137.3606383,210,3.855824778
7,3,4,2016,11,296.75,298.75,325.1,280.95,278.05,204.2,689.6330887,757.2012467,67.568158,182,3.789192795
7,3,4,2016,12,297.25,299.25,319.2,280.95,278.05,202,682.2031533,743.45936,61.25620667,195,3.498477709
7,3,4,2016,16,296.75,298.25,319.5,279.45,277.55,203.2,449.6158987,558.118575,108.5026763,142,3.166309146
7,3,4,2016,23,296.75,297.75,324.2,278.95,277.55,203.6,331.9480827,377.5525133,45.60443067,130,2.55344679
1,4,4,2016,0,296.75,297.75,325.1,278.95,277.55,202.9,330.8068073,378.6006233,47.793816,123,2.689486238
4,7,4,2016,0,296.85,297.85,326.2,279.35,277.85,202.9,354.435865,379.8816467,25.44578167,134,2.645043769
5,8,4,2016,0,297.05,298.35,322.8,279.85,277.95,205.5,454.705055,488.698756,33.993701,160,2.841906594
5,8,4,2016,1,296.55,297.85,322.8,279.85,277.95,204.4,452.2711107,488.698756,36.42764533,149,3.035376582
5,8,4,2016,2,296.55,297.85,324.3,279.85,277.95,205.2,454.041252,490.969661,36.928409,139,3.266483827
7,10,4,2016,14,296.75,297.95,327.7,279.85,278.25,203.8,379.7418987,457.954196,78.21229733,128,2.966733583
5,15,4,2016,9,294.65,296.35,322.1,280.25,277.75,206.4,600.9164,637.6817697,36.76536967,146,4.115865753
5,15,4,2016,10,295.15,296.85,322.2,280.25,277.65,205.9,623.4391193,637.879746,14.44062667,163,3.824779873
5,15,4,2016,11,295.15,297.85,326.2,281.75,278.15,205.4,861.127176,1025.680446,164.55327,192,4.485037375
1,18,4,2016,21,295.05,297.45,327.3,281.55,277.95,212.6,891.312744,914.790408,23.477664,180,4.951737467
2,19,4,2016,16,294.75,297.35,322.3,281.45,277.85,206.5,865.73886,975.8835753,110.1447153,159,5.444898491
2,19,4,2016,17,294.75,297.35,325.3,281.45,277.95,205.3,836.7993783,984.9671953,148.167817,217,3.856218333
2,19,4,2016,19,295.25,298.35,326,281.95,277.95,206.3,961.0004133,1176.911073,215.91066,223,4.309418894
2,19,4,2016,22,295.25,297.85,324.1,281.45,277.45,204.2,951.2180533,981.3337473,30.115694,230,4.135730667
3,20,4,2016,0,294.75,295.85,322.8,278.95,277.45,205.3,358.628305,413.514332,54.886027,124,2.89216375
3,20,4,2016,1,294.75,295.85,321.1,278.95,277.45,204.4,357.05614,411.3365923,54.28045233,127,2.811465669
3,20,4,2016,14,295.15,297.95,325.1,281.85,277.55,204.4,1023.560935,1060.081745,36.52081067,243.2,4.208720948
3,20,4,2016,15,295.15,298.05,326.2,281.95,277.75,205.7,1006.115726,1101.656775,95.54104933,237,4.245214034
3,20,4,2016,16,295.15,298.05,324.8,281.95,277.75,211.4,1033.995452,1096.928635,62.93318267,236,4.381336661
3,20,4,2016,18,295.15,298.05,325.3,282.15,278.05,208.3,994.5748703,1098.617256,104.042386,156,6.375479938
3,20,4,2016,21,295.05,298.45,327.5,282.45,277.65,206.3,1153.200496,1296.744983,143.5444873,257.5,4.478448528
3,20,4,2016,22,295.05,298.45,326.8,282.95,277.65,205.1,1265.918904,1293.973315,28.054411,269,4.706018229
4,21,4,2016,11,294.95,297.95,323.8,282.25,277.95,206.2,1032.574681,1131.26006,98.68537933,208,4.964301349
4,21,4,2016,12,294.95,297.95,324.6,282.25,277.95,205.6,1029.570099,1134.05502,104.4849213,242,4.254421895
4,21,4,2016,13,294.95,297.95,328.6,281.75,277.45,205.7,1030.070862,1148.02982,117.9589577,242,4.256491167
4,21,4,2016,14,294.95,297.45,324.3,281.75,277.95,205.4,908.9675747,944.172425,35.20485033,212,4.287582899
4,21,4,2016,15,294.95,297.45,326.8,281.25,277.95,204.7,786.676429,951.4509667,164.7745377,210,3.746078233
4,21,4,2016,16,294.95,297.45,328.3,281.75,277.95,204.7,905.8698273,955.8180917,49.94826433,199,4.552109685
4,21,4,2016,17,294.95,297.45,329.8,281.25,277.95,208.7,802.048709,960.1852167,158.1365077,199,4.030395523
4,21,4,2016,21,295.25,298.25,328.1,282.35,277.85,205.3,1075.884915,1146.28297,70.398055,180,5.977138417
4,21,4,2016,22,295.05,298.25,327,282.35,277.75,205.9,1103.007673,1218.60256,115.5948873,255,4.325520285
5,22,4,2016,9,294.65,297.35,322.1,281.75,278.05,205.4,885.0473753,1012.788693,127.7413177,168,5.268139139
5,22,4,2016,11,295.15,298.35,325.3,282.45,278.05,205.8,1054.538408,1212.267317,157.7289093,235,4.487397481
5,22,4,2016,12,295.15,298.35,328.8,281.95,277.55,206.9,1060.174911,1225.310464,165.1355533,268,3.955876532
5,22,4,2016,13,295.15,297.85,326.1,281.45,277.55,209,949.23829,1025.366013,76.127723,235,4.039311872
5,22,4,2016,14,295.15,297.85,321.7,281.45,277.55,206.9,939.700489,1011.530961,71.830472,209,4.496174589
5,22,4,2016,22,295.15,297.85,326.2,281.85,277.85,205.4,956.8079733,1025.680446,68.87247267,163,5.869987566
6,23,4,2016,9,294.85,296.95,325.1,280.95,278.25,205.8,647.103114,795.061309,147.958195,151,4.285451086
6,23,4,2016,10,294.85,297.05,321,280.45,277.25,206.9,771.0362987,822.41698,51.38068133,145,5.317491715
6,23,4,2016,12,295.35,298.25,322.1,281.95,277.95,207.5,966.5903333,1087.810078,121.2197443,205,4.715074797
6,23,4,2016,13,295.35,298.25,322,281.95,277.45,207.2,1085.84196,1087.472353,1.630393333,256,4.241570156
6,23,4,2016,16,295.35,297.25,329,280.95,277.95,206.8,722.49716,727.9706233,5.473463333,190,3.802616632
7,24,4,2016,12,294.75,296.25,323.1,280.15,277.85,205,549.0931833,564.407235,15.31405167,134,4.097710323
7,24,4,2016,13,294.75,296.25,324.2,280.15,277.85,204.5,547.7539317,566.32877,18.57483833,138,3.969231389
7,24,4,2016,14,294.75,296.25,326,280.15,277.85,205.3,549.8967343,569.4731,19.57636567,139,3.956091614
4,28,4,2016,7,293.15,294.55,324.7,279.65,277.75,203.4,450.058434,529.3887153,79.33028133,92,4.8919395
4,28,4,2016,8,294.65,296.05,327.8,279.85,277.95,203.4,450.058434,534.4429347,84.38450067,151,2.98051943
4,28,4,2016,9,294.65,296.05,323.1,279.85,277.95,203.6,450.5009693,526.780086,76.27911667,125,3.604007755
4,28,4,2016,10,295.15,297.05,328.1,280.85,278.05,203.4,663.244008,725.9792143,62.73520633,170,3.901435341
4,28,4,2016,12,295.15,298.05,325.1,281.65,277.55,202.6,967.3589473,1097.941808,130.5828603,197,4.910451509
5,29,4,2016,9,294.75,297.15,329.6,281.45,277.95,205.1,835.9841817,921.218816,85.23463433,157,5.324740011
5,29,4,2016,11,294.75,297.65,323.7,281.85,277.55,203.4,1018.553298,1093.213667,74.660369,226,4.506873
5,29,4,2016,14,294.75,297.15,327.1,281.35,278.05,204.3,785.139201,914.231416,129.092215,197,3.985478178
5,29,4,2016,15,294.75,297.15,325.8,281.35,277.55,205.1,907.6399687,910.597968,2.957999333,193,4.702797765
5,29,4,2016,16,294.75,297.15,325.7,281.35,278.05,205.6,790.135192,910.318472,120.18328,197,4.010838538
5,29,4,2016,22,295.25,297.75,327.7,281.35,277.65,202.7,873.4133543,954.0712417,80.65788733,227,3.847635922
6,30,4,2016,9,295.05,296.85,328.1,280.65,278.15,202.9,590.7264417,687.769782,97.04334033,145,4.07397546
6,30,4,2016,10,295.05,296.35,324.3,280.15,278.15,203.3,473.5128067,490.969661,17.45685433,144,3.28828338
6,30,4,2016,11,295.05,296.85,326.1,280.65,277.85,204.4,666.5047947,683.577342,17.07254733,155,4.300030933
6,30,4,2016,13,295.05,297.85,330.1,281.65,277.95,204.1,879.4458097,1076.385679,196.939869,210,4.187837189
6,30,4,2016,14,295.05,297.35,321,281.05,277.95,204.2,737.1939913,859.79957,122.6055787,204,3.613696036
6,30,4,2016,15,295.05,297.35,330.1,281.05,277.95,205,740.0821167,884.1739503,144.0918337,190,3.895169035
6,30,4,2016,17,295.05,296.85,324.1,281.05,278.25,205.1,668.7873453,679.384902,10.59755667,173,3.865822805
6,30,4,2016,18,295.05,297.35,323,281.05,277.75,204.6,786.292122,865.1565767,78.86445467,181,4.34415537
6,30,4,2016,20,295.05,297.35,328.2,281.05,277.75,208.1,799.742867,879.084794,79.341927,185,4.322934416
7,1,5,2016,2,294.55,295.85,326.1,279.65,277.95,203.8,403.4757673,493.694747,90.21897967,112,3.602462208
7,1,5,2016,10,294.45,295.75,325.5,279.65,277.95,203.2,402.2879093,492.786385,90.49847567,156,2.57876865
7,1,5,2016,11,294.45,295.75,325.2,279.65,277.95,203.4,402.683862,492.332204,89.648342,125,3.221470896
7,1,5,2016,12,294.45,295.65,323.8,279.65,277.85,203.2,425.951904,452.504024,26.55212,125,3.407615232
7,1,5,2016,13,294.45,295.65,324,279.15,277.35,204.4,428.467368,452.78352,24.316152,125,3.427738944
7,1,5,2016,23,294.45,295.85,326.2,279.65,277.65,203.9,474.9102867,531.8343053,56.92401867,108,4.397317469
1,2,5,2016,0,294.45,295.85,322,279.65,277.65,203.6,474.2115467,524.9866533,50.77510667,121,3.919103691
1,2,5,2016,12,295.35,298.15,328.5,281.65,277.65,204.6,953.08136,1071.16842,118.08706,141,6.75944227
1,2,5,2016,14,295.35,298.15,324.6,282.15,278.15,203.1,946.09396,1058.451352,112.357392,234,4.043136581
1,2,5,2016,15,295.35,297.65,324.2,281.65,278.15,204.3,832.723395,868.3707807,35.64738567,233,3.57392015
1,2,5,2016,16,295.35,297.65,321.1,281.15,278.15,205.2,716.90724,860.0674203,143.1601803,193,3.714545285
1,2,5,2016,20,295.35,298.65,319.1,282.65,278.05,208.1,1114.793087,1226.323637,111.5305497,246,4.531679217
1,2,5,2016,21,295.35,297.15,331,281.05,278.15,204.8,691.6594347,693.84882,2.189385333,261,2.650036148
1,2,5,2016,22,295.35,298.65,321.2,282.65,277.65,203.9,1187.275717,1234.394084,47.11836733,242,4.906098003
2,3,5,2016,2,295.35,296.65,323.8,280.15,278.15,203.9,474.9102867,490.2126927,15.302406,151,3.145101236
2,3,5,2016,22,295.05,298.15,326.1,281.95,277.75,206.3,1009.050434,1177.272089,168.221655,231,4.368183697
3,4,5,2016,10,295.05,297.45,326.8,281.15,277.65,203.8,830.6854033,913.392928,82.70752467,186,4.466050556
5,6,5,2016,9,294.85,297.55,322.8,281.75,277.85,203.9,926.075059,1014.989724,88.914665,164,5.64679914
5,6,5,2016,11,295.35,298.55,325.1,282.25,277.85,204.8,1049.414315,1211.521995,162.10768,243,4.318577427
5,6,5,2016,12,295.35,298.05,325.5,281.75,277.85,204,926.52924,1023.479415,96.950175,234,3.959526667
5,6,5,2016,14,295.35,297.55,322.2,281.25,277.85,204.6,810.119156,825.491436,15.37228,212,3.821316774
5,6,5,2016,15,295.35,297.55,327.1,281.25,277.85,203.8,806.9515347,838.0454647,31.09393,204,3.955644778
5,6,5,2016,17,295.35,298.05,328.1,281.75,277.75,209.5,975.9068667,1031.654673,55.74780633,203,4.807422989
6,7,5,2016,0,294.95,296.15,324.6,279.35,277.75,201.1,374.7109707,453.622008,78.91103733,123,3.046430656
6,7,5,2016,11,299.55,301.65,330,281.25,278.15,204,736.47196,807.0447,70.57274,190,3.876168211
6,7,5,2016,12,295.35,297.95,328,281.25,277.65,204.1,855.677004,993.1424533,137.4654493,208,4.11383175
2,10,5,2016,12,295.25,298.25,324.7,281.95,277.45,205.8,1078.50519,1134.40439,55.8992,273,3.950568462
2,10,5,2016,14,295.25,297.75,327.3,281.95,277.95,203.9,949.8205733,952.906675,3.086101667,227,4.184231601
2,10,5,2016,16,295.25,298.25,323,281.95,277.45,209.5,1097.895225,1128.4651,30.569875,223,4.923296973
2,10,5,2016,17,295.25,298.25,323.3,281.95,277.95,209.4,975.44104,1129.51321,154.07217,230,4.241048
2,10,5,2016,22,295.05,297.85,323.2,282.25,277.95,204.4,1023.560935,1053.886251,30.325316,218,4.695233645
3,11,5,2016,9,295.05,296.55,322.5,280.15,277.95,203.6,521.6327013,563.359125,41.72642367,100,5.216327013
3,11,5,2016,10,295.05,297.55,320.8,281.65,277.95,203.3,875.9986923,933.9824667,57.98377433,186,4.709670389
3,11,5,2016,11,295.05,298.05,321.3,281.65,277.45,205,1002.6919,1122.52581,119.83391,225,4.456408444
3,11,5,2016,12,295.05,298.05,322.5,282.55,277.95,203.1,1088.008054,1126.71825,38.710196,229,4.751126873
3,11,5,2016,13,295.05,298.05,322,282.05,277.95,204.8,977.8633387,1124.9714,147.1080613,222,4.404789814
3,11,5,2016,15,295.05,297.55,321.6,281.45,277.95,205.1,835.9841817,936.3116,100.3274183,200,4.179920908
3,11,5,2016,17,295.75,298.55,324.2,281.95,277.95,206.2,960.5345867,1057.147037,96.61245067,194,4.95120921
3,11,5,2016,18,295.75,298.35,322.8,281.95,278.45,204.4,833.1309933,977.397512,144.2665187,208,4.005437468
4,12,5,2016,10,294.95,297.75,326,281.65,277.85,204.7,905.8698273,1063.016453,157.146626,179,5.060725292
4,12,5,2016,22,301.35,304.55,327.8,281.95,277.75,202.4,989.974832,1221.583851,231.6090187,251,3.944122837
5,13,5,2016,10,300.15,302.35,328.5,281.25,277.85,204.1,808.1393927,841.63233,33.49293733,207,3.904055037
5,13,5,2016,11,303.15,306.35,328.7,282.25,277.85,203.9,1044.802631,1224.937803,180.135172,242,4.317366242
6,14,5,2016,9,294.85,297.75,322.7,282.15,278.05,202.7,967.8364197,1089.836424,122.000004,161,6.011406333
6,14,5,2016,11,294.85,297.75,326.7,282.15,277.95,203.9,997.311602,1103.345397,106.033795,200,4.98655801
6,14,5,2016,12,294.85,297.25,327,281.05,277.45,203.7,854.000028,913.95192,59.951892,219,3.899543507
6,14,5,2016,13,294.85,297.25,323.7,280.85,277.65,207.3,772.526944,904.728552,132.201608,181,4.268104663
7,15,5,2016,12,295.25,296.85,323.8,280.05,277.95,203.2,496.943888,603.3386987,106.3948107,166,2.99363788
7,15,5,2016,21,294.75,296.25,323.8,280.05,277.75,204.6,548.021782,565.63003,17.608248,138,3.971172333
1,16,5,2016,0,294.75,296.25,323.6,280.05,277.95,203.3,497.188447,565.28066,68.092213,129,3.854174008
1,16,5,2016,10,295.15,297.55,331.1,281.45,277.95,204.4,833.1309933,925.411256,92.28026267,202,4.124410858
1,16,5,2016,11,295.15,298.05,329.7,282.45,277.95,204.1,1069.596255,1113.477127,43.880872,231,4.630286818
1,16,5,2016,12,295.15,298.05,326.3,281.95,277.95,203.8,949.3547467,1101.9945,152.639753,248,3.828043333
1,16,5,2016,13,295.15,297.55,327,280.95,277.95,203.3,710.26921,913.95192,203.68271,204,3.481711814
1,16,5,2016,15,295.15,296.95,327.8,280.45,277.95,203.7,593.055575,687.140916,94.085341,171,3.468161257
1,16,5,2016,16,295.15,296.95,325.5,280.45,277.95,203.1,591.308725,682.31961,91.010885,161,3.672725
1,16,5,2016,20,295.15,296.95,328,280.45,277.95,203.7,593.055575,687.56016,94.504585,168,3.530092708
1,16,5,2016,21,295.15,296.45,324.6,279.95,277.95,203.3,473.5128067,491.423842,17.91103533,149,3.1779383
1,16,5,2016,22,295.15,296.45,317.7,279.95,277.95,202.7,472.1153267,480.977679,8.862352333,138,3.421125556
2,17,5,2016,8,294.65,295.95,327.1,279.95,277.85,201.9,493.764621,495.2086837,1.444062667,108,4.571894639
2,17,5,2016,9,295.15,296.45,327.1,280.05,278.05,203.9,474.9102867,495.2086837,20.298397,152,3.124409781
