Day of week,Date,Month,Year ,Hour,tcond_in,tcond_out,mcond,tevap_in,tevap_out,mevap,elect,qe,qc,qe-qc,cop
5,18,11,2016,0,297.45,298.65,326,279.45,277.65,206.1,432.030942,455.57848,23.547538,146,2.959116041
5,18,11,2016,10,297.55,299.95,330,281.25,277.75,206.9,843.3209517,922.3368,79.01584833,206,4.093791028
5,18,11,2016,11,298.05,300.95,329.7,281.75,277.75,207,964.2612,1113.477127,149.215927,225,4.285605333
5,18,11,2016,12,298.05,300.95,326.6,282.25,277.75,208.2,1091.08251,1103.007673,11.92516267,257,4.245457237
5,18,11,2016,22,298.05,300.95,323.6,281.75,277.75,206.6,962.3978933,1092.875943,130.4780493,254,3.788968084
6,19,11,2016,0,301.55,302.95,328.2,279.75,277.75,207.1,482.3635133,535.095092,52.73157867,167,2.888404271
6,19,11,2016,1,302.55,303.95,328.8,279.75,277.75,206.2,480.2672933,536.073328,55.80603467,169,2.841818304
6,19,11,2016,9,302.35,304.45,327.7,280.45,277.85,206.6,625.5586307,801.419843,175.8612123,226,2.767958543
6,19,11,2016,10,302.85,303.95,328,279.45,277.85,206.7,385.145488,420.1756533,35.03016533,166,2.320153542
6,19,11,2016,11,302.85,304.45,329.2,279.95,277.85,205.7,503.057863,613.4005547,110.3426917,166,3.030469054
6,19,11,2016,13,304.35,306.95,329.2,281.45,277.85,207.9,871.608276,996.7759013,125.1676253,214,4.072935869
6,19,11,2016,14,305.35,307.95,326,281.45,277.85,206.7,866.577348,987.0867067,120.5093587,259,3.345858486
6,19,11,2016,15,305.85,307.95,321.1,280.45,277.85,206,623.7419067,785.278949,161.5370423,240,2.598924611
6,19,11,2016,17,305.35,307.45,327.3,280.45,277.85,207.7,628.8892913,800.441607,171.5523157,220,2.858587688
6,19,11,2016,18,305.35,307.45,324.3,280.95,277.85,207.7,749.8295397,793.104837,43.27529733,218,3.439585044
6,19,11,2016,19,305.35,307.45,325.6,280.95,277.85,206.7,746.219383,796.284104,50.064721,229,3.258599926
6,19,11,2016,20,305.85,307.95,322.1,280.95,277.85,206.9,746.9414143,787.724539,40.78312467,234,3.192057326
6,19,11,2016,21,305.85,307.95,323.5,280.95,277.85,206.4,745.136336,791.148365,46.012029,233,3.198010026
6,19,11,2016,22,305.85,307.45,328.1,279.95,277.85,206.4,504.769776,611.3509173,106.5811413,230,2.1946512
1,21,11,2016,10,297.85,300.85,326.5,282.05,277.75,207.2,1037.582317,1140.69305,103.1107327,244,4.252386546
1,21,11,2016,11,297.85,300.85,325.8,281.55,277.75,206.6,914.2779987,1138.24746,223.9694613,287,3.185637626
2,22,11,2016,11,304.95,308.15,326.6,282.85,278.25,208.1,1114.793087,1217.111915,102.3188273,280,3.981403883
3,23,11,2016,9,297.85,300.45,326.6,281.65,278.05,206.4,865.319616,988.9034307,123.5838147,209,4.140285244
3,23,11,2016,10,297.85,300.45,326.3,281.65,277.55,206.8,987.4127853,987.9950687,0.582283333,233,4.237823113
3,23,11,2016,11,297.85,300.95,326.3,282.65,278.05,208.1,1114.793087,1177.99412,63.201033,249,4.477080672
3,23,11,2016,12,297.85,300.95,326.3,282.15,277.55,211.6,1133.542611,1177.99412,44.45150967,278,4.077491405
5,25,11,2016,22,304.55,307.05,325,281.25,277.85,205.9,815.2665407,946.2104167,130.943876,269,3.030730634
5,25,11,2016,23,304.05,305.05,322,279.25,277.85,205.4,334.8827907,374.9904667,40.107676,200,1.674413953
6,26,11,2016,0,302.55,304.05,322.5,279.75,277.85,205.1,453.8199843,563.359125,109.5391407,163,2.784171683
7,27,11,2016,0,297.75,299.25,321.8,279.95,277.75,205.6,526.7567947,562.13633,35.37953533,154,3.420498667
3,30,11,2016,11,297.75,300.25,321.8,281.55,278.15,207.5,821.6017833,936.8938833,115.2921,262,3.135884669
3,30,11,2016,13,297.75,300.75,324.7,281.55,277.65,207.7,943.333937,1134.40439,191.070453,271,3.480937037
3,30,11,2016,14,297.75,300.25,327.2,281.35,277.65,206.6,890.2180513,952.6155333,62.397482,239,3.724761721
3,30,11,2016,15,297.75,300.75,323.2,281.85,277.65,207.6,1015.408968,1129.16384,113.754872,232,4.376762793
3,30,11,2016,18,297.75,300.75,324.1,282.35,278.15,205.4,1004.648372,1132.30817,127.659798,236,4.256984627
3,30,11,2016,19,297.75,300.75,324.2,281.75,277.65,207.1,988.8452023,1132.65754,143.8123377,244,4.052644272
3,30,11,2016,20,297.75,300.75,322.8,281.75,277.65,207.9,992.664981,1127.76636,135.101379,240,4.136104088
3,30,11,2016,21,297.75,300.75,322.6,281.75,277.65,206.3,985.0254237,1127.06762,142.0421963,245,4.020511933
3,30,11,2016,22,297.75,300.25,324.1,281.25,277.65,206.6,866.158104,943.5901417,77.43203767,224,3.86677725
4,1,12,2016,10,298.65,300.85,325,280.85,277.55,206.6,793.978262,832.6651667,38.68690467,200,3.96989131
4,1,12,2016,12,303.15,305.85,327.2,281.75,278.05,207,891.94161,1028.824776,136.883166,236,3.779413602
4,1,12,2016,13,304.65,307.35,324.8,280.75,277.55,207.3,772.526944,1021.278384,248.75144,269,2.871847375
4,1,12,2016,15,306.65,308.85,325.1,281.25,278.15,207.8,750.1905553,832.9213713,82.730816,255,2.941923746
4,1,12,2016,18,298.15,300.75,328.3,281.35,277.55,208.7,923.5712407,994.0508153,70.47957467,234,3.946885644
4,1,12,2016,23,297.65,298.75,322.5,279.45,278.05,206.4,336.513184,413.130025,76.616841,175,1.92293248
5,2,12,2016,8,294.05,295.25,327.7,279.35,277.85,206.1,360.025785,457.954196,97.928411,107,3.364726963
5,2,12,2016,9,295.05,297.25,330.1,280.95,277.85,206.8,746.5803987,845.7316047,99.151206,129,5.787444951
5,2,12,2016,11,299.55,302.25,329.3,281.95,277.85,207.5,990.7550917,1035.427869,44.67277733,214,4.62969669
5,2,12,2016,14,304.55,306.85,325.8,281.45,277.85,207.4,869.512056,872.656386,3.14433,249,3.492016289
5,2,12,2016,15,305.55,307.85,326.7,281.45,277.85,207.8,871.189032,875.067039,3.878007,243,3.585140049
5,2,12,2016,18,297.95,301.05,326.6,282.45,277.95,207.6,1087.93818,1179.077167,91.13898733,241,4.514266307
5,2,12,2016,19,297.95,300.55,321.1,281.45,277.45,207.9,968.45364,972.2501273,3.796487333,253,3.82788
5,2,12,2016,23,297.45,298.55,321,279.45,277.95,206.9,361.423265,411.20849,49.785225,169,2.138599201
6,3,12,2016,9,294.35,295.75,327.5,279.55,277.55,206.8,481.6647733,533.9538167,52.28904333,153,3.148135773
6,3,12,2016,14,297.85,300.25,328.3,281.15,277.55,207.8,871.189032,917.585368,46.396336,223,3.906677274
6,3,12,2016,23,297.35,298.25,323.5,278.75,277.55,206.8,288.998864,339.063585,50.064721,142,2.035203268
7,4,12,2016,1,297.35,298.25,324.7,278.75,277.55,207.3,289.697604,340.321317,50.623713,124,2.336271
7,4,12,2016,15,296.75,297.25,326.3,278.85,278.35,205.2,119.48454,189.9990517,70.51451167,110,1.086223091
2,6,12,2016,0,297.65,299.25,324.7,280.15,277.65,206.9,602.3721083,605.0156747,2.643566333,96,6.274709462
4,8,12,2016,0,297.75,298.75,323.5,278.85,277.55,207,313.38489,376.7373167,63.35242667,136,2.304300662
4,15,12,2016,8,294.65,296.25,325.3,280.45,277.95,207.3,603.536675,606.1336587,2.596983667,148,4.077950507
4,15,12,2016,9,296.65,299.25,327.5,281.95,277.95,207.5,966.5903333,991.6285167,25.03818333,174,5.555116858
3,21,12,2016,0,297.05,298.15,326.3,279.45,277.85,206.3,384.4001653,417.9979137,33.59774833,180,2.135556474
6,24,12,2016,12,297.45,300.15,325.5,281.75,277.95,207.5,918.2608167,1023.479415,105.2185983,242,3.794466185
6,24,12,2016,13,297.95,300.15,322,280.75,277.45,207.8,798.589946,824.9790267,26.38908067,242,3.299958455
6,24,12,2016,14,297.95,300.15,326.3,280.75,277.45,206.5,793.593955,835.9958273,42.40187233,220,3.60724525
6,24,12,2016,17,297.95,299.65,322.6,280.25,277.95,207.8,556.5929927,638.6716513,82.07865867,196,2.839760167
1,26,12,2016,10,298.55,301.85,322.5,282.35,277.85,207.7,1088.462235,1239.390075,150.92784,206,5.283797257
1,26,12,2016,11,297.95,300.15,326.2,281.15,277.95,208.7,777.7442027,835.7396227,57.99542,243,3.200593427
1,26,12,2016,12,297.95,300.15,324.2,281.15,277.85,208,799.35856,830.6155293,31.25696933,192,4.163325833
1,26,12,2016,16,297.95,299.55,324.6,279.95,277.85,208.7,510.394633,604.829344,94.434711,182,2.804366115
1,26,12,2016,18,297.45,299.05,321.8,279.95,277.85,208.3,509.416397,599.6120853,90.19568833,173,2.944603451
1,26,12,2016,19,297.45,299.55,325.8,280.55,277.85,206.5,649.304145,796.773222,147.469077,173,3.75320315
1,26,12,2016,22,297.45,298.55,321.6,279.55,277.85,206.9,409.6130337,411.977104,2.364070333,146,2.805568724
2,27,12,2016,10,297.25,299.35,327.3,281.15,277.85,207.4,797.052718,800.441607,3.388889,190,4.195014305
2,27,12,2016,11,297.25,299.85,322.1,281.15,277.35,208.7,923.5712407,975.2780007,51.70676,199,4.641061511
2,27,12,2016,14,297.75,300.35,327,281.65,277.85,207.2,916.9332107,990.11458,73.18136933,223,4.11180812
2,27,12,2016,16,297.75,300.35,325.7,281.15,277.85,207.8,798.589946,986.1783447,187.5883987,225,3.549288649
2,27,12,2016,17,297.75,300.35,327.6,281.15,277.85,207.8,798.589946,991.931304,193.341358,226,3.533583832
2,27,12,2016,18,297.75,299.85,324.6,281.05,277.85,207.7,774.0175893,793.838514,19.82092467,218,3.550539401
2,27,12,2016,19,297.75,300.35,326.1,281.65,277.85,207.4,917.8182813,987.389494,69.57121267,220,4.171901279
3,28,12,2016,12,297.75,299.95,324.5,280.95,277.65,207.7,798.205639,831.3841433,33.17850433,222,3.595520896
3,28,12,2016,13,297.75,299.95,327.2,280.95,277.65,207,795.51549,838.3016693,42.78617933,210,3.788169
3,28,12,2016,14,297.75,300.45,323.5,280.95,277.65,207,795.51549,1017.190755,221.675265,226,3.519980044
3,28,12,2016,15,297.75,299.95,326,280.95,277.65,208.3,800.511481,835.2272133,34.71573233,216,3.706071671
3,28,12,2016,16,297.75,299.95,324.2,280.95,277.65,208.4,800.895788,830.6155293,29.71974133,210,3.813789467
3,28,12,2016,17,297.75,300.45,322.2,281.55,277.65,207.8,943.788118,1013.103126,69.315008,224,4.213339812
3,28,12,2016,18,297.75,299.95,325.5,280.95,277.65,208.1,799.742867,833.94619,34.203323,227,3.52309633
3,28,12,2016,19,297.75,300.45,327.5,281.45,277.65,207.4,917.8182813,1029.768075,111.9497937,232,3.956113282
3,28,12,2016,20,297.75,299.95,326.3,280.95,277.65,207.6,797.821332,835.9958273,38.17449533,220,3.6264606
4,29,12,2016,11,297.25,299.15,327.7,280.75,277.75,207.3,724.24401,725.0941437,0.850133667,172,4.210720988
4,29,12,2016,14,303.25,305.65,326.3,281.25,277.75,208.9,851.4729183,911.995448,60.52252967,238,3.577617304
4,29,12,2016,16,305.35,307.65,325.1,281.25,277.75,207.5,845.7665417,870.7814337,25.014892,246,3.438075373
4,29,12,2016,18,305.85,308.15,326.6,281.25,277.75,208.6,850.2501233,874.7991887,24.54906533,493,1.724645281
4,29,12,2016,19,305.85,308.65,322.2,281.75,277.75,209.4,975.44104,1050.625464,75.184424,259,3.766181622
4,29,12,2016,20,306.35,308.65,326.1,280.65,277.75,208.4,703.8175107,873.459937,169.6424263,255,2.760068669
5,30,12,2016,10,296.65,298.85,330.2,281.45,278.05,208.1,823.9774993,845.9878093,22.01031,176,4.681690337
5,30,12,2016,11,297.65,299.85,321,280.95,278.05,208.8,705.168408,822.41698,117.248572,191,3.691981194
5,30,12,2016,15,297.65,300.35,320.6,281.25,277.55,207.7,894.9578377,1008.072198,113.1143603,230,3.891121033
5,30,12,2016,17,297.65,300.35,327.6,281.25,277.55,208.2,897.112286,1030.082508,132.970222,216,4.15329762
5,30,12,2016,18,298.15,300.35,328,281.25,278.05,208.6,777.3715413,840.3513067,62.97976533,225,3.454984628
5,30,12,2016,20,297.65,299.85,328.7,280.75,277.55,208.8,778.116864,842.1447393,64.02787533,213,3.653130817
6,31,12,2016,20,300.65,301.95,332,279.35,277.55,207.2,434.336784,502.6269733,68.29018933,171,2.539981193
