Day of week,Date,Month,Year ,Hour,tcond_in,tcond_out,mcond,tevap_in,tevap_out,mevap,elect,qe,qc,qe-qc,cop
1,1,2,2016,16,295.25,296.45,1176.3,280.95,278.05,464.6,1569.067253,1643.855724,74.78847133,508,3.088715064
1,1,2,2016,18,295.25,296.45,1181.6,280.95,278.05,466,1573.795393,1651.262368,77.46697467,511,3.079834429
1,1,2,2016,20,295.25,296.45,1181.3,280.95,278.05,467.3,1578.18581,1650.843124,72.65731433,501,3.150071476
1,1,2,2016,22,294.75,295.95,1185.6,280.45,278.15,460.6,1233.718635,1656.852288,423.1336527,517,2.38630297
2,2,2,2016,16,295.25,296.55,1177,281.25,278.25,462.3,1615.13751,1781.903457,166.7659467,505,3.198292099
3,3,2,2016,12,294.65,295.95,1176.6,281.45,278.35,470.8,1699.661759,1781.297882,81.63612333,504,3.372344759
3,3,2,2016,14,295.15,296.45,1181.6,281.45,278.35,461.8,1667.170349,1788.867565,121.6972167,511,3.262564283
4,4,2,2016,11,294.65,295.85,1181.3,280.95,278.65,463.1,1240.414894,1650.843124,410.4282303,508,2.441761602
4,4,2,2016,13,294.65,295.85,1178,281.45,278.65,464.1,1513.331092,1646.23144,132.900348,503,3.008610521
4,4,2,2016,15,294.65,295.85,1180,280.95,278.65,466.6,1249.789655,1649.0264,399.2367447,503,2.484671283
4,4,2,2016,17,294.65,295.85,1183.3,280.95,278.65,467.3,1251.664608,1653.638084,401.9734763,504,2.483461523
4,4,2,2016,19,294.65,295.85,1184,280.95,278.65,469,1256.218063,1654.61632,398.3982567,502,2.502426421
4,4,2,2016,21,294.65,295.85,1181,280.95,278.65,463.1,1240.414894,1650.42388,410.0089863,511,2.427426406
5,5,2,2016,13,294.65,295.55,1176,280.75,278.65,460.3,1125.705077,1232.57736,106.872283,518,2.173175824
5,5,2,2016,15,294.65,295.55,1171,280.75,278.65,462.5,1131.085375,1227.33681,96.251435,506,2.235346591
6,6,2,2016,12,294.65,295.75,1180,280.45,278.35,462.8,1131.819052,1511.607533,379.7884813,517,2.18920513
6,6,2,2016,20,295.15,296.25,1185.6,280.95,278.35,464,1404.933227,1518.781264,113.8480373,512,2.744010208
1,8,2,2016,10,294.65,295.75,1182.6,280.45,278.05,461,1288.47656,1514.938194,226.461634,510,2.526424627
1,8,2,2016,21,294.65,295.65,1187,280.45,278.05,465.6,1301.333376,1382.340633,81.00725733,514,2.531776996
2,9,2,2016,13,293.05,294.15,1179.3,281.35,278.55,460.8,1502.570496,1510.710817,8.140321,517,2.906325911
2,9,2,2016,21,292.55,293.65,1176.3,281.35,278.55,461.3,1504.200889,1506.867747,2.666857667,506,2.97272903
3,10,2,2016,15,295.05,296.15,1186.6,280.85,278.05,459.5,1498.331473,1520.062287,21.730814,518,2.892531802
3,10,2,2016,22,294.95,295.85,1183.6,280.45,278.15,460.6,1233.718635,1240.542996,6.824360667,257,4.800461616
4,11,2,2016,14,294.85,296.15,1174.6,280.95,278.75,467.1,1196.731998,1778.270009,581.5380107,586,2.042204775
4,11,2,2016,16,294.85,296.15,1188.6,280.95,278.25,462.3,1453.623759,1799.465122,345.841363,414,3.5111685
4,11,2,2016,22,294.85,296.15,1179,280.95,278.25,464.6,1460.855718,1784.93133,324.075612,504,2.89852325
6,13,2,2016,13,295.15,296.55,1180.3,281.35,278.65,470.3,1478.778399,1924.353251,445.5748523,500,2.957556798
6,13,2,2016,18,295.15,296.55,1178.3,281.35,278.65,467.3,1469.345409,1921.092465,451.7470557,517,2.842060752
6,13,2,2016,20,295.15,296.55,1181,281.35,278.65,468.1,1471.860873,1925.494527,453.6336537,520,2.830501679
1,15,2,2016,12,294.95,295.95,1184.3,280.95,278.75,465.3,1192.120314,1379.196303,187.0759893,472,2.525678631
3,17,2,2016,18,295.85,296.75,1178,280.45,278.45,461.3,1074.429207,1234.67358,160.2443733,510,2.106723935
3,17,2,2016,20,295.85,296.75,1185.3,280.45,278.45,457,1064.413933,1242.324783,177.9108497,513,2.074880962
5,19,2,2016,16,295.85,296.75,1181.3,280.25,278.05,463.5,1187.50863,1238.132343,50.623713,510,2.328448294
5,19,2,2016,21,295.85,296.75,1179.6,280.65,278.45,463.3,1186.996221,1236.350556,49.35433533,504,2.355151231
6,20,2,2016,8,289.85,291.35,1174.6,281.75,279.85,778.3,1722.12625,2051.85001,329.7237603,510,3.376718137
6,20,2,2016,15,295.85,296.85,1182.3,280.15,277.85,456.1,1221.66537,1376.86717,155.2017997,510,2.395422295
6,20,2,2016,17,295.85,296.75,1176.6,280.15,278.35,460.3,964.890066,1233.206226,268.31616,509,1.895658283
2,23,2,2016,16,296.45,298.95,1176,284.35,278.35,459.1,3207.91534,3423.826,215.91066,526,6.098698365
2,23,2,2016,17,296.45,300.95,1180,284.25,277.95,781.6,5734.419432,6183.849,449.429568,1028,5.578229019
2,23,2,2016,21,295.95,297.25,1175,281.15,278.15,466.8,1630.85916,1778.875583,148.0164233,514,3.172877743
3,24,2,2016,14,297.25,299.35,1178.6,282.75,278.05,456.1,2496.446626,2882.372374,385.9257477,524,4.764211119
3,24,2,2016,15,297.25,299.35,1177.6,282.75,278.05,457.1,2501.92009,2879.926784,378.0066943,507,4.934753629
4,25,2,2016,12,297.25,299.35,1181.3,283.25,278.15,479.8,2849.671342,2888.975467,39.304125,530,5.376738381
4,25,2,2016,14,297.25,299.35,1171.6,282.75,278.15,476.6,2553.149377,2865.253244,312.1038667,508,5.025884601
1,29,2,2016,11,296.75,297.55,1182,280.35,278.35,456.5,1063.249367,1101.21424,37.96487333,512,2.076658919
1,29,2,2016,15,296.75,297.95,1177.3,280.85,278.35,468.6,1364.28985,1645.253204,280.963354,507,2.690907002
1,29,2,2016,17,296.75,297.95,1175.6,281.35,278.35,466,1628.0642,1642.877488,14.813288,420,3.876343333
1,29,2,2016,19,296.75,297.75,1177.3,280.85,278.35,465,1353.80875,1371.044337,17.23558667,506,2.675511364
1,29,2,2016,20,296.75,297.75,1175.3,280.85,278.35,464,1350.897333,1368.715203,17.81787,518,2.60790991
2,1,3,2016,11,296.15,297.35,1184,281.45,278.55,460.8,1556.233728,1654.61632,98.382592,505,3.081650947
2,1,3,2016,20,296.65,297.85,1178.3,280.95,278.55,465.3,1300.494888,1646.650684,346.155796,502,2.590627267
2,1,3,2016,22,296.65,297.75,1179,280.45,278.05,465.3,1300.494888,1510.32651,209.831622,509,2.55499978
3,2,3,2016,11,296.65,298.15,1176.3,281.35,278.15,463.1,1725.794635,2054.819655,329.0250203,501,3.44469987
1,7,3,2016,11,296.45,297.85,1179.6,281.55,278.35,463.5,1727.28528,1923.211976,195.926696,485,3.561412948
2,8,3,2016,15,296.75,297.75,1173.6,280.55,278.15,457.5,1278.6942,1366.73544,88.04124,233,5.48795794
2,8,3,2016,19,296.95,298.05,1173.6,280.85,278.15,464.5,1460.541285,1503.408984,42.867699,367,3.979676526
3,9,3,2016,12,296.75,297.75,1184,280.65,278.55,462.8,1131.819052,1378.846933,247.0278813,506,2.236796545
3,9,3,2016,14,296.75,297.65,1186,280.65,278.55,456.8,1117.145512,1243.05846,125.912948,504,2.216558556
3,9,3,2016,16,296.75,297.65,1174.6,280.15,278.55,459,855.25776,1231.110006,375.852246,509,1.680270648
3,9,3,2016,18,296.75,297.65,1178.3,280.15,278.55,458.8,854.8850987,1234.988013,380.1029143,500,1.709770197
3,9,3,2016,20,296.75,297.65,1186.3,280.65,278.55,458.1,1120.324779,1243.372893,123.048114,509,2.201031
3,9,3,2016,22,296.75,297.65,1178,280.15,278.55,456.5,850.5994933,1234.67358,384.0740867,509,1.671118847
4,10,3,2016,15,296.55,297.55,1179.3,280.45,278.15,461,1234.790037,1373.37347,138.5834333,511,2.416418858
4,10,3,2016,19,296.55,297.95,1179,280.95,278.15,464.1,1513.331092,1922.23374,408.902648,511,2.961508986
4,10,3,2016,20,296.95,298.05,1180.6,280.65,278.25,465,1299.6564,1512.376147,212.7197473,500,2.5993128
4,10,3,2016,21,296.95,297.95,1184.3,280.65,278.25,465.5,1301.05388,1379.196303,78.14242333,225,5.782461689
5,11,3,2016,13,296.85,297.95,1178.3,280.95,278.25,465.3,1463.056749,1509.429794,46.37304467,511,2.863124753
6,12,3,2016,12,296.55,297.45,1179.3,280.15,278.35,458.5,961.11687,1236.036123,274.919253,513,1.873522164
6,12,3,2016,20,296.55,297.75,1179.3,281.15,278.35,465.1,1516.591879,1648.048164,131.4562853,503,3.015093198
6,12,3,2016,22,296.55,297.75,1178.3,280.65,278.35,469.1,1256.485914,1646.650684,390.1647703,505,2.488090918
7,13,3,2016,13,295.55,296.15,1177.3,279.15,278.05,456.1,584.2747423,822.626602,238.3518597,511,1.143394799
1,14,3,2016,8,290.55,290.85,1180.3,280.75,280.05,460.5,375.398065,412.361411,36.963346,511,0.734634178
1,14,3,2016,13,296.55,297.85,1173.6,280.75,278.35,461.6,1290.153536,1776.756072,486.602536,505,2.554759477
1,14,3,2016,17,297.05,297.85,1178,280.25,278.35,457.5,1012.299575,1097.487627,85.18805167,503,2.012524006
3,16,3,2016,10,294.15,295.25,1177,280.35,278.25,458.8,1122.036692,1507.764463,385.7277713,500,2.244073384
3,16,3,2016,12,296.65,297.75,1179.3,280.35,278.25,460,1124.9714,1510.710817,385.739417,516,2.180177132
3,16,3,2016,16,296.75,297.55,1185,280.45,278.45,464.5,1081.882433,1104.0092,22.12676667,347.3,3.11512362
4,17,3,2016,11,296.75,298.15,1183.3,281.35,278.25,464.6,1677.278787,1929.244431,251.965644,504,3.327934102
4,17,3,2016,14,296.75,297.75,1186.6,280.45,277.95,460.3,1340.125092,1381.874807,41.749715,501,2.674900383
5,18,3,2016,9,290.65,291.85,1178,281.25,278.65,471.3,1427.036702,1646.23144,219.194738,502,2.842702594
5,18,3,2016,13,296.65,297.85,1176.3,280.65,278.15,461.5,1343.618792,1643.855724,300.2369323,509,2.639722577
5,18,3,2016,15,296.65,297.85,1185.6,280.65,278.15,462.6,1346.82135,1656.852288,310.030938,512,2.630510449
5,18,3,2016,17,296.65,297.85,1177,281.15,278.15,462.6,1616.18562,1644.83396,28.64834,506,3.194042727
5,18,3,2016,19,296.65,297.85,1184.3,281.15,278.15,462.1,1614.43877,1655.035564,40.596794,519,3.110672004
5,18,3,2016,21,296.65,297.85,1179,280.65,278.15,456.8,1329.935133,1647.62892,317.6937867,512,2.597529557
6,19,3,2016,14,296.95,297.95,1183.6,280.35,278.25,464.3,1135.487437,1378.381107,242.8936697,509,2.230820112
7,20,3,2016,12,294.15,294.65,1180.3,278.85,277.85,447,520.5613,687.2690183,166.7077183,501,1.039044511
1,21,3,2016,19,296.55,297.95,1171.3,281.25,278.55,466.6,1467.144378,1909.679711,442.5353333,502,2.922598363
1,21,3,2016,22,296.55,297.45,1183,280.75,278.55,459.8,1178.029057,1239.91413,61.88507267,503,2.342006078
2,22,3,2016,16,296.95,298.45,1178,281.95,278.35,465.3,1950.742332,2057.7893,107.046968,512,3.810043617
2,22,3,2016,18,296.95,298.35,1180,281.35,278.05,462.3,1776.651261,1923.864133,147.2128723,512,3.470021994
3,23,3,2016,16,296.75,298.25,1179,281.95,278.45,461.8,1882.289103,2059.53615,177.2470467,516,3.647847099
3,23,3,2016,19,296.75,298.15,1177,281.45,277.95,460.1,1875.359932,1918.972953,43.61302167,505,3.713584023
3,23,3,2016,21,296.75,298.15,1187.3,280.95,277.95,460.5,1608.84885,1935.766005,326.9171547,519,3.099901445
4,24,3,2016,13,296.85,298.15,1175.3,280.95,278.35,463.5,1403.41929,1779.329764,375.9104743,508,2.762636398
4,24,3,2016,15,296.85,298.15,1181.3,281.45,278.35,460.3,1661.755114,1788.413384,126.6582707,513,3.239288721
4,24,3,2016,16,296.85,298.15,1177,281.45,278.35,465.1,1679.083866,1781.903457,102.819591,217,7.737713667
4,24,3,2016,18,296.85,298.15,1185.3,280.95,278.35,466,1410.988973,1794.469131,383.4801577,512,2.755837839
4,24,3,2016,21,296.85,298.15,1182,280.95,278.35,461.8,1398.271905,1789.47314,391.2012347,506,2.763383212
2,29,3,2016,12,296.95,298.45,1177.3,281.65,278.55,464.5,1676.917772,2056.566505,379.6487333,523,3.206343732
2,29,3,2016,13,296.95,298.45,1170,281.65,278.05,463.6,1943.615184,2043.8145,100.199316,517,3.759410414
2,29,3,2016,17,296.95,298.45,1180.3,281.65,278.55,466,1682.333007,2061.807055,379.4740483,505,3.331352488
2,29,3,2016,18,296.95,298.45,1182.6,281.65,278.55,466.1,1682.694022,2065.82481,383.1307877,508,3.312389808
2,29,3,2016,20,296.95,298.45,1181.3,281.65,278.05,462.3,1938.165012,2063.553905,125.388893,513,3.778099439
3,30,3,2016,11,296.95,297.95,1185,280.75,278.45,462,1237.46854,1380.0115,142.54296,1006,1.230088012
3,30,3,2016,13,296.95,298.45,1177.6,281.75,278.45,464.6,1785.490322,2057.09056,271.600238,517,3.453559617
3,30,3,2016,15,296.95,297.95,1177.3,280.75,278.45,457.8,1226.218826,1371.044337,144.8255107,520,2.358113127
3,30,3,2016,16,296.95,297.85,1189.3,280.25,278.45,464,972.64608,1246.517223,273.871143,514,1.892307549
4,31,3,2016,20,296.95,298.45,1181.6,281.95,278.15,464.1,2053.806482,2064.07796,10.271478,407.5,5.040015907
4,31,3,2016,21,296.95,298.45,1185.6,281.45,278.15,466.6,1793.176462,2071.06536,277.888898,518,3.461730622
4,5,5,2016,12,295.05,296.15,1187.6,280.85,278.05,460.3,1500.940103,1521.343311,20.403208,507,2.960434128
4,5,5,2016,14,295.05,296.15,1177.3,280.85,278.55,461.1,1235.057887,1508.14877,273.0908833,515,2.398170654
4,5,5,2016,16,295.05,296.15,1174.6,280.85,278.55,455.5,1220.058268,1504.690007,284.631739,502,2.430394957
4,5,5,2016,18,295.05,296.15,1177,280.85,278.55,462,1237.46854,1507.764463,270.2959233,518,2.388935405
4,5,5,2016,19,295.05,296.15,1181.6,281.35,278.55,463,1509.744227,1513.657171,3.912944,511,2.95448968
4,5,5,2016,21,295.05,296.15,1185.3,280.85,278.55,458.6,1228.361629,1518.396957,290.0353283,503,2.442070832
3,8,6,2016,12,295.35,298.05,1181,283.05,278.15,564,3218.39644,3713.45373,495.05729,532,6.049617368
3,8,6,2016,13,295.85,298.05,1185.6,282.55,278.15,567.6,2908.435376,3037.562528,129.127152,515,5.647447332
3,8,6,2016,15,295.85,298.05,1188.6,282.55,278.15,575.5,2948.915713,3045.248668,96.33295467,519,5.681918523
3,8,6,2016,22,295.35,297.05,1187.3,281.85,277.95,465.3,2113.304193,2350.573006,237.2688127,523,4.040734595
4,9,6,2016,11,296.95,298.75,1183.3,282.65,278.15,470.1,2463.582555,2480.457126,16.874571,509,4.840044312
7,12,6,2016,8,294.85,295.65,1183,279.85,278.25,451.8,841.841952,1102.145893,260.3039413,507,1.660437775
7,12,6,2016,11,294.85,295.45,1181,279.65,278.45,446.5,623.97482,825.21194,201.23712,510,1.223480039
7,12,6,2016,22,295.35,295.85,1186.6,279.55,278.25,454.5,688.084215,690.9374033,2.853188333,510,1.349184735
1,13,6,2016,0,295.35,295.85,1177,279.05,278.25,449.1,418.405512,685.3474833,266.9419713,502,0.833477116
1,13,6,2016,9,295.35,297.35,1180.6,282.75,278.45,466.1,2334.05945,2749.774813,415.715363,535,4.362727945
1,13,6,2016,13,295.85,297.85,1182,282.45,278.05,524.1,2685.537316,2753.0356,67.498284,502,5.349675928
1,13,6,2016,14,296.35,298.35,1187,282.45,278.55,564.5,2563.851745,2764.681267,200.8295217,521,4.921020624
2,14,6,2016,14,296.35,298.25,1177.6,282.15,278.05,517.8,2472.351742,2605.648043,133.2963007,511,4.838261726
2,14,6,2016,15,296.35,298.25,1185.3,282.15,278.05,527.1,2516.756669,2622.685653,105.928984,524,4.802970742
2,14,6,2016,17,296.35,298.25,1176.6,282.15,278.05,534.5,2552.089622,2603.435366,51.34574433,503,5.073736822
2,14,6,2016,19,296.85,298.75,1172.3,282.15,278.05,521,2487.630857,2593.920856,106.2899997,517,4.8116651
2,14,6,2016,21,296.35,298.25,1179,282.15,278.05,467,2229.795797,2608.74579,378.9499933,514,4.338124118
3,15,6,2016,10,295.95,297.65,1181.6,282.15,278.25,470,2134.6507,2339.288355,204.6376547,510,4.185589608
3,15,6,2016,11,296.95,299.15,1178.3,282.65,278.25,556.1,2849.508303,3018.859587,169.3512847,511,5.576337187
3,15,6,2016,12,296.95,299.15,1184,282.15,278.25,567,2575.20627,3033.463253,458.2569833,524,4.914515782
6,18,6,2016,20,295.15,296.45,1173.6,281.45,278.25,464,1729.148587,1776.756072,47.60748533,506,3.417289697
6,18,6,2016,22,295.15,296.45,1181,280.95,278.25,464.8,1461.484584,1787.959203,326.4746193,517,2.826856062
1,20,6,2016,11,295.05,297.25,1189.3,282.75,278.15,505.8,2709.573972,3047.042101,337.4681287,523,5.180829774
1,20,6,2016,13,295.05,296.75,1184.3,282.25,278.15,466.1,2225.498546,2344.633716,119.13517,503,4.424450389
1,20,6,2016,15,296.05,297.75,1185,282.25,278.15,476,2272.768307,2346.01955,73.25124333,508,4.47395336
1,20,6,2016,21,296.05,297.75,1185.6,282.25,278.15,464,2215.471627,2347.207408,131.7357813,519,4.268731458
2,21,6,2016,11,297.05,299.15,1185.6,282.45,278.25,540,2641.2372,2899.491504,258.254304,512,5.158666406
2,21,6,2016,12,297.05,299.15,1182,282.45,278.25,548.1,2680.855758,2890.68738,209.831622,503,5.329733117
2,21,6,2016,21,296.05,297.65,1179.3,281.95,278.25,471,2029.49033,2197.397552,167.907222,803,2.527385218
3,22,6,2016,9,296.05,297.55,1180,282.35,278.85,469.5,1913.674175,2061.283,147.608825,505,3.789453812
3,22,6,2016,10,296.05,297.55,1181.3,281.85,278.35,466.5,1901.446225,2063.553905,162.10768,512,3.713762158
3,22,6,2016,12,297.55,299.55,1184,282.35,278.35,548.3,2554.127613,2757.693867,203.5662533,519,4.92124781
3,22,6,2016,13,297.05,299.05,1175.3,282.35,278.35,559.5,2606.3002,2737.430407,131.1302067,529,4.926843478
3,22,6,2016,14,296.55,298.55,1174.6,282.35,278.35,570.3,2656.60948,2735.800013,79.19053333,506,5.250216364
3,22,6,2016,16,296.55,298.55,1182,282.25,278.25,531,2473.5396,2753.0356,279.496,513,4.82171462
3,22,6,2016,17,296.55,298.55,1179.6,282.25,278.25,539.5,2513.134867,2747.44568,234.3108133,518,4.851611712
3,22,6,2016,18,296.55,298.55,1185,282.25,278.25,570.5,2657.541133,2760.023,102.4818667,463,5.739829662
3,22,6,2016,19,296.55,298.55,1182.3,282.25,278.25,537.3,2502.88668,2753.73434,250.84766,520,4.813243615
4,23,6,2016,8,295.45,296.25,1185,279.95,278.25,462.5,915.6405417,1104.0092,188.3686583,515,1.777942799
4,23,6,2016,9,295.95,297.25,1175,282.45,280.25,513.5,1315.610963,1778.875583,463.26462,518,2.539789505
4,23,6,2016,10,295.95,297.45,1179.3,281.95,278.35,465.8,1952.838552,2060.060205,107.221653,516,3.784570837
4,23,6,2016,12,295.95,297.95,1177.6,282.95,278.35,468.8,2511.364725,2742.787413,231.422688,520,4.829547549
4,23,6,2016,13,295.95,297.95,1179.6,282.45,278.35,471.6,2251.759524,2747.44568,495.686156,527,4.272788471
4,23,6,2016,15,296.45,298.45,1176.6,282.45,278.35,468.6,2237.435354,2740.45828,503.022926,505,4.430565057
4,23,6,2016,16,296.45,298.45,1185.3,282.45,278.35,514.8,2458.027572,2760.72174,302.694168,504,4.877038833
4,23,6,2016,18,296.95,298.95,1178.6,282.45,278.35,516.3,2465.189657,2745.116547,279.9268897,501,4.920538238
4,23,6,2016,20,296.45,298.45,1186,282.45,277.85,470.3,2519.400235,2762.352133,242.951898,522,4.826437232
4,23,6,2016,21,295.95,297.45,1178.3,281.95,278.35,463,1941.09972,2058.313355,117.213635,516,3.761821163
4,23,6,2016,23,295.45,296.35,1190.3,279.85,278.25,455.3,848.3635253,1247.565333,399.2018077,513,1.653730069
5,24,6,2016,9,295.45,296.95,1184.6,281.85,278.05,465.6,2060.444512,2069.31851,8.873998,506,4.072024727
6,25,6,2016,13,295.45,297.45,1181,282.65,278.35,466.5,2336.062505,2750.706467,414.6439617,506,4.616724318
6,25,6,2016,22,295.45,296.95,1180.6,282.15,278.35,465.3,2059.116906,2062.33111,3.214204,510,4.037484129
7,26,6,2016,0,294.95,295.95,1184.6,279.65,277.85,454.5,952.73199,1379.545673,426.8136833,513,1.857177368
7,26,6,2016,14,295.45,296.35,1175.3,279.75,278.15,454.5,846.87288,1231.843683,384.970803,509,1.663797407
7,26,6,2016,16,295.45,296.35,1173.6,279.75,278.15,458.3,853.9534453,1230.061896,376.1084507,510,1.67441852
7,26,6,2016,18,295.45,296.35,1177,279.75,278.15,451.6,841.4692907,1233.62547,392.1561793,431,1.952364944
7,26,6,2016,21,295.45,296.35,1183,279.75,278.15,453.8,845.5685653,1239.91413,394.3455647,510,1.657977579
7,26,6,2016,22,295.45,296.35,1172.6,279.75,278.15,460,857.1210667,1229.013786,371.8927193,495,1.73155771
1,27,6,2016,17,297.95,300.15,1177,282.55,278.15,556.5,2851.55794,3015.528927,163.9709867,506,5.63549
2,28,6,2016,10,296.95,298.95,1180.3,282.35,278.65,530.1,2284.146123,2749.076073,464.9299503,518,4.4095485
2,28,6,2016,11,298.45,300.95,1178.3,282.85,278.15,554.1,3032.846033,3430.522258,397.6762253,501,6.053584896
2,28,6,2016,13,298.95,301.45,1177,282.85,278.15,575.6,3150.525495,3426.737417,276.211922,508,6.20182184
2,28,6,2016,14,298.45,300.95,1181.3,282.85,278.15,564.1,3087.580666,3439.256508,351.675842,529,5.83663642
2,28,6,2016,15,298.45,301.35,1180.6,282.15,278.05,777.8,3713.779809,3987.173479,273.3936707,503,7.383260057
2,28,6,2016,16,298.95,301.35,1192,282.15,278.05,638.8,3050.093265,3331.59232,281.4990547,516,5.91103346
2,28,6,2016,17,298.45,300.85,1182,282.15,278.05,626.6,2991.841641,3303.64272,311.8010793,524,5.709621452
2,28,6,2016,18,298.45,300.85,1186,282.65,278.05,586.3,3140.813009,3314.82256,174.0095513,505,6.2194317
2,28,6,2016,21,297.45,299.35,1184,282.65,278.05,467.8,2506.007719,2619.809173,113.8014547,503,4.982122701
3,29,6,2016,0,295.45,296.15,1179.3,279.15,277.65,456.1,796.738285,961.361429,164.623144,500,1.59347657
3,29,6,2016,9,295.95,298.05,1183.6,282.65,278.25,469.3,2404.737001,2894.600324,489.8633227,510,4.715170591
3,29,6,2016,10,296.45,298.05,1184.3,282.15,278.25,470.3,2136.013243,2206.714085,70.70084233,514,4.155667788
3,29,6,2016,12,297.95,300.05,1180.6,282.65,278.25,548.3,2809.540375,2887.263554,77.72317933,518,5.423823117
3,29,6,2016,19,298.45,300.55,1176,282.65,278.25,554.6,2841.822163,2876.01384,34.19167733,509,5.583147667
3,29,6,2016,23,295.45,296.35,1174,279.55,278.05,459.1,801.978835,1230.48114,428.502305,1026,0.781655785
4,30,6,2016,10,296.95,298.85,1183.3,282.25,278.45,513,2270.20626,2618.2603,348.0540397,509,4.460130177
4,30,6,2016,11,297.45,299.85,1181.6,282.75,278.45,573.1,2869.876574,3302.524736,432.6481623,505,5.682923908
4,30,6,2016,14,297.95,300.85,1172,282.75,277.95,630.8,3526.121536,3958.129187,432.0076507,510,6.913963796
4,30,6,2016,17,297.95,300.35,1180.3,282.75,278.45,631.5,3162.322555,3298.891288,136.568733,501,6.312021068
4,30,6,2016,18,296.95,299.35,1181.6,282.75,278.45,599.6,3002.578945,3302.524736,299.9457907,523,5.741068729
