0.000000000000000000e+00,2.804296480938416494e+02,6.058538027481289419e+02,8.243210505960781802e+02
1.000000000000000000e+00,2.875658944281524896e+02,2.598702046219224258e+02,8.065230495832604447e+02
2.000000000000000000e+00,2.832485923753665702e+02,3.717639198602283841e+02,7.629513696098650826e+02
3.000000000000000000e+00,2.847532991202346011e+02,2.613602287309931285e+02,7.484949678324275055e+02
4.000000000000000000e+00,2.846771114369501561e+02,3.716574895667233704e+02,7.417321986597810337e+02
5.000000000000000000e+00,2.846771114369501561e+02,3.716574895667233704e+02,7.417321986597810337e+02
6.000000000000000000e+00,2.846961583577712531e+02,3.120068577335947566e+02,7.561891118493872455e+02
7.000000000000000000e+00,2.846453665689149375e+02,3.120068577335947566e+02,7.339218136968936506e+02
8.000000000000000000e+00,2.845183870967741768e+02,3.153842457141549289e+02,7.493560090478993061e+02
9.000000000000000000e+00,2.846517155425219698e+02,3.122126229677045330e+02,7.392273903398215680e+02
1.000000000000000000e+01,2.845056891495601121e+02,3.153984364199556012e+02,7.545994951274918776e+02
1.100000000000000000e+01,2.823089442815249299e+02,4.302863905822035235e+02,7.621719036634106033e+02
1.200000000000000000e+01,2.847469501466275688e+02,3.075084039947814745e+02,7.410704982585691596e+02
1.300000000000000000e+01,2.847469501466275688e+02,3.075084039947814745e+02,7.410704982585691596e+02
1.400000000000000000e+01,2.845247360703812092e+02,3.191518781042336173e+02,7.667111765641916463e+02
1.500000000000000000e+01,2.846390175953079051e+02,3.131279234918479233e+02,7.448397442347219339e+02
1.600000000000000000e+01,2.846390175953079051e+02,3.131634002563496324e+02,7.452717198434465899e+02
1.700000000000000000e+01,2.848167888563049814e+02,3.076290249940871604e+02,7.546148224600846106e+02
1.800000000000000000e+01,2.839977712609970695e+02,3.369612138840781199e+02,7.484739558244491491e+02
1.900000000000000000e+01,2.846326686217008728e+02,3.097079633938857910e+02,7.643836492137596679e+02
2.000000000000000000e+01,2.847596480938416335e+02,3.081540811087120915e+02,7.361752470785510241e+02
2.100000000000000000e+01,2.846517155425219698e+02,3.122126229677045330e+02,7.392273903398215680e+02
2.200000000000000000e+01,2.848167888563049814e+02,3.064299103539303246e+02,7.394245325780581197e+02
2.300000000000000000e+01,2.847850439882697628e+02,3.086507558117356211e+02,7.535457711467332729e+02
2.400000000000000000e+01,2.848294868035190461e+02,3.064299103539303246e+02,7.449922214232561828e+02
2.500000000000000000e+01,2.848294868035190461e+02,3.062028590611195682e+02,7.421025031682527242e+02
2.600000000000000000e+01,2.848294868035190461e+02,3.064086242952292878e+02,7.447214934921225904e+02
2.700000000000000000e+01,2.846707624633431237e+02,3.119926670277940843e+02,7.448813160907836846e+02
2.800000000000000000e+01,2.848421847507331108e+02,3.054507516536838807e+02,7.380672504827838338e+02
2.900000000000000000e+01,2.845818768328445572e+02,3.146321383067192414e+02,7.380205238909736636e+02
3.000000000000000000e+01,2.846771114369501561e+02,3.096015331003807205e+02,7.466985291593845204e+02
